,MARCH8 (220972)
ACH-000004,-0.07444007023746411
ACH-000005,-0.0061064602244835
ACH-000007,-0.12440248914182933
ACH-000009,0.009003501212455689
ACH-000011,-0.06061948358921685
ACH-000012,-0.03695652222710643
ACH-000013,-0.04385506259940175
ACH-000014,-0.0588376139486076
ACH-000015,-0.044292974793296386
ACH-000017,0.11842576167791255
ACH-000018,-0.25424799164741746
ACH-000019,-0.005730178222580686
ACH-000021,0.04144198046172009
ACH-000022,0.014979125267326109
ACH-000025,-0.17713991845344446
ACH-000028,-0.03597636642258712
ACH-000030,-0.06932575973511143
ACH-000035,-0.1285819767403479
ACH-000036,-0.20266914002981465
ACH-000037,0.02474758877269998
ACH-000039,-0.19229538636683155
ACH-000040,-0.07568312767438673
ACH-000041,-0.07847171673821618
ACH-000042,-0.08096748500037453
ACH-000045,-0.06276266825213125
ACH-000047,0.10473624958125358
ACH-000052,0.18771995628552773
ACH-000053,-0.034679859213694764
ACH-000054,-0.043000268006569545
ACH-000055,0.06680236812405371
ACH-000060,-0.11006861934172366
ACH-000067,-0.2664801023785225
ACH-000070,-0.08930087244315375
ACH-000075,0.16598727495934806
ACH-000078,-0.016199645747881856
ACH-000082,-0.19554399238357034
ACH-000085,-0.2535774367056029
ACH-000086,-0.27080820245284976
ACH-000087,-0.04365926586514142
ACH-000092,-0.025856146595645845
ACH-000095,0.08881452003614948
ACH-000097,-0.17300237218449754
ACH-000098,-0.21073407786409631
ACH-000099,-0.017784960577346246
ACH-000108,-0.016900691654394253
ACH-000113,-0.13229806395082674
ACH-000116,-0.1080405695572047
ACH-000118,0.010560739730773922
ACH-000120,-0.10167975554910874
ACH-000123,0.06444368798613198
ACH-000127,-0.088481326994527
ACH-000128,0.0071970414437702935
ACH-000132,-0.15581608861000218
ACH-000133,-0.12865574691810466
ACH-000137,-0.158790713936426
ACH-000138,-0.0354910515525459
ACH-000142,-0.026228233316699053
ACH-000143,-0.28034816846624994
ACH-000146,-0.12447865544805554
ACH-000148,-0.08434040165493513
ACH-000150,0.03290622722974201
ACH-000152,-0.18955561905287907
ACH-000153,0.029141190323649962
ACH-000159,-0.008527876190051875
ACH-000160,0.0887335685807129
ACH-000163,-0.15597166177474392
ACH-000167,-0.4572303933532658
ACH-000168,-0.20418324410720975
ACH-000169,-0.09867078184804083
ACH-000178,-0.1282421499273773
ACH-000183,-0.18097666882031996
ACH-000188,-0.066020374704655
ACH-000189,-0.131929425963422
ACH-000190,-0.09158812827099187
ACH-000198,-0.2317493955104126
ACH-000203,-0.14516117589922178
ACH-000204,0.19093909244964616
ACH-000206,-0.07767876777792253
ACH-000207,0.02438772904026252
ACH-000208,-0.3547183714983496
ACH-000210,-0.3823930294818911
ACH-000211,-0.21550774899533934
ACH-000215,-0.04572502628122879
ACH-000221,-0.0721287505888333
ACH-000222,-0.019662046077090843
ACH-000223,-0.19582240931202505
ACH-000226,-0.2936698628546125
ACH-000227,-0.24251107919595044
ACH-000228,-0.2291484596844528
ACH-000231,-0.07953872974918369
ACH-000232,-0.08559433979710518
ACH-000233,-0.08823969350142796
ACH-000234,-0.011630278623911606
ACH-000235,-0.03522507337551445
ACH-000237,-0.18062551928603526
ACH-000238,0.0071761114531747675
ACH-000242,0.25709152841254995
ACH-000243,-0.10118552139120816
ACH-000244,-0.031118370048772583
ACH-000246,0.039597567666420766
ACH-000248,-0.12286487964830745
ACH-000250,-0.08711618573428002
ACH-000251,0.2597822106803458
ACH-000252,-0.2474513518642474
ACH-000253,-0.10919031212780088
ACH-000255,-0.18362700079807787
ACH-000256,-0.110595214939118
ACH-000257,0.05661367105622898
ACH-000258,-0.2776683564854672
ACH-000259,-0.10079614285606064
ACH-000260,-0.04856326811644556
ACH-000261,-0.10946906820549952
ACH-000262,-0.0704615997808898
ACH-000263,-0.10533244930267144
ACH-000264,-0.08411178209733894
ACH-000265,-0.13361848341747146
ACH-000266,-0.021684696583237628
ACH-000272,-0.21169471551979116
ACH-000274,0.01870354438382827
ACH-000277,0.015857317550210078
ACH-000278,-0.07306493101041264
ACH-000279,-0.18716353593221785
ACH-000280,-0.04082594386720435
ACH-000281,0.04699910174610639
ACH-000288,-0.11518132520955306
ACH-000291,-0.11455953879108642
ACH-000293,-0.05901677796015019
ACH-000294,-0.10314706180860704
ACH-000295,0.06549915250669505
ACH-000296,-0.3522551251245079
ACH-000302,0.007436645716049586
ACH-000304,-0.1876635148988137
ACH-000307,-0.07203777749825283
ACH-000308,-0.09494770607175708
ACH-000310,-0.14767384484474153
ACH-000311,-0.06981656449246727
ACH-000312,0.03910389037624922
ACH-000315,-0.054919967915952175
ACH-000316,-0.14674829656921728
ACH-000317,-0.10555653185022094
ACH-000318,-0.02658503137788663
ACH-000319,-0.2008135990238108
ACH-000320,0.09607627875363968
ACH-000322,-0.17118312966052754
ACH-000323,-0.1650607207235031
ACH-000324,-0.2015114568063719
ACH-000329,-0.02578496791231676
ACH-000330,-0.016881426226366313
ACH-000331,-0.1178523089218292
ACH-000332,-0.06707184549898977
ACH-000334,-0.26306186823290245
ACH-000335,-0.22436280878118567
ACH-000336,-0.34799234975125115
ACH-000337,-0.06004423151691352
ACH-000338,0.381299463660226
ACH-000339,-0.16123504628924848
ACH-000341,-0.2105911590648698
ACH-000348,-0.2034622005860742
ACH-000350,-0.05981921050291941
ACH-000352,0.11896656392538185
ACH-000356,0.012290761605133732
ACH-000361,-0.07656609102887135
ACH-000362,-0.13924472215108555
ACH-000363,0.05601572990247849
ACH-000364,0.05663986715414929
ACH-000365,-0.03954114842502676
ACH-000366,-0.07512948124755556
ACH-000368,-0.07475051009808399
ACH-000374,-0.1792304078011116
ACH-000375,-0.12062078107123725
ACH-000376,0.02259704323135724
ACH-000381,-0.07792303990181547
ACH-000383,-0.09664900424250583
ACH-000387,-0.17168950351525222
ACH-000389,-0.04768209339397738
ACH-000390,0.1413193350158164
ACH-000393,0.05068322698789955
ACH-000395,0.14940108755027087
ACH-000396,-0.04983107981410826
ACH-000397,-0.05127114638097559
ACH-000401,-0.24853617773927916
ACH-000402,0.0799472434048673
ACH-000403,-0.0594527446519155
ACH-000404,0.02405400515147194
ACH-000406,-0.0376787851201128
ACH-000407,-0.11007862852688566
ACH-000408,-0.2940551628906302
ACH-000410,-0.09839106504514847
ACH-000411,0.052194420631281935
ACH-000414,-0.06217712015962432
ACH-000415,-0.08302690903138077
ACH-000416,-0.11401841010163367
ACH-000420,-0.06644918990382294
ACH-000421,-0.05455185275651999
ACH-000424,0.06778656424613064
ACH-000425,-0.16343973379582366
ACH-000426,0.23448008556332586
ACH-000427,-0.09055926374973446
ACH-000433,-0.1232413597521988
ACH-000435,-0.3866082893529198
ACH-000436,0.031605645238923445
ACH-000444,-0.17209303327654546
ACH-000445,-0.1858026148000678
ACH-000448,0.05947839083683154
ACH-000450,-0.2928841483313355
ACH-000452,-0.09021680060215068
ACH-000454,-0.12371532849859597
ACH-000458,-0.09029118685112084
ACH-000459,0.04071267916798987
