,MYO15A (51168)
ACH-000004,-0.024477412006109246
ACH-000005,-0.3773846061423021
ACH-000007,-0.3648034959112609
ACH-000009,-0.18823337488895453
ACH-000011,-0.2182439292280948
ACH-000012,-0.16426096759078826
ACH-000013,-0.4013960152134055
ACH-000014,0.11586604166033382
ACH-000015,-0.2499228980954001
ACH-000017,-0.21096886014412736
ACH-000018,-0.5710323826492879
ACH-000019,-0.15412433706305925
ACH-000021,-0.23816207373751624
ACH-000022,-0.4801970040336655
ACH-000025,-0.3987870684134249
ACH-000028,-0.20553071401046533
ACH-000030,-0.20663785992311234
ACH-000035,-0.4676106275799229
ACH-000036,-0.18545636208388575
ACH-000037,-0.20523546375685828
ACH-000039,-0.23186233077108856
ACH-000040,-0.28807585854748896
ACH-000041,-0.03702484150064619
ACH-000042,-0.3899733678448747
ACH-000045,-0.3604098639498727
ACH-000047,-0.2796071191243331
ACH-000052,-0.051599892250064006
ACH-000053,-0.22608846791253195
ACH-000054,-0.11910621007670733
ACH-000055,-0.18883836312647545
ACH-000060,-0.266225228965217
ACH-000067,-0.2643222654970002
ACH-000070,-0.3190279577037399
ACH-000075,-0.3411565220532774
ACH-000078,-0.22780735020544104
ACH-000082,-0.3823214056848873
ACH-000085,-0.32293970371103004
ACH-000086,-0.2539200961335828
ACH-000087,-0.5118302791906718
ACH-000092,-0.20093810487744385
ACH-000095,-0.13670951634762338
ACH-000097,-0.1526539902400699
ACH-000098,-0.3201537545494435
ACH-000099,-0.11324978619546225
ACH-000108,-0.2737334902887714
ACH-000113,-0.16944705295683193
ACH-000116,-0.11784165121930265
ACH-000118,-0.13636777854569396
ACH-000120,-0.06413207044222348
ACH-000123,-0.1777333563140728
ACH-000127,-0.1964131616675249
ACH-000128,-0.13014107233220207
ACH-000132,-0.3380172882424814
ACH-000133,-0.10403197092575717
ACH-000137,-0.24448304736243834
ACH-000138,-0.2563852416755673
ACH-000142,-0.29620053275711195
ACH-000143,0.034927634224305185
ACH-000146,-0.0760235026728335
ACH-000148,-0.2041666551211034
ACH-000150,-0.1952351077427789
ACH-000152,-0.2492539377668661
ACH-000153,-0.7355929335032253
ACH-000159,-0.18329371569416006
ACH-000160,-0.07786209967616245
ACH-000163,-0.2872249930802529
ACH-000167,-0.2599476551396262
ACH-000168,-0.2412089973263266
ACH-000169,-0.2158240676309309
ACH-000178,-0.10313141858167957
ACH-000183,-0.16344269259356398
ACH-000188,-0.5159006472572454
ACH-000189,-0.14813282677478032
ACH-000190,-0.2296306248203011
ACH-000198,-0.09501669031375494
ACH-000203,0.3128018998877972
ACH-000204,-0.1371099102945615
ACH-000206,-0.016287280469406442
ACH-000207,-0.2331607972919384
ACH-000208,-0.17767025261685127
