,ESCO1 (114799)
ACH-000004,-0.04878103389692552
ACH-000005,0.30405944250768563
ACH-000007,-0.2426449526944619
ACH-000009,-0.12445209033785648
ACH-000011,0.20065393507035426
ACH-000012,-0.12860702599808838
ACH-000013,-0.000581978686852949
ACH-000014,0.09064061973565957
ACH-000015,0.04107632818294935
ACH-000017,-0.012989218677732565
ACH-000018,-0.14738433492835948
ACH-000019,-0.12393392299023975
ACH-000021,-0.05476093135494422
ACH-000022,-0.02151268948991164
ACH-000025,-0.0017559828784554938
ACH-000028,-0.2463202251982751
ACH-000030,-0.06227105482645536
ACH-000035,-0.0588102622699946
ACH-000036,0.053347626356408114
ACH-000037,-0.15811291079343398
ACH-000039,-0.034307648630536265
ACH-000040,0.1422923997069421
ACH-000041,0.16631092559380128
ACH-000042,0.15755837362970546
ACH-000045,0.03480940851861529
ACH-000047,0.1042085163695508
ACH-000052,0.2315543119575969
ACH-000053,0.1255336846500592
ACH-000054,0.06217329625249625
ACH-000055,0.0002084802731662904
ACH-000060,0.023048387305205524
ACH-000067,-0.0891398573997365
ACH-000070,0.07416637838741251
ACH-000075,-0.224054135019959
ACH-000078,0.04126890590652538
ACH-000082,-0.23531657398004585
ACH-000085,-0.15137232853882787
ACH-000086,0.03000711286361423
ACH-000087,-0.25514020042587404
ACH-000092,-0.01485402761144834
ACH-000095,0.03419316432139368
ACH-000097,0.04821106177415069
ACH-000098,-0.11563666193218025
ACH-000099,0.003473920424007745
ACH-000108,0.015627486703942515
ACH-000113,0.12193010841381267
ACH-000116,-0.06904986542978138
ACH-000118,0.16995070366679374
ACH-000120,0.20985137514541974
ACH-000123,0.00045681263297598165
ACH-000127,-0.007748277683124995
ACH-000128,-0.10297816955343328
ACH-000132,-0.010501675172916286
ACH-000133,0.013451709926595777
ACH-000137,-0.04571711161202283
ACH-000138,0.0440796964397618
ACH-000142,-0.2027255466170347
ACH-000143,-0.0024409438395175307
ACH-000146,0.06670809729312939
ACH-000148,0.012527968063082371
ACH-000150,-0.2000037036907807
ACH-000152,0.002750121330468846
ACH-000153,-0.030570391645193325
ACH-000159,0.04525107684844911
ACH-000160,-0.005688780809244536
ACH-000163,0.028003272415602458
ACH-000167,0.2444224507438021
ACH-000168,-0.2110025913165668
ACH-000169,-0.04769785402010024
ACH-000178,-0.051521822403213416
ACH-000183,0.09999783691008393
ACH-000188,-0.05911728079334059
ACH-000189,-0.0015565474393913238
ACH-000190,-0.10273687929578768
ACH-000198,0.10103398426061884
ACH-000203,0.06888056067226317
ACH-000204,0.18823043699240216
ACH-000206,0.0661065493646593
ACH-000207,0.16481737351541986
ACH-000208,-0.061041402430525624
ACH-000210,-0.13135908047045872
ACH-000211,-0.09560065289201344
ACH-000215,-0.1382775131976964
ACH-000221,-0.007953017475810356
ACH-000222,0.08295283905931831
ACH-000223,0.013841609317549741
ACH-000226,-0.11719001322356434
ACH-000227,-0.020834507061317738
ACH-000228,0.013026851178350795
ACH-000231,-0.000878501318655757
ACH-000232,-0.1436631665155534
ACH-000233,0.047641236175217004
ACH-000234,-0.04565231797427573
ACH-000235,0.17771545306898612
ACH-000237,-0.00881318851725979
ACH-000238,-0.07168380403445697
ACH-000242,0.2726224918365968
ACH-000243,-0.042944442899291065
ACH-000244,-0.07726008654257123
ACH-000246,0.1086894461015265
ACH-000248,-0.0165005876598666
ACH-000250,0.018405553023944976
ACH-000251,0.06622691246701264
ACH-000252,-0.05390249231638123
ACH-000253,-0.057565159747748014
ACH-000255,0.18581509436424726
ACH-000256,0.06785929428566778
ACH-000257,0.05140793266774883
ACH-000258,0.18347024609662102
ACH-000259,0.028070480350179474
ACH-000260,0.2504910396863767
ACH-000261,-0.05111470919885825
ACH-000262,0.12014678100839983
ACH-000263,0.038547454477620015
ACH-000264,-0.10437145045837644
ACH-000265,0.0054095533695739315
ACH-000266,0.058542377764266386
ACH-000272,0.07533710094463628
ACH-000274,-0.08068037327949118
ACH-000277,0.14000035107722567
ACH-000278,0.016245641815279415
ACH-000279,0.19377302332711852
ACH-000280,-0.10739331453916404
ACH-000281,-0.11998408820481675
