,RFWD3 (55159)
ACH-000004,-0.3454121972060345
ACH-000005,-0.4437043499938574
ACH-000007,-0.4761149014423398
ACH-000009,-0.20434625455251856
ACH-000011,-0.17142434046592872
ACH-000012,-0.23268922089240485
ACH-000013,-0.12874193504287534
ACH-000014,-0.3643176573407376
ACH-000015,-0.0840024106568632
ACH-000017,-0.22073719007426607
ACH-000018,-0.21818206124445227
ACH-000019,-0.30685412237844645
ACH-000021,-0.4742328382161073
ACH-000022,-0.29217872057400474
ACH-000025,-0.4783722849333454
ACH-000028,-0.16878079706432192
ACH-000030,-0.12681973756894974
ACH-000035,-0.2807529551990913
ACH-000036,-0.2392738477107742
ACH-000037,-0.2732323668148737
ACH-000039,-0.31099592245936425
ACH-000040,-0.3725152628141061
ACH-000041,-0.057305155679498475
ACH-000042,-0.26049801485546864
ACH-000045,-0.4697785157477054
ACH-000047,-0.4150784042022282
ACH-000052,-0.4045006008669668
ACH-000053,-0.1673721188920805
ACH-000054,-0.2270610876538961
ACH-000055,-0.5089121602927137
ACH-000060,-0.4133207849543822
ACH-000067,-0.260963171694422
ACH-000070,-0.5640440809330903
ACH-000075,-0.3958972628664635
ACH-000078,-0.2363421039968326
ACH-000082,-0.3923537567459395
ACH-000085,-0.03342304543968848
ACH-000086,-0.3217454959676016
ACH-000087,-0.8101819842785194
ACH-000092,-0.2637346264956073
ACH-000095,-0.4786876888341936
ACH-000097,-0.3793928964441785
ACH-000098,-0.3925872067617676
ACH-000099,-0.34263323678665303
ACH-000108,-0.31022205059049457
ACH-000113,-0.4529484311580596
ACH-000116,-0.3590915547722669
ACH-000118,-0.44782558956493
ACH-000120,-0.3443873424460365
ACH-000123,-0.2365272139276317
ACH-000127,-0.31914539148029264
ACH-000128,-0.22853473878428476
ACH-000132,-0.31035371652343713
ACH-000133,-0.3698366718501743
ACH-000137,-0.3542125031946117
ACH-000138,-0.1915533078652384
ACH-000142,-0.2703113707676457
ACH-000143,-0.3058687998208709
ACH-000146,-0.3784304864291835
ACH-000148,-0.3282390857021565
ACH-000150,-0.2591641315197489
ACH-000152,-0.17782426303372406
ACH-000153,-0.036339923265721566
ACH-000159,-0.2724025092379579
ACH-000160,-0.4924113030581414
ACH-000163,-0.3248460473745955
ACH-000167,-0.3079188105420068
ACH-000168,-0.42234713730014267
ACH-000169,-0.1931164956226865
ACH-000178,-0.17418558269089374
ACH-000183,-0.34209419322332285
ACH-000188,-0.3798533710251183
ACH-000189,-0.4583328161015496
ACH-000190,-0.3091985095935078
ACH-000198,-0.5582513503461987
ACH-000203,-0.4484041401679145
ACH-000204,-0.3304247334816847
ACH-000206,-0.20345500554689516
ACH-000207,-0.1936171282714321
ACH-000208,-0.25820608845730064
ACH-000210,-0.06813802951696456
ACH-000211,-0.29390679725231256
ACH-000215,-0.20649232773258008
ACH-000221,-0.2113905207184278
ACH-000222,-0.5211101144095703
ACH-000223,-0.2045190026589976
ACH-000226,-0.35428444057781555
ACH-000227,-0.5214487404062238
ACH-000228,-0.3195075132356124
ACH-000231,-0.33679116444620616
ACH-000232,-0.3682601673118689
ACH-000233,-0.4628636736151234
ACH-000234,-0.2042048980290211
ACH-000235,-0.21843423434956208
ACH-000237,-0.2974532259398998
ACH-000238,-0.4865452505294235
ACH-000242,-0.1663896638889863
ACH-000243,-0.31981425820026044
ACH-000244,-0.3072652725438126
ACH-000246,-0.29687724324680603
ACH-000248,-0.16201648928689869
ACH-000250,-0.11795869590915856
ACH-000251,-0.20424174234018286
ACH-000252,-0.04414243290840797
ACH-000253,-0.14888980188356038
ACH-000255,-0.1957004427318861
ACH-000256,-0.204865611633896
ACH-000257,-0.3834954625544963
ACH-000258,-0.1295695739615168
ACH-000259,-0.2784347589626987
ACH-000260,-0.09140605473955814
ACH-000261,-0.4037688600891024
ACH-000262,-0.2368814697095609
ACH-000263,-0.3811745909210164
ACH-000264,-0.27240885698584305
ACH-000265,-0.2672630645932639
ACH-000266,-0.4422148274957957
ACH-000272,-0.3199216661766928
ACH-000274,-0.3414607073216187
ACH-000277,-0.4157568642153501
ACH-000278,-0.2285682986223236
ACH-000279,-0.2385364794346937
ACH-000280,-0.2115789870780012
ACH-000281,-0.4966613164541675
ACH-000288,-0.2792254009519761
ACH-000291,-0.003140915968279445
ACH-000293,-0.3434809030071125
ACH-000294,-0.11543354555416745
ACH-000295,-0.5332935129647062
ACH-000296,-0.22955759798947076
ACH-000302,-0.15143648888629868
ACH-000304,-0.22267399476667704
ACH-000307,-0.38563254036050376
ACH-000308,-0.28787613175386506
ACH-000310,-0.3623168046490893
ACH-000311,-0.3293605991284538
ACH-000312,-0.3094810106742613
ACH-000315,-0.39643372608836536
ACH-000316,-0.5204456320754011
ACH-000317,-0.2963495585365777
ACH-000318,-0.17032540773502666
ACH-000319,-0.2889679714245065
ACH-000320,-0.27794913039072466
ACH-000322,-0.4558147178048906
ACH-000323,-0.4259669526329298
ACH-000324,-0.2345003680744996
ACH-000329,-0.4114161101534981
ACH-000330,-0.15960140018895133
ACH-000331,-0.30190829754661325
ACH-000332,-0.27858674011711715
ACH-000334,-0.27808372594597525
ACH-000335,-0.2168592199070012
ACH-000336,-0.13063255647211247
ACH-000337,-0.5653330312431021
ACH-000338,-0.06476193311351394
ACH-000339,-0.26300500365878643
ACH-000341,-0.3006263373737563
ACH-000348,-0.2747739068063078
ACH-000350,-0.4301063107362565
ACH-000352,-0.24268275320181346
ACH-000356,-0.3571487718802713
ACH-000361,-0.6218693815269537
ACH-000362,-0.3996363837099141
ACH-000363,-0.22440047536889365
ACH-000364,-0.2442791136402937
ACH-000365,-0.5249692943121831
ACH-000366,-0.2285523587317925
ACH-000368,-0.3370728962002431
ACH-000374,-0.4591666449823503
ACH-000375,-0.5007907525762371
ACH-000376,-0.26731876626699785
ACH-000381,-0.1343867593081326
ACH-000383,-0.3510748294730293
ACH-000387,-0.4475356812673286
ACH-000389,-0.10167204354312903
ACH-000390,-0.15054838092019526
ACH-000393,-0.339748695869177
ACH-000395,-0.21756632826346428
ACH-000396,-0.08298795614630307
ACH-000397,-0.15836062247246738
ACH-000401,-0.3814818746889346
ACH-000402,-0.2908734480254866
ACH-000403,-0.4752988260543177
ACH-000404,-0.17342662134932998
ACH-000406,-0.290231687932736
ACH-000407,-0.3111182995798009
ACH-000408,-0.37761737651993743
ACH-000410,-0.2442628159266357
ACH-000411,-0.2253465668429826
ACH-000414,-0.3363680042691249
ACH-000415,-0.24641278023037025
ACH-000416,-0.39484022616330827
ACH-000420,-0.3396412379452047
ACH-000421,-0.2670466884375688
ACH-000424,-0.5123420019091788
ACH-000425,-0.26939014660533384
ACH-000426,-0.5948202437616998
ACH-000427,-0.2878476328350407
ACH-000433,-0.3493788958825121
ACH-000435,-0.04852149488625759
ACH-000436,-0.10623999402793044
ACH-000444,-0.6093107734100205
ACH-000445,-0.23790326095500505
ACH-000448,-0.1782806138185473
ACH-000450,-0.3176167277435586
ACH-000452,-0.3474647516490088
ACH-000454,-0.10568672042871564
ACH-000458,-0.3121834775005319
ACH-000459,-0.214057141407842
ACH-000460,0.02736071188206852
ACH-000461,-0.2249945185471133
ACH-000463,-0.19100612973025904
ACH-000464,-0.37082536548169737
ACH-000466,-0.4316271971623323
ACH-000467,-0.2519619613861692
ACH-000468,-0.08725622448372633
ACH-000469,-0.3145660819135105
ACH-000470,-0.5952435002270828
ACH-000471,-0.2420451186772621
ACH-000472,-0.3298166935061104
ACH-000473,-0.3815512874544999
ACH-000475,-0.27499617080128563
ACH-000476,-0.4811070787915479
ACH-000477,-0.4472541424981119
ACH-000479,0.017403139217527827
ACH-000480,-0.2577027461051341
ACH-000481,-0.1639807031282993
ACH-000483,-0.2876921070730729
ACH-000484,-0.2927557982949421
ACH-000485,-0.2774131976451971
ACH-000486,-0.2928832668480289
ACH-000487,-0.3929954072641403
ACH-000488,-0.1859476235960312
ACH-000490,-0.2594254723205309
ACH-000491,-0.2608072868134122
ACH-000495,-0.2823642106587493
ACH-000496,-0.4655604731431858
ACH-000499,-0.16697241468042773
ACH-000500,-0.4243540838255352
ACH-000502,-0.2246356652265689
ACH-000503,-0.2524515742552867
ACH-000505,-0.4274151819100003
ACH-000507,-0.1094701347858176
ACH-000510,-0.22097914412071995
ACH-000511,-0.4387437003996649
ACH-000512,-0.2597758990317323
ACH-000516,-0.430347996860584
ACH-000517,-0.30718973956930384
ACH-000518,-0.374816037757456
ACH-000520,-0.2658680782647171
ACH-000521,-0.4452753684121328
ACH-000522,-0.4829256569503338
ACH-000524,-0.2818982719802579
ACH-000527,-0.2488921427718304
ACH-000528,-0.6204902083149457
ACH-000537,-0.3799317139131527
ACH-000541,-0.4722084147786237
ACH-000542,-0.4141661709138008
ACH-000544,-0.482619263063854
ACH-000545,-0.38449845945566535
ACH-000547,-0.3008520810258829
ACH-000548,-0.2387415323693508
ACH-000549,-0.3228799746173837
ACH-000550,-0.3967084717958219
ACH-000552,-0.2115784860254908
ACH-000556,-0.12837287574585518
ACH-000557,-0.2611550069181293
ACH-000569,-0.027527220057332345
ACH-000570,-0.22447714555932344
ACH-000571,-0.23664063309926464
ACH-000573,-0.2394692773682429
ACH-000576,-0.26314811100848673
ACH-000579,-0.1226921022532279
ACH-000580,-0.16444318670620695
ACH-000584,-0.6288941015627547
ACH-000585,-0.29617181839061457
ACH-000588,-0.2939812189432531
ACH-000589,-0.22472831337811405
ACH-000591,-0.10760192015812037
ACH-000593,-0.1227809720743298
ACH-000600,-0.08764390738976162
ACH-000601,-0.20953405809739944
ACH-000605,-0.35710997176899184
ACH-000606,-0.20507718925403812
ACH-000608,-0.4270678794746101
ACH-000614,-0.5699996210988146
ACH-000616,-0.27843181964961056
ACH-000618,-0.29035566873386376
ACH-000619,-0.22198880370946528
ACH-000620,-0.22225296365437366
ACH-000621,-0.3976675647426537
ACH-000622,-0.4731126549137755
ACH-000623,-0.3712834604311367
ACH-000624,-0.1845153245767236
ACH-000627,-0.31602374746536616
ACH-000630,-0.2804586662752308
ACH-000631,-0.3249831716914886
ACH-000632,-0.3234558370573625
ACH-000633,-0.16388035200885098
ACH-000637,-0.3660354984946665
ACH-000638,-0.4704671115779685
ACH-000646,-0.2819076257933111
ACH-000647,-0.2911194322407295
ACH-000648,-0.3660400768545529
ACH-000649,-0.4110159342305004
ACH-000651,-0.36152355463132496
ACH-000652,-0.233895713549549
ACH-000653,-0.3372540271749609
ACH-000657,-0.23231514353692384
ACH-000658,-0.35494981314811946
ACH-000661,-0.1108337051293228
ACH-000662,-0.046716494796578516
ACH-000663,-0.28655612157158383
ACH-000665,-0.1902966079838558
ACH-000671,-0.017278823470451947
ACH-000672,-0.3600975287953936
ACH-000673,-0.3166321933106898
ACH-000676,-0.227402045614704
ACH-000677,-0.38182976703801935
ACH-000681,-0.1448193719468002
ACH-000683,-0.2291445910118303
ACH-000684,-0.21958888428667908
ACH-000688,-0.4509988125948444
ACH-000693,-0.4118682130337816
ACH-000694,-0.3135916869981243
ACH-000695,-0.25799537643945425
ACH-000696,-0.4457132277814024
ACH-000697,-0.21067355093200055
ACH-000699,-0.34696167029656144
ACH-000701,-0.5159160727546183
ACH-000706,-0.1366215511681728
ACH-000711,-0.1562190466397819
ACH-000713,-0.342351496097917
ACH-000714,-0.19232105796198296
ACH-000718,-0.41414716506368504
ACH-000720,-0.15952175247093667
ACH-000721,-0.21459145512226047
ACH-000724,-0.25599831613574403
ACH-000725,-0.32878461818975363
ACH-000732,-0.10811731880737496
ACH-000734,-0.17028440169568312
