,PLEKHN1 (84069)
ACH-000407,-0.3366494280860541
ACH-000408,-0.3810494726138667
ACH-000410,-0.45181530518421503
ACH-000411,-0.4352005188792237
ACH-000414,-0.34713529823612904
ACH-000415,-0.29459101588886216
ACH-000416,-0.4392023648501937
ACH-000420,-0.4188516287849216
ACH-000421,-0.307215589874039
ACH-000424,-0.4092956975636846
ACH-000425,-0.44168206717019903
ACH-000426,-0.2343874503325957
ACH-000427,-0.3047348350541691
ACH-000433,-0.3040515027099462
ACH-000435,-0.5974593365136373
ACH-000436,-0.279446180491044
ACH-000444,-0.20594559532880735
ACH-000445,-0.4548071226729064
ACH-000448,-0.2630873685167922
ACH-000450,-0.4193994011887979
ACH-000452,-0.3849347587130312
ACH-000454,-0.3533579212823636
ACH-000458,-0.4680130011147592
ACH-000459,-0.1536462031277242
ACH-000460,-0.25291873663745257
ACH-000461,-0.5157601067009778
ACH-000463,-0.4009180854274196
ACH-000464,-0.3888478356861329
ACH-000466,-0.3836999902462432
ACH-000467,-0.5385994227030063
ACH-000468,-0.4440535608622743
ACH-000469,-0.4830885261227549
ACH-000470,-0.43044454704899
ACH-000471,-0.46285424895928895
ACH-000472,-0.4272958381391094
ACH-000473,-0.20081208569362696
ACH-000475,-0.3749276592717185
ACH-000476,-0.2691237972580278
ACH-000477,-0.3671764575356763
ACH-000479,-0.058754235655623314
ACH-000480,-0.3616654683987959
ACH-000481,-0.3664320580912328
ACH-000483,-0.1255128258430925
ACH-000484,0.029109616451853774
ACH-000485,-0.4207186454786299
ACH-000486,-0.4975295782754999
ACH-000487,-0.25899740586233183
ACH-000488,-0.33138664562000464
ACH-000490,-0.23190896614172896
ACH-000491,-0.3394739057724748
ACH-000495,-0.4190879944198948
ACH-000496,-0.4547000270395642
ACH-000499,-0.2130018056889228
ACH-000500,-0.7546958609622892
ACH-000502,-0.2819364258351377
ACH-000503,-0.21745479748378088
ACH-000505,-0.23030146008469216
ACH-000507,-0.4740248020733717
ACH-000510,-0.3660883980167791
ACH-000511,-0.3156898918795084
ACH-000512,-0.6509242107706749
ACH-000516,-0.3274667135476394
ACH-000517,-0.466608472333596
ACH-000518,-0.4087715758255233
ACH-000520,-0.2994442485927197
ACH-000521,-0.4642883431649628
ACH-000522,-0.40921660227271855
ACH-000524,-0.4500613318307109
ACH-000527,-0.2860540049069502
ACH-000528,-0.3468051172318589
ACH-000537,-0.448406413694196
ACH-000541,-0.5725898773337179
ACH-000542,-0.2774223100011527
ACH-000544,-0.4212006261031228
ACH-000545,-0.3506760289823007
ACH-000547,-0.5334404226648211
ACH-000548,-0.3809747629002986
ACH-000549,-0.3938737084480537
ACH-000550,-0.3834746109753248
ACH-000552,-0.3598922999184361
ACH-000556,-0.3942812117759312
ACH-000557,-0.506481871394198
ACH-000569,-0.6561163334067268
ACH-000570,-0.3049455457699255
ACH-000571,-0.29747675335089263
ACH-000573,-0.3568165071761934
ACH-000576,-0.31285122255490994
ACH-000579,-0.3327316310644717
ACH-000580,-0.28349368126294816
ACH-000584,-0.3684028692980521
ACH-000585,-0.29571287459312456
ACH-000588,-0.34735896628098656
ACH-000589,-0.2779907790296181
ACH-000591,-0.4593729813271336
ACH-000593,-0.4685759471990821
ACH-000600,-0.3430532854049504
ACH-000601,-0.3634857347459932
ACH-000605,-0.43312680783861335
ACH-000606,-0.26303425438216305
ACH-000608,-0.41085393608524745
ACH-000614,-0.4296905631252653
ACH-000616,-0.2436096389980763
ACH-000618,-0.4490828594485144
ACH-000619,-0.1638084990537018
ACH-000620,-0.502987012718399
ACH-000621,-0.3384182220778331
ACH-000622,-0.31300034930370896
ACH-000623,-0.4932940348652682
ACH-000624,-0.3373928399971243
ACH-000627,-0.4304836855088968
ACH-000630,-0.43496188268238384
ACH-000631,-0.6670137247727549
ACH-000632,-0.40261010301227257
ACH-000633,-0.2710444502438464
ACH-000637,-0.23037880065261665
ACH-000638,-0.253736739961828
ACH-000646,-0.19605009097950868
ACH-000647,-0.4378472561938386
ACH-000648,-0.5639382593574043
ACH-000649,-0.405989972515545
ACH-000651,-0.3240649194679623
ACH-000652,-0.4846903087855695
ACH-000653,-0.3586232376683328
ACH-000657,-0.3587815856859598
ACH-000658,-0.4737984361539463
ACH-000661,-0.29215392884965785
ACH-000662,-0.1118676493587104
ACH-000663,-0.33925459245466044
ACH-000665,-0.3876985261557934
ACH-000671,-0.2197853105947026
ACH-000672,-0.35043278914635817
ACH-000673,-0.5239421312328949
ACH-000676,-0.4035317790239864
ACH-000677,-0.2707046893777925
ACH-000681,-0.3768747784215051
ACH-000683,-0.495308692984883
ACH-000684,-0.2000222581148247
ACH-000688,-0.484936497573034
ACH-000693,-0.3534972513080176
ACH-000694,-0.3169603062959989
ACH-000695,-0.4403032166151096
ACH-000696,-0.4907418841650562
ACH-000697,0.14255606284681793
ACH-000699,-0.2760853956717024
ACH-000701,-0.6902470549179445
ACH-000706,-0.4129722824017469
ACH-000711,-0.3340166576310735
ACH-000713,-0.4176373451558138
ACH-000714,-0.5534013973680988
ACH-000718,-0.4468727584926113
ACH-000720,-0.3797655314542749
ACH-000721,-0.3809521566631087
ACH-000724,-0.10278805294159264
ACH-000725,-0.3917398253005488
ACH-000732,-0.26674345772534674
ACH-000734,-0.4204324458591412
ACH-000735,-0.31220910034236576
ACH-000736,-0.3940656388459914
ACH-000738,-0.4179343811643835
ACH-000746,-0.5783878574390832
ACH-000747,-0.4699362013980279
ACH-000748,-0.30699327112767044
ACH-000753,-0.5288755262288899
ACH-000756,-0.4710287003245409
ACH-000757,-0.2684621564728237
ACH-000758,-0.4846113470212953
ACH-000760,-0.41312804760306304
ACH-000762,-0.3841730217403789
ACH-000763,-0.5275826828571956
ACH-000764,-0.2331056839222954
ACH-000765,-0.4812020007072363
ACH-000766,-0.2882069625887577
ACH-000767,-0.4973848090838069
ACH-000768,-0.08392901636114672
ACH-000769,-0.4685378687632781
ACH-000770,-0.4894116716517759
ACH-000771,-0.27452111481156555
ACH-000773,-0.5334378516998349
ACH-000776,-0.15810823232465762
ACH-000777,-0.4074049112024237
ACH-000778,-0.3052124017237631
ACH-000781,-0.40362132003895257
ACH-000782,-0.12709695041628535
ACH-000783,-0.4776188810156161
ACH-000784,-0.3045600996530211
ACH-000785,-0.4369439848907968
ACH-000787,-0.3037842898103054
ACH-000788,-0.42024158510095977
ACH-000791,-0.3906409877145622
ACH-000792,-0.4772134540941901
ACH-000794,-0.3529596447972688
ACH-000796,-0.5607823833859328
ACH-000798,-0.08702763404264195
ACH-000799,-0.3726215606468121
ACH-000800,-0.5526324378584028
ACH-000802,-0.4356159543588027
ACH-000804,-0.31121525265540195
ACH-000805,-0.23095364328673115
ACH-000809,-0.2321378563424565
ACH-000810,0.277490772454043
ACH-000811,-0.3931299860908666
ACH-000817,-0.4684771630687289
ACH-000819,-0.35376297785117644
ACH-000820,-0.5510611323411622
ACH-000821,-0.1992390522982852
ACH-000822,-0.4491632091229997
ACH-000823,-0.3248828278385881
ACH-000824,-0.4020519960440987
ACH-000827,-0.2784343690903414
ACH-000829,-0.3560313067511324
ACH-000831,-0.39459018214787
ACH-000832,-0.24951052636486784
ACH-000833,-0.18491359467503207
ACH-000834,-0.1864527895257447
ACH-000835,-0.2831883511328513
ACH-000836,-0.29376832544726306
ACH-000837,-0.3012010376072128
ACH-000838,-0.4188997520141137
ACH-000839,-0.3651788071893393
ACH-000840,-0.364529764511045
ACH-000841,-0.18498894319034595
ACH-000843,-0.332630383749182
ACH-000846,-0.2643304489050788
ACH-000847,-0.40792104557788095
ACH-000848,-0.4633540250801217
ACH-000849,-0.36820973380754335
ACH-000851,-0.283766569584312
ACH-000855,-0.2634682406565803
ACH-000856,-0.2775912940468764
ACH-000858,-0.2792877804362076
ACH-000859,-0.3266734298353184
ACH-000861,-0.3123315023866385
ACH-000862,-0.5104177827418808
ACH-000865,-0.3335467884716699
ACH-000866,-0.3461983064338968
ACH-000867,-0.36080517290785935
ACH-000869,-0.1709126200569133
ACH-000872,-0.2662442838051822
ACH-000873,-0.35250948268098625
ACH-000876,-0.4026144368745821
ACH-000878,-0.35314065366732755
ACH-000880,-0.29627703060084115
ACH-000881,-0.258855741793641
ACH-000882,-0.2417381634840726
ACH-000884,-0.4559955111602005
ACH-000885,-0.2731887510318257
ACH-000887,-0.3734078829593868
ACH-000889,-0.3238670935526273
ACH-000896,-0.36923426902898
ACH-000898,-0.2774334458698756
ACH-000900,-0.2936705126201551
ACH-000901,-0.485695215234135
ACH-000905,-0.30425136008022663
ACH-000906,-0.3110256378716329
ACH-000907,-0.3568305318331026
ACH-000910,-0.5220098074652445
ACH-000911,-0.2583123529195577
ACH-000912,-0.3184076576597567
ACH-000913,-0.4498284090014846
ACH-000915,-0.3544159924865365
ACH-000916,-0.14575853708691525
ACH-000917,-0.3011326425011981
ACH-000920,-0.600295355435356
ACH-000921,-0.4060927070964973
ACH-000924,-0.2975261486447247
ACH-000926,-0.2891617649372861
ACH-000928,-0.21659523383536447
ACH-000929,-0.7154336499829165
ACH-000932,-0.5139986978414756
ACH-000935,-0.655724010567695
ACH-000936,-0.2388499340737258
ACH-000937,-0.35973274102240005
ACH-000938,-0.373433341531122
ACH-000939,-0.3419919012814339
ACH-000941,-0.23192721078088785
ACH-000943,-0.23791616832125265
ACH-000946,-0.3780322802956943
ACH-000947,-0.3076379967629833
ACH-000948,-0.2776837865051328
ACH-000950,-0.585112440698428
ACH-000953,-0.3697403999121794
ACH-000954,-0.4601318595603434
ACH-000957,-0.054056675037390034
ACH-000958,-0.4687646881960391
ACH-000960,-0.4843815535191355
ACH-000963,-0.3366416057754565
ACH-000968,-0.1924855932235073
ACH-000969,-0.4520766302655663
ACH-000972,-0.3532288491134625
ACH-000973,-0.4298080472770001
ACH-000974,-0.3923270801629039
ACH-000978,0.4084460873930149
ACH-000984,-0.3963985727987547
ACH-000986,-0.3340008042516267
ACH-000988,-0.1946002889462323
ACH-000993,-0.2723825550005231
ACH-000994,-0.5263815759033825
ACH-000996,-0.14754956438734906
ACH-001001,-0.5605851244033703
ACH-001020,-0.26595210149846776
ACH-001028,-0.4104368853287396
ACH-001031,-0.4865838284446176
ACH-001038,-0.43529685388232536
ACH-001048,-0.3953489507313292
ACH-001050,-0.40746446183307866
ACH-001053,-0.4757613084244695
ACH-001054,-0.4747627740623516
ACH-001061,-0.33147477961883504
ACH-001067,-0.16743121261374438
ACH-001075,-0.5713530827529381
ACH-001096,-0.4328708443529728
ACH-001111,-0.5686432519632262
ACH-001119,-0.5455358267324381
ACH-001128,-0.15552035593645167
ACH-001134,-0.23578533013647984
ACH-001151,-0.3499215572220801
ACH-001163,-0.2533008901600945
ACH-001164,-0.3655326397014073
ACH-001183,-0.21930208452526734
ACH-001192,-0.3856908531960591
ACH-001193,-0.7002171521978736
ACH-001196,-0.3743233255862753
ACH-001197,-0.40203043583946346
ACH-001205,-0.40963487371849416
ACH-001211,-0.4226707925550543
ACH-001212,-0.5970769845432573
ACH-001228,-0.4795091252425826
ACH-001232,-0.2693411448665471
ACH-001239,-0.3118797440047384
ACH-001270,-0.6523631621098585
ACH-001274,-0.3655264506536499
ACH-001275,-0.16650116794595549
ACH-001277,-0.2126896524825387
ACH-001278,-0.2860454010430242
ACH-001280,-0.5408868762742438
ACH-001283,-0.5268665712447559
ACH-001289,-0.37545552471340543
ACH-001300,-0.19771935731991874
ACH-001301,-0.6033266243889356
ACH-001302,-0.29746549313353626
ACH-001306,-0.4063150019259858
ACH-001318,-0.2802256969597838
ACH-001322,-0.3037088523491032
ACH-001328,-0.4162451975818503
ACH-001332,-0.2645990113700296
ACH-001336,-0.25071504902920466
ACH-001346,-0.4157668266257504
ACH-001353,-0.2380907207843433
ACH-001354,-0.34718225798911195
ACH-001367,-0.5616896475228232
ACH-001368,-0.4112000482207261
ACH-001374,-0.3365851137798061
ACH-001377,-0.5178849737187687
ACH-001380,-0.4425200790364451
ACH-001391,-0.3845808446454621
ACH-001408,-0.33212794486499797
ACH-001430,-0.7826348470946315
ACH-001431,-0.3152540750094865
ACH-001450,-0.1986201643631625
ACH-001496,-0.17210127879920553
ACH-001500,-0.23181726970176925
ACH-001523,-0.4724674437677841
ACH-001532,-0.32548840302772586
ACH-001550,-0.3559661937404263
ACH-001552,-0.6682135494226208
ACH-001554,-0.4136130397165162
ACH-001654,-0.4244813421594169
ACH-001735,-0.4851043439460664
ACH-001736,-0.44888433018098295
ACH-001737,-0.3953902916728351
ACH-001740,-0.3288874732137858
ACH-001745,-0.38584985507065295
ACH-001765,-0.19149848210794215
