,HTR3C (170572)
ACH-000004,-0.09070271657509156
ACH-000005,0.07275739509950077
ACH-000007,-0.038319023542214434
ACH-000009,-0.0520499060686464
ACH-000011,0.1305598414019731
ACH-000012,-0.06744974800088574
ACH-000013,0.0250054467653364
ACH-000014,-0.09141542871071938
ACH-000015,-0.05115146553115174
ACH-000017,-0.08334954686971137
ACH-000018,-0.15495396284999435
ACH-000019,0.08425258973487174
ACH-000021,0.029046904785576123
ACH-000022,-0.104757258803549
ACH-000025,-0.2270857968918361
ACH-000028,-0.01852867387608964
ACH-000030,0.047536774269899634
ACH-000035,-0.06738706622433803
ACH-000036,0.05034426502828394
ACH-000037,-0.017084531665227408
ACH-000039,-0.08345674599091525
ACH-000040,-0.04382081759038831
ACH-000041,0.09099461522441213
ACH-000042,-0.05014369896387605
ACH-000045,0.034260003877648264
ACH-000047,0.13735525543977584
ACH-000052,0.21601748896971287
ACH-000053,-0.07229773874506998
ACH-000054,-0.009539371141965168
ACH-000055,-0.028269692162571827
ACH-000060,-0.09038620487860688
ACH-000067,-0.10710531142409613
ACH-000070,0.02292244020573495
ACH-000075,0.2684208140472643
ACH-000078,0.01450870211925455
ACH-000082,-0.019826990017603803
ACH-000085,-0.0018490110351366282
ACH-000086,-0.17234244614964014
ACH-000087,-0.1395517890915335
ACH-000092,0.02059462655315319
ACH-000095,-0.02791491008327026
ACH-000097,0.09999016977109916
ACH-000098,-0.030477184099626273
ACH-000099,-0.04941985803882145
ACH-000108,0.059674049563621816
ACH-000113,0.06145311222924705
ACH-000116,-0.02196428316169205
ACH-000118,0.06870442326520443
ACH-000120,0.15767287934334645
ACH-000123,0.028923628481282125
ACH-000127,0.007951422417221077
ACH-000128,-0.15742762670166932
ACH-000132,-0.042610834836526786
ACH-000133,0.0203012295562582
ACH-000137,-0.0717643401972136
ACH-000138,0.06165825730846523
ACH-000142,-0.05204921863591186
ACH-000143,0.03266718163980262
ACH-000146,-0.028590031539338395
ACH-000148,0.05318618348060637
ACH-000150,0.10992789615119272
ACH-000152,0.005177956115450706
ACH-000153,-0.016953141273424108
ACH-000159,-0.010084954306444028
ACH-000160,-0.037610433582032914
ACH-000163,-0.03879045541663443
ACH-000167,0.17618228597138372
ACH-000168,-0.10359877775716853
ACH-000169,0.0566007576986984
ACH-000178,0.045909971066430265
ACH-000183,0.028820836399078505
ACH-000188,0.08226424052039667
ACH-000189,0.05854650228309503
ACH-000190,-0.1483194222104517
ACH-000198,-0.18805379302765948
ACH-000203,0.4421179490623611
ACH-000204,-0.11029262561474157
ACH-000206,0.2815453062390285
ACH-000207,0.06644920987055357
ACH-000208,-0.2376836470687067
ACH-000210,0.18521276978425136
ACH-000211,0.06711250612829314
ACH-000215,0.02319848334269228
ACH-000221,-0.008918838706607212
ACH-000222,-0.07416763205146723
ACH-000223,0.0571392759762693
ACH-000226,0.16529181786404035
ACH-000227,-0.007282758408469383
ACH-000228,-0.0014066059001673627
ACH-000231,-0.032251931672365994
ACH-000232,-0.01712920304753817
ACH-000233,0.0060218968138618136
ACH-000234,-0.013389021167565856
ACH-000235,0.02501236701580269
ACH-000237,0.04810578146735848
ACH-000238,0.12335555987920845
ACH-000242,-0.10002105474110748
ACH-000243,-0.011873788646647787
ACH-000244,-0.10290107549006178
ACH-000246,0.10033260706854306
ACH-000248,-0.017751754716077997
ACH-000250,0.006172012570747502
ACH-000251,-0.03859265994319425
ACH-000252,-0.006880870757615341
ACH-000253,0.04857308361059645
ACH-000255,0.02497539167468736
ACH-000256,0.17252784401967586
ACH-000257,-0.20095085217070505
ACH-000258,0.0376160927775261
ACH-000259,0.02399806420861417
ACH-000260,0.024211601945931097
ACH-000261,-0.07482818572432663
ACH-000262,-0.014541509790685988
ACH-000263,-0.13230568609471835
ACH-000264,0.0593207538317318
ACH-000265,0.05384758881357727
ACH-000266,-0.044812332757369636
ACH-000272,0.03385439638240489
ACH-000274,-0.01590145903841854
ACH-000277,-0.012409281062524369
ACH-000278,0.014431820486449025
ACH-000279,-0.10603695624833542
ACH-000280,-0.032116712537479594
ACH-000281,-0.08945913335739954
ACH-000288,0.049427073683743765
ACH-000291,0.014102662581815181
ACH-000293,-0.004880309851165714
ACH-000294,-0.07015757964851033
ACH-000295,-0.29115112361886336
ACH-000296,0.10639016324485677
ACH-000302,0.06938362389266149
ACH-000304,0.06202905766530256
ACH-000307,-0.00855951491828936
ACH-000308,0.011717148699232191
ACH-000310,-0.13654950772492014
ACH-000311,0.12144140001892273
ACH-000312,-0.0015505655418027295
ACH-000315,-0.09132621457589013
ACH-000316,0.07570831172354615
ACH-000317,0.13588406431364025
