,ZBTB7A (51341)
ACH-000266,-0.5155939577667
ACH-000272,-0.5940836720443416
ACH-000274,-0.5871967272398235
ACH-000277,-0.33214906533821464
ACH-000278,-0.16584842177981204
ACH-000279,-0.29653674427885085
ACH-000280,-0.20908418925932026
ACH-000281,-0.8914204242982936
ACH-000288,-0.3454167648946977
ACH-000291,-0.3291242103434006
ACH-000293,-0.3489656636604564
ACH-000294,-0.3704291383518682
ACH-000295,-0.3314248851661751
ACH-000296,-0.3810692666480314
ACH-000302,-0.10969949080331202
ACH-000304,-0.3969753016640339
ACH-000307,-0.40946578357686103
ACH-000308,-0.2943497005066989
ACH-000310,-0.28063988559826075
ACH-000311,-0.41026060152321203
ACH-000312,-0.2839246144973791
ACH-000315,-0.7106863879436565
ACH-000316,-0.5459663984469411
ACH-000317,-0.3638505315058275
ACH-000318,-0.18973874505131108
ACH-000319,-0.3361638440993617
ACH-000320,-0.46457233360336403
ACH-000322,-0.2731909479376549
ACH-000323,-0.6755871419457934
ACH-000324,-0.3536883223453636
ACH-000329,-0.3624760000526121
ACH-000330,-0.6636117914785672
ACH-000331,-0.6878852207655748
ACH-000332,-0.3426785456759119
ACH-000334,-0.7277990799270078
ACH-000335,-0.0930903994866038
ACH-000336,0.108356369247361
ACH-000337,-0.6234440206512739
ACH-000338,-0.3929803394679772
ACH-000339,-0.0280840149186879
ACH-000341,-0.4939794722181716
ACH-000348,-0.4608399588637371
ACH-000350,-0.2173145805113222
ACH-000352,-0.3967705092029912
ACH-000356,-0.08186730015037523
ACH-000361,-0.6655899875797036
ACH-000362,-0.3066761045403569
ACH-000363,-0.3975746552971356
ACH-000364,-0.2841827575699677
ACH-000365,-0.4128185783733137
ACH-000366,-0.2726384928020797
ACH-000368,-0.4707144458522464
ACH-000374,-0.5501914256298414
ACH-000375,-0.6930830498575511
ACH-000376,-0.013457614766733655
ACH-000381,-0.31770102357883906
ACH-000383,-0.43908016964531305
ACH-000387,-0.4342553942828854
ACH-000389,-0.3014894495686371
ACH-000390,-0.5124193370568391
ACH-000393,-0.5044974675452301
ACH-000395,-0.5501671279365523
ACH-000396,-0.6447232228012878
ACH-000397,-0.31882041818038365
ACH-000401,-0.6487778385280101
ACH-000402,-0.2197537305453489
ACH-000403,-0.4418341939562802
ACH-000404,-0.45106558726546997
ACH-000406,-0.3563681656471052
ACH-000407,-0.14850341787904225
ACH-000408,-0.17818428702377415
ACH-000410,-0.4783783905951402
ACH-000411,-0.2514715837047872
ACH-000414,-0.3734420052163556
ACH-000415,-0.17456833119566986
ACH-000416,-0.4941446243634379
ACH-000420,-0.4051569171097316
ACH-000421,-0.7000245480869088
ACH-000424,-0.37333853992258376
ACH-000425,-0.12620941306085345
ACH-000426,-0.32219411639406553
ACH-000427,-0.4656982789070543
ACH-000433,-0.5519775376434368
ACH-000435,-0.2259460023464974
ACH-000436,-0.30209434044837635
ACH-000444,-0.2396507592892677
ACH-000445,-0.6493607360756726
ACH-000448,-0.2517926185377617
ACH-000450,-0.384789596055532
ACH-000452,-0.5142322077945648
ACH-000454,-0.2820143396520348
ACH-000458,-0.3962946938726109
ACH-000459,-0.3036530047545006
ACH-000460,-0.38100226865454706
ACH-000461,-0.38468440866619613
ACH-000463,-0.2676497996273465
ACH-000464,-0.6553524720690698
ACH-000466,-0.431994981660036
ACH-000467,-0.5985816284873683
ACH-000468,-0.4540640017922786
ACH-000469,-0.436989632474259
ACH-000470,0.007861927350021988
ACH-000471,-0.43103471404751936
ACH-000472,0.05668925372701539
ACH-000473,-0.1978140976859004
ACH-000475,-0.3924819461637609
ACH-000476,-0.5214163275343229
ACH-000477,-0.34788167182990315
ACH-000479,-0.3259846837031813
ACH-000480,-0.4311635176855436
ACH-000481,-0.27996206769061044
ACH-000483,-0.22696480507996786
ACH-000484,-0.5283077471748495
ACH-000485,-0.6127754802777239
ACH-000486,-0.5516668414681242
ACH-000487,-0.09143342538449976
ACH-000488,-0.27233791821831765
ACH-000490,-0.5356503689687598
ACH-000491,-0.3167764181995323
ACH-000495,-0.3753348160681851
ACH-000496,-0.25608115120247715
ACH-000499,-0.4999176000828936
ACH-000500,-0.17981044072975247
ACH-000502,-0.5685671394112161
ACH-000503,-0.5337835779881926
ACH-000505,-0.2862118392299036
ACH-000507,-0.5101882228939891
ACH-000510,-0.3127954441559885
ACH-000511,-0.5099314213954
ACH-000512,-0.4583759553238184
ACH-000516,-0.5120454652437992
ACH-000517,-0.6465461425789413
ACH-000518,-0.2907976000157653
ACH-000520,-0.5329506368902801
ACH-000521,-0.12245165946121853
ACH-000522,-0.314031339259609
ACH-000524,-0.17695247267053604
ACH-000527,-0.209831824697832
ACH-000528,-0.22688134697893855
ACH-000537,-0.6876029954908863
ACH-000541,-0.37911797912062456
ACH-000542,-0.0856451294065689
ACH-000544,-0.606072759411766
ACH-000545,-0.3940931355901391
ACH-000547,-0.3465463955432177
ACH-000548,-0.2263595554412093
ACH-000549,-0.3892394049256005
ACH-000550,-0.4587092404486795
ACH-000552,-0.9285503629229408
ACH-000556,-0.2641087419360609
ACH-000557,0.039673530239305504
ACH-000569,-0.304460998787352
ACH-000570,-0.3608915535079429
ACH-000571,-0.4470541352014624
ACH-000573,-0.3866618840435608
ACH-000576,-0.2952216252839939
ACH-000579,-0.13309711208850294
ACH-000580,-0.6321424463356877
ACH-000584,-0.4037628666428249
ACH-000585,-0.4579324145532806
ACH-000588,-0.25678998840283873
ACH-000589,-0.212031378146468
ACH-000591,-0.40644833579971607
ACH-000593,-0.2729167963427565
ACH-000600,-0.2982753951771451
ACH-000601,-0.6508460649451301
ACH-000605,-0.30120683665505177
ACH-000606,0.041006672850956966
ACH-000608,-0.4532086207506421
ACH-000614,-0.2126422600669832
ACH-000616,-0.6739285846093932
ACH-000618,-0.4482677942241769
ACH-000619,-0.4089718653046037
ACH-000620,-0.3783679278482442
ACH-000621,-0.1820653805937914
ACH-000622,-0.4270489644574112
ACH-000623,-0.3559408613036746
ACH-000624,-0.4028541256720674
ACH-000627,-0.43161158432735336
ACH-000630,-0.2387304837280656
ACH-000631,-0.3929855567431223
ACH-000632,-0.43819733724001897
ACH-000633,-0.30957825423531365
ACH-000637,-0.4335728901443093
ACH-000638,-0.20981711081286308
ACH-000646,-0.3402172815067461
ACH-000647,-0.2073760302759931
ACH-000648,-0.4620704352242835
ACH-000649,-0.4459821626624462
ACH-000651,-0.35595202107562524
ACH-000652,-0.5869719311301487
ACH-000653,-0.059288211874348275
ACH-000657,-0.3085940845003071
ACH-000658,-0.12378296279595435
ACH-000661,-0.3870451672555784
ACH-000662,-0.6102947269844071
ACH-000663,-0.3552552903565776
ACH-000665,-0.4909558187072064
ACH-000671,-0.34637799781048345
ACH-000672,-0.10314285485848894
ACH-000673,-0.4983747765821645
ACH-000676,-0.3419538795012267
ACH-000677,-0.3915000980152174
ACH-000681,-0.4275356765619929
ACH-000683,-0.2798448384083673
ACH-000684,-0.3984993681355143
ACH-000688,-0.5909673654062176
ACH-000693,-0.3631156726364393
ACH-000694,-0.37753561821232257
ACH-000695,-0.11575634862954985
ACH-000696,-0.381241073568846
ACH-000697,-0.4032003545140747
ACH-000699,-0.3522759256994992
ACH-000701,-0.3074491528641444
ACH-000706,-0.573962983954702
ACH-000711,-0.4433113454584899
ACH-000713,-0.4967138410810679
ACH-000714,-0.481509679643204
ACH-000718,-0.24547949230541016
ACH-000720,-0.06375049239136164
ACH-000721,-0.3025908319682663
ACH-000724,-0.467270065780676
ACH-000725,-0.23524915076771685
ACH-000732,-0.4474352001859947
ACH-000734,-0.5627251892675698
ACH-000735,-0.2343348246929605
ACH-000736,-0.4035603673210839
ACH-000738,-0.5953891324873529
ACH-000746,-0.5909607335970113
ACH-000747,-0.4290454111307397
ACH-000748,-0.20288923893325192
ACH-000753,-0.259139840755735
ACH-000756,-0.5971244931514976
ACH-000757,-0.64229969299239
ACH-000758,-0.4722248001202001
ACH-000760,-0.7029042077852771
ACH-000762,-0.2786354787829058
ACH-000763,-0.03523194811040918
ACH-000764,-0.721654095825593
ACH-000765,-0.32520589501727504
ACH-000766,-0.5369592190578543
ACH-000767,-0.2343845868585983
ACH-000768,-0.4535846368645049
ACH-000769,-0.13743794604088094
ACH-000770,-0.1206234983756272
ACH-000771,-0.2259684646037311
ACH-000773,-0.3085558397555897
ACH-000776,-0.3558739532593984
ACH-000777,-0.3632498425487931
ACH-000778,-0.2785796028981699
ACH-000781,-0.4348025258385023
ACH-000782,-0.6153375702609738
ACH-000783,-0.2431747053573736
ACH-000784,-0.23075650109152526
ACH-000785,-0.13977205502849435
ACH-000787,-0.4458723627162564
ACH-000788,-0.21251043655944396
ACH-000791,-0.3911767253786773
ACH-000792,-0.4537844897858774
ACH-000794,-0.632839103814837
ACH-000796,0.12707225338911435
ACH-000798,-0.5521436713177252
ACH-000799,-0.2904041290067181
ACH-000800,-0.23921064078630302
ACH-000802,-0.0702891670237735
ACH-000804,-0.36474140823552337
ACH-000805,-0.4232952265346527
ACH-000809,-0.585300067126645
ACH-000810,-0.094060638932003
ACH-000811,-0.35290523101665283
ACH-000817,-0.19941989767890653
ACH-000819,-0.3254612357757923
ACH-000820,-0.47503887045397103
ACH-000821,-0.5118634732599622
ACH-000822,-0.25406868676380945
ACH-000823,-0.16988016046934795
ACH-000824,-0.3617566580343927
ACH-000827,-0.6352109147820496
ACH-000829,-0.5698832415722237
ACH-000831,-0.6841255765692749
ACH-000832,-0.3680835403432808
ACH-000833,-0.38080444226539373
ACH-000834,-0.16913531744942736
ACH-000835,-0.33187014576248
ACH-000836,-0.6939495874947912
ACH-000837,-0.1475747200605715
ACH-000838,-0.1950354989296369
ACH-000839,-0.2974631896046395
ACH-000840,-0.44677818940215797
ACH-000841,-0.3461585292437492
ACH-000843,-0.2069980296839412
ACH-000846,-0.16986448282172634
ACH-000847,-0.3975678934670515
ACH-000848,-0.5804476402186401
ACH-000849,-0.2413319525121661
ACH-000851,-0.5705416266103693
ACH-000855,-0.412202654377064
ACH-000856,-0.4658116821733534
ACH-000858,-0.2858869759283478
ACH-000859,-0.08070422985113539
ACH-000861,-0.40636169760343255
ACH-000862,-0.4203806898695681
ACH-000865,-0.4658354905831068
ACH-000866,-0.15613763816092213
ACH-000867,-0.21433911520914856
ACH-000869,-0.3977107300004105
ACH-000872,-0.4365914439266703
ACH-000873,-0.40234534865611904
ACH-000876,-0.2341601042277969
ACH-000878,-0.333454031140752
ACH-000880,-0.14799992866088865
ACH-000881,-0.2890047540020894
ACH-000882,-0.4633699708379575
ACH-000884,-0.5624705075802012
ACH-000885,-0.22964165209812076
ACH-000887,-0.1967796104095087
ACH-000889,-0.19438569954506135
ACH-000896,-0.4357201292909961
ACH-000898,-0.5152564202836752
ACH-000900,-0.4919464064430984
ACH-000901,-0.4602421566570688
ACH-000905,-0.533109864866551
ACH-000906,-0.30999929660271275
ACH-000907,-0.5832185197866885
ACH-000910,-0.5119979578898235
ACH-000911,-0.18497809669134216
ACH-000912,-0.7432177017805437
ACH-000913,-0.4721310580450192
ACH-000915,-0.31530855740389924
ACH-000916,-0.5719009058165929
ACH-000917,-0.3270169538133976
ACH-000920,-0.3520103056197496
ACH-000921,-0.23664682926549094
ACH-000924,-0.5140908837379088
ACH-000926,-0.7479474254171495
ACH-000928,-0.4230764705598423
ACH-000929,-0.5236609718548213
ACH-000932,-0.4835789687729494
ACH-000935,-0.510208262695357
ACH-000936,-0.3070586566839317
ACH-000937,-0.1902035676735477
ACH-000938,-0.20099057684424895
ACH-000939,-0.3292923018697215
ACH-000941,-0.2960663399203954
ACH-000943,-0.3886960294179253
ACH-000946,-0.39510273535233614
ACH-000947,-0.3816082319880685
ACH-000948,-0.3791812540449769
ACH-000950,-0.2982113751656533
ACH-000953,-0.22075910877190966
ACH-000954,-0.3082314587696171
ACH-000957,-0.5629064691548767
ACH-000958,-0.4220321045209771
ACH-000960,-0.2535818004702854
ACH-000963,-0.33120839407952946
ACH-000968,-0.4615589091177855
ACH-000969,-0.4423942385735505
ACH-000972,-0.15612242975073934
ACH-000973,-0.2545047896559555
ACH-000974,-0.20336857592971624
ACH-000978,-0.5430577852884438
ACH-000984,-0.3820543217338766
ACH-000986,-0.8237492641679176
ACH-000988,-0.166663502331173
ACH-000993,-0.5060920680621651
ACH-000994,-0.4520731172355487
ACH-000996,-0.23626930002142305
ACH-001001,-0.037814657296697946
ACH-001020,-0.4973285502816825
ACH-001028,-0.32163805558539355
ACH-001031,-0.20189991865042856
ACH-001038,-0.18104650604698805
ACH-001048,-0.3247111588815108
ACH-001050,-0.7072452898227121
ACH-001053,-0.7223108681765895
ACH-001054,-0.4348837231125664
ACH-001061,-0.3576829592529238
ACH-001067,-0.5522807881029576
ACH-001075,-0.15739087106517752
ACH-001096,-0.4327915761563799
ACH-001111,-0.3236619999116226
ACH-001119,-0.4645714243161547
ACH-001128,-0.8025459439421274
ACH-001134,-0.5561063795130505
ACH-001151,-0.007190527083010189
ACH-001163,-0.11673754231480506
ACH-001164,-0.251593723895092
ACH-001183,-0.2484459759243232
ACH-001192,-0.3209923472960056
ACH-001193,-0.5325510861636911
ACH-001196,-0.2494171553384219
ACH-001197,-0.7609885065685581
ACH-001205,-0.3959277053687889
ACH-001211,-0.1344614372291855
ACH-001212,-0.6784282359273516
ACH-001228,-0.41833221087174977
ACH-001232,-0.19887543203977084
ACH-001239,-0.5605318926506787
ACH-001270,-0.4934492050436027
ACH-001274,-0.6323964033166876
ACH-001275,-0.3160883038499566
ACH-001277,-0.19227351190455436
ACH-001278,-0.5277773380799482
ACH-001280,-0.2494680243608089
ACH-001283,-0.2513781994667855
ACH-001289,-0.4477539103597254
ACH-001300,-0.1847441432284278
ACH-001301,-0.17831079241271355
ACH-001302,-0.2507435515288929
ACH-001306,-0.4769860122478256
ACH-001318,-0.4516345798384382
ACH-001322,-0.6025198360487201
ACH-001328,-0.35620432485322706
ACH-001332,-0.39901149846028094
ACH-001336,-0.17088378373176571
ACH-001346,-0.3450996099845633
ACH-001353,-0.5198910559697667
ACH-001354,-0.2914112198053897
ACH-001367,-0.4957474484703344
ACH-001368,-0.4096684830294989
ACH-001374,-0.3149853651249631
ACH-001377,-0.22486762129028376
ACH-001380,-0.5679265237180009
ACH-001391,-0.6607760885729279
ACH-001408,-0.2350571500005301
ACH-001430,-0.15881157226376946
ACH-001431,-0.5919298890618192
ACH-001450,0.053808873304566116
ACH-001496,-0.3073142772980931
ACH-001500,-0.5836317822181255
ACH-001523,-0.497259229175675
ACH-001532,-0.4158165370896759
ACH-001550,-0.2878597430629061
ACH-001552,-0.12297348564803327
ACH-001554,-0.3546126586203673
ACH-001654,-0.6242262290905224
ACH-001735,-0.4204020933228543
ACH-001736,-0.4163331638924599
ACH-001737,-0.028327898354632338
ACH-001740,-0.507714534853822
ACH-001745,-0.6516848617040732
ACH-001765,-0.5369844511735876
