,MATN1 (4146)
ACH-000004,-0.1358999419536516
ACH-000005,-0.023430707457413925
ACH-000007,-0.0974911545573286
ACH-000009,-0.1333848097471078
ACH-000011,-0.05665169719944607
ACH-000012,-0.16203124777056307
ACH-000013,-0.09156851652328944
ACH-000014,-0.2859585693782881
ACH-000015,-0.17072554212048016
ACH-000017,-0.0851373140176575
ACH-000018,-0.3718185092540968
ACH-000019,0.0426038765037845
ACH-000021,-0.059160298322086476
ACH-000022,0.06808936225909579
ACH-000025,-0.10999380897323258
ACH-000028,-0.0488506675096046
ACH-000030,-0.12515127656642375
ACH-000035,-0.08821542246141355
ACH-000036,-0.13375802900119335
ACH-000037,-0.03426955854734611
ACH-000039,-0.35983808051546384
ACH-000040,-0.14798748859112604
ACH-000041,-0.029874556509565636
ACH-000042,-0.21268827802294094
ACH-000045,-0.11821949179450132
ACH-000047,-0.19018148595375856
ACH-000052,-0.1797317513202477
ACH-000053,-0.13217609275644654
ACH-000054,0.02268419559066316
ACH-000055,-0.16471011348533762
ACH-000060,-0.2011210762380857
ACH-000067,-0.1817211301693785
ACH-000070,-0.15925124227902754
ACH-000075,-0.4251846398247205
ACH-000078,-0.06656976390455199
ACH-000082,-0.3133220005944022
ACH-000085,-0.18407882433479814
ACH-000086,-0.2645850761424777
ACH-000087,-0.31771141625360433
ACH-000092,-0.3441806582219625
ACH-000095,-0.036525216653151636
ACH-000097,-0.11568947672162452
ACH-000098,-0.09663167685841637
ACH-000099,-0.2094872910014264
ACH-000108,-0.22822246397633034
ACH-000113,-0.2671231793963113
ACH-000116,-0.2087964180828209
ACH-000118,-0.1996809288997305
ACH-000120,-0.08108120785086323
ACH-000123,-0.11430479832569138
ACH-000127,-0.17710441820975042
ACH-000128,-0.1101993957365857
ACH-000132,-0.1318071785837315
ACH-000133,-0.2626040894109473
ACH-000137,-0.11488793457516427
ACH-000138,-0.1829275261361871
ACH-000142,-0.2464465860377911
ACH-000143,0.0871154440917233
ACH-000146,0.02589235350011534
ACH-000148,-0.01137735285369706
ACH-000150,-0.24122492632567274
ACH-000152,-0.04254333176235354
ACH-000153,-0.44264472362571533
ACH-000159,-0.1954388550120945
ACH-000160,-0.06383163381196663
ACH-000163,-0.02317768191807399
ACH-000167,-0.2909670302309215
ACH-000168,-0.17329353477890827
ACH-000169,-0.18599224590476585
ACH-000178,-0.17632838000206374
ACH-000183,-0.18121404947548547
ACH-000188,-0.10750062049175056
ACH-000189,-0.07522589460999599
ACH-000190,0.0242931659405224
ACH-000198,-0.09530059481214218
ACH-000203,0.09327346135062717
ACH-000204,0.1608712190444768
ACH-000206,-0.09361375521238216
ACH-000207,-0.05108622225064862
ACH-000208,-0.35675346114545115
ACH-000210,-0.09938858132064424
ACH-000211,-0.04187401688960737
ACH-000215,-0.12972908809715974
ACH-000221,-0.0922582908573935
ACH-000222,-0.09131223469397654
ACH-000223,-0.23855339005808035
ACH-000226,0.02430871210447536
ACH-000227,-0.16099501865520785
ACH-000228,-0.10161149230971946
ACH-000231,-0.16021019981297288
ACH-000232,-0.10484471865903687
ACH-000233,-0.1337217630930827
ACH-000234,-0.10952715158187913
ACH-000235,-0.0708288553910744
ACH-000237,-0.26589127578175303
ACH-000238,-0.3294457951897907
ACH-000242,-0.369272842668726
ACH-000243,-0.07315077793675978
ACH-000244,-0.2454080705285762
ACH-000246,-0.13329962596713787
ACH-000248,-0.31812244398183503
ACH-000250,-0.20237189608530626
ACH-000251,-0.046711402006136916
ACH-000252,-0.05835400003817034
ACH-000253,-0.09754362112107776
ACH-000255,-0.1827289513462442
ACH-000256,-0.2783210287143121
ACH-000257,-0.06731680631398286
ACH-000258,-0.3622751633211856
ACH-000259,-0.17032699046441768
ACH-000260,-0.21067239789085285
ACH-000261,-0.16978794396694202
ACH-000262,-0.1931801495710612
ACH-000263,-0.2342204966516329
ACH-000264,-0.20960084528489276
ACH-000265,-0.04796871338290476
ACH-000266,-0.10144091724934223
ACH-000272,-0.18159833610869974
ACH-000274,-0.2198069979280761
ACH-000277,-0.19667620184241025
ACH-000278,-0.039085621513476984
ACH-000279,-0.035834756161924886
ACH-000280,-0.014666507995948234
ACH-000281,-0.09915148488047336
ACH-000288,-0.17218376904245905
ACH-000291,-0.13116631590912536
ACH-000293,-0.14108180687083646
ACH-000294,0.10779662663263397
ACH-000295,-0.18089718274125305
ACH-000296,-0.10701138239092832
ACH-000302,-0.13567397726181513
ACH-000304,-0.2446824124324037
ACH-000307,-0.19633328444792653
ACH-000308,-0.17888006815912078
ACH-000310,-0.03386946435960938
ACH-000311,-0.2244492949437229
ACH-000312,-0.2322107769797981
ACH-000315,-0.25424125981214485
ACH-000316,-0.1096825367732048
ACH-000317,-0.09535969980035773
ACH-000318,0.04546750769049818
ACH-000319,-0.20804126441231274
ACH-000320,-0.2660608639797913
ACH-000322,-0.2416625489547841
ACH-000323,-0.2621285077326176
ACH-000324,-0.2053055744621966
ACH-000329,-0.2829446140204908
ACH-000330,-0.034900153040324275
ACH-000331,-0.13420641908696448
ACH-000332,-0.129436686217284
ACH-000334,0.013416103601149485
ACH-000335,0.14972838761114754
ACH-000336,-0.1483758251602046
ACH-000337,0.04310831748342915
ACH-000338,-0.5749684494635212
ACH-000339,-0.10049047312056177
ACH-000341,-0.2613805088226503
ACH-000348,-0.09118849228684564
ACH-000350,0.013178918122536484
ACH-000352,-0.20559100579831965
ACH-000356,-0.007115866397566664
ACH-000361,-0.14263121150299188
ACH-000362,-0.0318216684133711
ACH-000363,-0.002215476163421879
ACH-000364,-0.1541034590371549
ACH-000365,-0.14741912544025332
ACH-000366,0.03135173651867103
ACH-000368,0.2054566343174171
ACH-000374,-0.12927533993845308
ACH-000375,-0.23958197790707686
ACH-000376,-0.2367547546229229
ACH-000381,0.03696611339005485
ACH-000383,-0.050151653905917
ACH-000387,-0.1612681737375495
ACH-000389,-0.1629195457408284
ACH-000390,-0.16752511122544966
ACH-000393,-0.054044115467177065
ACH-000395,-0.025169229167851127
ACH-000396,-0.07753958999158607
ACH-000397,-0.16989924730525935
ACH-000401,-0.29917541523094504
ACH-000402,0.4283761925417123
ACH-000403,-0.18935631531675184
ACH-000404,-0.3073241724403992
ACH-000406,-0.06426341860966646
ACH-000407,-0.19776994957910551
ACH-000408,-0.30050585069598745
ACH-000410,-0.0719655188698936
ACH-000411,-0.15359072771947566
ACH-000414,-0.2481328230311521
ACH-000415,-0.20148998274239496
ACH-000416,-0.08926160168971144
ACH-000420,-0.17629100769555045
ACH-000421,-0.049137598516539996
ACH-000424,0.10805889883296252
ACH-000425,-0.18007185683820395
ACH-000426,-0.006290908094241979
ACH-000427,-0.15294921743716824
ACH-000433,-0.183314476191638
ACH-000435,-0.2137054003570123
ACH-000436,0.04796873159648368
ACH-000444,-0.015869242594710727
ACH-000445,-0.29101607808199104
ACH-000448,-0.13565527892918858
ACH-000450,-0.21289843856486845
ACH-000452,-0.14688399514768985
ACH-000454,-0.34018492105335074
ACH-000458,-0.08966944398950545
ACH-000459,0.09453636890456944
ACH-000460,-0.11556740244234084
ACH-000461,-0.2633804105973765
ACH-000463,-0.10713066114219384
ACH-000464,-0.2261292467411889
ACH-000466,-0.031160291572970268
ACH-000467,-0.02503040238534405
ACH-000468,-0.17246482307574107
ACH-000469,-0.050407524977150786
ACH-000470,0.05437187677289888
ACH-000471,-0.053953484331651806
ACH-000472,-0.13071262371119885
ACH-000473,-0.0719161572022394
ACH-000475,-0.06672718498581913
ACH-000476,-0.2180286380906931
ACH-000477,-0.2675474955255249
ACH-000479,-0.010809678937236836
ACH-000480,-0.10981974790515403
ACH-000481,-0.12778389079280394
ACH-000483,0.02443503528214527
ACH-000484,-0.2908747264415877
ACH-000485,-0.10681943786419848
ACH-000486,-0.11309844511447716
ACH-000487,-0.09290255424774793
ACH-000488,-0.21044268042699787
ACH-000490,-0.0619034315672649
ACH-000491,-0.24681589229015796
ACH-000495,-0.3385635288411351
ACH-000496,-0.2431606613893325
ACH-000499,-0.030209596760068624
ACH-000500,-0.3088238991948857
ACH-000502,-0.12805811100790973
ACH-000503,-0.13025391059055427
ACH-000505,-0.1233388067058105
ACH-000507,-0.06106804232343465
ACH-000510,0.013437322596020191
ACH-000511,-0.10642922128820717
ACH-000512,-0.013562447951937524
ACH-000516,-0.18752827559988375
ACH-000517,-0.10480434518464
ACH-000518,0.1461265976112988
ACH-000520,-0.3217520041887825
ACH-000521,-0.21544004194737665
