,HHIP (64399)
ACH-000004,0.036119846523691435
ACH-000005,-0.06721765824872572
ACH-000007,0.2242764422805988
ACH-000009,0.15792240092013962
ACH-000011,0.08304304743525995
ACH-000012,0.11168828009939098
ACH-000013,0.1900894670957212
ACH-000014,0.1931631828106229
ACH-000015,0.1855271805446633
ACH-000017,0.05346754247119978
ACH-000018,0.1621875292838197
ACH-000019,0.168716527536812
ACH-000021,0.14037663361741695
ACH-000022,0.08507278233392332
ACH-000025,0.1890443447092755
ACH-000028,0.11939770084085452
ACH-000030,0.13472230504547186
ACH-000035,0.2089878722778823
ACH-000036,0.10626852299145473
ACH-000037,0.15080614780055648
ACH-000039,0.10960250779521404
ACH-000040,0.1215960100936219
ACH-000041,-0.0930212880244042
ACH-000042,0.04357710131010602
ACH-000045,0.3517164965733671
ACH-000047,0.1553674831983171
ACH-000052,0.10279593239132286
ACH-000053,0.10830832472157002
ACH-000054,0.13267275870923806
ACH-000055,0.29010701057543675
ACH-000060,-0.014697687548634616
ACH-000067,-0.03170659721415499
ACH-000070,0.11220837159826004
ACH-000075,0.26372651820088755
ACH-000078,0.15877169023230894
ACH-000082,0.07594574435137846
ACH-000085,0.3427925445115374
ACH-000086,0.20094687871682065
ACH-000087,0.17071000293751348
ACH-000092,0.017855242068890973
ACH-000095,0.07113483291262704
ACH-000097,0.13453805873238064
ACH-000098,0.0808868087355847
ACH-000099,0.11696230321300748
ACH-000108,0.17116430633805388
ACH-000113,0.19489622321185854
ACH-000116,0.07545433671428
ACH-000118,0.1799290794248455
ACH-000120,0.2532033651205217
ACH-000123,0.12793694073870607
ACH-000127,0.018919961482271583
ACH-000128,0.11385882774786013
ACH-000132,0.1553292272785449
ACH-000133,0.008245480983325521
ACH-000137,0.19281139436310474
ACH-000138,0.13337857879923226
ACH-000142,-0.0004981240922357178
ACH-000143,0.27613215834986776
ACH-000146,0.18625329417875008
ACH-000148,0.1304019925478746
ACH-000150,0.08419703433785912
ACH-000152,0.07422248646033988
ACH-000153,0.04140909478622981
ACH-000159,0.15820896500283224
ACH-000160,0.16622755238179382
ACH-000163,0.2173102451859586
ACH-000167,0.27142837791759644
ACH-000168,0.07733043304884363
ACH-000169,0.15065685045967822
ACH-000178,0.22047807193565166
ACH-000183,0.0227429675573291
ACH-000188,0.04627787595861455
ACH-000189,0.1904462355066635
ACH-000190,0.17434463872305248
ACH-000198,0.11403290033813016
ACH-000203,0.06669950672296271
ACH-000204,0.227004664250824
ACH-000206,0.19870823344904676
ACH-000207,0.1859670139753549
ACH-000208,0.20229710153862626
ACH-000210,0.024989081303573996
ACH-000211,-0.025689405541349585
ACH-000215,0.09901388349249132
ACH-000221,0.06925520095731905
ACH-000222,0.04274671660054046
ACH-000223,0.015897496473131486
ACH-000226,0.07179681473888676
ACH-000227,0.014941411069048168
ACH-000228,0.11157031095254163
ACH-000231,0.10632174354185774
ACH-000232,0.05189320127967402
ACH-000233,0.16536369496798356
ACH-000234,0.0945425324934052
ACH-000235,0.10770999264643644
ACH-000237,0.10676040747597564
ACH-000238,0.05297898325487592
ACH-000242,0.22907426021189675
ACH-000243,0.13838628638954156
ACH-000244,0.0025704072959339607
ACH-000246,0.12591687108448088
ACH-000248,0.24976261164798905
ACH-000250,0.12520812451556745
ACH-000251,-0.09677085261729676
ACH-000252,0.04783774616190272
ACH-000253,0.15104976034797116
ACH-000255,0.20398711928277705
ACH-000256,0.024277996503231942
ACH-000257,0.03594523145002332
ACH-000258,0.12697675507055592
ACH-000259,0.1285252914341893
ACH-000260,0.08604641138305717
