,TOM1L1 (10040)
ACH-000004,-0.1137554495908626
ACH-000005,-0.010796471717667564
ACH-000007,-0.17943707973335682
ACH-000009,-0.09034446250956668
ACH-000011,-0.09065065112445084
ACH-000012,-0.04808647866318903
ACH-000013,-0.0564795436427338
ACH-000014,0.012912255400213629
ACH-000015,-0.09837761746416993
ACH-000017,-0.07961367116593092
ACH-000018,-0.06962794459278769
ACH-000019,-0.24055512800029735
ACH-000021,-0.062002903876502334
ACH-000022,-0.1389285167453954
ACH-000025,-0.10877185039162447
ACH-000028,-0.09062676532333112
ACH-000030,-0.06379264130891495
ACH-000035,-0.052075475968141084
ACH-000036,-0.06525583342297582
ACH-000037,-0.07064648103652467
ACH-000039,-0.16873590354921025
ACH-000040,-0.14437583125482328
ACH-000041,-0.051475540946906734
ACH-000042,0.011623894621125523
ACH-000045,-0.011813302103215123
ACH-000047,0.044351251120299855
ACH-000052,0.002069458038079988
ACH-000053,-0.042627414252068785
ACH-000054,-0.1276100809603388
ACH-000055,-0.1975828673207583
ACH-000060,-0.05630452415884795
ACH-000067,-0.08514470341758909
ACH-000070,0.14085307065367828
ACH-000075,-0.2961832544973788
ACH-000078,-0.275198511790725
ACH-000082,-0.013819897092875144
ACH-000085,0.10511741168013176
ACH-000086,-0.011297896539964913
ACH-000087,-0.061543472136470864
ACH-000092,-0.07023729849096118
ACH-000095,-0.2566162687259981
ACH-000097,-0.08207886410098161
ACH-000098,-0.08100129596564899
ACH-000099,-0.3298893798581425
ACH-000108,0.02002384246597531
ACH-000113,-0.0407990529370137
ACH-000116,-0.16338203133619442
ACH-000118,0.014946686502917009
ACH-000120,-0.35610869900501296
ACH-000123,-0.18646237659012144
ACH-000127,-0.07275280111351673
ACH-000128,-0.07514070494900027
ACH-000132,-0.05861603271449305
ACH-000133,0.024522577755434212
ACH-000137,-0.1421555576804834
ACH-000138,-0.09438604391850056
ACH-000142,-0.09184398469260643
ACH-000143,-0.07860933442164607
ACH-000146,-0.037076841879757225
ACH-000148,-0.04236221356362648
ACH-000150,-0.06578665203004352
ACH-000152,-0.27219715586597965
ACH-000153,-0.22973988173046994
ACH-000159,-0.08822198938900364
ACH-000160,-0.13201120011956755
ACH-000163,-0.011599198024775471
ACH-000167,0.13165581791357994
ACH-000168,-0.07224821220661375
ACH-000169,-0.13271442140192707
ACH-000178,0.015418171452004619
ACH-000183,-0.06687317861512225
ACH-000188,-0.1610366524283688
ACH-000189,0.032657754169459506
ACH-000190,-0.07499102244502764
ACH-000198,-0.0792407306173584
ACH-000203,-0.6066610042818048
ACH-000204,-0.07873497972594941
ACH-000206,0.2677961824240753
ACH-000207,0.03720803995295145
ACH-000208,0.15953204045696315
ACH-000210,-0.004017941199717621
ACH-000211,-0.028620326351875395
ACH-000215,-0.01721611237771788
ACH-000221,-0.10233545714206403
ACH-000222,0.1983255642929327
ACH-000223,-0.07504604983327988
ACH-000226,-0.12042768390377792
ACH-000227,-0.3517060944662884
ACH-000228,0.020109813457335403
ACH-000231,0.03572467069610508
ACH-000232,-0.055588475191926966
ACH-000233,-0.18735268016055492
ACH-000234,-0.13301973292354916
ACH-000235,-0.048800488599275986
ACH-000237,-0.109418257639884
ACH-000238,-0.2224281401068748
ACH-000242,-0.06276485276234238
ACH-000243,-0.08840493478834452
ACH-000244,-0.028804709089583574
ACH-000246,-0.03351021794199075
ACH-000248,0.01784615127816244
ACH-000250,-0.06680626720159734
ACH-000251,0.039259668106582615
ACH-000252,-0.2325854001258945
ACH-000253,-0.1031230045814935
ACH-000255,-0.10782621390990466
ACH-000256,-0.2951963778280109
ACH-000257,0.027705449439884098
ACH-000258,-0.10923341601736383
ACH-000259,-0.07337976745254647
ACH-000260,-0.019918519382737667
ACH-000261,0.008911332974943351
ACH-000262,-0.1318046692300077
ACH-000263,0.06861142461999628
ACH-000264,-0.002987939424719652
ACH-000265,0.0091448014289931
ACH-000266,-0.09849547064750576
ACH-000272,-0.016812941777878485
ACH-000274,-0.1244341653605202
ACH-000277,-0.10540836989011927
ACH-000278,-0.01445304130830986
ACH-000279,-0.11826408616411373
ACH-000280,-0.007123064057411978
ACH-000281,0.0511397654881471
ACH-000288,-0.046764480488292966
ACH-000291,-0.09448329113011
ACH-000293,0.009341026197242834
ACH-000294,0.01658109581203121
ACH-000295,0.12781819713373285
ACH-000296,-0.022920056170426608
ACH-000302,0.11680466707273465
ACH-000304,-0.1603319638059622
ACH-000307,-0.05350771533884845
ACH-000308,-0.029178793391129082
ACH-000310,-0.29066504013539185
ACH-000311,-0.061697502779379874
ACH-000312,-0.025950073288684726
ACH-000315,0.07884433600729132
ACH-000316,-0.1519327734753941
ACH-000317,0.020447180763623316
ACH-000318,0.029211948946132632
ACH-000319,-0.08036298140653626
ACH-000320,-0.05414031469809219
ACH-000322,-0.3540698979098664
ACH-000323,-0.0848945569229352
ACH-000324,-0.1443694808983884
ACH-000329,-0.05007170273531927
ACH-000330,-0.2327375534800655
ACH-000331,-0.11011907371513698
ACH-000332,-0.02409193677979707
ACH-000334,0.05500570090847552
ACH-000335,-0.07869693143486982
ACH-000336,0.18086601542421316
ACH-000337,-0.40278556302772345
ACH-000338,0.24330251163442265
ACH-000339,-0.04149601461845297
ACH-000341,-0.04504661408720875
ACH-000348,-0.03435119417797496
ACH-000350,-0.12973267468525435
ACH-000352,-0.024473130490353767
ACH-000356,0.007416176949890809
ACH-000361,-0.1378931470451746
ACH-000362,0.055733087295328096
ACH-000363,-0.003579785037636587
ACH-000364,0.019346266483150642
ACH-000365,0.030748614951405476
ACH-000366,-0.16686104927536133
ACH-000368,0.05124438156104668
ACH-000374,-0.09486321263853248
ACH-000375,-0.13110065759836648
ACH-000376,-0.13909113927564595
ACH-000381,0.024375167156901918
ACH-000383,0.0016903191898838747
ACH-000387,-0.055450981612964134
ACH-000389,-0.32326841572797577
ACH-000390,-0.05817869182611812
ACH-000393,0.04427400696570975
ACH-000395,-0.007507421604519474
ACH-000396,-0.07005564345114253
ACH-000397,-0.15701255442139045
ACH-000401,-0.3132579548330366
ACH-000402,-0.08160723042764108
ACH-000403,-0.0929848538823328
ACH-000404,-0.08764635929449112
ACH-000406,0.051595448103493306
ACH-000407,-0.05319217715776591
ACH-000408,-0.007773366956057275
ACH-000410,-0.01590172039119167
ACH-000411,-0.1398174867374882
ACH-000414,-0.0248477306785872
ACH-000415,-0.08313616810966966
ACH-000416,-0.1120508316633651
ACH-000420,-0.16932159560034335
ACH-000421,-0.004757565727462781
ACH-000424,-0.09888840925623713
ACH-000425,-0.24367143153252865
ACH-000426,-0.043661563153022935
ACH-000427,-0.181481727588202
ACH-000433,-0.20965584052622696
ACH-000435,0.07186809715587852
ACH-000436,0.029850764242496775
ACH-000444,-0.0037864632683805273
ACH-000445,-0.06686494264862054
ACH-000448,0.05954071122615129
ACH-000450,-0.1063142893431271
ACH-000452,-0.02044210785964486
ACH-000454,0.12231756366206972
ACH-000458,0.15022025298865432
ACH-000459,0.10970563307195286
ACH-000460,-0.03173523665079988
ACH-000461,-0.0076704260973587
ACH-000463,-0.06628440492753915
ACH-000464,-0.01684939316705356
ACH-000466,-0.09117416781995777
ACH-000467,-0.12642496277542312
ACH-000468,-0.08696299297826242
ACH-000469,-0.12444197644998775
ACH-000470,-0.08837503475344607
ACH-000471,-0.07317576744335831
ACH-000472,-0.18855687579550104
ACH-000473,-0.1959576083572955
ACH-000475,-0.0702529783191723
ACH-000476,-0.013146835027919487
ACH-000477,-0.07850833033683517
ACH-000479,0.003680463896500603
ACH-000480,-0.13075887222326546
ACH-000481,-0.12112342183366645
ACH-000483,0.1394681970721551
ACH-000484,-0.11961257239353625
ACH-000485,-0.13354749252632836
ACH-000486,-0.03624259256544657
ACH-000487,-0.043690370556903384
ACH-000488,-0.06493246260328757
ACH-000490,-0.09688122843195224
ACH-000491,-0.23992461998163084
ACH-000495,0.04109051270276858
ACH-000496,-0.05266415822705898
ACH-000499,0.10290336059157383
ACH-000500,-0.2123079419095024
ACH-000502,-0.009766567734290457
ACH-000503,-0.23040390553859685
ACH-000505,-0.07298067292727851
ACH-000507,-0.04227601582091409
ACH-000510,-0.06057071634207205
ACH-000511,-0.1805356289841942
ACH-000512,-0.0846859841701395
ACH-000516,-0.0970344184691043
ACH-000517,0.005202966671493604
ACH-000518,-0.0385110535808554
ACH-000520,-0.2759465244359662
ACH-000521,-0.10095947846552343
ACH-000522,0.0392268438283114
ACH-000524,-0.08310561475547155
ACH-000527,-0.10452859270803846
ACH-000528,0.055819211718811684
ACH-000537,-0.1447641796965486
ACH-000541,0.06223884747743634
ACH-000542,-0.0109863172019919
ACH-000544,-0.1644482331954789
ACH-000545,-0.044382100696718135
ACH-000547,-0.19108440712910774
ACH-000548,-0.1668965688864555
ACH-000549,0.01450755678968389
ACH-000550,-0.08724909746993388
ACH-000552,-0.09611647403531473
ACH-000556,-0.10138896164592268
ACH-000557,-0.012052943555489585
ACH-000569,-0.1760393244654263
ACH-000570,-0.12786938089610353
ACH-000571,-0.07733086956514501
ACH-000573,-0.15827053331791527
ACH-000576,-0.11508738584900595
ACH-000579,-0.3080811172523167
ACH-000580,-0.02896958400011894
ACH-000584,-0.043082928163015836
ACH-000585,-0.01899107754924177
ACH-000588,-0.008226188313959422
ACH-000589,-0.1348887465010256
ACH-000591,-0.030855459700465868
ACH-000593,-0.03459662714319787
ACH-000600,0.002587980732346704
ACH-000601,-0.01317187782335822
ACH-000605,0.031299907371382746
ACH-000606,-0.022821676202198413
ACH-000608,-0.0374357558114333
ACH-000614,-0.02075656202685601
ACH-000616,-0.09469191581556907
ACH-000618,-0.1013143227152194
ACH-000619,-0.05030427593265769
ACH-000620,-0.08999799739746782
ACH-000621,-0.09437990252419924
ACH-000622,0.09617214172402316
ACH-000623,-0.2187702329815526
ACH-000624,-0.07958073376895325
ACH-000627,-0.08569968860229459
ACH-000630,0.006019445777123539
ACH-000631,0.13617353980529365
ACH-000632,-0.031750822142779536
ACH-000633,-0.1043746743137899
ACH-000637,-0.1500087105910648
ACH-000638,-0.052886579885263074
ACH-000646,-0.1944506353317842
ACH-000647,-0.1430416004443067
ACH-000648,-0.11967496366510055
ACH-000649,-0.030500672261798163
ACH-000651,-0.01999692890498413
ACH-000652,0.09040988610396083
ACH-000653,-0.2777691548440534
ACH-000657,-0.0562141439039418
ACH-000658,-0.0760285420098869
ACH-000661,0.017096072327131052
ACH-000662,0.08558777895383936
ACH-000663,-0.2147346687095296
ACH-000665,-0.04049108342609139
ACH-000671,-0.09051417101263423
ACH-000672,0.10324103366884647
ACH-000673,-0.09978350996252087
ACH-000676,-0.14920915556539774
ACH-000677,-0.0708473609580135
ACH-000681,-0.0278399094504501
ACH-000683,-0.05974534288497493
ACH-000684,-0.17806376287470194
ACH-000688,-0.11411658967463822
ACH-000693,-0.024133897460966013
ACH-000694,-0.00838133822311418
ACH-000695,0.038133117250749526
ACH-000696,-0.058856454885035776
ACH-000697,-0.1184413371130662
ACH-000699,-0.046967043260925184
ACH-000701,-0.11794976354087955
ACH-000706,-0.03958767014326811
ACH-000711,-0.037269983117883175
ACH-000713,0.007452330476611965
ACH-000714,-0.07281977521506645
ACH-000718,-0.08619375031138225
ACH-000720,-0.2522160841236453
ACH-000721,-0.013342171142809849
ACH-000724,-0.08912033781257768
ACH-000725,0.18354881126491984
ACH-000732,-0.09867565947410796
ACH-000734,-0.0005665669437617298
ACH-000735,-0.06226459735464504
ACH-000736,-0.02008199026331144
ACH-000738,-0.1900350202487496
ACH-000746,-0.09446820713178107
ACH-000747,0.08218940866464404
ACH-000748,0.05148270877210717
ACH-000753,-0.08796610451542218
ACH-000756,-0.16214168669013435
ACH-000757,0.13791743103187398
ACH-000758,-0.09673821762074546
ACH-000760,-0.00304771108788429
ACH-000762,-0.06612459115330416
ACH-000763,-0.15441822521179865
ACH-000764,-0.000265328752280835
ACH-000765,-0.2813108225320033
ACH-000766,-0.07463011565404372
ACH-000767,0.0703896000298708
ACH-000768,-0.0997795127108893
ACH-000769,-0.020924212519547587
