,C2CD2 (25966)
ACH-000004,-0.16570340737683548
ACH-000005,0.08342196451248426
ACH-000007,-0.05426488643916847
ACH-000009,0.023447157769675292
ACH-000011,0.008316183991414006
ACH-000012,-0.11216423202889617
ACH-000013,0.09475363989579128
ACH-000014,0.024946164435690026
ACH-000015,0.11524249657595476
ACH-000017,0.04189078611970224
ACH-000018,0.10903893233510163
ACH-000019,0.01675132493642683
ACH-000021,0.09548271866534803
ACH-000022,-0.11369192478656487
ACH-000025,0.011533419576036536
ACH-000028,0.043878681946925416
ACH-000030,-0.10664589976517848
ACH-000035,-0.11789748209928645
ACH-000036,-0.03840175945571803
ACH-000037,-0.06178838514889035
ACH-000039,-0.06345012352679866
ACH-000040,-0.10125830778587516
ACH-000041,-0.1494571567409569
ACH-000042,-0.14440840784128522
ACH-000045,-0.004456901270304631
ACH-000047,-0.17249071386111206
ACH-000052,-0.21616498113682805
ACH-000053,0.04303961648388434
ACH-000054,-0.11548461776734388
ACH-000055,-0.05116616796484432
ACH-000060,-0.11560011010602968
ACH-000067,-0.03907710136433674
ACH-000070,0.07614844819035184
ACH-000075,0.15256267797790854
ACH-000078,0.08167466141476509
ACH-000082,-0.011361291843943612
ACH-000085,0.1700374397500747
ACH-000086,-0.02102489399837972
ACH-000087,0.0013650393104228384
ACH-000092,0.00016502372132917777
ACH-000095,-0.011177131665058269
ACH-000097,-0.0753788466857864
ACH-000098,0.0928531465476852
ACH-000099,-0.04118924417419337
ACH-000108,0.08760802499312971
ACH-000113,-0.006384018439469064
ACH-000116,0.03874996785031592
ACH-000118,0.14958774400248273
ACH-000120,-0.0021284471472249127
ACH-000123,-0.05047159216669525
ACH-000127,0.07698553561555772
ACH-000128,-0.09661369883082864
ACH-000132,0.07643590812643865
ACH-000133,0.007495538876330502
ACH-000137,0.0315493107899327
ACH-000138,0.07566919266474109
ACH-000142,-0.0929411793047054
ACH-000143,-0.23389414348669116
ACH-000146,0.028284286901260232
ACH-000148,0.10431496526788507
ACH-000150,0.015896401921040703
ACH-000152,0.06102069752462951
ACH-000153,0.34601209981835884
ACH-000159,0.02063824699450486
ACH-000160,-0.06152487426994619
ACH-000163,-0.14985074681688326
ACH-000167,-0.3154815347438488
ACH-000168,-0.02179872771787606
ACH-000169,0.17842907317186998
ACH-000178,0.04774495161381997
ACH-000183,0.00493811099410489
ACH-000188,-0.03303400257644995
ACH-000189,-0.05845058477969036
ACH-000190,0.014005912482891422
ACH-000198,0.011847247725125814
ACH-000203,0.18088234690056976
ACH-000204,-0.0041437684278871146
ACH-000206,-0.14539481974904536
ACH-000207,-0.03820825922418478
ACH-000208,-0.08271766287998418
ACH-000210,-0.01727035668413326
ACH-000211,0.028149494451997888
ACH-000215,-0.1015545248336272
ACH-000221,-0.16597230885176134
ACH-000222,-0.0653420376301709
ACH-000223,0.10860527001666978
ACH-000226,0.050319239094448215
ACH-000227,0.1325907308605354
ACH-000228,0.03881963010283017
ACH-000231,-0.02817577525598048
ACH-000232,2.67918091451854e-05
ACH-000233,0.08711510966276198
ACH-000234,0.13916890940318852
ACH-000235,0.03125673103511953
ACH-000237,0.04520660877955548
ACH-000238,-0.20306401386578574
ACH-000242,0.2181700702430718
ACH-000243,0.04122602019268703
ACH-000244,-0.03431925613048409
ACH-000246,0.2063836355845144
ACH-000248,0.07071043551200985
ACH-000250,-0.09972600973756664
ACH-000251,0.10157497770199524
ACH-000252,-0.1105204792492744
ACH-000253,-0.04942952938730414
ACH-000255,0.07985369624180315
ACH-000256,-0.019231927963780714
ACH-000257,0.0692943584733724
ACH-000258,-0.03880033156326977
ACH-000259,0.013621334892113805
ACH-000260,0.045248330606067456
ACH-000261,0.1128331045795874
ACH-000262,0.14782737587875702
ACH-000263,-0.1839034008233993
ACH-000264,0.024855512669779548
ACH-000265,0.06837876074128013
ACH-000266,-0.019217146587034963
ACH-000272,-0.008179628571042883
ACH-000274,0.014822946849715557
ACH-000277,0.02550997319448916
ACH-000278,-0.005787848650328146
ACH-000279,0.08720713970464318
ACH-000280,-0.0841265586660949
ACH-000281,-0.08610739343802322
ACH-000288,0.004365834203970488
ACH-000291,0.014616579430807963
ACH-000293,-0.009061813343562515
ACH-000294,0.004948893015528323
ACH-000295,-0.03523295192129109
ACH-000296,-0.04860875427277042
ACH-000302,-0.06995568774832146
ACH-000304,-0.14003724634331555
ACH-000307,-0.10039129051178132
ACH-000308,-0.02339097090451889
ACH-000310,-0.0870965214514902
ACH-000311,-0.21525713237247326
ACH-000312,-0.042358250398188725
ACH-000315,-0.067041279437368
ACH-000316,0.04549059013930027
ACH-000317,0.12685108228891828
ACH-000318,0.07465874141160926
ACH-000319,0.05834952806887235
ACH-000320,0.06943583414397395
ACH-000322,-0.09435948028089138
ACH-000323,0.07718589294498228
ACH-000324,0.06777898260917832
ACH-000329,-0.02003295374537786
ACH-000330,-0.042426600714444825
ACH-000331,0.10193337484965284
ACH-000332,-0.06041136031455077
ACH-000334,0.0858650354128276
ACH-000335,-0.0956124156701246
ACH-000336,-0.012405733801155531
ACH-000337,0.16423025730402835
ACH-000338,0.3432590286490983
ACH-000339,-0.010266759440191295
ACH-000341,0.1220434718793794
ACH-000348,0.04239578667035943
ACH-000350,-0.025960274422574352
ACH-000352,-0.0398053449714238
ACH-000356,0.0541275374880358
ACH-000361,-0.009049910496004588
ACH-000362,-0.1298648510180898
ACH-000363,-0.12278432063536553
ACH-000364,0.08777505031893375
ACH-000365,-0.022699943079971512
ACH-000366,0.004751773048215439
ACH-000368,0.053513379755308274
ACH-000374,0.008595525156232377
ACH-000375,0.1859394424247222
ACH-000376,-0.02443155429806477
ACH-000381,0.0062125984956608185
ACH-000383,-0.028229579115581577
ACH-000387,-0.08545428518564065
ACH-000389,-0.165134317705464
ACH-000390,-0.1346504894338737
ACH-000393,0.031818048195263376
ACH-000395,-0.18100043166645008
ACH-000396,0.3245494314725241
ACH-000397,0.07995253580587694
ACH-000401,0.2488555650767499
ACH-000402,-0.04469795710930563
ACH-000403,0.06800387228694935
ACH-000404,0.23631221332656774
ACH-000406,0.03496158152803325
ACH-000407,0.017159376017712787
ACH-000408,-0.052662454144146637
ACH-000410,-0.02874097353206092
ACH-000411,0.018047467917806325
ACH-000414,0.04502092461210437
ACH-000415,-0.08237185871820346
ACH-000416,0.027405408753281447
ACH-000420,-0.10484516802318113
ACH-000421,0.1153310583501951
ACH-000424,0.11311090826549836
ACH-000425,0.03276925204331261
ACH-000426,-0.08279575775070265
ACH-000427,0.07175801633591955
ACH-000433,0.09047256665095706
ACH-000435,0.0632647275481158
