,CRCP (27297)
ACH-000004,-1.3746015142770218
ACH-000005,-1.3994058996712009
ACH-000007,-0.8234162628404913
ACH-000009,-1.1466861362528402
ACH-000011,-1.3151426942544278
ACH-000012,-1.1015762432417626
ACH-000013,-1.3208351751473386
ACH-000014,-0.6576690072938461
ACH-000015,-1.2491982343351107
ACH-000017,-0.8666764809671105
ACH-000018,-1.0447713334481492
ACH-000019,-0.8800639832376294
ACH-000021,-0.9739581597453364
ACH-000022,-0.8166370531466154
ACH-000025,-1.1133756056293338
ACH-000028,-1.0698800401712203
ACH-000030,-1.1318641094595132
ACH-000035,-1.3925405769805097
ACH-000036,-0.9814670773782052
ACH-000037,-1.194217235684239
ACH-000039,-0.9675763567107568
ACH-000040,-1.0571820799483884
ACH-000041,-0.9225666417915808
ACH-000042,-1.1800110208142855
ACH-000045,-1.2463424175036293
ACH-000047,-1.0601949577674925
ACH-000052,-1.3697691741292048
ACH-000053,-1.024243833846987
ACH-000054,-0.9440824361178156
ACH-000055,-1.1409296488209373
ACH-000060,-0.9833036840798116
ACH-000067,-0.9882574889827612
ACH-000070,-1.0101268141719018
ACH-000075,-1.0074675144117886
ACH-000078,-0.9649168772401228
ACH-000082,-1.1485624916593078
ACH-000085,-1.1803073479700297
ACH-000086,-0.9531830292020754
ACH-000087,-0.8646508743287729
ACH-000092,-1.017876434170484
ACH-000095,-1.1781800861977096
ACH-000097,-1.1917872598998782
ACH-000098,-1.134747606776063
ACH-000099,-0.913968346949546
ACH-000108,-1.2805757929406836
ACH-000113,-1.0620304567057754
ACH-000116,-1.6056154503128717
ACH-000118,-1.1204758066006322
ACH-000120,-1.1743768121436922
ACH-000123,-1.141606337135715
ACH-000127,-1.1189994663544514
ACH-000128,-1.1759892868941078
ACH-000132,-1.129485131490571
ACH-000133,-1.1947336919871483
ACH-000137,-1.3166478062320968
ACH-000138,-1.0371053184573322
ACH-000142,-1.0599536355701245
ACH-000143,-0.9048564637142724
ACH-000146,-1.1132592180404297
ACH-000148,-1.1890759707431164
ACH-000150,-1.0740689420669391
ACH-000152,-0.972847974653142
ACH-000153,-1.0762872258639165
ACH-000159,-0.8833576405508966
ACH-000160,-1.2603847572282831
ACH-000163,-1.2050247182271343
ACH-000167,-1.5252353139458286
ACH-000168,-1.0388195557973516
ACH-000169,-1.1305020110859518
ACH-000178,-0.9347550620293208
ACH-000183,-1.0711696789966547
ACH-000188,-1.0371126985323844
ACH-000189,-1.1076792855126878
ACH-000190,-0.9554953296348431
ACH-000198,-1.0968301100007851
ACH-000203,-1.0223847892846207
ACH-000204,-0.9559558049031764
