,ERF (2077)
ACH-000004,-0.0077985790411106625
ACH-000005,0.0017341885362232967
ACH-000007,0.0354650279356554
ACH-000009,0.1499210075479438
ACH-000011,-0.020704920127071792
ACH-000012,-0.03398758171000101
ACH-000013,-0.1858629611832448
ACH-000014,0.17939075930170384
ACH-000015,-0.09535945743905236
ACH-000017,-0.0006773042863669411
ACH-000018,0.09430866153462356
ACH-000019,0.16474670482572087
ACH-000021,-0.06375233821209035
ACH-000022,0.054749366916464176
ACH-000025,0.18438187123823546
ACH-000028,-0.0912765686993152
ACH-000030,0.07497426347130767
ACH-000035,0.04972485406309906
ACH-000036,-0.0822648430652321
ACH-000037,-0.06290570854192065
ACH-000039,0.38335824169455296
ACH-000040,0.09711518106909853
ACH-000041,0.008484442918734392
ACH-000042,0.06702779786554973
ACH-000045,0.12753290636796244
ACH-000047,-0.12775920023390405
ACH-000052,-0.4149808362849824
ACH-000053,0.09546890660729686
ACH-000054,0.0973829186471122
ACH-000055,0.3107276029300559
ACH-000060,0.186283359878638
ACH-000067,-0.07265281239452404
ACH-000070,-0.03336354685827901
ACH-000075,-0.1753336324284224
ACH-000078,0.26524699019697445
ACH-000082,0.0718153091399353
ACH-000085,0.015990521048317302
ACH-000086,0.008271142023382456
ACH-000087,-0.08394067364158328
ACH-000092,0.053755824486119985
ACH-000095,-0.002126489305427509
ACH-000097,-0.033323416200291896
ACH-000098,-0.08824889020671776
ACH-000099,0.052308774511471694
ACH-000108,-0.09485900077826062
ACH-000113,0.05675700910815505
ACH-000116,0.18291254813113728
ACH-000118,0.004551763830008691
ACH-000120,-0.08249070133541972
ACH-000123,0.11503087126230045
ACH-000127,-0.07341340330971984
ACH-000128,0.013380736793108113
ACH-000132,0.014993645728098684
ACH-000133,0.016421928164576945
ACH-000137,-0.038408825251688414
ACH-000138,-0.05426691829695582
ACH-000142,0.12022416927028093
ACH-000143,0.09179940207062713
ACH-000146,-8.236363064527893e-05
ACH-000148,0.07014011177712752
ACH-000150,-0.01569896280672918
ACH-000152,0.08561064024995729
ACH-000153,0.17332190679515785
ACH-000159,0.0944661517431477
ACH-000160,-0.005120059287245925
ACH-000163,0.1193112094429213
ACH-000167,0.3188135583419928
ACH-000168,-0.09713024544259916
ACH-000169,-0.01730384079821053
ACH-000178,-0.017690146519663337
ACH-000183,0.05990535078527764
ACH-000188,0.09452635408787136
ACH-000189,0.00583706036056582
ACH-000190,0.019092506001748843
ACH-000198,0.2776911810285635
ACH-000203,-0.2615921877410388
ACH-000204,0.0813212467557097
ACH-000206,-0.0423646862093806
ACH-000207,0.05057650889554895
ACH-000208,0.023142333775403364
ACH-000210,0.3612739171025247
ACH-000211,-0.06626967914389313
ACH-000215,-0.05037719082536201
ACH-000221,-0.03017992069189533
ACH-000222,0.03565114215043519
ACH-000223,0.1058608105637297
ACH-000226,0.21458077503011072
ACH-000227,0.06168404108502944
ACH-000228,0.003310464914189441
ACH-000231,0.13650671036178172
ACH-000232,0.18831104549069969
ACH-000233,-0.019345348265165558
ACH-000234,0.039084302157740634
ACH-000235,0.022172749571180574
ACH-000237,0.1281589749622112
ACH-000238,0.01001614564489432
ACH-000242,0.019156111293046674
ACH-000243,0.08588751242128467
ACH-000244,0.11726022675825455
ACH-000246,0.06815421208433117
ACH-000248,0.10368480353103672
ACH-000250,0.049503156981794506
ACH-000251,0.02896877789676572
ACH-000252,0.08288130165449238
ACH-000253,0.045516225650933634
ACH-000255,-0.0805018467665743
ACH-000256,0.006574786228919908
ACH-000257,-0.012810874641512551
ACH-000258,0.029289926581400574
ACH-000259,0.0795111782777558
ACH-000260,0.10886318426781356
ACH-000261,0.04540933041607165
