,PEBP1 (5037)
ACH-000004,-0.1097746596667771
ACH-000005,-0.4148470317920048
ACH-000007,0.015837573590221258
ACH-000009,-0.22888390346980134
ACH-000011,-0.2376227110040679
ACH-000012,-0.1286175328812575
ACH-000013,-0.2016369276749237
ACH-000014,-0.05635578110135035
ACH-000015,-0.18939769918403224
ACH-000017,-0.2024534418070885
ACH-000018,-0.19697421092592046
ACH-000019,-0.0935701579730326
ACH-000021,-0.19006245692827112
ACH-000022,-0.18077640982140653
ACH-000025,-0.06648896811347152
ACH-000028,-0.10794979416476758
ACH-000030,-0.07997416781739701
ACH-000035,-0.10787994772561027
ACH-000036,-0.13390290189135445
ACH-000037,-0.2590183463683088
ACH-000039,-0.3789328241256549
ACH-000040,-0.1653875254958494
ACH-000041,-0.12165907037621687
ACH-000042,-0.17922539701964532
ACH-000045,-0.1578000899146893
ACH-000047,-0.08401608893863974
ACH-000052,-0.2736192037193763
ACH-000053,-0.1843507084478864
ACH-000054,-0.13381525951441334
ACH-000055,-0.0912263571097522
ACH-000060,-0.1566350293435903
ACH-000067,-0.12572391691423415
ACH-000070,-0.13488445012870567
ACH-000075,-0.07745699697012982
ACH-000078,-0.30032679069577856
ACH-000082,-0.17630246234265484
ACH-000085,-0.17089999889220994
ACH-000086,-0.1539051526431685
ACH-000087,-0.2077694223754055
ACH-000092,-0.32012504756068066
ACH-000095,-0.21711622249684828
ACH-000097,-0.055051689441320655
ACH-000098,-0.10506277840634286
ACH-000099,-0.1973582497843896
ACH-000108,-0.06687802935764993
ACH-000113,0.005058554791523257
ACH-000116,-0.16859425920959878
ACH-000118,-0.11425342341441605
ACH-000120,-0.3334321610554816
ACH-000123,-0.21867152694668968
ACH-000127,-0.07149070572271532
ACH-000128,-0.4109425524377618
ACH-000132,0.04192336615966708
ACH-000133,-0.10157238815472387
ACH-000137,-0.08362932964770133
ACH-000138,-0.0487479596129192
ACH-000142,-0.19549195819128493
ACH-000143,-0.15840312098399406
ACH-000146,-0.09635331793925457
ACH-000148,-0.048178891150623515
ACH-000150,-0.240237172701688
ACH-000152,-0.2357863530709855
ACH-000153,-0.2434259814868322
ACH-000159,-0.23612835683383046
ACH-000160,-0.2145615326336779
ACH-000163,-0.19217395567703585
ACH-000167,-0.1956369825234306
ACH-000168,-0.2375938921518245
ACH-000169,-0.18592652401005005
ACH-000178,-0.1116943365300627
ACH-000183,-0.13677845020898366
ACH-000188,-0.1900565700368584
ACH-000189,0.1169639782685372
ACH-000190,-0.1880987959129521
ACH-000198,-0.12891827080162185
ACH-000203,-0.4020401232335323
ACH-000204,-0.18568771652515506
ACH-000206,-0.19929479634778144
ACH-000207,-0.11851261577824347
ACH-000208,-0.3871634789358678
ACH-000210,-0.3828624309428157
ACH-000211,-0.19769817141660329
ACH-000215,-0.1997567972680824
ACH-000221,-0.15115901540513094
ACH-000222,-0.13019191732951688
ACH-000223,-0.3771237002653133
ACH-000226,-0.18284278233683546
ACH-000227,-0.18704437573186888
ACH-000228,-0.054397225917395715
ACH-000231,-0.17439717223649462
ACH-000232,-0.10415512648698838
ACH-000233,-0.15795537411244626
ACH-000234,-0.1689044194293826
ACH-000235,-0.12502743442293576
ACH-000237,-0.12643572796786295
ACH-000238,-0.2842361379506996
ACH-000242,-0.4987916746375764
ACH-000243,-0.04957600938687051
ACH-000244,-0.13189214458860354
ACH-000246,-0.1899315711154349
ACH-000248,-0.12149818821067962
ACH-000250,-0.10061711836882324
ACH-000251,-0.4937361038641349
ACH-000252,-0.06380354482861912
ACH-000253,-0.16722219820687206
ACH-000255,-0.061127337490707825
ACH-000256,-0.1208052760512434
ACH-000257,-0.13582947739919174
ACH-000258,0.014167084220733437
