,LURAP1 (541468)
ACH-000332,-0.2702795644786851
ACH-000334,-0.2617119998671635
ACH-000335,-0.2840136714261202
ACH-000336,-0.3226134076162723
ACH-000337,-0.13986609287914425
ACH-000338,-0.6203569377234013
ACH-000339,-0.24487920112861386
ACH-000341,-0.4614248538864526
ACH-000348,-0.22125414290891116
ACH-000350,-0.2658581627523458
ACH-000352,-0.3406149680637106
ACH-000356,-0.24055057188394025
ACH-000361,-0.4090780013398697
ACH-000362,-0.26781956712258426
ACH-000363,-0.23213954125890174
ACH-000364,-0.3532939694977149
ACH-000365,-0.26486901358124565
ACH-000366,-0.21546131232016136
ACH-000368,-0.2575101262239072
ACH-000374,-0.2626614614503948
ACH-000375,-0.16353433091001934
ACH-000376,-0.28384421638873303
ACH-000381,-0.2925472636559424
ACH-000383,-0.3422547040870803
ACH-000387,-0.3810243761711095
ACH-000389,-0.3663203298074165
ACH-000390,-0.17682586566681407
ACH-000393,-0.36249244575592143
ACH-000395,-0.14352117875340892
ACH-000396,-0.2967022682026105
ACH-000397,-0.2029125567228474
ACH-000401,-0.6055772360362899
ACH-000402,-0.2928705594216381
ACH-000403,-0.23124144414720466
ACH-000404,-0.3755966153255624
ACH-000406,-0.27555580127744445
ACH-000407,-0.4026940831569278
ACH-000408,-0.2931168738908812
ACH-000410,-0.4113220904452313
ACH-000411,-0.22417238311022486
ACH-000414,-0.1791007134955472
ACH-000415,-0.2600183634159827
ACH-000416,-0.32052449474687755
ACH-000420,-0.3693824831928153
ACH-000421,-0.18413949047395886
ACH-000424,-0.2726127188281592
ACH-000425,-0.2316072128853014
ACH-000426,-0.22442785782124167
ACH-000427,-0.3175667804483442
ACH-000433,-0.4198494427034633
ACH-000435,-0.03040763911449822
ACH-000436,-0.3601697809763037
ACH-000444,-0.2580418195694202
ACH-000445,-0.4504084990923356
ACH-000448,-0.2871523834756637
ACH-000450,-0.29000928668462195
ACH-000452,-0.22366077650889124
ACH-000454,-0.4316265153293588
ACH-000458,-0.2791143420032197
ACH-000459,-0.2462293950755092
ACH-000460,-0.20269896947760546
ACH-000461,-0.3108417653569072
ACH-000463,-0.30290351909400864
ACH-000464,-0.3001472586240347
ACH-000466,-0.18830899512990804
ACH-000467,-0.3238271316559161
ACH-000468,-0.3263544854775071
ACH-000469,-0.2853892987109848
ACH-000470,0.02087216121827701
ACH-000471,-0.2784205972048227
ACH-000472,-0.3019125985063669
ACH-000473,-0.20201871195228865
ACH-000475,-0.3742502077226784
ACH-000476,-0.36853896962170535
ACH-000477,-0.35565917321288243
ACH-000479,0.07571273722175736
ACH-000480,-0.3799161156594636
ACH-000481,-0.3168214675460702
ACH-000483,-0.36976946202721217
ACH-000484,-0.3553220219645185
ACH-000485,-0.30395538385268894
ACH-000486,-0.26060349791174786
ACH-000487,-0.32229521823106616
ACH-000488,-0.3197658283536271
ACH-000490,-0.30996319083627843
ACH-000491,-0.2663630715780298
ACH-000495,-0.4202789802591883
ACH-000496,-0.3244239758567527
ACH-000499,-0.3595726248240434
ACH-000500,-0.5684421957391318
ACH-000502,-0.20792467452731098
ACH-000503,-0.2695977274793477
ACH-000505,-0.14991941026298394
ACH-000507,-0.2981291945302222
ACH-000510,-0.32859634745566496
ACH-000511,-0.3089075595597289
ACH-000512,-0.435121866142
ACH-000516,-0.349972862095794
ACH-000517,-0.25380796034588
ACH-000518,-0.18605857146299787
ACH-000520,-0.2100066806660673
ACH-000521,-0.4790421868911222
ACH-000522,-0.3619466987553521
ACH-000524,-0.2904377454202094
ACH-000527,-0.3231773419504583
ACH-000528,-0.3794213777484845
ACH-000537,-0.2376684160196252
ACH-000541,-0.3398773161857557
ACH-000542,-0.2509155267848913
ACH-000544,-0.4983509091659517
ACH-000545,-0.2790789282612494
ACH-000547,-0.3552763772393093
ACH-000548,-0.2571767334339501
ACH-000549,-0.22014968550985864
ACH-000550,-0.4734104318992797
ACH-000552,-0.33309875490882473
ACH-000556,-0.4138617085715203
ACH-000557,-0.2378752329284436
ACH-000569,-0.3840046854989437
ACH-000570,-0.27291766969731257
ACH-000571,-0.30557346444351885
ACH-000573,-0.2625508427765041
ACH-000576,-0.34917257926494205
ACH-000579,-0.380235599499976
ACH-000580,-0.1853983979242436
ACH-000584,-0.2336307480652131
ACH-000585,-0.4650658980729385
ACH-000588,-0.2701636768150071
ACH-000589,-0.1495634500674257
ACH-000591,-0.3054629879575585
ACH-000593,-0.37204569295034784
ACH-000600,-0.37433622841241054
ACH-000601,-0.3530716565336873
ACH-000605,-0.1443417154744233
ACH-000606,-0.34045764547123203
ACH-000608,-0.2747591227739337
ACH-000614,-0.3173890808974175
ACH-000616,-0.4152050093211557
ACH-000618,-0.3160671552642499
ACH-000619,-0.3575376353209871
ACH-000620,-0.2948757792712125
ACH-000621,-0.4233547863904309
ACH-000622,-0.2585114930535771
ACH-000623,-0.2338032016461585
ACH-000624,-0.3011278515948629
ACH-000627,-0.5280652679942416
ACH-000630,-0.4135292019911891
ACH-000631,-0.4955718779028434
ACH-000632,-0.3309422809875412
ACH-000633,-0.35480152791133895
ACH-000637,-0.3584921345793068
ACH-000638,-0.40200734945496186
ACH-000646,-0.34288640144875554
ACH-000647,-0.2656908770727557
ACH-000648,-0.2685658813576121
ACH-000649,-0.3288402801355624
ACH-000651,-0.28477809606993243
ACH-000652,-0.3863581703780496
ACH-000653,-0.36421347312163255
ACH-000657,-0.2788501300593719
ACH-000658,-0.2415008089378649
ACH-000661,-0.23056981466946985
ACH-000662,-0.6862959137730722
ACH-000663,-0.3498438198207275
ACH-000665,-0.22625645744164516
ACH-000671,-0.21987490399817566
ACH-000672,-0.3318542448536685
ACH-000673,-0.40559493189313894
ACH-000676,-0.3654895542147365
ACH-000677,-0.31763202623753145
ACH-000681,-0.1729348438625355
ACH-000683,-0.4848374933171507
ACH-000684,-0.2462838430607656
ACH-000688,-0.2362328957945766
ACH-000693,-0.4199101051654798
ACH-000694,-0.31352162746353546
ACH-000695,-0.14836406684925935
ACH-000696,-0.3231275102131789
ACH-000697,-0.7045726796290466
ACH-000699,-0.3946238220932768
ACH-000701,-0.4207242036965888
ACH-000706,-0.2755510902954843
ACH-000711,-0.3250080268118773
ACH-000713,-0.5006324428834755
ACH-000714,-0.41073219702229097
ACH-000718,-0.22616926709368185
ACH-000720,-0.34967033987667145
ACH-000721,-0.3615819933427489
ACH-000724,-0.12574475141031374
ACH-000725,-0.22410899557217745
ACH-000732,-0.3964105903693584
ACH-000734,-0.3517049385808397
ACH-000735,-0.5000685517559174
ACH-000736,-0.2486539792795321
ACH-000738,-0.2923024752950205
ACH-000746,-0.2541205041917827
ACH-000747,-0.4350137885319318
ACH-000748,-0.3381675899380636
ACH-000753,-0.29159866660532
ACH-000756,-0.14769520311159975
ACH-000757,-0.32824825439904026
ACH-000758,-0.3291795035070058
ACH-000760,-0.39660354884054894
ACH-000762,-0.2856711850203364
ACH-000763,-0.3211136739572698
ACH-000764,-0.2407848431810684
ACH-000765,-0.38811769080098857
ACH-000766,-0.3911166772664871
ACH-000767,-0.22980765633780226
ACH-000768,-0.16535755760770568
ACH-000769,-0.4514525328386342
ACH-000770,-0.2635763695908093
ACH-000771,-0.14367743843842198
ACH-000773,-0.09442647077783692
ACH-000776,-0.2991783687656477
ACH-000777,-0.4115239681085151
ACH-000778,-0.2137006893154947
ACH-000781,-0.25850054653110754
ACH-000782,-0.3055611308222126
ACH-000783,-0.20457679757415226
ACH-000784,-0.42116437709986104
ACH-000785,-0.41319164041959416
ACH-000787,-0.32356917086270554
ACH-000788,-0.2717515845675707
ACH-000791,-0.2459577480744743
ACH-000792,-0.3377342823304097
ACH-000794,-0.2434866545916627
ACH-000796,-0.27868633865302866
ACH-000798,-0.3715935867387437
ACH-000799,-0.4341227484448112
ACH-000800,-0.222220467457432
ACH-000802,-0.2291864422007052
ACH-000804,-0.33883990703017003
ACH-000805,-0.16080347799007735
ACH-000809,-0.2398022187911565
ACH-000810,0.01654152897716452
ACH-000811,-0.38705445449323933
ACH-000817,-0.2601374662413584
ACH-000819,-0.3112701769326536
ACH-000820,-0.5187996867465366
ACH-000821,-0.4253025620672205
ACH-000822,-0.2295595133423143
ACH-000823,-0.3749967873726735
ACH-000824,-0.2253365656892743
ACH-000827,-0.32700935316550894
ACH-000829,-0.3092057195961272
ACH-000831,-0.2975907684979384
ACH-000832,-0.32470761424688743
ACH-000833,-0.29406231945743044
ACH-000834,-0.21899611981803194
ACH-000835,-0.251108323659862
ACH-000836,-0.2605488896797855
ACH-000837,-0.3322414514316589
ACH-000838,-0.29661189497119395
ACH-000839,-0.34808358562067104
ACH-000840,-0.1956021197227468
ACH-000841,-0.178666900876403
ACH-000843,-0.3054368014547996
ACH-000846,-0.3976682040162442
ACH-000847,-0.41298017244440294
ACH-000848,-0.2085520485599257
ACH-000849,-0.3814596709326501
ACH-000851,-0.46667287181159
ACH-000855,-0.3582961939160068
ACH-000856,-0.3197962710072627
ACH-000858,-0.3640910979315276
ACH-000859,-0.3370738483434387
ACH-000861,-0.4282644004516788
ACH-000862,-0.22430428783513315
ACH-000865,-0.2691291844254777
ACH-000866,-0.262778543414252
ACH-000867,-0.3164063438482176
ACH-000869,-0.5410018192315796
ACH-000872,-0.4298433082515951
ACH-000873,-0.21685478677622785
ACH-000876,-0.24658849946142186
ACH-000878,-0.2235103162394665
ACH-000880,-0.2589072725392429
ACH-000881,-0.28841443515773457
ACH-000882,-0.3738376826148852
ACH-000884,-0.3309119144682221
ACH-000885,-0.2311243805758285
ACH-000887,-0.4053910723409946
ACH-000889,-0.3098737216359453
ACH-000896,-0.37315666342592174
ACH-000898,-0.2765598574318197
ACH-000900,-0.3612718171100511
ACH-000901,-0.39913679971886257
ACH-000905,-0.2921196622146855
ACH-000906,-0.29554171953071234
ACH-000907,-0.4571576796527982
ACH-000910,-0.2899937033136296
ACH-000911,-0.3163110674863941
ACH-000912,-0.23549251691211665
ACH-000913,-0.20145319158852087
ACH-000915,-0.4496557831679406
ACH-000916,0.0967977200796836
ACH-000917,-0.3280257611015792
ACH-000920,-0.2906999819324281
ACH-000921,-0.2631589411038496
ACH-000924,-0.3142156662765772
ACH-000926,-0.4075045674416817
ACH-000928,-0.4096429820736783
ACH-000929,-0.4571815284733722
ACH-000932,-0.3955671300607717
ACH-000935,-0.21301666185016016
ACH-000936,-0.44795760119230976
ACH-000937,-0.21209538545007744
ACH-000938,-0.08500675415528036
ACH-000939,-0.3193802203666568
ACH-000941,-0.14017953850620574
ACH-000943,-0.25693252985721565
ACH-000946,-0.2948484867875962
ACH-000947,-0.33186896311149994
ACH-000948,-0.2557962451606475
ACH-000950,-0.16303302218200502
ACH-000953,-0.22159578163278476
ACH-000954,-0.4671361651836482
ACH-000957,-0.2802018465392709
ACH-000958,-0.32851376005892824
ACH-000960,-0.2605949444377688
ACH-000963,-0.23078491210707844
ACH-000968,-0.30793229920799864
ACH-000969,-0.1892917660957688
ACH-000972,-0.14952677644510698
ACH-000973,-0.2446968433255821
ACH-000974,-0.17182490041156542
ACH-000978,-0.10593777051404248
ACH-000984,-0.3145015441956342
ACH-000986,-0.4107685317489844
ACH-000988,-0.2331517628930701
ACH-000993,-0.3729272643143511
ACH-000994,-0.395506780459842
ACH-000996,-0.19762376501266246
ACH-001001,-0.2832296955115419
ACH-001020,-0.10531459723383164
ACH-001028,-0.34124583987318025
ACH-001031,-0.4197530168681365
ACH-001038,-0.36081118006460655
ACH-001048,-0.16011575012523002
ACH-001050,-0.4207321087148239
ACH-001053,-0.5508993190904793
ACH-001054,-0.40812093071369615
ACH-001061,-0.28538172091719943
ACH-001067,-0.3556836119308588
ACH-001075,-0.3671435095009205
ACH-001096,-0.30097740660344785
ACH-001111,-0.23987773435178936
ACH-001119,-0.3307086604520251
ACH-001128,-0.20465580784801826
ACH-001134,-0.3616724935066386
ACH-001151,-0.2941569533496657
ACH-001163,-0.3191130179546448
ACH-001164,-0.42329484289477703
ACH-001183,-0.3063069118107599
ACH-001192,-0.2415826527114097
ACH-001193,-0.3678733215820435
ACH-001196,-0.5314567494644608
ACH-001197,-0.2985125756214608
ACH-001205,-0.2914491871658522
ACH-001211,-0.383778332626807
ACH-001212,-0.2201170135248826
ACH-001228,-0.4217630295050257
ACH-001232,-0.32219409810755706
ACH-001239,-0.4142700701748521
ACH-001270,-0.4619562071878232
ACH-001274,-0.061439316453455524
ACH-001275,-0.3162470049548105
ACH-001277,-0.3353884341745104
ACH-001278,-0.4114505257251414
ACH-001280,-0.3000424641339185
ACH-001283,-0.22391030849079335
ACH-001289,-0.29610033339441305
ACH-001300,-0.2289114691802845
ACH-001301,-0.42272748551054623
ACH-001302,-0.2628256484916354
ACH-001306,-0.25005435666619136
ACH-001318,-0.4061897090684133
ACH-001322,-0.33628890791662835
ACH-001328,-0.2441399841477095
ACH-001332,-0.304972892915763
ACH-001336,-0.2660131545884101
ACH-001346,-0.3947154365129048
ACH-001353,-0.28418812960065504
ACH-001354,-0.4500193746128025
ACH-001367,-0.2264705096003072
ACH-001368,-0.3361620232036761
ACH-001374,-0.7645084214437137
ACH-001377,-0.1657486859458404
ACH-001380,-0.36204763535967854
ACH-001391,-0.2497355621329106
ACH-001408,-0.3106075903460783
ACH-001430,-0.27784644363924915
ACH-001431,-0.040636117288777036
ACH-001450,-0.26716695555120085
ACH-001496,-0.236852837634827
ACH-001500,-0.3938316682100931
ACH-001523,-0.4212473170007064
ACH-001532,-0.4061999717691973
ACH-001550,-0.313809025645227
ACH-001552,-0.4034766380728037
ACH-001554,-0.1760810098225564
ACH-001654,-0.2936543635918298
ACH-001735,-0.22247418537727573
ACH-001736,-0.2484513146872029
ACH-001737,-0.1999381678735701
ACH-001740,-0.2627511787754867
ACH-001745,-0.22729506973435834
ACH-001765,-0.31161784683146626
