,ARF1 (375)
ACH-000004,-0.1491889710776217
ACH-000005,-0.17160177583897412
ACH-000007,0.058989307322868126
ACH-000009,-0.5572377826221415
ACH-000011,-0.18521421227091875
ACH-000012,-0.2565729616128821
ACH-000013,-0.004877474968013164
ACH-000014,-0.3668370202990672
ACH-000015,-0.1859960043758412
ACH-000017,-0.5968159911796271
ACH-000018,-0.36781705181076507
ACH-000019,-0.224343181883968
ACH-000021,-0.20286101041452165
ACH-000022,-0.1867089378442689
ACH-000025,-0.248976671728203
ACH-000028,-0.2785210721868627
ACH-000030,-0.3401501636956193
ACH-000035,-0.6654225090180322
ACH-000036,-0.20196814437482574
ACH-000037,-0.13672348083716065
ACH-000039,-0.5564293910979135
ACH-000040,-0.1623519089820095
ACH-000041,-0.40072648995305776
ACH-000042,-0.40524240973918796
ACH-000045,-0.38221868417549176
ACH-000047,-0.45421235130319604
ACH-000052,-0.6607251910448907
ACH-000053,-0.1981831341338996
ACH-000054,-0.28286182478136634
ACH-000055,-0.24124540000902134
ACH-000060,-0.4396736472730257
ACH-000067,-0.5935064809036218
ACH-000070,-0.4131056663641259
ACH-000075,-0.26361607275390503
ACH-000078,-0.17749534982147067
ACH-000082,-0.22638665174165595
ACH-000085,-0.4885158156144806
ACH-000086,-0.18110371595704616
ACH-000087,-0.1659500130629299
ACH-000092,-0.5200107162870624
ACH-000095,-0.29214842615705894
ACH-000097,-0.5898037829322054
ACH-000098,-0.3627260958476217
ACH-000099,-0.09978129036405647
ACH-000108,-0.6392101657861693
ACH-000113,-0.09251795586870712
ACH-000116,-0.3791941529726379
ACH-000118,-0.39552281112334536
ACH-000120,-0.3949103935070519
ACH-000123,-0.3729103412026504
ACH-000127,-0.4263800689365862
ACH-000128,-0.028605164655702706
ACH-000132,-0.29322975109358
ACH-000133,-0.40485617864295337
ACH-000137,-0.1963563354419358
ACH-000138,-0.4372275409974741
ACH-000142,-0.2457942640336974
ACH-000143,-0.3184228199023916
ACH-000146,-0.2901745053366939
ACH-000148,-0.5309270313822465
ACH-000150,0.0694109430613081
ACH-000152,-0.4690212060287627
ACH-000153,-0.3509090741145942
ACH-000159,-0.3267181943853802
ACH-000160,-0.1873005781144935
ACH-000163,-0.6130219461699441
ACH-000167,-0.33075975584861944
ACH-000168,-0.3382875390326697
ACH-000169,-0.3060369429564591
ACH-000178,-0.5192580601238692
ACH-000183,-0.2782421358677189
ACH-000188,-0.6183765775700838
ACH-000189,-0.5818897679361623
ACH-000190,-0.2521126526028888
ACH-000198,-0.12686527542520515
ACH-000203,-0.21214321382510146
ACH-000204,-0.5711814315683408
ACH-000206,-0.2738101705495888
ACH-000207,-0.5966932456281127
ACH-000208,-0.3228136004471516
ACH-000210,-0.1036626781540054
ACH-000211,-0.2879460967789875
ACH-000215,-0.3390262905907281
ACH-000221,-0.20184300003171712
ACH-000222,-0.2959837115037011
ACH-000223,-0.25146061388849
ACH-000226,-0.3934946645707477
ACH-000227,-0.33925254972267244
ACH-000228,-0.2830305841235561
ACH-000231,-0.11995859621650608
ACH-000232,-0.2368300553676225
ACH-000233,0.10328986600610217
ACH-000234,-0.4896297872827224
ACH-000235,-0.4403756164981849
ACH-000237,-0.07166600472217577
ACH-000238,-0.7919795259126684
ACH-000242,-0.6780183975322266
ACH-000243,-0.44894888253524506
ACH-000244,-0.3739467741432571
ACH-000246,-0.6961494939609255
ACH-000248,-0.4188801673314388
ACH-000250,-0.2598700404755667
ACH-000251,-0.1933328499164802
ACH-000252,-0.11121023583447592
ACH-000253,-0.2409543899596496
ACH-000255,-0.6953925389213801
ACH-000256,-0.5555890621333252
ACH-000257,-0.17951027582981768
ACH-000258,-0.18175554289560295
ACH-000259,-0.14817177887433752
ACH-000260,-0.25153350839031985
ACH-000261,-0.14437794759538136
ACH-000262,-0.63868204238621
ACH-000263,-0.7161602119897227
ACH-000264,-0.22789336370125785
ACH-000265,-0.17260318775142533
ACH-000266,-0.4793675817846102
ACH-000272,-0.5333854585703154
ACH-000274,-0.005787245733237672
ACH-000277,0.006759154089086282
ACH-000278,-0.2793236632643105
ACH-000279,-0.15354493422214116
ACH-000280,-0.20198482222195344
ACH-000281,-0.4524488451987184
ACH-000288,-0.2696278362897752
ACH-000291,-0.2446383786906205
ACH-000293,-0.00879470972073223
ACH-000294,-0.4587338877850026
ACH-000295,-0.4818367990449834
ACH-000296,-0.4918400432015642
ACH-000302,-0.6009819799743852
ACH-000304,-0.2918167120744041
ACH-000307,-0.29910997493190505
ACH-000308,-0.7337908307507715
ACH-000310,-0.06249734672189919
ACH-000311,-0.390242282469386
ACH-000312,-0.2055655849423755
ACH-000315,-0.6496136149390599
ACH-000316,-0.21598646344136446
ACH-000317,-0.34636034811262184
ACH-000318,-0.6203255666422187
ACH-000319,-0.025829158653855502
ACH-000320,-0.31586412677005393
ACH-000322,-0.31964714732449084
ACH-000323,-0.5792533205257128
ACH-000324,-0.6282290249392656
ACH-000329,-0.4049892449512533
ACH-000330,-0.3464265048933989
ACH-000331,-0.6621077594651557
ACH-000332,-0.16067081861117186
ACH-000334,-0.5032132587455785
ACH-000335,-0.34758408593161544
ACH-000336,-0.6102207418892454
ACH-000337,-0.5167401591897297
ACH-000338,-0.31137322249461746
ACH-000339,-0.3043369559673833
ACH-000341,-0.3040050425102448
ACH-000348,-0.27763703238132115
ACH-000350,-0.20335425708183352
ACH-000352,-0.07150356897996836
ACH-000356,-0.2047588596095248
ACH-000361,-0.14977733958286896
ACH-000362,-1.111472732158244
