,ENO3 (2027)
ACH-000004,-0.20705508046626264
ACH-000005,-0.11724326069652055
ACH-000007,-0.25306125161446064
ACH-000009,-0.19664078290111567
ACH-000011,-0.15131386327482255
ACH-000012,-0.10581746698516968
ACH-000013,-0.1478704758908252
ACH-000014,-0.2703710559930097
ACH-000015,-0.1776580741923025
ACH-000017,-0.2396848088359224
ACH-000018,-0.13242144474278492
ACH-000019,-0.058550056197982266
ACH-000021,-0.13625947374464786
ACH-000022,-0.13032504586027724
ACH-000025,-0.2334383876397068
ACH-000028,-0.012937337754234904
ACH-000030,-0.07186170980453083
ACH-000035,0.05975842698153783
ACH-000036,-0.2188117114915271
ACH-000037,-0.0459348774082588
ACH-000039,-0.18366256649764096
ACH-000040,-0.3285553590122495
ACH-000041,-0.30157085580071336
ACH-000042,-0.34187597083980537
ACH-000045,-0.3771245421653891
ACH-000047,-0.2403456750406448
ACH-000052,-0.3167228078876994
ACH-000053,-0.020667752036466317
ACH-000054,-0.1668800290238988
ACH-000055,-0.17927513246848986
ACH-000060,-0.2436018186388796
ACH-000067,-0.2450006757932088
ACH-000070,-0.31572301168354105
ACH-000075,-0.27898231231546944
ACH-000078,-0.18728671987921824
ACH-000082,-0.2228087621657872
ACH-000085,0.05406161564833918
ACH-000086,-0.14329760194381966
ACH-000087,-0.03421424943011928
ACH-000092,0.008886369097735136
ACH-000095,-0.12158774595434665
ACH-000097,-0.0776616537414886
ACH-000098,-0.23793990950521315
ACH-000099,-0.13061078220899322
ACH-000108,-0.16435236490112193
ACH-000113,-0.09034983771822157
ACH-000116,-0.1522339513653506
ACH-000118,-0.1892387057781716
ACH-000120,-0.1885122813389524
ACH-000123,-0.22781823204819895
ACH-000127,-0.07700868724186748
ACH-000128,-0.32164662070262484
ACH-000132,-0.14978613735962507
ACH-000133,-0.2146058436060377
ACH-000137,0.022941039044973358
ACH-000138,-0.24418178099601998
ACH-000142,-0.13747007827113022
ACH-000143,-0.16625468008161665
ACH-000146,-0.11321124554585955
ACH-000148,-0.13088369353900833
ACH-000150,-0.24603505834732445
ACH-000152,-0.0833445529751
ACH-000153,-0.27077138913751003
ACH-000159,-0.16903111463987536
ACH-000160,-0.04248206010245415
ACH-000163,-0.20834092022146372
ACH-000167,-0.2850610088035998
ACH-000168,-0.2853783030612336
ACH-000169,-0.22245037177409493
ACH-000178,-0.029879951669319893
ACH-000183,-0.1622926763374482
ACH-000188,-0.15526067867850046
ACH-000189,-0.06848631558245814
ACH-000190,-0.15452137872226795
ACH-000198,-0.1125599951258856
ACH-000203,-0.21159398498276413
ACH-000204,-0.14479782662264146
ACH-000206,0.032409652441483014
ACH-000207,-0.3238630944754477
ACH-000208,-0.2992049975826212
ACH-000210,0.012315041856106546
ACH-000211,-0.10747185256404633
ACH-000215,-0.15109274343412266
ACH-000221,-0.21893618823217986
ACH-000222,-0.06378487029055603
ACH-000223,-0.0803345127603504
ACH-000226,-0.3375734751137012
ACH-000227,-0.4114278268099925
ACH-000228,-0.2094634062326184
ACH-000231,-0.1676213816096975
ACH-000232,-0.039953411914652216
ACH-000233,-0.15302998902637507
ACH-000234,-0.15679565754691766
ACH-000235,-0.20520989907186488
ACH-000237,-0.14842554478631328
ACH-000238,-0.13861763415473127
ACH-000242,-0.18769979542051574
ACH-000243,-0.2205919980907982
ACH-000244,-0.216863878328917
ACH-000246,-0.16582393580430013
ACH-000248,-0.02990973090510656
ACH-000250,-0.18366107139000096
ACH-000251,-0.20567355756051464
ACH-000252,-0.12314626351086368
ACH-000253,-0.15680651933816628
