,AKIRIN2 (55122)
ACH-000004,-0.3010637058326895
ACH-000005,-0.5083763620579583
ACH-000007,-0.7869404888354203
ACH-000009,-0.6346419177057339
ACH-000011,-0.8743225504794307
ACH-000012,-0.7418508768597705
ACH-000013,-0.6882659509256156
ACH-000014,-0.9058449834006008
ACH-000015,-0.5672295444915817
ACH-000017,-0.6165988286223612
ACH-000018,-0.9612720275621106
ACH-000019,-0.8293380555899323
ACH-000021,-0.5983449285447644
ACH-000022,-0.6163678959081343
ACH-000025,-0.7752202471652558
ACH-000028,-0.6527048124949273
ACH-000030,-0.6894813943107441
ACH-000035,-0.648906657504264
ACH-000036,-0.767336166350684
ACH-000037,-0.4982518830043116
ACH-000039,-0.43255946980885857
ACH-000040,-0.7720678388956635
ACH-000041,-0.5445018928793123
ACH-000042,-0.7109289268816412
ACH-000045,-0.6833063556624008
ACH-000047,-0.767040454428319
ACH-000052,-0.868666981781994
ACH-000053,-0.7876053751519796
ACH-000054,-0.5409125702801522
ACH-000055,-0.5253661050696072
ACH-000060,-0.9618467692885304
ACH-000067,-0.7180027080548911
ACH-000070,-0.9102678312925336
ACH-000075,-0.8288191465379392
ACH-000078,-0.6010469206160135
ACH-000082,-0.8575554017957822
ACH-000085,-0.9443601637937574
ACH-000086,-0.7018299306277913
ACH-000087,-0.6623463897764431
ACH-000092,-0.589670211825005
ACH-000095,-0.638677104981221
ACH-000097,-0.8502896720651535
ACH-000098,-0.5529601856208827
ACH-000099,-0.5051322217242469
ACH-000108,-0.641792178508109
ACH-000113,-0.7883481369427333
ACH-000116,-0.7364890704086113
ACH-000118,-0.8896405848888951
ACH-000120,-0.7668816176002312
ACH-000123,-0.7381820855162696
ACH-000127,-0.6470473593212338
ACH-000128,-0.6137137403848459
ACH-000132,-0.7940643812222864
ACH-000133,-0.9656530443894876
ACH-000137,-0.9520307306238348
ACH-000138,-0.6966388575712162
ACH-000142,-0.5166434702261031
ACH-000143,-0.972121322135626
ACH-000146,-0.6266316381483743
ACH-000148,-0.6749027612697432
ACH-000150,-0.61613509878022
ACH-000152,-0.7317343234154194
ACH-000153,-0.8641644639096775
ACH-000159,-0.7059650791330407
ACH-000160,-0.5065011114110506
ACH-000163,-0.7446197248998607
ACH-000167,-0.4845188500616349
ACH-000168,-0.7148356788446738
ACH-000169,-0.9691786056928701
ACH-000178,-0.6873061290750113
ACH-000183,-1.1815049748836806
ACH-000188,-0.5581850405790154
ACH-000189,-1.1185435565763515
ACH-000190,-0.5271083417897219
ACH-000198,-0.8200946656265955
ACH-000203,-0.6916857101708167
ACH-000204,-1.2090922896327572
ACH-000206,-0.6428341654708031
ACH-000207,-0.912346502779962
ACH-000208,-0.8221807609489539
ACH-000210,-0.8589781601805146
ACH-000211,-0.7609268815672483
ACH-000215,-0.6535928455563464
ACH-000221,-0.6033459769578726
ACH-000222,-0.619834859235723
ACH-000223,-0.9303661227521504
ACH-000226,-0.64610952205866
ACH-000227,-0.9826212398350171
ACH-000228,-0.7276335941092341
ACH-000231,-0.6189676364197285
ACH-000232,-0.7628827248996279
ACH-000233,-0.8281097157053142
ACH-000234,-0.6170824491811941
ACH-000235,-0.6539121078945104
ACH-000237,-0.6394752486165555
ACH-000238,-0.5702300145975915
ACH-000242,-0.5744691115404426
ACH-000243,-0.6423348049317136
ACH-000244,-1.0036937594876238
ACH-000246,-0.8759616016333598
ACH-000248,-0.6699384465183895
ACH-000250,-0.6776322125869417
ACH-000251,-0.7576769482110115
ACH-000252,-0.5720577156597628
ACH-000253,-0.9505348344369332
ACH-000255,-0.7836560014253069
ACH-000256,-0.5787819896187111
ACH-000257,-0.7077603672146928
ACH-000258,-0.8999643005817656
ACH-000259,-0.7605980061672346
ACH-000260,-0.7955053519218215
ACH-000261,-0.6862592999911602
ACH-000262,-0.9120577411877858
ACH-000263,-0.4416406818795435
ACH-000264,-0.8592079850722782
ACH-000265,-0.4922797982135706
ACH-000266,-0.6878631796256739
ACH-000272,-0.7583732280673553
ACH-000274,-0.8804888165120158
ACH-000277,-0.7968034058614324
ACH-000278,-0.8647464508492548
ACH-000279,-0.6458699385893855
ACH-000280,-0.7473667590982511
ACH-000281,-0.6834606700332961
ACH-000288,-0.5996553756681905
ACH-000291,-0.6369651545735662
ACH-000293,-0.6924120224723443
ACH-000294,-0.6559917806902036
ACH-000295,-0.6941556056150655
ACH-000296,-0.7612760868831163
ACH-000302,-0.6280962425692198
