,UFL1 (23376)
ACH-000004,-0.2513332378333454
ACH-000005,-0.6420356560508607
ACH-000007,-0.20578268142954745
ACH-000009,-0.7171382104868641
ACH-000011,-0.4953543173546842
ACH-000012,-0.5586288845375618
ACH-000013,-0.2768989476035658
ACH-000014,-0.4915686834891301
ACH-000015,-0.3448809490613107
ACH-000017,-0.3360759223024285
ACH-000018,-0.6394690749126938
ACH-000019,-0.5600032247888559
ACH-000021,-0.3291832905263407
ACH-000022,-0.2589364631904288
ACH-000025,-0.6474229431019708
ACH-000028,-0.4599384241858325
ACH-000030,-0.24526617308926002
ACH-000035,-0.6813199053675602
ACH-000036,-0.6101773438100281
ACH-000037,-0.5504382628385953
ACH-000039,-0.16563138618512185
ACH-000040,-0.3182329594100393
ACH-000041,-0.008050453396587453
ACH-000042,-0.45683539337015794
ACH-000045,-0.6824957888994128
ACH-000047,-0.2570864417881124
ACH-000052,-0.6474854061980543
ACH-000053,-0.19434205117198672
ACH-000054,-0.33059909928382103
ACH-000055,-0.3207760764980751
ACH-000060,-0.7019661060722797
ACH-000067,-0.7023004456835289
ACH-000070,-0.1999392110298191
ACH-000075,-0.6691252724597029
ACH-000078,-0.09818551458370764
ACH-000082,-0.2683511612580464
ACH-000085,-0.5731516948225109
ACH-000086,-0.6247283190982759
ACH-000087,-0.3732552906524402
ACH-000092,-0.4987451747284502
ACH-000095,-0.3004962180063127
ACH-000097,-0.7564855270788357
ACH-000098,-0.07248416515296115
ACH-000099,-0.21622313255838144
ACH-000108,-0.7322914745106821
ACH-000113,-0.20935718170118436
ACH-000116,-0.30840358264632306
ACH-000118,-0.5196049597102321
ACH-000120,-0.5529466700421458
ACH-000123,-0.37694155052546857
ACH-000127,-0.7148088506426493
ACH-000128,-0.4161926598912011
ACH-000132,-0.6047344017375723
ACH-000133,-0.4553234990702875
ACH-000137,-0.2278630865518577
ACH-000138,-0.7467072706911063
ACH-000142,-0.4381932365288975
ACH-000143,-0.2808522101383521
ACH-000146,-0.442922160880092
ACH-000148,-0.3394142983864334
ACH-000150,-0.2606594757140567
ACH-000152,-0.7371750292362559
ACH-000153,-0.4440285987946413
ACH-000159,-0.6335872380978272
ACH-000160,-0.29468274346530043
ACH-000163,-0.7373645829318944
ACH-000167,-0.3529295250396759
ACH-000168,-0.4726706043990898
ACH-000169,-0.2809321715916804
ACH-000178,-0.4655921393042455
ACH-000183,-0.8058790127552549
ACH-000188,-0.4723337418520098
ACH-000189,-0.5687633321970732
ACH-000190,-0.46820041594983103
ACH-000198,-0.2874480456706844
ACH-000203,-0.27582828044391683
ACH-000204,-0.6254453509741735
ACH-000206,-0.2165372102493981
ACH-000207,-0.2586239255268122
ACH-000208,-0.9142808529296312
ACH-000210,-0.3448303573655601
ACH-000211,-0.29771749971221645
ACH-000215,-0.4373013425983041
ACH-000221,-0.5153811143880821
ACH-000222,-0.4255974499433714
ACH-000223,-0.5924640729608917
ACH-000226,-0.23620443697103116
ACH-000227,-0.07038312527901612
ACH-000228,-0.638864594079471
ACH-000231,-0.3364889522687325
ACH-000232,-0.6665404672906449
ACH-000233,-0.3929446060203547
ACH-000234,-0.3356310217543857
ACH-000235,-0.6198044797231549
ACH-000237,-0.6263090656866078
ACH-000238,-0.8324217126019533
ACH-000242,-0.6094574147492167
ACH-000243,-0.5834129857937613
ACH-000244,-0.6336815069586472
ACH-000246,-0.8265299469316479
ACH-000248,-0.3586700048648526
ACH-000250,-0.4794928406200354
ACH-000251,-0.6635170978200426
ACH-000252,-0.3822694948092821
ACH-000253,-1.104556069292125
ACH-000255,-0.7948784057817406
ACH-000256,-0.6220022222857097
ACH-000257,-0.14378336017063895
ACH-000258,-0.5026367021555672
ACH-000259,-0.4245639477898829
ACH-000260,-0.4004465822283399
ACH-000261,-0.2977141397188536
ACH-000262,-0.6351217657230711
ACH-000263,-0.4875146111744133
ACH-000264,-0.3334993919373587
ACH-000265,-0.17210546802267326
ACH-000266,-0.7656848946048119
ACH-000272,-0.6404512476018006
ACH-000274,-0.2552973562577271
ACH-000277,-0.3572117451486335
ACH-000278,-0.4238040941683955
ACH-000279,-0.3710647810674635
ACH-000280,-0.2905938256306849
ACH-000281,-0.4801626258582348
ACH-000288,-0.3574898795862235
ACH-000291,-0.7625135611214358
ACH-000293,-0.5036465397705853
ACH-000294,-0.5648225521517691
ACH-000295,-0.30289556701481296
ACH-000296,-0.32633963761807666
ACH-000302,-0.2762807465330248
ACH-000304,-0.3039682780233876
ACH-000307,-0.4957733190459314
ACH-000308,-0.5887537481977464
ACH-000310,-0.18230570408512253
ACH-000311,-0.4378505963111048
ACH-000312,-0.31395081485537546
ACH-000315,-0.24158719658515804
ACH-000316,-0.3908587115334281
ACH-000317,-0.657836494883024
ACH-000318,-0.4436169203995611
ACH-000319,-0.4938180131451484
ACH-000320,-0.4289474920986551
ACH-000322,-0.3655885033641861
ACH-000323,-0.8864939481821064
ACH-000324,-0.4751288763246356
ACH-000329,-0.3790504015578566
ACH-000330,-0.31555517511663456
ACH-000331,-0.6804700707366712
ACH-000332,-0.44543506776987296
ACH-000334,-0.4541468673114496
ACH-000335,-0.4712343086737558
ACH-000336,-0.36389120145535997
ACH-000337,-0.5837354918101951
ACH-000338,-0.434845219599997
ACH-000339,-0.7066080565854623
ACH-000341,-0.32788854057823696
ACH-000348,-0.5670158571843116
ACH-000350,-0.4168988502046807
ACH-000352,-0.5153289841651016
ACH-000356,-0.5765798550081279
ACH-000361,-0.3055361245668298
ACH-000362,-0.5294780191559981
ACH-000363,-0.8859924551232891
ACH-000364,-0.6729676955173458
ACH-000365,-0.639083558808363
ACH-000366,-0.2904223860571933
ACH-000368,-0.6158526234899615
ACH-000374,-0.4891017312336078
ACH-000375,-0.4506605549660431
ACH-000376,-0.6918627120085744
ACH-000381,-0.4091649295195714
ACH-000383,-0.31927198650089433
ACH-000387,-0.5809335951809291
ACH-000389,-1.0956106570150503
ACH-000390,-0.6638959766808177
ACH-000393,-0.3655697916799785
ACH-000395,-0.4759780607068706
ACH-000396,-0.4538057487847255
ACH-000397,-0.6081730682876435
ACH-000401,-0.6772444593422552
ACH-000402,-0.04585156964054631
ACH-000403,-0.4154790448843218
ACH-000404,-0.3640164068205554
ACH-000406,-0.4086808292180177
ACH-000407,-0.4487596583334101
ACH-000408,-0.5459528581428571
ACH-000410,-0.4707787674915323
ACH-000411,-0.4193808176479527
ACH-000414,-0.39536791173162783
ACH-000415,-0.3704498332331043
ACH-000416,-0.5767004521915042
ACH-000420,-0.5113919976725804
ACH-000421,-0.5815129559288608
ACH-000424,-0.36060899577260175
ACH-000425,-0.6333194421795733
ACH-000426,-0.5788675630887152
ACH-000427,-0.2546249372957172
ACH-000433,-0.4591209650304092
ACH-000435,-0.4300552055848656
ACH-000436,-0.4722208733327506
