,KDR (3791)
ACH-000226,-0.1485583003078755
ACH-000227,-0.038656120881707313
ACH-000228,-0.08048338892679076
ACH-000231,-0.062398855836760775
ACH-000232,-0.1541526981019061
ACH-000233,-0.13001763900251834
ACH-000234,-0.09355222327281644
ACH-000235,-0.0566398942407479
ACH-000237,-0.180517561429884
ACH-000238,-0.12531645037933622
ACH-000242,-0.4102203089486507
ACH-000243,-0.04822310300209638
ACH-000244,-0.08822802681585909
ACH-000246,-0.057841473477170426
ACH-000248,-0.06492735377907871
ACH-000250,-0.07726581614896923
ACH-000251,-0.2071979959226064
ACH-000252,-0.20004413689844192
ACH-000253,-0.032582341056375023
ACH-000255,-0.10195730758442656
ACH-000256,-0.192440077431052
ACH-000257,-0.018933526958559
ACH-000258,0.0068558807293653936
ACH-000259,-0.05837616576329685
ACH-000260,-0.11315023026086672
ACH-000261,-0.13216146482268296
ACH-000262,-0.01995712339636752
ACH-000263,-0.6619791653594409
ACH-000264,-0.1440320258733359
ACH-000265,-0.18634459086987665
ACH-000266,-0.06172262535379337
ACH-000272,-0.25694026759177263
ACH-000274,-0.03641797545756058
ACH-000277,0.02755563128225199
ACH-000278,-0.07238859573317591
ACH-000279,-0.11156568075053387
ACH-000280,-0.17160821503171056
ACH-000281,-0.09970796588012384
ACH-000288,-0.08490211648203495
ACH-000291,-0.01805456724270368
ACH-000293,-0.11735580775998496
ACH-000294,-0.30269966229195205
ACH-000295,-0.31322093333669954
ACH-000296,-0.12951401354718364
ACH-000302,-0.16222075566089428
ACH-000304,0.12522083597290432
ACH-000307,-0.2297329524011337
ACH-000308,-0.09705083336977913
ACH-000310,-0.1654914735406707
ACH-000311,-0.059534667210940424
ACH-000312,-0.06008254985748127
ACH-000315,0.1490273670706535
ACH-000316,-0.15665822743025865
ACH-000317,-0.047974752617019965
ACH-000318,-0.28344349991812673
ACH-000319,-0.17433343409537233
ACH-000320,-0.04274895247768322
ACH-000322,-0.1257072276834539
ACH-000323,-0.34504558712527233
ACH-000324,-0.10853088091127584
ACH-000329,-0.16251797191932307
ACH-000330,-0.4203431230550718
ACH-000331,-0.07464962250926435
ACH-000332,-0.0717627780974653
ACH-000334,-0.28996574930433944
ACH-000335,-0.13495432948488942
ACH-000336,0.06451458941117039
ACH-000337,-0.1832402257528763
ACH-000338,-0.23326988153928005
ACH-000339,-0.1833469258867596
ACH-000341,-0.15650648457093455
ACH-000348,-0.13986475937000115
ACH-000350,-0.11276610859277868
ACH-000352,-0.12679810907273156
ACH-000356,-0.2095615549615598
ACH-000361,-0.13433767452553694
ACH-000362,-0.18316329188678326
ACH-000363,-0.16238133938329727
ACH-000364,-0.049560332538592
ACH-000365,-0.18022047047168904
ACH-000366,-0.2742142904308776
ACH-000368,-0.08620392606166251
ACH-000374,-0.3225486518560314
ACH-000375,-0.0009183423254365623
ACH-000376,-0.10628805282463206
ACH-000381,-0.3563899501245669
ACH-000383,-0.1578069589962515
ACH-000387,-0.14661265034587492
ACH-000389,0.06778616860057672
ACH-000390,-0.1758667563523775
ACH-000393,-0.15449196084014954
ACH-000395,-0.2756196709683347
ACH-000396,-0.1431047860224599
ACH-000397,-0.3105431548216068
ACH-000401,0.01002868549763966
ACH-000402,-0.4018880874270681
ACH-000403,-0.12861536989758607
ACH-000404,0.18610751630167024
ACH-000406,-0.0899905658563992
ACH-000407,-0.09408490438225968
ACH-000408,-0.035518500434939836
ACH-000410,-0.06427094062271152
ACH-000411,-0.04278863021323734
ACH-000414,-0.018059839546135097
ACH-000415,-0.18226088826902725
ACH-000416,-0.19220336557685266
ACH-000420,-0.056669247954854875
ACH-000421,-0.17017852239019068
ACH-000424,-0.3165431108694109
ACH-000425,-0.11790473280879088
ACH-000426,-0.23024811552924696
ACH-000427,-0.14009287504391155
ACH-000433,-0.0636182603705764
ACH-000435,0.046016417295373306
ACH-000436,-0.16626716563287247
ACH-000444,-0.056384732717789314
ACH-000445,-0.2859920107702241
ACH-000448,-0.18550422786269766
ACH-000450,-0.2252707293655809
ACH-000452,-0.1930598183049804
ACH-000454,-0.19148397091369584
ACH-000458,0.0931733898275198
ACH-000459,-0.06462207667670021
ACH-000460,-0.1234605731699957
ACH-000461,-0.14391058286970693
ACH-000463,-0.15480544216603212
ACH-000464,-0.16338561204281046
ACH-000466,-0.08315156861499284
ACH-000467,-0.17272276801451725
ACH-000468,-0.12048734704932927
ACH-000469,-0.04075504109842437
ACH-000470,-0.25996763903580816
ACH-000471,-0.05989361771647881
ACH-000472,-0.10365131065732684
ACH-000473,-0.13061390713401666
ACH-000475,-0.18637646151460105
ACH-000476,-0.047698714315530064
ACH-000477,-0.00415713627898227
ACH-000479,-0.3796206281354812
ACH-000480,-0.1844889711308093
ACH-000481,-0.2332151485724285
ACH-000483,-0.1395087385776812
ACH-000484,0.18310926801181585
ACH-000485,-0.2839761206836749
ACH-000486,-0.06379715649713806
ACH-000487,-0.125355402699908
ACH-000488,-0.10153226443383062
ACH-000490,-0.043342805233751495
ACH-000491,-0.051674535017048925
ACH-000495,-0.03163623043195918
ACH-000496,-0.2338934714914514
ACH-000499,-0.038446558833874905
ACH-000500,-0.27522378405913034
ACH-000502,-0.14625063983347758
ACH-000503,-0.3941108391340736
ACH-000505,-0.15920206202230627
ACH-000507,-0.12566303559413092
ACH-000510,-0.1854133523642736
ACH-000511,-0.16555080557031596
ACH-000512,-0.11631466156482008
ACH-000516,-0.027236136953971053
ACH-000517,-0.14709971777606806
ACH-000518,0.029032004602122363
ACH-000520,-0.06903368143263719
ACH-000521,-0.02718343873461956
ACH-000522,-0.22392135957625367
ACH-000524,-0.13690059295530999
ACH-000527,-0.13130247116507282
ACH-000528,-0.07473936855341018
ACH-000537,-0.19436241904690085
ACH-000541,-0.11933306489556993
ACH-000542,-0.12319926592546593
ACH-000544,-0.009072787103192396
ACH-000545,-0.0697624476033038
ACH-000547,-0.12298367024225
ACH-000548,-0.11544094277846158
ACH-000549,-0.06593436694166116
ACH-000550,-0.04859039830695189
ACH-000552,-0.1112500703891261
ACH-000556,-0.19089580330106531
ACH-000557,-0.16462397048685914
ACH-000569,-0.05287712272792727
ACH-000570,-0.16100538905943707
ACH-000571,-0.1151804398610568
ACH-000573,-0.06319192400654243
ACH-000576,0.03244954921373151
ACH-000579,0.003751360157054072
ACH-000580,-0.17925649191832665
ACH-000584,-0.18125656872338491
ACH-000585,-0.15738945085699288
ACH-000588,-0.1907486728089148
ACH-000589,-0.16715267851935114
ACH-000591,-0.3933571027640038
ACH-000593,-0.06784862699657644
ACH-000600,-0.13683380793484473
ACH-000601,-0.1562347632250921
ACH-000605,-0.02334018102352374
ACH-000606,-0.05625427791066297
ACH-000608,-0.11124302343392244
ACH-000614,0.007065270002661856
ACH-000616,-0.2852880416035662
ACH-000618,-0.19267650723235868
ACH-000619,-0.27999852880998644
ACH-000620,-0.15127931342298553
ACH-000621,-0.15422799925393582
ACH-000622,-0.03986970919172997
ACH-000623,-0.09683781167458
ACH-000624,-0.11945447856040625
ACH-000627,-0.12436747325898125
ACH-000630,-0.02775822604135777
ACH-000631,0.019924673745831664
ACH-000632,-0.1505811839935848
ACH-000633,-0.060957733257902685
ACH-000637,0.008466992701568499
ACH-000638,-0.05169956216857397
ACH-000646,-0.04873660392517196
ACH-000647,-0.1220925206921768
ACH-000648,-0.1793345579949696
ACH-000649,-0.2267563008439414
ACH-000651,-0.07690223179046872
ACH-000652,-0.1009511781318426
ACH-000653,-0.09359477680842636
ACH-000657,-0.14271381844032707
ACH-000658,-0.17193303924881126
ACH-000661,-0.002472879884901086
ACH-000662,0.2252956056509141
ACH-000663,-0.2593558910222166
ACH-000665,-0.17694384160441196
ACH-000671,-0.32167386041427226
ACH-000672,-0.2279252137613679
ACH-000673,-0.3378341355145991
ACH-000676,-0.1539559680697172
ACH-000677,-0.04857811698838795
ACH-000681,-0.07683888015382694
ACH-000683,-0.14523956520204806
ACH-000684,-0.31401652522810763
ACH-000688,-0.2451375320171095
ACH-000693,-0.13081015883611435
ACH-000694,-0.1685699894609921
ACH-000695,-0.0564413327517231
ACH-000696,-0.17970223385074394
ACH-000697,-0.09632136589448673
ACH-000699,-0.14544495290832465
ACH-000701,-0.1882248626345831
ACH-000706,-0.10156412970919504
ACH-000711,-0.18566240531170244
ACH-000713,-0.3063767823680268
ACH-000714,-0.11649611624826317
ACH-000718,0.03522000253555126
ACH-000720,-0.134896692837775
ACH-000721,-0.1680205243117921
ACH-000724,0.04453762778162002
ACH-000725,-0.21885760618775385
ACH-000732,-0.3464059129328821
ACH-000734,-0.19787498989094185
ACH-000735,-0.1346867077404028
ACH-000736,-0.06713896063614239
ACH-000738,-0.237827988761228
ACH-000746,-0.3022679361541853
ACH-000747,-0.028929926044453932
ACH-000748,-0.0742860680444778
ACH-000753,-0.059508912007150465
ACH-000756,-0.17110512222987348
ACH-000757,-0.07948556358590704
ACH-000758,0.01993516165377784
ACH-000760,-0.16520625450703025
ACH-000762,-0.20475071967089906
ACH-000763,-0.16590609732996425
ACH-000764,-0.4082581338415127
ACH-000765,-0.11028024130704056
ACH-000766,-0.16928882825494287
ACH-000767,-0.19587684192338076
ACH-000768,-0.11202905864121952
ACH-000769,-0.19548150495112573
ACH-000770,-0.22370439201326495
ACH-000771,-0.11712882186434155
ACH-000773,0.0010191210001407873
ACH-000776,-0.1922183611836929
ACH-000777,-0.10836659604565364
ACH-000778,-0.10012555872665224
ACH-000781,-0.15138452520755233
ACH-000782,0.00794400970788223
ACH-000783,-0.012153577122036784
ACH-000784,-0.08443614815047812
ACH-000785,-0.1996586573712647
ACH-000787,-0.15038505904759092
ACH-000788,-0.07579379061696864
ACH-000791,-0.10290246346374148
ACH-000792,-0.1312225770139229
ACH-000794,-0.33495241538849363
ACH-000796,-0.13468671768526136
ACH-000798,0.12050417403815447
ACH-000799,-0.054021090873508884
ACH-000800,-0.2616696569378696
ACH-000802,-0.09865816172389927
ACH-000804,-0.3029431467657703
ACH-000805,-0.20543294670360174
ACH-000809,-0.1642277352069748
ACH-000810,0.0866253157782189
ACH-000811,-0.11781849661033048
ACH-000817,0.007930992202983966
ACH-000819,-0.1285354919863042
ACH-000820,0.151432188771182
ACH-000821,-0.1823664073218412
ACH-000822,-0.07849245587476766
ACH-000823,-0.16013114886367044
ACH-000824,-0.14692750099423668
ACH-000827,-0.17334216788427706
ACH-000829,-0.17501889896825004
ACH-000831,-0.10326854615788487
ACH-000832,-0.1957889041495306
ACH-000833,-0.12930910841641835
ACH-000834,-0.28770823754553304
ACH-000835,-0.14156284864613042
ACH-000836,-0.0564112953489636
ACH-000837,-0.04029991046954303
ACH-000838,0.15944836067664947
ACH-000839,-0.13537078647061768
ACH-000840,-0.17647342819054088
ACH-000841,-0.11123059179764166
ACH-000843,-0.17246954674693846
ACH-000846,-0.13126491898779788
ACH-000847,-0.18686675576235587
ACH-000848,-0.2258373677784439
ACH-000849,-0.007865474353419373
ACH-000851,-0.13089135861379853
ACH-000855,-0.2828285406519113
ACH-000856,-0.2296902321579261
ACH-000858,-0.11300151231794595
ACH-000859,-0.09890687363808097
ACH-000861,-0.15398050016452722
ACH-000862,-0.0060648317757473385
ACH-000865,-0.1785796675313698
ACH-000866,-0.1374190612234746
ACH-000867,-0.14644114634384772
ACH-000869,-0.1682666888144285
ACH-000872,-0.13870265579674312
ACH-000873,0.034218014711697754
ACH-000876,-0.19777186477422226
ACH-000878,-0.1648031941254675
ACH-000880,-0.0978108708191798
ACH-000881,-0.08303790794669116
ACH-000882,-0.17732140718209324
ACH-000884,-0.11476231518632457
ACH-000885,-0.168143784551191
ACH-000887,-0.23647095524745115
ACH-000889,-0.1106917348907778
ACH-000896,-0.12542191445278694
ACH-000898,-0.11784497212976758
ACH-000900,-0.028533855010030917
ACH-000901,-0.17996142039413254
ACH-000905,-0.23665224614327746
ACH-000906,-0.23292691692294298
ACH-000907,0.016559768619552127
ACH-000910,-0.01530558665806405
ACH-000911,-0.10622386894516964
ACH-000912,-0.13249723856610432
ACH-000913,-0.13711626097411622
ACH-000915,-0.08149464588587145
ACH-000916,0.10104835224271656
ACH-000917,-0.2224167538356102
ACH-000920,-0.4654516514357873
ACH-000921,-0.2107562548186196
ACH-000924,-0.23735722923498284
ACH-000926,-0.15519992124012008
ACH-000928,0.016138394501121738
ACH-000929,-0.020800680318837483
ACH-000932,-0.12985059999669046
ACH-000935,-0.09223043161672824
ACH-000936,-0.2404964975344733
ACH-000937,-0.11526944515099335
ACH-000938,-0.069247949213579
ACH-000939,-0.03982112109184635
ACH-000941,-0.16327790794098004
ACH-000943,-0.07287108460577753
ACH-000946,-0.2419258822766572
ACH-000947,-0.20591978367415206
ACH-000948,-0.1591290869891024
ACH-000950,-0.13271657249167934
ACH-000953,-0.1893558918817638
ACH-000954,-0.2644338457510098
ACH-000957,-0.0865138061573877
ACH-000958,-0.1126889604538368
ACH-000960,-0.16131752445397568
ACH-000963,-0.059209518935676726
ACH-000968,-0.12000329052471635
ACH-000969,-0.33159335617826785
ACH-000972,0.07811828358656966
ACH-000973,-0.06935674012408409
ACH-000974,-0.17359954312654194
ACH-000978,0.015754920617065533
ACH-000984,-0.15175454824447773
ACH-000986,-0.3019072393933725
ACH-000988,-0.11657361234615317
ACH-000993,-0.049235892361496496
ACH-000994,0.017000732375622832
ACH-000996,0.0575694594979642
ACH-001001,-0.1061812067679587
ACH-001020,-0.3606506272686635
ACH-001028,-0.14610380282766394
ACH-001031,-0.03723165792131585
ACH-001038,-0.2311914328119545
ACH-001048,-0.1715489886151521
ACH-001050,-0.1683006101137738
ACH-001053,-0.04897524755700509
ACH-001054,-0.12929449125284148
ACH-001061,-0.15407747184626133
ACH-001067,-0.1090685266702788
ACH-001075,-0.10218982190360654
ACH-001096,-0.09170990309188444
ACH-001111,-0.13964812957431993
ACH-001119,-0.1325408844531192
ACH-001128,-0.4866966203418624
ACH-001134,-0.1294324166999039
ACH-001151,-0.033752645056543365
ACH-001163,-0.35927228822544843
ACH-001164,-0.07233613033766048
ACH-001183,-0.1597099859705918
ACH-001192,-0.2895635094341498
ACH-001193,-0.005399393275558839
ACH-001196,0.004500373994578693
ACH-001197,-0.08591839398725781
ACH-001205,-0.046741019741714136
ACH-001211,0.07419212105438856
ACH-001212,-0.2370521273845859
ACH-001228,-0.1180669199663738
ACH-001232,-0.060577435009984325
ACH-001239,-0.14078315969300445
ACH-001270,-0.036791372284362085
ACH-001274,0.07990533158333885
ACH-001275,-0.045082278304187866
ACH-001277,0.16502231201441905
ACH-001278,-0.031909038276736565
ACH-001280,0.013882179072852092
ACH-001283,-0.1074278975179262
ACH-001289,0.02919032104943163
ACH-001300,-0.033239896002147544
ACH-001301,-0.08849286536802621
ACH-001302,-0.18807213343690132
ACH-001306,-0.20455989302903727
ACH-001318,-0.15377753377586162
ACH-001322,-0.2324430991294596
ACH-001328,-0.2048310871030891
ACH-001332,-0.09263857717333317
ACH-001336,-0.14957250607584302
ACH-001346,-0.1249031719009213
ACH-001353,-0.1132496936121654
ACH-001354,-0.1384285006942258
ACH-001367,-0.20225527140178606
ACH-001368,-0.1357357537421608
ACH-001374,0.012720700435635909
ACH-001377,-0.11996915913957712
ACH-001380,-0.10541347624105674
ACH-001391,-0.1298877873920385
ACH-001408,-0.07029009367473596
ACH-001430,-0.1873116383699389
ACH-001431,-0.0772187639306951
ACH-001450,-0.004346653422362541
ACH-001496,-0.02586241385474664
ACH-001500,-0.2871577634774213
ACH-001523,-0.2538393301092569
ACH-001532,-0.21281651188408574
ACH-001550,-0.16534364096285642
ACH-001552,-0.1824752818317117
ACH-001554,-0.05391279277402379
ACH-001654,-0.03892002663294337
ACH-001735,-0.10394352894451712
ACH-001736,-0.13163894638971654
ACH-001737,-0.2815762211337252
ACH-001740,-0.0162088564142136
ACH-001745,0.0138411850549177
ACH-001765,-0.03783953995959397
