,GLYCTK (132158)
ACH-000004,0.02208776492280919
ACH-000005,-0.08294722279878831
ACH-000007,-0.16782872756721612
ACH-000009,0.003157880068121172
ACH-000011,0.11669807811053495
ACH-000012,-0.057220348019227825
ACH-000013,-0.022221342893611256
ACH-000014,0.10549022568875197
ACH-000015,-0.09341414133955256
ACH-000017,-0.013150867809000835
ACH-000018,0.06349591614640956
ACH-000019,0.06140853947761896
ACH-000021,-0.03989490908725842
ACH-000022,-0.03572221958413753
ACH-000025,-0.08059315015166105
ACH-000028,-0.11493640937703042
ACH-000030,-0.04946037943303048
ACH-000035,0.03850880544923231
ACH-000036,0.04648908260342883
ACH-000037,-0.02141624311895037
ACH-000039,0.016970576076663576
ACH-000040,0.07400892970720728
ACH-000041,0.04185118230991118
ACH-000042,-0.12858567304370888
ACH-000045,-0.08084446409375352
ACH-000047,-0.08138712060941679
ACH-000052,0.12763741353562044
ACH-000053,0.005418361234868535
ACH-000054,-0.061637421339183325
ACH-000055,-0.12023286512487108
ACH-000060,-0.06865530548132233
ACH-000067,-0.026515434235348908
ACH-000070,-0.000986831852443814
ACH-000075,-0.019318481906253508
ACH-000078,0.01486749499269111
ACH-000082,0.013967932412220227
ACH-000085,0.012247584093269093
ACH-000086,0.0505182996123018
ACH-000087,-0.11131745390936554
ACH-000092,0.04525182288100595
ACH-000095,-0.03368106238209047
ACH-000097,0.01091381194505523
ACH-000098,-0.10478846302982936
ACH-000099,0.05698454052789975
ACH-000108,-0.04130263561302307
ACH-000113,0.09335493579915932
ACH-000116,0.028813749620460436
ACH-000118,-0.17387906697744074
ACH-000120,0.018317708747111142
ACH-000123,0.05183749250876234
ACH-000127,-0.10377635419067102
ACH-000128,-0.20746500073742535
ACH-000132,-0.027164859463899644
ACH-000133,-0.05558323850797594
ACH-000137,-0.1007924872627917
ACH-000138,-0.06455650470205067
ACH-000142,-0.11543620730250305
ACH-000143,0.02339659700901243
ACH-000146,-0.04464826191168402
ACH-000148,0.03956906828769502
ACH-000150,-0.10101817516629498
ACH-000152,0.09115218962297664
ACH-000153,-0.1573979392756788
ACH-000159,-0.022447323724088742
ACH-000160,-0.10789644966921366
ACH-000163,-0.002699736121640763
ACH-000167,-0.09711211171851117
ACH-000168,-0.0778223357907887
ACH-000169,0.03802088367039092
ACH-000178,0.0021824300306057
ACH-000183,-0.014465808848205296
ACH-000188,-0.11033789377457677
ACH-000189,0.05141023009263177
ACH-000190,0.1334945345659552
ACH-000198,0.19491659930308425
ACH-000203,-0.17154162438786522
ACH-000204,0.028709794809124438
ACH-000206,0.0806257376962075
ACH-000207,-0.20640035625473566
ACH-000208,-0.13352656412762154
ACH-000210,-0.02306704406233422
ACH-000211,-0.09256227814657864
ACH-000215,0.029256233713926137
ACH-000221,-0.11282873566985538
ACH-000222,-0.05592374905521448
ACH-000223,0.05966005407514791
ACH-000226,0.18856143941005726
ACH-000227,-0.01804544322609559
ACH-000228,-0.13549390159380928
ACH-000231,-0.06648449645869682
ACH-000232,0.07339152396339535
ACH-000233,0.09198587433244168
ACH-000234,-0.1041792045084954
ACH-000235,-0.07297472596184505
ACH-000237,0.08549477069075552
ACH-000238,-0.12069261552846915
ACH-000242,0.04356588073675313
ACH-000243,-0.07736024758619298
ACH-000244,-0.04253577414545902
ACH-000246,-0.07713191280577664
ACH-000248,-0.10585328597969956
ACH-000250,-0.0076862740685014
ACH-000251,0.041963880404939466
ACH-000252,0.13741581213870907
ACH-000253,0.07262177729108038
ACH-000255,-0.11559216235748734
ACH-000256,0.07042745734609522
ACH-000257,-0.01519395455029723
ACH-000258,-0.0028681252511377642
ACH-000259,-0.08468444114955209
ACH-000260,0.010610144860993716
ACH-000261,-0.08343238725924221
ACH-000262,-0.14497629981706334
ACH-000263,-0.1653219972898914
ACH-000264,0.051430669511820994
ACH-000265,-0.13455778464381454
ACH-000266,-0.11316747931675546
ACH-000272,-0.038560932779338385
ACH-000274,-0.14885055580624204
ACH-000277,0.1221620685417281
ACH-000278,0.0988735966462078
ACH-000279,0.06271086229606772
ACH-000280,-0.00621619958569296
ACH-000281,-0.08032836833574332
ACH-000288,0.00478757871328925
ACH-000291,-0.03472680447457833
ACH-000293,0.11264371753031555
ACH-000294,-0.0156557599538552
ACH-000295,-0.0823608656104251
ACH-000296,-0.1485159523792309
ACH-000302,0.019934883112418117
ACH-000304,-0.01453791541216759
ACH-000307,-0.0545195933513831
ACH-000308,-0.03234166140718827
ACH-000310,-0.006678051946288367
ACH-000311,-0.04087857527002168
ACH-000312,-0.026712420565211472
ACH-000315,0.139874122595876
ACH-000316,-0.04582589186215995
ACH-000317,-0.01857310469446733
ACH-000318,-0.21076457698398346
ACH-000319,0.01540139185131764
ACH-000320,0.07736401758484646
ACH-000322,0.12430158467644868
ACH-000323,0.05663980551394896
ACH-000324,0.08705202814623722
ACH-000329,-0.030796255196778588
ACH-000330,-0.012707084667283788
ACH-000331,0.044351347881461466
ACH-000332,-0.007228707007867759
ACH-000334,0.11798674813069995
ACH-000335,0.07988260357193082
ACH-000336,0.08231668180593282
ACH-000337,-0.13520629484637595
ACH-000338,0.033079481438307815
ACH-000339,0.01034291554441461
ACH-000341,0.157343415869383
ACH-000348,0.018046471824311062
ACH-000350,0.03720438345432273
ACH-000352,-0.001245318022072343
ACH-000356,-0.07598751915051974
ACH-000361,0.006196634349226024
ACH-000362,-0.08450819222785368
ACH-000363,-0.02509078114535605
ACH-000364,0.012805757831148757
ACH-000365,0.044822970872286566
ACH-000366,-0.04558973255677474
ACH-000368,0.06975386165226911
ACH-000374,-0.014947839677277744
ACH-000375,-0.04199353217076041
ACH-000376,-0.020902549769877245
ACH-000381,-0.0017442329837518574
ACH-000383,-0.036008261348900734
ACH-000387,-0.027447968149263133
ACH-000389,0.0688797845143758
ACH-000390,-0.12460035136695513
ACH-000393,-0.1362216189494253
ACH-000395,0.02682757343698505
ACH-000396,-0.11877333655182315
ACH-000397,-0.1187642972034426
ACH-000401,-0.07033361161859765
ACH-000402,0.06896666022545347
ACH-000403,-0.013915397224850868
ACH-000404,0.04127600720203728
ACH-000406,-0.047086611692837364
ACH-000407,-0.0035987287327246538
ACH-000408,-0.17582541585238196
ACH-000410,-0.05898951605197941
ACH-000411,0.027772247089314184
ACH-000414,-0.012366283190933766
ACH-000415,-0.21260266485830506
ACH-000416,0.05001382870435976
ACH-000420,-0.16746913743798314
ACH-000421,-0.002795755582639041
ACH-000424,0.1080141444138708
ACH-000425,0.02863526486036533
ACH-000426,-0.02056374913100516
ACH-000427,0.07655091360968068
ACH-000433,-0.0789981024275847
ACH-000435,0.1949285435084116
ACH-000436,-0.039263904284318175
ACH-000444,-0.055070639140594194
ACH-000445,-0.009748063508022256
ACH-000448,-0.004200708429665026
ACH-000450,-0.3798017224684598
ACH-000452,-0.11848297279245942
ACH-000454,-0.09366172456560654
ACH-000458,-0.059387143274350476
ACH-000459,0.08960802250932244
ACH-000460,-0.003239770874881023
ACH-000461,-0.019639759676086475
ACH-000463,0.06395786999037943
ACH-000464,-0.026782091460302315
ACH-000466,0.10951756536996504
ACH-000467,0.06728866607027444
ACH-000468,-0.0440437463525629
ACH-000469,-0.0386493078870508
ACH-000470,0.027963060954023133
ACH-000471,0.009290917231167616
ACH-000472,-0.052901730081181805
ACH-000473,0.08754072169838192
ACH-000475,0.057640528144004874
ACH-000476,0.09018135035873738
ACH-000477,0.11675634509625525
ACH-000479,0.0722037104295514
ACH-000480,0.13591710591530534
ACH-000481,-0.011771983743093212
ACH-000483,0.039783422108942514
ACH-000484,-0.08793734035341963
ACH-000485,0.06352106300272925
