,POLH (5429)
ACH-000163,-0.1380377125751093
ACH-000167,0.2026517178826168
ACH-000168,-0.12448253248345452
ACH-000169,-0.1750923163646443
ACH-000178,-0.1164887943441425
ACH-000183,-0.08777155270704147
ACH-000188,-0.2038308611262585
ACH-000189,-0.1332764687778721
ACH-000190,-0.2990193325449575
ACH-000198,-0.14628063788534792
ACH-000203,-0.5599556242749113
ACH-000204,-0.2728434146337759
ACH-000206,-0.1611968969075794
ACH-000207,-0.3409783692553397
ACH-000208,-0.064886350791147
ACH-000210,0.02847372892081412
ACH-000211,-0.13590243881663525
ACH-000215,-0.1923558645762612
ACH-000221,-0.046608118416941166
ACH-000222,-0.2102385758640805
ACH-000223,-0.27037158379290976
ACH-000226,-0.08216808015609699
ACH-000227,-0.23451993248305145
ACH-000228,-0.16607008010055976
ACH-000231,-0.17501985906746415
ACH-000232,-0.10956367655002938
ACH-000233,-0.2596881129643749
ACH-000234,-0.08750680481327425
ACH-000235,-0.10742937558753522
ACH-000237,-0.1617102637780181
ACH-000238,-0.1915519195941922
ACH-000242,-0.2753193855286267
ACH-000243,-0.18704729521965466
ACH-000244,-0.027137990814215498
ACH-000246,-0.07130535000176598
ACH-000248,-0.3896497021727877
ACH-000250,-0.2312676697073273
ACH-000251,-0.131615003530858
ACH-000252,-0.30155260361925457
ACH-000253,-0.2103824849250044
ACH-000255,-0.20504073822456254
ACH-000256,-0.21551413899425306
ACH-000257,0.021187136189052082
ACH-000258,-0.0717779201153392
ACH-000259,-0.14836238523067455
ACH-000260,-0.16006996408873092
ACH-000261,-0.09537754086521333
ACH-000262,0.09957428725096706
ACH-000263,-0.07509649338923244
ACH-000264,-0.1337286563669605
ACH-000265,-0.27732018506545936
ACH-000266,-0.11579388523489904
ACH-000272,-0.0772189681795983
ACH-000274,-0.0576874182675363
ACH-000277,-0.09366462350026587
ACH-000278,-0.11764053191074356
ACH-000279,-0.17612346055718547
ACH-000280,-0.10913120968618673
ACH-000281,-0.2441078643095939
ACH-000288,-0.1218124262716482
ACH-000291,-0.12025049442699125
ACH-000293,-0.2607406010348245
ACH-000294,-0.0429999291986332
ACH-000295,-0.29239025406039104
ACH-000296,-0.3084176037632684
ACH-000302,-0.13422261501614122
ACH-000304,-0.01913819912460332
ACH-000307,-0.08863088046109509
ACH-000308,-0.1224703942738426
ACH-000310,-0.10621209769550986
ACH-000311,-0.13519421387773356
ACH-000312,-0.24770909526661225
ACH-000315,-0.0759460284699328
ACH-000316,-0.142235853275936
ACH-000317,0.01602211071716335
ACH-000318,-0.09388366845955667
ACH-000319,-0.08232580770892806
ACH-000320,-0.19777287183900166
ACH-000322,-0.3069732728335716
ACH-000323,-0.2134539550496865
ACH-000324,-0.07724118880881066
ACH-000329,-0.1769979529040871
ACH-000330,-0.3253721703282884
ACH-000331,-0.23196121446984302
ACH-000332,-0.2351017284005955
ACH-000334,-0.2264046390889616
ACH-000335,-0.18973448961883665
ACH-000336,-0.2414082226403507
ACH-000337,-0.300095096345564
ACH-000338,-0.8813765406278391
ACH-000339,-0.21847128644554192
ACH-000341,-0.16373518547277555
ACH-000348,-0.15440386118814373
ACH-000350,0.0890027830066131
ACH-000352,-0.18961671059562207
ACH-000356,-0.0922264234445478
ACH-000361,-0.3232805920569018
ACH-000362,-0.12111870596197928
ACH-000363,-0.15900890461807568
ACH-000364,-0.25462035749532635
ACH-000365,-0.08994137157467627
ACH-000366,-0.14614406943815514
ACH-000368,-0.21915935135318867
ACH-000374,-0.2103533671721604
ACH-000375,-0.3142332188472966
ACH-000376,-0.06506765631855119
ACH-000381,-0.1147669344740673
ACH-000383,-0.10584944402005024
ACH-000387,-0.17607970542448914
ACH-000389,-0.2650273716678361
ACH-000390,-0.12636633730883626
ACH-000393,-0.28415976879085914
ACH-000395,0.09251126005402427
ACH-000396,-0.2278259848479421
ACH-000397,-0.12852417165579735
ACH-000401,-0.20715969736944448
ACH-000402,0.06715624720884213
ACH-000403,-0.14907848471955465
ACH-000404,-0.0891807786850294
ACH-000406,-0.15098491108759365
ACH-000407,-0.16174411339800432
ACH-000408,-0.02883705461181273
ACH-000410,-0.16510891012133616
ACH-000411,-0.17935287500657174
ACH-000414,-0.2493025693454789
ACH-000415,-0.15647471333108454
ACH-000416,-0.1421020086492041
ACH-000420,-0.14498110147636895
ACH-000421,-0.22957595128931696
ACH-000424,-0.09620027904071288
ACH-000425,-0.06271807856907291
ACH-000426,-0.08813331515725338
ACH-000427,-0.2421717324376386
ACH-000433,-0.2591188841437546
ACH-000435,-0.2025321064313583
ACH-000436,-0.0023787849992791023
ACH-000444,-0.2051506359603224
ACH-000445,-0.14430355525639688
ACH-000448,-0.13430420152396969
ACH-000450,-0.08314485748951238
ACH-000452,-0.2795433524796296
ACH-000454,-0.2952513785022061
ACH-000458,-0.20432823517517965
ACH-000459,-0.024598105408251827
ACH-000460,-0.20205591326317265
ACH-000461,-0.24456187686082045
ACH-000463,-0.13087045095190322
ACH-000464,-0.09504908474979668
ACH-000466,-0.0659551082040971
ACH-000467,-0.2765701354360357
ACH-000468,-0.13524381509083122
ACH-000469,-0.17314236163951474
ACH-000470,-0.2156090198681993
ACH-000471,-0.18060026586839528
ACH-000472,-0.058927788774676915
ACH-000473,-0.15285266912117826
ACH-000475,-0.14647704238650686
ACH-000476,-0.07716997170431636
ACH-000477,0.07744173440378853
ACH-000479,-0.15982948971042646
ACH-000480,-0.062278974887839365
ACH-000481,-0.18544633400379154
ACH-000483,0.008957452666395527
ACH-000484,-0.2685648732995786
ACH-000485,-0.06948864491069119
ACH-000486,-0.1865013816779248
ACH-000487,-0.21633092553099612
ACH-000488,-0.2854350180394232
ACH-000490,-0.17396543318344312
ACH-000491,-0.25435942868141764
ACH-000495,-0.018714308571478357
ACH-000496,-0.23656532256705504
ACH-000499,-0.2044519674926716
ACH-000500,0.0714828649403526
ACH-000502,-0.2328913103601094
ACH-000503,-0.07824206583730077
ACH-000505,-0.12049987566170045
ACH-000507,-0.2061780584349089
ACH-000510,-0.10771108550580658
ACH-000511,-0.18779666056712474
ACH-000512,-0.0621599669061899
ACH-000516,-0.07679928052633891
ACH-000517,-0.0799043630721222
ACH-000518,-0.17387834838674618
ACH-000520,-0.13849320043254013
ACH-000521,-0.1891751237028513
ACH-000522,-0.07393040148259472
ACH-000524,-0.22257295611929995
ACH-000527,-0.11495824339172975
ACH-000528,-0.15111679304363707
ACH-000537,-0.22355414317444405
ACH-000541,-0.39594402012010105
ACH-000542,-0.08802260721127529
ACH-000544,-0.20127831560247186
ACH-000545,-0.1213475243913072
ACH-000547,-0.3545273494770002
ACH-000548,-0.21394577050371894
ACH-000549,-0.10513558002893808
ACH-000550,-0.2672640138999935
ACH-000552,-0.2400580152494652
ACH-000556,-0.22918537113472726
ACH-000557,0.006218681225791993
ACH-000569,-0.2672110944775866
ACH-000570,-0.1583904991926491
ACH-000571,-0.09508264578961137
ACH-000573,0.002302003691794585
ACH-000576,-0.17981794416876856
ACH-000579,-0.22365158586299386
ACH-000580,0.011931039073092035
ACH-000584,-0.13670562980715206
ACH-000585,-0.2319158204775604
ACH-000588,-0.00767539585033797
ACH-000589,-0.19282960823804415
ACH-000591,-0.24210777190555996
ACH-000593,-0.06924854313531917
ACH-000600,-0.10872442539083584
ACH-000601,-0.1829953094679126
ACH-000605,-0.16547569044128824
ACH-000606,-0.2485441748889997
ACH-000608,-0.21344443581492886
ACH-000614,0.07627235662004471
ACH-000616,-0.1969823903880692
ACH-000618,-0.21285851139801887
ACH-000619,-0.18975566570098165
ACH-000620,-0.007324953616952711
ACH-000621,-0.24818435923565085
ACH-000622,-0.12294753346938687
ACH-000623,-0.2426223588348144
ACH-000624,-0.14428435176364915
ACH-000627,-0.005980934796901285
ACH-000630,-0.18778922613166005
ACH-000631,0.03265524223610792
ACH-000632,0.033658718758652215
ACH-000633,-0.13349954131287206
ACH-000637,-0.15056149723572465
ACH-000638,-0.09938512823575328
ACH-000646,-0.26288800380282296
ACH-000647,-0.25760940550963385
ACH-000648,-0.2918043059518303
ACH-000649,-0.07513995410190873
ACH-000651,-0.10799135320374922
ACH-000652,-0.12556099232238985
ACH-000653,-0.22438163750035675
ACH-000657,-0.19901879929648256
ACH-000658,-0.22190327689221168
ACH-000661,-0.055517764996866385
ACH-000662,-0.23892559567633034
ACH-000663,0.06709491830673019
ACH-000665,-0.13765637323214813
ACH-000671,-0.14362634259566134
ACH-000672,-0.31783655370583136
ACH-000673,-0.2787870619881622
ACH-000676,-0.07577966878035354
ACH-000677,-0.19406391874708254
ACH-000681,-0.018189725120053016
ACH-000683,-0.14887803378971992
ACH-000684,0.17894797996563258
ACH-000688,-0.09779033042855904
ACH-000693,-0.12524171516304053
ACH-000694,-0.20204459619778764
ACH-000695,-0.05180629230381922
ACH-000696,-0.13473513994941985
ACH-000697,-0.1880791336714232
ACH-000699,-0.221235749762368
ACH-000701,-0.13965200378529108
ACH-000706,-0.08884690530149345
ACH-000711,-0.2526793040438563
ACH-000713,-0.16588672794585552
ACH-000714,-0.10998630647966648
ACH-000718,-0.10313522524749144
ACH-000720,-0.17356123582590746
ACH-000721,-0.27189148633336996
ACH-000724,-0.06719693197955763
ACH-000725,-0.13439082899541746
ACH-000732,-0.2577969123951713
ACH-000734,-0.29839392574913914
ACH-000735,-0.16054758672866598
ACH-000736,-0.2633283023748537
ACH-000738,-0.1227336206249751
ACH-000746,-0.1004497937507435
ACH-000747,0.01806746958945377
ACH-000748,-0.3034236911301857
ACH-000753,-0.1664163794350811
ACH-000756,-0.02670955493728904
ACH-000757,-0.029656059182821326
ACH-000758,-0.21755519035062326
ACH-000760,-0.08115446067678707
ACH-000762,-0.15332091705815434
ACH-000763,-0.21209430074105864
ACH-000764,-0.4002678823246211
ACH-000765,-0.12152746022767567
ACH-000766,-0.2324679623169542
ACH-000767,-0.10568299392481964
ACH-000768,-0.17196148277696152
ACH-000769,-0.14548553044294374
ACH-000770,-0.07538666934879465
ACH-000771,-0.23410438976361814
ACH-000773,-0.1822291503627024
ACH-000776,-0.13779336612522586
ACH-000777,-0.1706402282628589
ACH-000778,-0.12698098030474755
ACH-000781,-0.2657911570511041
ACH-000782,-0.12444018705214685
ACH-000783,-0.2329829383500829
ACH-000784,-0.206004256026068
ACH-000785,-0.18379439282940166
ACH-000787,-0.2356920932351233
ACH-000788,-0.0494470207838087
ACH-000791,-0.2303351740416073
ACH-000792,-0.1639766645072168
ACH-000794,-0.2089205996700316
ACH-000796,-0.0957795210073329
ACH-000798,-0.2816171023092804
ACH-000799,-0.4534733917285853
ACH-000800,-0.5153338982822468
ACH-000802,-0.17458424236716444
ACH-000804,-0.008412478263277448
ACH-000805,-0.2173236920911668
ACH-000809,-0.2552051196743456
ACH-000810,-0.3464100847137157
ACH-000811,-0.13467283810088992
ACH-000817,-0.2557957902438747
ACH-000819,-0.11085975499701653
ACH-000820,-0.0625662604491163
ACH-000821,0.11380133331594725
ACH-000822,-0.12829913612392416
ACH-000823,-0.07192203470261586
ACH-000824,-0.13579165358903594
ACH-000827,-0.06236760962979234
ACH-000829,-0.1716125016123921
ACH-000831,0.007304106862002005
ACH-000832,-0.197055241775374
ACH-000833,-0.055041397139858735
ACH-000834,-0.24832043781375024
ACH-000835,-0.08203376476366503
ACH-000836,-0.1976676643967712
ACH-000837,-0.1934741083604438
ACH-000838,-0.06213797532978831
ACH-000839,-0.1791877227623241
ACH-000840,-0.10611048866137096
ACH-000841,-0.15913960866902982
ACH-000843,-0.05571801543253418
ACH-000846,-0.01231816773677812
ACH-000847,-0.19157572323613425
ACH-000848,-0.054101589503600125
ACH-000849,-0.14472726947920975
ACH-000851,-0.08890009868392461
ACH-000855,-0.16363859506604936
ACH-000856,-0.22889748423119916
ACH-000858,-0.12609952658869536
ACH-000859,-0.1827418314567469
ACH-000861,-0.12311132866911688
ACH-000862,-0.1607220142548828
ACH-000865,-0.14604121525229594
ACH-000866,-0.20485699256906845
ACH-000867,-0.14303866389774247
ACH-000869,-0.10099644750457153
ACH-000872,-0.17115540660621786
ACH-000873,-0.2408576500587161
ACH-000876,-0.18176576943534486
ACH-000878,-0.314941506216078
ACH-000880,-0.26482332365498834
ACH-000881,-0.1778407978959444
ACH-000882,-0.04364660598410902
ACH-000884,0.097806681333839
ACH-000885,-0.16926349951561148
ACH-000887,-0.10090621923250356
ACH-000889,-0.101842891853768
ACH-000896,-0.11001478792449686
ACH-000898,-0.15150845674488406
ACH-000900,-0.2954552653201194
ACH-000901,-0.07036924030325672
ACH-000905,-0.17997077794900607
ACH-000906,-0.12058046301712977
ACH-000907,-0.07192596070651396
ACH-000910,-0.033291858700482346
ACH-000911,-0.19470261747885714
ACH-000912,-0.20153564739346705
ACH-000913,-0.15229697382395693
ACH-000915,-0.18801018007377
ACH-000916,0.016068399541855887
ACH-000917,-0.1419868071011904
ACH-000920,-0.27892050919598216
ACH-000921,-0.05204998868149927
ACH-000924,-0.125012973700123
ACH-000926,-0.1910034831325893
ACH-000928,-0.10987816292270568
ACH-000929,-0.023933673250642638
ACH-000932,-0.0896249868797892
ACH-000935,-0.06406523732369503
ACH-000936,-0.18216940709364765
ACH-000937,-0.14001743044356252
ACH-000938,-0.1131689259174701
ACH-000939,-0.3368833617262377
ACH-000941,-0.3066440354010204
ACH-000943,-0.10243874409435186
ACH-000946,-0.2973857649979797
ACH-000947,-0.1540784938222165
ACH-000948,-0.15672886825315716
ACH-000950,-0.04505432843856782
ACH-000953,-0.19195897192325365
ACH-000954,-0.4149886583402109
ACH-000957,-0.3769993082138613
ACH-000958,-0.19588485060130345
ACH-000960,-0.10030031478588156
ACH-000963,-0.17141656775619005
ACH-000968,0.02309816405590641
ACH-000969,-0.10240740990077032
ACH-000972,-0.14200872961884886
ACH-000973,-0.12221274582676317
ACH-000974,-0.1820469258251236
ACH-000978,-0.1568003253046165
ACH-000984,-0.2042734189248573
ACH-000986,-0.21685499169943648
ACH-000988,0.013647970232171926
ACH-000993,-0.19898469510072928
ACH-000994,-0.33613178255722753
ACH-000996,-0.2891833461427609
ACH-001001,-0.1442813195298536
ACH-001020,-0.17324144363729874
ACH-001028,-0.15452833012565348
ACH-001031,-0.12280396043375827
ACH-001038,-0.07475176599248999
ACH-001048,-0.19698281327205044
ACH-001050,-0.15014656957576333
ACH-001053,-0.13169201299030436
ACH-001054,-0.12816216957924687
ACH-001061,-0.2605659045834098
ACH-001067,-0.03318662401321989
ACH-001075,-0.051037719837262525
ACH-001096,-0.09776984409288884
ACH-001111,-0.0700165758637585
ACH-001119,-0.23679793420391296
ACH-001128,-0.21057054071843573
ACH-001134,-0.16967127575391516
ACH-001151,-0.1568631581567794
ACH-001163,-0.1036040035234507
ACH-001164,-0.17729879302038126
ACH-001183,-0.2956625708851438
ACH-001192,-0.14023770637721614
ACH-001193,-0.030854136798107307
ACH-001196,-0.2287463664566371
ACH-001197,0.01488101890480311
ACH-001205,-0.10812620891757628
ACH-001211,-0.2912990128244882
ACH-001212,-0.16950860088028247
ACH-001228,-0.19420059718558366
ACH-001232,-0.12690425363032995
ACH-001239,-0.06277678558777024
ACH-001270,0.02163604479573724
ACH-001274,-0.09992712801936623
ACH-001275,-0.04256854155832734
ACH-001277,-0.1705945632336707
ACH-001278,-0.16197690230931647
ACH-001280,-0.3953908865391305
ACH-001283,-0.14718045125797927
ACH-001289,-0.13030458392763464
ACH-001300,-0.14086773593540744
ACH-001301,-0.11399338420075132
ACH-001302,-0.0063705431645517865
ACH-001306,-0.2543240770864189
ACH-001318,-0.10993314495001168
ACH-001322,-0.14314016028399945
ACH-001328,-0.3361127472768674
ACH-001332,-0.07167017783340576
ACH-001336,-0.1794781782544223
ACH-001346,-0.2452468616014496
ACH-001353,-0.2509436882044684
ACH-001354,0.09944038818403043
ACH-001367,-0.2881446229508506
ACH-001368,-0.31117051663296663
ACH-001374,0.13811171637146205
ACH-001377,-0.053389732200063295
ACH-001380,-0.03514700776934758
ACH-001391,-0.055959339407485265
ACH-001408,-0.19673025274869588
ACH-001430,-0.15782802357448053
ACH-001431,-0.08932163417619779
ACH-001450,-0.1500492118658029
ACH-001496,-0.24276888584591705
ACH-001500,-0.18791557359225936
ACH-001523,-0.13917594876798334
ACH-001532,-0.21890971604242004
ACH-001550,-0.2395646690137304
ACH-001552,-0.20583992326767364
ACH-001554,-0.30798517752230103
ACH-001654,-0.12567330184551884
ACH-001735,-0.191734270894639
ACH-001736,-0.17176316147510584
ACH-001737,-0.06690065198173734
ACH-001740,-0.16197476567042407
ACH-001745,-0.1669682669810873
ACH-001765,-0.389444785245125
