,LDHD (197257)
ACH-000004,-0.02620504610201497
ACH-000005,-0.2233511724331884
ACH-000007,-0.13968800021971886
ACH-000009,0.11649304170429338
ACH-000011,0.10941720918101548
ACH-000012,-0.09037283158879636
ACH-000013,-0.18342912351200172
ACH-000014,0.08717183641485482
ACH-000015,0.035738775411449965
ACH-000017,-0.11595966802818493
ACH-000018,-0.14568404195086118
ACH-000019,-0.10516768914346684
ACH-000021,-0.03990461866715826
ACH-000022,-0.1403383462686272
ACH-000025,-0.14905177225634156
ACH-000028,-0.0522425229089964
ACH-000030,-0.05272785235866508
ACH-000035,-0.20166569258934056
ACH-000036,-0.08602248388928699
ACH-000037,-0.059539484279951226
ACH-000039,-0.04168236659182402
ACH-000040,-0.1149722689507448
ACH-000041,0.06431711853598064
ACH-000042,-0.06908047502401847
ACH-000045,0.10764295448707653
ACH-000047,-0.08504237221007928
ACH-000052,-0.4722457523906332
ACH-000053,-0.01856128945607282
ACH-000054,0.01148183570397371
ACH-000055,-0.016063176266246034
ACH-000060,0.04112566344215325
ACH-000067,-0.03509786774348154
ACH-000070,-0.0990533534611328
ACH-000075,0.04139930350219009
ACH-000078,0.0844005900423926
ACH-000082,-0.0723805695217528
ACH-000085,-0.06465325056691558
ACH-000086,-0.04126839879905346
ACH-000087,-0.05220536606325829
ACH-000092,0.0056823135845599825
ACH-000095,0.03823859716872788
ACH-000097,-0.1292363671718457
ACH-000098,-0.16729602676892488
ACH-000099,-0.10073838572134627
ACH-000108,-0.08901906637248479
ACH-000113,-0.011407297021236936
ACH-000116,-0.022135297895500627
ACH-000118,-0.0779570730885998
ACH-000120,-0.25147510569240505
ACH-000123,-0.14702726162700727
ACH-000127,-0.13514977293286104
ACH-000128,-0.006229965440433704
ACH-000132,-0.01956215884534147
ACH-000133,-0.07680922319370205
ACH-000137,-0.09248278434627204
ACH-000138,0.05853747648414585
ACH-000142,-0.061653497400470686
ACH-000143,-0.009611215738996268
ACH-000146,-0.04123992034436463
ACH-000148,-0.09607413019490058
ACH-000150,0.04699476302920872
ACH-000152,-0.1571005956224278
ACH-000153,-0.021091422794584258
ACH-000159,0.01987171433944889
ACH-000160,0.08648710916886848
ACH-000163,-0.007335984165579496
ACH-000167,-0.06623848364710562
ACH-000168,-0.017396419281105475
ACH-000169,-0.01075513032676624
ACH-000178,-0.05998425423361719
ACH-000183,-0.11465943423351152
ACH-000188,-0.000572954435183192
ACH-000189,-0.1897825729626308
ACH-000190,-0.0032173779569140085
ACH-000198,-0.08330042575788635
ACH-000203,0.1004900157486696
ACH-000204,-0.24718012123766406
ACH-000206,0.04421615460295715
ACH-000207,0.11529305573102296
ACH-000208,-0.03650212146500333
ACH-000210,0.017655003788992003
ACH-000211,-0.12050629057654398
ACH-000215,-0.06068833929880905
ACH-000221,-0.15649741915718554
ACH-000222,0.044305055749162464
ACH-000223,-0.004184786877650257
ACH-000226,-0.07600831353369299
ACH-000227,-0.13234986001750124
ACH-000228,0.012284372787540493
ACH-000231,-0.043904475241259636
ACH-000232,-0.0437868983934777
ACH-000233,-0.04906351293790311
ACH-000234,-0.03718753028262557
ACH-000235,-0.04208469286511506
ACH-000237,0.04023579093375595
ACH-000238,-0.14697965234913618
ACH-000242,0.05964385135500892
ACH-000243,-0.03193870198223348
ACH-000244,-0.3313701790754734
ACH-000246,-0.061104107549326936
ACH-000248,-0.20482820974143384
ACH-000250,-0.03250189622011753
ACH-000251,0.10605676802952216
ACH-000252,-0.16020278137894314
ACH-000253,-0.0124653614064795
ACH-000255,-0.19366655590903345
ACH-000256,-0.08092381797343892
ACH-000257,-0.6576515353978492
ACH-000258,0.03987471077644386
ACH-000259,-0.07056674887724332
ACH-000260,-0.06371557449005481
ACH-000261,-0.052679107144108506
ACH-000262,-0.18672928949778905
ACH-000263,0.001218398839663967
ACH-000264,-0.13889735062782635
ACH-000265,0.04632883287064321
ACH-000266,-0.058745515192704274
ACH-000272,-0.03052541737102258
ACH-000274,-0.005088658761275636
ACH-000277,-0.11270646374404387
ACH-000278,-0.035832229183195737
ACH-000279,0.0052403759883085255
ACH-000280,-0.003767654215465617
ACH-000281,-0.15196713963082378
ACH-000288,-0.050687583133052605
ACH-000291,0.09184858426655332
ACH-000293,0.017741825724472374
ACH-000294,0.06729559743933076
ACH-000295,0.13515070463144474
ACH-000296,0.03743004240139668
ACH-000302,0.014979368935608731
ACH-000304,-0.09972349623828247
ACH-000307,-0.08094603548562644
ACH-000308,0.006413172788710883
ACH-000310,0.06231429551698529
ACH-000311,0.010851480817912056
ACH-000312,-0.12788245690874067
ACH-000315,0.09848113284316093
ACH-000316,0.06592325502767266
ACH-000317,0.04839514246077002
ACH-000318,0.04269745503424547
ACH-000319,-0.0299912783524302
ACH-000320,-0.052203196039670656
ACH-000322,-0.1260443703166534
ACH-000323,0.12802470400113125
ACH-000324,-0.08911778352955782
ACH-000329,-0.1686556201414451
ACH-000330,-0.12224460940419668
ACH-000331,0.0465441398268151
ACH-000332,-0.04724378404901359
ACH-000334,-0.15323710369939994
ACH-000335,-0.12943579404099415
ACH-000336,-0.1584702893037157
ACH-000337,-0.2283067034683678
ACH-000338,0.3499062513468179
ACH-000339,-0.045231444377540064
ACH-000341,0.12475529152282312
ACH-000348,-0.07089805155387527
ACH-000350,-0.04783924255256922
ACH-000352,-0.00922891549196472
ACH-000356,0.036194155141803463
ACH-000361,-0.2632980338721527
ACH-000362,0.04832258677017442
ACH-000363,0.01849840526337937
ACH-000364,-0.019012542553152743
ACH-000365,0.006006027989699774
ACH-000366,-0.06616602539032546
ACH-000368,-0.05136336928694058
ACH-000374,0.09668004834533436
ACH-000375,-0.05021204597831831
ACH-000376,-0.019485776473245345
ACH-000381,0.04622041499275924
ACH-000383,-0.12999469515507706
ACH-000387,0.06909125487418856
ACH-000389,0.02831016155888317
ACH-000390,-0.14147122013176247
ACH-000393,-0.014254497792817232
ACH-000395,-0.18679186759066627
ACH-000396,-0.0591383705690224
ACH-000397,-0.12140366310015625
ACH-000401,0.004772476327815671
ACH-000402,0.09644595479781692
ACH-000403,-0.08449797972243474
ACH-000404,0.1668614255909917
ACH-000406,0.02718571632238521
ACH-000407,0.030017462085333024
ACH-000408,-0.10664039381582252
ACH-000410,-0.05817584153688472
ACH-000411,0.06368099954936447
ACH-000414,0.07508663923590678
ACH-000415,0.052590586042568783
ACH-000416,-0.1478859956124925
ACH-000420,-0.03509057768185675
ACH-000421,-0.036694178703335835
ACH-000424,0.11147181825180144
