,HIST1H2AH (85235)
ACH-000208,-0.2550310675094937
ACH-000210,-0.13088656559483114
ACH-000211,-0.19059891439191434
ACH-000215,-0.23925931694036395
ACH-000221,0.002298041313007257
ACH-000222,-0.06192179031942145
ACH-000223,-0.24422442035256384
ACH-000226,-0.19994421392501086
ACH-000227,-0.1495303342634252
ACH-000228,-0.11842821282913918
ACH-000231,-0.22027894216727356
ACH-000232,-0.12988975328991534
ACH-000233,-0.2962298525762732
ACH-000234,-0.12909927693089465
ACH-000235,-0.23446702856910825
ACH-000237,-0.19393547279225767
ACH-000238,-0.08416488891366307
ACH-000242,-0.27069344881201873
ACH-000243,-0.21856357996935866
ACH-000244,-0.21948677831723148
ACH-000246,-0.1936286511342599
ACH-000248,-0.4068136457951471
ACH-000250,-0.2513868407341127
ACH-000251,-0.4584409286896696
ACH-000252,0.016715424294214715
ACH-000253,-0.1657715352313642
ACH-000255,-0.13868146441068294
ACH-000256,-0.30812440844315697
ACH-000257,0.02668902727818953
ACH-000258,-0.16901121413966388
ACH-000259,-0.14125908127555753
ACH-000260,-0.2283069814557577
ACH-000261,-0.1931651139017629
ACH-000262,-0.07589560519289558
ACH-000263,-0.15700453026233266
ACH-000264,-0.17225156277663348
ACH-000265,-0.15872991788671784
ACH-000266,-0.12805848807758358
ACH-000272,-0.2324631935873675
ACH-000274,-0.1986017209655467
ACH-000277,-0.2209734649115676
ACH-000278,-0.14412605181344096
ACH-000279,-0.2441617263654093
ACH-000280,-0.007508978660042714
ACH-000281,-0.2001369509023789
ACH-000288,-0.05524298495645233
ACH-000291,-0.17396472639643198
ACH-000293,-0.23739405767540606
ACH-000294,-0.029323416070784945
ACH-000295,-0.3483754443477169
ACH-000296,-0.3310033646999773
ACH-000302,-0.17912092408039568
ACH-000304,-0.17454823191028046
ACH-000307,-0.2503274021102844
ACH-000308,-0.3261472051007609
ACH-000310,-0.050051594153492585
ACH-000311,-0.24196893218763724
ACH-000312,-0.012102664942990464
ACH-000315,-0.4291622543222152
ACH-000316,-0.16532058245129205
ACH-000317,-0.2492061292178224
ACH-000318,-0.03713157252965819
ACH-000319,-0.3228817700221715
ACH-000320,-0.17874984247082165
ACH-000322,-0.4107561425150272
ACH-000323,-0.17810386604358935
ACH-000324,-0.08780956830808549
ACH-000329,-0.2033423240451532
ACH-000330,-0.3711007986938433
ACH-000331,-0.07922079096409272
ACH-000332,-0.231137048887106
ACH-000334,-0.2436678520420757
ACH-000335,-0.032148368594303256
ACH-000336,-0.3840041372026822
ACH-000337,-0.12425778483132305
ACH-000338,-0.07999276270755867
ACH-000339,-0.16498462297179284
ACH-000341,-0.22398218708653334
ACH-000348,-0.2584653186141958
ACH-000350,-0.14327039547442522
ACH-000352,-0.1095538945477458
ACH-000356,-0.2978583489643212
ACH-000361,-0.4687427415578591
ACH-000362,-0.304142816600767
ACH-000363,-0.06933140122436612
ACH-000364,-0.3204225472364385
ACH-000365,-0.11259460912951268
ACH-000366,-0.1947424635064888
ACH-000368,-0.15003087412990387
ACH-000374,-0.3553150962245892
ACH-000375,-0.4688744797853536
ACH-000376,-0.28199332180137937
ACH-000381,-0.23699079042983354
ACH-000383,-0.15581435037122432
ACH-000387,-0.03562224033967229
ACH-000389,-0.4671463786326222
ACH-000390,-0.33904505254410305
ACH-000393,-0.3918928111311509
ACH-000395,-0.054757359367610135
ACH-000396,-0.08998607046017054
ACH-000397,-0.3154444538600503
ACH-000401,-0.12063387120725208
ACH-000402,-0.1307308227388296
ACH-000403,-0.19517067485860431
ACH-000404,-0.4994255222654909
ACH-000406,-0.10134858590899024
ACH-000407,-0.20965423997626514
ACH-000408,-0.25701338765625
ACH-000410,-0.22364458188347172
ACH-000411,-0.3466499117033601
ACH-000414,-0.2576364791327402
ACH-000415,-0.18644272128953915
ACH-000416,-0.11589495512012707
ACH-000420,-0.23012753398205096
ACH-000421,-0.1221254968495936
ACH-000424,-0.04836456018749696
ACH-000425,-0.17828660745253108
ACH-000426,-0.03906928202269118
ACH-000427,-0.1991961625097608
ACH-000433,-0.43186834936988255
ACH-000435,0.13972909141717196
ACH-000436,-0.1776173675541316
ACH-000444,-0.3480828144035098
ACH-000445,-0.3598389541021452
ACH-000448,-0.1771530361887892
ACH-000450,-0.3162794373779975
ACH-000452,-0.0680117056359427
ACH-000454,-0.2351783730115756
ACH-000458,-0.22757359277249106
ACH-000459,-0.3608723410138957
ACH-000460,-0.23001574179987694
ACH-000461,-0.22085340305076967
ACH-000463,-0.09434305391315964
ACH-000464,-0.3674886865367925
ACH-000466,-0.2604662478737734
ACH-000467,-0.23870323882257424
ACH-000468,-0.2540724348683239
ACH-000469,-0.1874392807124508
ACH-000470,-0.000319344854344784
ACH-000471,-0.16010498988894556
ACH-000472,-0.1134817284510391
ACH-000473,-0.07790710555631779
ACH-000475,-0.11709302862000945
ACH-000476,-0.003676375153177053
ACH-000477,-0.14142638523211098
ACH-000479,0.06666776850503932
ACH-000480,-0.13917466616032326
ACH-000481,-0.19814088939650246
ACH-000483,0.04471910361191425
ACH-000484,-0.18444736621655114
ACH-000485,-0.09551744791832477
ACH-000486,-0.17471871615338996
ACH-000487,-0.2389401358258347
ACH-000488,-0.11584525947042378
ACH-000490,-0.0998552532731227
ACH-000491,-0.26137477939532233
ACH-000495,-0.10398445786987473
ACH-000496,-0.23495026033379604
ACH-000499,-0.10969453886869483
ACH-000500,-0.21929988565358094
ACH-000502,-0.2274837808314896
ACH-000503,-0.2856906267799831
ACH-000505,-0.3393251536491106
ACH-000507,-0.18087305737297402
ACH-000510,-0.13668766286517126
ACH-000511,-0.16901261494118594
ACH-000512,-0.30210882614601103
ACH-000516,-0.2700360752051771
ACH-000517,-0.1828624114371456
ACH-000518,-0.1209537562063448
ACH-000520,-0.13291946515912426
ACH-000521,-0.1367346176601881
ACH-000522,-0.2400615382656612
ACH-000524,-0.3162134808108426
ACH-000527,-0.256348680063895
ACH-000528,-0.21739400792089766
ACH-000537,-0.2737963609977645
ACH-000541,0.1489038922733068
ACH-000542,-0.10889877178765214
ACH-000544,-0.16202349408420927
ACH-000545,-0.22138055902919468
ACH-000547,-0.2370931387048432
ACH-000548,-0.2377851354670381
ACH-000549,-0.08474773582760743
ACH-000550,-0.10015235646014077
ACH-000552,-0.04964508326610622
ACH-000556,-0.12492647571065288
ACH-000557,-0.10789039855043614
ACH-000569,-0.4875700502914278
ACH-000570,-0.24635457138477315
ACH-000571,-0.23248100182091064
ACH-000573,-0.13029973933841826
ACH-000576,-0.18132191800790384
ACH-000579,-0.4066553076054983
ACH-000580,-0.15032097322083066
ACH-000584,-0.1801579883986455
ACH-000585,-0.2021055778370218
ACH-000588,0.01986313807213841
ACH-000589,-0.15767749612919071
ACH-000591,-0.18869638921515994
ACH-000593,-0.048807205772395085
ACH-000600,-0.23580942328713944
ACH-000601,-0.17718453188563527
ACH-000605,-0.058332352358263964
ACH-000606,-0.13673470786342365
ACH-000608,-0.20672711784965025
ACH-000614,-0.1882488241263168
ACH-000616,-0.17902407748615842
ACH-000618,-0.2131770543094348
ACH-000619,-0.16085252020150015
ACH-000620,-0.13244789576218638
ACH-000621,-0.21763305385123013
ACH-000622,-0.11206626507448478
ACH-000623,-0.3305762684182739
ACH-000624,-0.22751664112108155
ACH-000627,-0.3155723738199762
ACH-000630,-0.11395756713932573
ACH-000631,-0.03900946679053398
ACH-000632,-0.14812319420345593
ACH-000633,-0.09664397359432646
ACH-000637,-0.4435158103773612
ACH-000638,0.009739811671307223
ACH-000646,-0.2834989586271087
ACH-000647,-0.2358407125871764
ACH-000648,-0.0514461430992377
ACH-000649,-0.16079956456834188
ACH-000651,-0.07451221419181504
ACH-000652,-0.03772968196427838
ACH-000653,-0.18342455159335846
ACH-000657,-0.10363916707815192
ACH-000658,-0.1906301731584225
ACH-000661,-0.09594766886819413
ACH-000662,-0.07850560067855923
ACH-000663,-0.12147703769889227
ACH-000665,-0.2752208937462758
ACH-000671,-0.12448033727876145
ACH-000672,-0.20063375469351175
ACH-000673,-0.1913669739877014
ACH-000676,-0.17932127063605102
ACH-000677,-0.05023737281107617
ACH-000681,-0.14678893726478634
ACH-000683,-0.06906162235259106
ACH-000684,-0.2299613924225374
ACH-000688,-0.07479719379770954
ACH-000693,-0.1591543095126552
ACH-000694,-0.2556641451926926
ACH-000695,-0.035164697318865235
ACH-000696,-0.3444303360579098
ACH-000697,0.03613422543679157
ACH-000699,-0.17255717102823906
ACH-000701,-0.2718880931886007
ACH-000706,0.061220877348112226
ACH-000711,-0.19504210317970666
ACH-000713,-0.3123542039139892
ACH-000714,-0.2438971122805992
ACH-000718,-0.2900541747249689
ACH-000720,-0.306703959875558
ACH-000721,-0.20514848779940825
ACH-000724,-0.2273945216844452
ACH-000725,-0.0810134870595276
ACH-000732,-0.22062137889049516
ACH-000734,-0.25249610094353553
ACH-000735,-0.15111411551241147
ACH-000736,-0.08447033029925995
ACH-000738,-0.231573208155246
ACH-000746,-0.08750336832664612
ACH-000747,-0.03997464016600965
ACH-000748,-0.2469139957139451
ACH-000753,-0.3248564768549312
ACH-000756,-0.18437672886245465
ACH-000757,-0.02692458712804576
ACH-000758,-0.2595134143803489
ACH-000760,-0.13353749118762848
ACH-000762,-0.35594903070313993
ACH-000763,-0.3710578554312298
ACH-000764,-0.19287688789084906
ACH-000765,-0.21923701617164232
ACH-000766,-0.11281226785422285
ACH-000767,-0.01857678052277181
ACH-000768,-0.17249439792503932
ACH-000769,-0.16828303740530562
ACH-000770,-0.20814019856615013
ACH-000771,-0.2518833950198045
ACH-000773,-0.302715476135098
ACH-000776,-0.061440749049416474
ACH-000777,-0.2974177133734449
ACH-000778,-0.2733152514490619
ACH-000781,-0.13697602740821907
ACH-000782,-0.2603856992087587
ACH-000783,-0.2509094914225229
ACH-000784,-0.1555833051715242
ACH-000785,-0.2470256681816567
ACH-000787,-0.1677782336256371
ACH-000788,-0.22063707272679486
ACH-000791,-0.2267434205254904
ACH-000792,-0.17712361847267935
ACH-000794,-0.14291101489610544
ACH-000796,-0.2275717753003047
ACH-000798,-0.24048189283913754
ACH-000799,-0.35148426154386536
ACH-000800,-0.1866683069695087
ACH-000802,-0.15193866447435198
ACH-000804,-0.1763989233161704
ACH-000805,-0.3316220345068296
ACH-000809,-0.14269366078029672
ACH-000810,-0.214981661764456
ACH-000811,-0.21439343239844502
ACH-000817,-0.10826787757677807
ACH-000819,-0.16230301110181752
ACH-000820,-0.09863086482863298
ACH-000821,-0.4086479251433902
ACH-000822,-0.1792700797910785
ACH-000823,-0.0493802310601225
ACH-000824,-0.19839891848745853
ACH-000827,-0.2419470832546597
ACH-000829,-0.24672910871290726
ACH-000831,-0.15269942456170946
ACH-000832,-0.1881937889010192
ACH-000833,0.026339217361321863
ACH-000834,-0.17603736003939766
ACH-000835,-0.24195249334300306
ACH-000836,-0.16190123095031514
ACH-000837,-0.17703029159680211
ACH-000838,-0.023589646515269937
ACH-000839,-0.36079063415913104
ACH-000840,-0.06000285467840516
ACH-000841,-0.13419078356602435
ACH-000843,-0.05902743934251173
ACH-000846,-0.06798604728799931
ACH-000847,-0.12373918715399175
ACH-000848,-0.1334505164993529
ACH-000849,-0.17640270128164592
ACH-000851,-0.23410166765240345
ACH-000855,-0.15387027635778752
ACH-000856,-0.208620320275841
ACH-000858,-0.17633978206785153
ACH-000859,-0.19767100818456215
ACH-000861,-0.04731140362704276
ACH-000862,-0.06789507019331814
ACH-000865,-0.20127729512672285
ACH-000866,-0.1222672649793107
ACH-000867,-0.2461644128064706
ACH-000869,-0.20439611206867667
ACH-000872,-0.16205299589505615
ACH-000873,-0.2250124589842886
ACH-000876,-0.34059041190907663
ACH-000878,-0.1486619404666958
ACH-000880,-0.23685085277989035
ACH-000881,-0.24100498570067125
ACH-000882,-0.06437379887107486
ACH-000884,-0.13505296681037313
ACH-000885,-0.20460397625291396
ACH-000887,-0.1727032384566614
ACH-000889,-0.3338276159967211
ACH-000896,-0.12045966771562272
ACH-000898,-0.07013592377259953
ACH-000900,-0.16381557949424005
ACH-000901,-0.16516696619464902
ACH-000905,-0.13940590633041058
ACH-000906,-0.10089702007624332
ACH-000907,-0.1490093432263167
ACH-000910,-0.23229698367091686
ACH-000911,-0.0953440843404134
ACH-000912,-0.17804785218837682
ACH-000913,-0.1381248766573631
ACH-000915,-0.25245227486505617
ACH-000916,-0.08359014347080239
ACH-000917,-0.3211955006153433
ACH-000920,-0.3620010033133065
ACH-000921,-0.18961226420703328
ACH-000924,-0.13286938713682894
ACH-000926,-0.2630964120361299
ACH-000928,-0.10424378046886093
ACH-000929,-0.2764832777501832
ACH-000932,-0.2849851115201407
ACH-000935,-0.12317515154019013
ACH-000936,-0.10532527727885732
ACH-000937,-0.21142965122331425
ACH-000938,-0.4337144375772053
ACH-000939,-0.042760798387947316
ACH-000941,-0.11487163969771524
ACH-000943,-0.018976884768940862
ACH-000946,-0.0355580280172591
ACH-000947,-0.20357324132143487
ACH-000948,-0.0913366175347033
ACH-000950,-0.13256536089385185
ACH-000953,-0.31194767036007426
ACH-000954,-0.325771411203265
ACH-000957,-0.2164498238888646
ACH-000958,-0.17197796336944388
ACH-000960,-0.2195877994359332
ACH-000963,0.15984165236400627
ACH-000968,-0.28364092566255844
ACH-000969,-0.16571087096135825
ACH-000972,-0.5907777512511949
ACH-000973,-0.20362697722795114
ACH-000974,-0.17100553719072534
ACH-000978,-0.14703684643042209
ACH-000984,-0.0982090565767541
ACH-000986,-0.16154817623958742
ACH-000988,-0.2148248275728586
ACH-000993,-0.3778153379053376
ACH-000994,0.01470194143158617
ACH-000996,-0.1353154516593091
ACH-001001,-0.2853644462810734
ACH-001020,0.1194214652873451
ACH-001028,-0.2186658200890373
ACH-001031,-0.1453796897617596
ACH-001038,-0.21074448280890007
ACH-001048,-0.15418750829630726
ACH-001050,-0.22780441581851604
ACH-001053,-0.29788539266856945
ACH-001054,-0.1705349164358005
ACH-001061,-0.28887848096736546
ACH-001067,-0.18722074879199116
ACH-001075,-0.015766165754350366
ACH-001096,0.03075508459997065
ACH-001111,-0.10426526822054924
ACH-001119,-0.1260339489651229
ACH-001128,-0.5481658258644394
ACH-001134,-0.3881862544458821
ACH-001151,-0.1222203772051621
ACH-001163,-0.05305870751057739
ACH-001164,0.24199751753082124
ACH-001183,-0.14755925958767122
ACH-001192,-0.14335105186570768
ACH-001193,-0.1368093916424027
ACH-001196,-0.007158511943854841
ACH-001197,0.0022648144638861513
ACH-001205,-0.3790976981412541
ACH-001211,-0.2946719753130832
ACH-001212,-0.4520969672978694
ACH-001228,-0.19460496819900927
ACH-001232,-0.19428593450702206
ACH-001239,-0.09518456536908887
ACH-001270,-0.5140978254277503
ACH-001274,-0.2189272676653732
ACH-001275,-0.1719589180797348
ACH-001277,-0.046742202713999814
ACH-001278,-0.06029389418090238
ACH-001280,-0.053891386084055616
ACH-001283,-0.0759989166511806
ACH-001289,-0.3519566051964512
ACH-001300,-0.17044746678288555
ACH-001301,-0.15694830592159853
ACH-001302,-0.029368562657990774
ACH-001306,-0.05220269178005457
ACH-001318,-0.2342933135287744
ACH-001322,-0.15844115036109765
ACH-001328,-0.30326913591519805
ACH-001332,0.017279145977506412
ACH-001336,-0.16268118628236927
ACH-001346,-0.2268261996667737
ACH-001353,-0.17327343203307072
ACH-001354,-0.24685714785410556
ACH-001367,0.16477407853807213
ACH-001368,-0.09221985159035158
ACH-001374,-0.22680281960085666
ACH-001377,-0.17473675283032478
ACH-001380,-0.14896823803625914
ACH-001391,-0.4376750862106842
ACH-001408,-0.2342389780303655
ACH-001430,-0.3064320155291772
ACH-001431,-0.036257308500242974
ACH-001450,-0.03857467256568727
ACH-001496,-0.1613977268911411
ACH-001500,-0.2888932139012698
ACH-001523,-0.0992182988706046
ACH-001532,-0.3708885435744509
ACH-001550,-0.2542502918217329
ACH-001552,-0.317367769037778
ACH-001554,-0.2205596934167322
ACH-001654,-0.16963789344849944
ACH-001735,-0.06975878393122692
ACH-001736,-0.06639246671359368
ACH-001737,-0.5904218099247933
ACH-001740,0.0037428776520669602
ACH-001745,-0.10906371840584116
ACH-001765,-0.1543741908825116
