,MRPL47 (57129)
ACH-000004,-0.23759648334999545
ACH-000005,-0.4441995545493618
ACH-000007,-0.3147196898314147
ACH-000009,-0.2485231100908929
ACH-000011,0.01393883617850623
ACH-000012,-0.3377109122132129
ACH-000013,-0.3881687766720988
ACH-000014,-0.2567264679220104
ACH-000015,-0.4633339954453976
ACH-000017,-0.19766182308022245
ACH-000018,-0.48432271534004395
ACH-000019,-0.585051871296925
ACH-000021,-0.3195949434393805
ACH-000022,-0.5148085235268094
ACH-000025,-0.26168845314755895
ACH-000028,-0.6050872772896839
ACH-000030,-0.2004800940799676
ACH-000035,-0.5269314108155083
ACH-000036,0.013050073074239391
ACH-000037,-0.1562284459131046
ACH-000039,-0.34272553664482663
ACH-000040,-0.14447659366743526
ACH-000041,-0.30495240053682243
ACH-000042,-0.08355969665516294
ACH-000045,-0.21163706027345144
ACH-000047,-0.3789231541943194
ACH-000052,-0.04044511529159815
ACH-000053,-0.2333250477082741
ACH-000054,-0.2598760916082352
ACH-000055,-0.36754103910320896
ACH-000060,-0.27437636944569266
ACH-000067,-0.3357227944074367
ACH-000070,-0.2686752971135963
ACH-000075,-0.08805412631400655
ACH-000078,-0.13523701360524593
ACH-000082,-0.2297465254793309
ACH-000085,0.061604886589079824
ACH-000086,-0.4802752983066309
ACH-000087,-0.5624800917313084
ACH-000092,-0.25925468017572456
ACH-000095,-0.06495084648611306
ACH-000097,-0.24646520569192398
ACH-000098,-0.21516487780634191
ACH-000099,-0.32647968299097235
ACH-000108,-0.2705532289114414
ACH-000113,-0.2230216883928
ACH-000116,-0.20342016265870774
ACH-000118,-0.4550255830582137
ACH-000120,-0.17590361563250884
ACH-000123,-0.20935948206352886
ACH-000127,-0.4710825188295602
ACH-000128,-0.4717732744557818
ACH-000132,-0.33199122699720657
ACH-000133,-0.3450846959358813
ACH-000137,-0.03704329942744541
ACH-000138,-0.26196898619194964
ACH-000142,-0.18619651508947774
ACH-000143,-0.3496117826394877
ACH-000146,-0.15531704389667653
ACH-000148,-0.3082918760429084
ACH-000150,-0.5596518632252596
ACH-000152,-0.1935637157351919
ACH-000153,-0.3335023384266481
ACH-000159,-0.2626822412224055
ACH-000160,-0.5856503476503989
ACH-000163,-0.2434504886642275
ACH-000167,-0.37638363792378987
ACH-000168,-0.23426502667242136
ACH-000169,-0.4665190837091388
ACH-000178,-0.3077309318361761
ACH-000183,0.0016379970705416688
ACH-000188,-0.028203541992519468
ACH-000189,-0.6133828924950107
ACH-000190,-0.7234199105018133
ACH-000198,-0.3060441514584762
ACH-000203,0.17920598917782052
ACH-000204,0.02228087355473324
ACH-000206,0.07794116832516346
ACH-000207,-0.4890179038954608
ACH-000208,-0.17146417540114667
ACH-000210,-0.6259071119874098
ACH-000211,-0.2594959560281056
ACH-000215,-0.3256227083706736
ACH-000221,-0.6929223691916613
ACH-000222,-0.23111348435116436
ACH-000223,-0.2822557619535185
ACH-000226,-0.2319955555739453
ACH-000227,-0.30221157170428764
ACH-000228,-0.15818391551832145
ACH-000231,-0.3602701163813382
ACH-000232,-0.4168895952557118
ACH-000233,-0.2399400079961224
ACH-000234,-0.27334712299718983
ACH-000235,-0.2223921567004104
ACH-000237,-0.1428789518443956
ACH-000238,-0.4046015423183623
ACH-000242,0.10227105645793892
ACH-000243,-0.28902467407631377
ACH-000244,-0.006474307459006585
ACH-000246,-0.3606764993109188
ACH-000248,-0.5322066592698317
ACH-000250,0.033167822539180665
ACH-000251,-0.19901810394018868
ACH-000252,-0.37364126726690666
ACH-000253,-0.20906739425382376
ACH-000255,-0.3295532264107956
ACH-000256,-0.09927354312364857
ACH-000257,-0.4082440840810739
ACH-000258,-0.2298474110338428
ACH-000259,-0.2159492330332687
ACH-000260,-0.10976344630105726
ACH-000261,-0.2032975868121021
ACH-000262,-0.05282034701343274
ACH-000263,-0.4272180609188993
ACH-000264,-0.26394192022284785
ACH-000265,-0.4992849921301306
ACH-000266,-0.18271171839110234
ACH-000272,-0.16904474414312065
ACH-000274,-0.3137935801489499
ACH-000277,-0.5154981582067115
ACH-000278,-0.09072073097059836
ACH-000279,-0.3956272096966784
ACH-000280,-0.21528303507135985
ACH-000281,-0.4044281003199512
ACH-000288,-0.5242152608882131
ACH-000291,-0.28456874596062426
ACH-000293,-0.3643733470929731
ACH-000294,-0.14447223858639302
ACH-000295,-0.11042195905493699
ACH-000296,-0.3630173813983773
ACH-000302,-0.4278170199281189
ACH-000304,-0.7998001674385284
ACH-000307,-0.32831249933527185
ACH-000308,-0.2025006020810202
ACH-000310,-0.14983686174127492
ACH-000311,-0.1877267188756006
ACH-000312,-0.3874887233743313
ACH-000315,-0.5007610820179333
ACH-000316,-0.1682011177669994
ACH-000317,-0.548234005230899
ACH-000318,-0.29671002232495025
ACH-000319,-0.2172487907379472
ACH-000320,-0.4083896698565535
ACH-000322,-0.2537388681494482
ACH-000323,-0.2972162763564132
ACH-000324,-0.3174756614632793
ACH-000329,-0.35915404499718795
ACH-000330,-0.2885278596225335
ACH-000331,-0.30523964454488783
ACH-000332,0.023387820682306156
ACH-000334,-0.272436859006686
ACH-000335,-0.3456331870746419
ACH-000336,-0.19290633978897173
ACH-000337,-0.5397697863799961
ACH-000338,-0.11496302755762007
ACH-000339,-0.3375671095115708
ACH-000341,-0.2889349162484697
ACH-000348,-0.27959347969499154
ACH-000350,-0.25538645551942224
ACH-000352,-0.21241440607060733
ACH-000356,-0.3743723859478271
ACH-000361,-0.2545376974714346
ACH-000362,-0.18624965571022287
ACH-000363,-0.24106832543131226
ACH-000364,-0.5888307502977482
ACH-000365,-0.20409360872803567
ACH-000366,0.008933878615000607
ACH-000368,-0.3085699982362949
ACH-000374,-0.658827737222409
ACH-000375,-0.34016674529653873
ACH-000376,-0.3327471919929877
ACH-000381,-0.4267516900290521
ACH-000383,-0.2951273794707763
ACH-000387,-0.36355029211930345
ACH-000389,-0.007471953845201581
ACH-000390,-0.3168939496799127
ACH-000393,-0.1922629324881139
ACH-000395,-0.20330973690565574
ACH-000396,-0.8666724662300924
ACH-000397,-0.03782181668952887
ACH-000401,-0.3318452739495645
ACH-000402,-0.333524818735658
ACH-000403,-0.14919408513425267
ACH-000404,-0.17863850364885614
ACH-000406,-0.4599796203098402
ACH-000407,-0.36240271370417937
ACH-000408,-0.341639832601406
ACH-000410,-0.34663635335483983
ACH-000411,-0.033998940281843436
ACH-000414,-0.31261104639982795
ACH-000415,-0.2346182149056251
ACH-000416,-0.2076182432696432
ACH-000420,-0.12280135635768236
ACH-000421,-0.061477015978584675
ACH-000424,-0.34928102221504675
ACH-000425,-0.19005859696586666
ACH-000426,-0.058732175547175886
ACH-000427,-0.43155362212690895
ACH-000433,-0.2623679730874802
ACH-000435,-0.19230836145971225
ACH-000436,-0.030513077103252836
ACH-000444,-0.4568135390839135
ACH-000445,-0.2409449969269436
ACH-000448,-0.106170753726455
ACH-000450,-0.3378150846848429
ACH-000452,-0.21274624691485905
ACH-000454,-0.551297471805212
ACH-000458,-0.3957841597602225
ACH-000459,-0.6931124688621689
ACH-000460,-0.29411864434248103
ACH-000461,-0.661634353172812
ACH-000463,-0.12609729939373568
ACH-000464,-0.3569812541624565
ACH-000466,-0.1634032075562061
ACH-000467,-0.5042357584864672
ACH-000468,-0.3784488842586706
ACH-000469,-0.5223283577117571
ACH-000470,-0.09088931434826117
ACH-000471,-0.031022833718298164
ACH-000472,-0.22403367737025134
ACH-000473,-0.2683235491664612
ACH-000475,-0.3065474872284976
ACH-000476,-0.2722255985815874
ACH-000477,-0.22635742971496625
ACH-000479,-0.14513480684422084
ACH-000480,-0.4184977903832848
ACH-000481,-0.2298317071834787
ACH-000483,-0.4412938647399556
ACH-000484,-0.037055343470973015
ACH-000485,-0.0626883220380172
ACH-000486,-0.2689401292514931
ACH-000487,-0.427328862783158
ACH-000488,-0.4185153741067088
ACH-000490,-0.3396370485401133
ACH-000491,-0.4583629998754539
ACH-000495,-0.07392585471769539
ACH-000496,-0.19054832651897988
ACH-000499,-0.6561446576077798
ACH-000500,-0.5692557764422604
ACH-000502,-0.13095066155403215
ACH-000503,-0.2016460751218859
ACH-000505,-0.20476364346896275
ACH-000507,-0.3560413182875314
ACH-000510,-0.4579542173595593
ACH-000511,-0.16950448399035825
ACH-000512,-0.33218243741494274
ACH-000516,-0.07369596332690706
ACH-000517,-0.1471444760006064
ACH-000518,-0.4337683260364523
ACH-000520,0.012495857337184195
ACH-000521,-0.1982496975274147
ACH-000522,-0.3502107298813984
ACH-000524,-0.33324116010154103
ACH-000527,-0.28032037267957605
ACH-000528,-0.4439587013577023
ACH-000537,-0.43107501027070383
ACH-000541,-0.3084818612041493
ACH-000542,-0.0043961592589189325
ACH-000544,-0.5126202054915955
ACH-000545,-0.5370796084081306
ACH-000547,-0.3395252674494175
ACH-000548,-0.07553001572331622
ACH-000549,-0.19373210174439184
ACH-000550,-0.3062501145252791
ACH-000552,-0.6484690921999111
