,GNA15 (2769)
ACH-000004,0.11226550244310518
ACH-000005,0.10539955655559724
ACH-000007,0.15696261592810598
ACH-000009,-0.015775006883548208
ACH-000011,0.10289456502608536
ACH-000012,-0.06308816151047017
ACH-000013,-0.04146959413126548
ACH-000014,-0.13775933168484508
ACH-000015,-0.06249254128332784
ACH-000017,0.03317826588049235
ACH-000018,0.14873131272817328
ACH-000019,0.2113241769752435
ACH-000021,-0.058150853219474476
ACH-000022,-0.011078969402886864
ACH-000025,-0.0003512560802405695
ACH-000028,-0.01863175466497406
ACH-000030,0.037903097389877724
ACH-000035,0.00028407809039708364
ACH-000036,0.1007375967996902
ACH-000037,0.02669459920150213
ACH-000039,-0.06651557308451908
ACH-000040,0.0747292207803371
ACH-000041,-0.0604463789597349
ACH-000042,0.065468484881927
ACH-000045,-0.08295602559387404
ACH-000047,-0.07322337127583439
ACH-000052,-0.2232065917481
ACH-000053,-0.04693430021145431
ACH-000054,-0.0063485018853716045
ACH-000055,0.08647188646282764
ACH-000060,0.015343511920062156
ACH-000067,-0.030079723264973556
ACH-000070,0.1195527979013957
ACH-000075,-0.13049853887820442
ACH-000078,0.02177992468320888
ACH-000082,-0.018625468529932618
ACH-000085,0.03609269242076744
ACH-000086,0.062348122337190275
ACH-000087,0.1902892756264672
ACH-000092,0.08630151584760583
ACH-000095,-0.03019368220459972
ACH-000097,0.0036062490584763897
ACH-000098,-0.043353900715650616
ACH-000099,0.002063731130859646
ACH-000108,-0.03202638229562296
ACH-000113,0.02178056567252517
ACH-000116,0.0608350049708851
ACH-000118,0.22262577698305785
ACH-000120,0.08692777805137293
ACH-000123,-0.04165926787488845
ACH-000127,0.015835741854794326
ACH-000128,-0.06294391547869442
ACH-000132,0.01143697858949881
ACH-000133,0.006440352516773355
ACH-000137,0.057232573152046384
ACH-000138,0.00618974963316384
ACH-000142,-0.06649714153988401
ACH-000143,-0.04802271563514742
ACH-000146,0.02443618280581836
ACH-000148,0.11905202019337754
ACH-000150,-0.08447324630562744
ACH-000152,0.01980097029883509
ACH-000153,-0.16687928353532674
ACH-000159,0.047723335845540095
ACH-000160,0.11865740341689733
ACH-000163,0.12644612800212687
ACH-000167,0.016449591932697488
ACH-000168,0.06465012924605433
ACH-000169,0.09183382331925466
ACH-000178,0.07952013365569369
ACH-000183,-0.119899674989731
ACH-000188,0.10682407767709608
ACH-000189,0.2361730892287349
ACH-000190,-0.04408553170065986
ACH-000198,0.1643904926867283
ACH-000203,-0.4824870712287389
ACH-000204,-0.10950665954860403
ACH-000206,0.0027062445194201987
ACH-000207,0.011172439368846704
ACH-000208,0.0646268413644718
ACH-000210,-0.03842364329317103
ACH-000211,0.07972941298809193
