,MUS81 (80198)
ACH-000277,-0.4156260854912842
ACH-000278,-0.21879240365373204
ACH-000279,-0.26817406678380634
ACH-000280,-0.8655867709499606
ACH-000281,-0.1356146274779608
ACH-000288,-0.3451897396531017
ACH-000291,-0.12508967267513565
ACH-000293,-0.09172457731149293
ACH-000294,-0.2544786626998717
ACH-000295,-0.4229597164120253
ACH-000296,-0.2392580172449037
ACH-000302,-0.13360598109785668
ACH-000304,-0.4264178879074856
ACH-000307,-0.4055945293367295
ACH-000308,-0.3554517863026938
ACH-000310,-0.15089854769796776
ACH-000311,-0.474991086938912
ACH-000312,-0.3229091674847771
ACH-000315,-0.6844161336721902
ACH-000316,-0.28227746264665365
ACH-000317,-0.4021608750276019
ACH-000318,-0.4662915741951168
ACH-000319,-0.2626896844253218
ACH-000320,-0.1688047926101418
ACH-000322,-0.2041925719136867
ACH-000323,-0.42897844467128377
ACH-000324,-0.3247863168169925
ACH-000329,-0.2649099641280921
ACH-000330,-0.6864790766122615
ACH-000331,-0.20723080225845747
ACH-000332,-0.4012562922072244
ACH-000334,-0.5345420926573146
ACH-000335,-0.3231193646173578
ACH-000336,-0.15241748854552967
ACH-000337,-0.32175648433347986
ACH-000338,-0.21553937061990167
ACH-000339,-0.2787056183778312
ACH-000341,-0.1710904029296614
ACH-000348,-0.2317060516867677
ACH-000350,-0.3839319208737675
ACH-000352,-0.4166129766367467
ACH-000356,-0.3904898911972808
ACH-000361,-0.5737200136035174
ACH-000362,-0.2648489750532705
ACH-000363,-0.2587767098717438
ACH-000364,-0.2776384418496492
ACH-000365,-0.32350770308594845
ACH-000366,-0.3066385458017585
ACH-000368,-0.3343389937326674
ACH-000374,-0.607938481600045
ACH-000375,-0.5665029738975262
ACH-000376,-0.3318100690566668
ACH-000381,-0.3102070453863797
ACH-000383,-0.2619738117580789
ACH-000387,-0.14936544281025035
ACH-000389,-0.2932097138415352
ACH-000390,-0.18366141232520544
ACH-000393,-0.15561911406221765
ACH-000395,-0.2135388958039482
ACH-000396,-0.3821120467224984
ACH-000397,-0.24932925855996066
ACH-000401,-0.4095495504438996
ACH-000402,-0.321003038660678
ACH-000403,-0.2615045570286412
ACH-000404,-0.3118297105945675
ACH-000406,-0.2888780798091393
ACH-000407,-0.2733562844043796
ACH-000408,-0.2738115310659979
ACH-000410,-0.30081111457555976
ACH-000411,-0.453844201660891
ACH-000414,-0.08316307608185668
ACH-000415,-0.2540203277160664
ACH-000416,-0.20525277465840916
ACH-000420,-0.2328275547935666
ACH-000421,-0.21816106198706006
ACH-000424,-0.4296439241893224
ACH-000425,-0.2756592127570053
ACH-000426,-0.275237762000548
ACH-000427,-0.3089824608695578
ACH-000433,-0.4695124750837949
ACH-000435,-0.007843872775364786
ACH-000436,-0.19715970336907168
ACH-000444,-0.2928827946976924
ACH-000445,-0.23928265944815946
ACH-000448,-0.3228118478117429
ACH-000450,-0.4144611629576315
ACH-000452,-0.28838883877397226
ACH-000454,-0.17619420686997536
ACH-000458,-0.3912379481145959
ACH-000459,-0.443078667879925
ACH-000460,-0.2692898569460446
ACH-000461,-0.2951464610955148
ACH-000463,-0.3055179588767102
ACH-000464,-0.3632262976835973
ACH-000466,-0.3025424563652407
ACH-000467,-0.141426527736825
ACH-000468,-0.4318702757093537
ACH-000469,-0.3274999984408716
ACH-000470,-0.31384997139749515
ACH-000471,-0.2483876158769844
ACH-000472,-0.2587336627337688
ACH-000473,-0.2837854501096963
ACH-000475,-0.21067145206512128
ACH-000476,-0.2442485700827557
ACH-000477,-0.8651977841186127
ACH-000479,-0.21320943967858103
ACH-000480,-0.4072147848768535
ACH-000481,-0.2407707053194439
ACH-000483,-0.31430620299837586
ACH-000484,-0.2156103955408275
ACH-000485,-0.3552977846480481
ACH-000486,-0.3517219766481618
ACH-000487,-0.2601465022143345
ACH-000488,-0.24845816164824056
ACH-000490,-0.2979366848540666
ACH-000491,-0.22528393276456604
ACH-000495,-0.4488165621328677
ACH-000496,-0.3826807156031313
ACH-000499,-0.3166860868870239
ACH-000500,-0.05484604868767359
ACH-000502,-0.2545397993477499
ACH-000503,-0.7211873524166466
ACH-000505,-0.19514051088689427
ACH-000507,-0.4705265416182078
ACH-000510,-0.2096593968639203
ACH-000511,-0.45581775033658
ACH-000512,0.014506146244333268
ACH-000516,-0.1956521772524791
ACH-000517,-0.3303931788468083
ACH-000518,-0.08594637625104723
ACH-000520,-0.4442902140068844
ACH-000521,-0.10201820287281248
ACH-000522,-0.23469237129827605
ACH-000524,-0.2072221534937036
ACH-000527,-0.3982376859375961
ACH-000528,-0.23910167785901398
ACH-000537,-0.38541388854876013
ACH-000541,-0.13707408419807898
ACH-000542,-0.2771174908827141
ACH-000544,-0.3756702368326136
ACH-000545,-0.2322028188367589
ACH-000547,-0.4939937936230285
ACH-000548,-0.220505654557196
ACH-000549,-0.24055390818165984
ACH-000550,-0.13016761956476186
ACH-000552,-0.30457640796571545
ACH-000556,-0.2298850396273165
ACH-000557,-0.3136578351750793
ACH-000569,-0.5548307370152831
ACH-000570,-0.29619472941907266
ACH-000571,-0.3039432251358468
ACH-000573,-0.19540368920070705
ACH-000576,-0.2283886781115961
ACH-000579,-0.24594508067388804
ACH-000580,-0.30687052455028063
ACH-000584,-0.3230745195126267
ACH-000585,-0.4087358651232572
ACH-000588,-0.4083277484400966
ACH-000589,-0.3235606262528789
ACH-000591,-0.2930359336995621
ACH-000593,-0.2145356119162565
ACH-000600,-0.4285624487031143
ACH-000601,-0.29744187026190144
ACH-000605,-0.27916902037237623
ACH-000606,-0.3116266384407323
ACH-000608,-0.28947172633258217
ACH-000614,-0.5878521859066487
ACH-000616,-0.17833765256083256
ACH-000618,-0.3926753492054133
ACH-000619,-0.5666922781829347
ACH-000620,-0.25556509333593697
ACH-000621,-0.2982829012163817
ACH-000622,-0.1706499869861156
ACH-000623,-0.3104334469268308
ACH-000624,-0.8703207253882741
ACH-000627,-0.2589436309863364
ACH-000630,-0.3889250596392376
ACH-000631,-0.2994569220545086
ACH-000632,-0.23132863346756866
ACH-000633,-0.2303420122192816
ACH-000637,-0.4221052235269731
ACH-000638,-0.429994603676486
ACH-000646,-0.22571543982310344
ACH-000647,-0.25036894259464754
ACH-000648,-0.18700234277803846
ACH-000649,-0.2468324798273592
ACH-000651,-0.2100472726698108
ACH-000652,-0.2740384664063682
ACH-000653,-0.33997971621509604
ACH-000657,-0.3210465847874157
ACH-000658,-0.25499866956261674
ACH-000661,-0.5195124082550523
ACH-000662,-0.08900107066460149
ACH-000663,-0.3960597349909118
ACH-000665,-0.3071287804541029
ACH-000671,-0.30900859972022915
ACH-000672,-0.5508081717678256
ACH-000673,-0.2319810849548753
ACH-000676,-0.30305595397346385
ACH-000677,-0.20774989922342196
ACH-000681,-0.25568493934255376
ACH-000683,-0.3064470072559984
ACH-000684,-0.21563163758716875
ACH-000688,-0.17192252131367625
ACH-000693,-0.6489219740263209
ACH-000694,-0.2990100009695339
ACH-000695,-0.3876750411567051
ACH-000696,-0.3092289067538994
ACH-000697,-0.07272240482066025
ACH-000699,-0.30552348166753274
ACH-000701,-0.442195638499299
ACH-000706,-0.2660512828938533
ACH-000711,-0.24529411003589105
ACH-000713,-0.40288943298843055
ACH-000714,-0.4802784098409358
ACH-000718,-0.4533919308062683
ACH-000720,-0.3727428565267799
ACH-000721,-0.2277247799477848
ACH-000724,-0.17688801764906198
ACH-000725,-0.3225292203236653
ACH-000732,-0.3960516063428201
ACH-000734,-0.5309675907045882
ACH-000735,-0.337304917973804
ACH-000736,-0.14850741136917064
ACH-000738,-0.3293586225188348
ACH-000746,-0.1324359691459554
ACH-000747,-0.34467868610823715
ACH-000748,-0.6056996903933353
ACH-000753,-0.21990734437247525
ACH-000756,-0.5177097712550379
ACH-000757,-0.2150929560368226
ACH-000758,-0.4283934527014202
ACH-000760,-0.24426217847423365
ACH-000762,-0.27320368970120584
ACH-000763,-0.10920412109898738
ACH-000764,-0.2761275266139046
ACH-000765,-0.7106291848680055
ACH-000766,-0.3020842418766143
ACH-000767,-0.3028038536458441
ACH-000768,-0.32883547064432506
ACH-000769,-0.2049173810856883
ACH-000770,-0.3509368686884314
ACH-000771,-0.08575503408674856
ACH-000773,-0.3446623259913697
ACH-000776,-0.3796288546732024
ACH-000777,-0.2963417683001931
ACH-000778,-0.4589862245621148
ACH-000781,-0.26285659620352503
ACH-000782,-0.3831351152689993
ACH-000783,-0.3802848838736929
ACH-000784,-0.2595312937894389
ACH-000785,-0.15878516334800052
ACH-000787,-0.2581065304119163
ACH-000788,-0.2614273849770761
ACH-000791,-0.2690763291102089
ACH-000792,-0.39595245524704464
ACH-000794,-0.5453829390002263
ACH-000796,-0.3334529197860254
ACH-000798,-0.5194146109955533
ACH-000799,-0.3985610499929471
ACH-000800,0.034944148642189955
ACH-000802,-0.4994698505112633
ACH-000804,-0.4079175823929306
ACH-000805,-0.17025159042808538
ACH-000809,-0.1930237287569196
ACH-000810,-0.6724438015425821
ACH-000811,-0.19083432477613152
ACH-000817,-0.4305158141233935
ACH-000819,-0.2632873039368517
ACH-000820,-0.388881928530775
ACH-000821,-0.0818768357733112
ACH-000822,-0.2857049695141278
ACH-000823,-0.2887762503405318
ACH-000824,-0.3381690977609898
ACH-000827,-0.2968923135942461
ACH-000829,-0.3307590564301576
ACH-000831,-0.23171151625957026
ACH-000832,-0.3714836782012871
ACH-000833,-0.3412766598348733
ACH-000834,-0.16346489321815522
ACH-000835,-0.3395658082744705
ACH-000836,-0.3267432485025176
ACH-000837,-0.29928674965699464
ACH-000838,-0.4988627892758308
ACH-000839,-0.4968063887612094
ACH-000840,-0.4570315411743485
ACH-000841,-0.3878840301997428
ACH-000843,-0.3581467612641661
ACH-000846,-0.4003566165946536
ACH-000847,-0.1723168286541699
ACH-000848,-0.24762797128803435
ACH-000849,-0.20749426790134096
ACH-000851,-0.2505370153611024
ACH-000855,-0.1990048838537636
ACH-000856,-0.3024155471473075
ACH-000858,-0.34883767572000673
ACH-000859,-0.18943152791211748
ACH-000861,-0.4756760657016799
ACH-000862,-0.19220656734511046
ACH-000865,-0.24505857282508015
ACH-000866,-0.21000790954017154
ACH-000867,-0.18061082149927501
ACH-000869,-0.34099186766319844
ACH-000872,-0.5751660536922184
ACH-000873,-0.2653432573907272
ACH-000876,-0.2721779023037973
ACH-000878,-0.2585644470587887
ACH-000880,-0.26049864876463663
ACH-000881,-0.28434931463504426
ACH-000882,-0.3962949735961048
ACH-000884,-0.23078904906948275
ACH-000885,-0.3297674822079633
ACH-000887,-0.2696922892195277
ACH-000889,-0.2038086526215004
ACH-000896,-0.2028883863569555
ACH-000898,-0.4508903924689777
ACH-000900,-0.3392925163176888
ACH-000901,-0.5207843726524051
ACH-000905,-0.2046879950403452
ACH-000906,-0.4059781343708389
ACH-000907,-0.3096865216255915
ACH-000910,-0.15907001804942547
ACH-000911,-0.331135927241985
ACH-000912,-0.2842193069005238
ACH-000913,-0.34909813046780985
ACH-000915,-0.18595687141786008
ACH-000916,-0.034712798265074965
ACH-000917,-0.3081279822605659
ACH-000920,-0.11356478976068884
ACH-000921,-0.421625669332289
ACH-000924,-0.21648482217124526
ACH-000926,-0.1618680268772257
ACH-000928,-0.3953537760692112
ACH-000929,-0.3989052093999144
ACH-000932,-0.3192824719749924
ACH-000935,-0.3905718710468446
ACH-000936,-0.2287294139545961
ACH-000937,-0.2314930630634121
ACH-000938,-0.4248106473353221
ACH-000939,-0.3153621226906669
ACH-000941,-0.3043482433374308
ACH-000943,-0.2353345337275005
ACH-000946,-0.28050142923596644
ACH-000947,-0.4074734801002117
ACH-000948,-0.20660770088717145
ACH-000950,-0.19268685809726752
ACH-000953,-0.29403426489055706
ACH-000954,-0.31384068578669805
ACH-000957,-0.4504081971447778
ACH-000958,-0.2297802679088549
ACH-000960,-0.33866975664859217
ACH-000963,-0.5067834005716711
ACH-000968,-0.44759953166631256
ACH-000969,-0.2463231280131963
ACH-000972,-0.18889761206887476
ACH-000973,-0.29682840005316075
ACH-000974,-0.23343646496095802
ACH-000978,-0.3212479099939158
ACH-000984,-0.4325989867274794
ACH-000986,-0.2393566990213913
ACH-000988,-0.9172455267998184
ACH-000993,-0.04864232880982483
ACH-000994,-0.21563592703178647
ACH-000996,-0.2864716459066943
ACH-001001,-0.21651048206301607
ACH-001020,-0.4117776283391075
ACH-001028,-0.1911477434018044
ACH-001031,-0.2011369039202983
ACH-001038,-0.3798143127130079
ACH-001048,-0.2996535119113847
ACH-001050,-0.4813776427056784
ACH-001053,-0.4506175296435366
ACH-001054,-0.4718665216006198
ACH-001061,-0.19255086235031268
ACH-001067,-0.5082097532620504
ACH-001075,-0.11322504258962855
ACH-001096,-0.131534910946032
ACH-001111,-0.21152532995397974
ACH-001119,-0.37216803244966057
ACH-001128,-0.41019425187556624
ACH-001134,-0.3722588066462842
ACH-001151,-0.3346606032705944
ACH-001163,-0.2424116009320744
ACH-001164,-0.5237140062930982
ACH-001183,-0.17731009677994897
ACH-001192,-0.25761614020675394
ACH-001193,-0.13138972749781758
ACH-001196,-0.4156797340270184
ACH-001197,-0.3651667898113705
ACH-001205,-0.339141315746274
ACH-001211,-0.2846316706580111
ACH-001212,-0.27196347789134234
ACH-001228,-0.3422638471011056
ACH-001232,-0.3369259242298105
ACH-001239,-0.13482029234504975
ACH-001270,-0.4382414181831852
ACH-001274,-0.3649018371378833
ACH-001275,-0.2707194374247697
ACH-001277,-0.3299495949103328
ACH-001278,-0.038658032816480815
ACH-001280,-0.4095036866070132
ACH-001283,-0.4120798515311216
ACH-001289,-0.4328413362294391
ACH-001300,-0.3748291541044723
ACH-001301,-0.12374551442595795
ACH-001302,-0.4322578142858961
ACH-001306,-0.395945126778531
ACH-001318,-0.08625231443872385
ACH-001322,-0.5272983735882352
ACH-001328,-0.20329423431117186
ACH-001332,-0.35195890465504315
ACH-001336,-0.5588012240761021
ACH-001346,-0.29263563847254553
ACH-001353,-0.4921842352399809
ACH-001354,0.03313237258264423
ACH-001367,-0.1980536919640051
ACH-001368,-0.2429084191816485
ACH-001374,-0.12485094311579716
ACH-001377,-0.361146732137774
ACH-001380,-0.32133340547737216
ACH-001391,-0.21381283179329186
ACH-001408,-1.1715407752085414
ACH-001430,-0.3804952862901497
ACH-001431,-0.1132803437708022
ACH-001450,-0.5557372282303252
ACH-001496,-0.19134829576879425
ACH-001500,-0.2318467753513812
ACH-001523,-0.223660692763372
ACH-001532,-0.3194083532431374
ACH-001550,-0.2787634048852409
ACH-001552,-0.3256287468793253
ACH-001554,-0.28817312032349823
ACH-001654,-0.280969660458856
ACH-001735,-0.1896684072114138
ACH-001736,-0.3287889718802235
ACH-001737,-0.4920497246941564
ACH-001740,-0.4925696738859943
ACH-001745,-0.339636446442779
ACH-001765,-0.35076038254124164
