,MARK1 (4139)
ACH-000004,-0.07909511046611728
ACH-000005,-0.017316908241132287
ACH-000007,0.21043199576417315
ACH-000009,-0.09864137827160377
ACH-000011,0.029192881106172526
ACH-000012,0.13120135015532242
ACH-000013,0.02107898453063977
ACH-000014,-0.012314168628129809
ACH-000015,0.08303379893947081
ACH-000017,-0.04590527282661037
ACH-000018,-0.13683453652192454
ACH-000019,0.12696200991630607
ACH-000021,0.0382581876166796
ACH-000022,-0.09327607660300964
ACH-000025,-0.05021278670473113
ACH-000028,0.14106173133501207
ACH-000030,0.0039132278343454755
ACH-000035,-0.047647183711683784
ACH-000036,-0.0074243251832339235
ACH-000037,-0.06553053767365265
ACH-000039,0.12315117662394864
ACH-000040,0.0928600856481132
ACH-000041,-0.0016168692260963946
ACH-000042,0.02029213208329313
ACH-000045,0.13705336782202307
ACH-000047,0.19006333151795574
ACH-000052,0.11493536131607655
ACH-000053,0.10269643685297497
ACH-000054,-0.05767706140237928
ACH-000055,-0.10308519312346166
ACH-000060,-0.035523968423441576
ACH-000067,0.06675539886408319
ACH-000070,0.0034235784164972864
ACH-000075,0.2286400819775581
ACH-000078,0.10520180940261284
ACH-000082,-0.0008240882930705186
ACH-000085,-0.18190260839728944
ACH-000086,0.013390285631952437
ACH-000087,-0.0168048469851709
ACH-000092,0.05159732852829131
ACH-000095,0.029657133669256982
ACH-000097,0.07102747120519119
ACH-000098,0.023764548250317628
ACH-000099,0.160749831368466
ACH-000108,0.09795684549066157
ACH-000113,-0.05854430137273867
ACH-000116,0.1468970854863208
ACH-000118,0.11175890754461876
ACH-000120,0.14798859452431404
ACH-000123,0.12396789054416744
ACH-000127,0.03942832566547756
ACH-000128,0.14805040539232522
ACH-000132,-0.03382685163295002
ACH-000133,0.019439918489089124
ACH-000137,0.04197543500586555
ACH-000138,-0.005487212871647397
ACH-000142,0.016865729207356742
ACH-000143,0.06381309635893932
ACH-000146,-0.013260800363244552
ACH-000148,-0.04701692368715856
ACH-000150,0.040777327169692006
ACH-000152,0.08269157189428322
ACH-000153,-0.24850526561801276
ACH-000159,0.0004106995487847588
ACH-000160,-0.053667976653768185
ACH-000163,0.113297157882884
ACH-000167,-0.2767983756504413
ACH-000168,0.07229611388969594
ACH-000169,0.14907323915497686
ACH-000178,-0.05473496550390166
ACH-000183,0.1323654778638803
ACH-000188,-0.041808488187003
ACH-000189,0.4247923923613168
ACH-000190,-0.05896254512054081
ACH-000198,-0.037002709683077166
ACH-000203,0.13128546330798438
ACH-000204,0.16959410378885267
ACH-000206,0.04332660556185471
ACH-000207,-0.04267354555050308
ACH-000208,-0.01836823425414622
ACH-000210,0.0841141868904541
ACH-000211,0.021876047884931717
ACH-000215,0.07565146789742982
ACH-000221,0.10404809650250768
ACH-000222,-0.09126999603098562
ACH-000223,0.1967605074671953
ACH-000226,-0.0584796001610959
ACH-000227,-0.036742381268494384
ACH-000228,0.045274641953770636
ACH-000231,0.047759964736079366
ACH-000232,0.0569285611712886
ACH-000233,-0.12409241259567765
ACH-000234,-0.17835120806355495
ACH-000235,0.03765628757450387
ACH-000237,0.04331383079049428
ACH-000238,0.2321935906621559
ACH-000242,0.21455236565575292
ACH-000243,0.05759858203569456
ACH-000244,0.16178041041545818
ACH-000246,0.12646252867728985
ACH-000248,0.022093827426624985
ACH-000250,0.06877217036058855
ACH-000251,-0.14753383019988991
ACH-000252,0.07296610080625693
ACH-000253,0.09467978493110248
ACH-000255,0.003006897484114236
ACH-000256,0.02247244365669626
ACH-000257,0.3659537642162215
ACH-000258,0.06733408844350974
ACH-000259,0.1577050120239025
ACH-000260,-0.07328926688414689
ACH-000261,0.020489596991852214
ACH-000262,-0.06746596184211896
ACH-000263,0.046949072740387635
ACH-000264,0.046299924809099835
ACH-000265,0.015115560856581422
ACH-000266,0.030445848187863563
ACH-000272,-0.03070597247484856
ACH-000274,-0.0069449981882854245
ACH-000277,0.13837662656742766
ACH-000278,0.1227336348943468
ACH-000279,0.13717420469412855
ACH-000280,-0.004101608467135078
ACH-000281,-0.09782714559086783
ACH-000288,-0.03224371319001867
ACH-000291,-0.0616218368257993
ACH-000293,0.06730284124924497
ACH-000294,0.12296671109516134
ACH-000295,0.0010532852679551474
ACH-000296,0.025711321265378312
ACH-000302,0.042453533302866456
ACH-000304,0.16963369989038676
ACH-000307,-0.01796864106846056
ACH-000308,0.0541901041820094
ACH-000310,0.03228497447476221
