,MPDZ (8777)
ACH-000004,-0.12478755609238383
ACH-000005,0.29122283333597804
ACH-000007,0.23214016437968504
ACH-000009,0.009926180989521315
ACH-000011,0.2082406824532976
ACH-000012,0.2069259574184232
ACH-000013,0.21504766634323574
ACH-000014,0.28680563773751466
ACH-000015,0.1827783490038688
ACH-000017,0.10343467788156352
ACH-000018,0.3922832235018229
ACH-000019,0.09671312927286604
ACH-000021,0.1569557738042073
ACH-000022,0.14508842453595533
ACH-000025,0.4550494087731104
ACH-000028,0.2338703970140085
ACH-000030,0.1622470672135175
ACH-000035,0.447202712044158
ACH-000036,0.13904845405016406
ACH-000037,0.2393303775108795
ACH-000039,0.08023995726755671
ACH-000040,0.2518856212058298
ACH-000041,0.13052915473384474
ACH-000042,0.1712076928868147
ACH-000045,0.2713704352243528
ACH-000047,0.16779877832373355
ACH-000052,0.12766022268053476
ACH-000053,0.2478436848671273
ACH-000054,0.3576486508542583
ACH-000055,0.1735493575629904
ACH-000060,0.23824175601025702
ACH-000067,0.3502286592497418
ACH-000070,0.4057194167292844
ACH-000075,0.23940832424064984
ACH-000078,0.26966030764560284
ACH-000082,0.4498439563022787
ACH-000085,0.1642580875796995
ACH-000086,0.23420265001113635
ACH-000087,0.16015099982085046
ACH-000092,0.1724701697932393
ACH-000095,0.2048159455070512
ACH-000097,0.180853764687999
ACH-000098,0.3103235914677126
ACH-000099,0.13756268117070936
ACH-000108,0.2421682694911842
ACH-000113,0.2067384725740835
ACH-000116,0.2996605364948835
ACH-000118,0.13644741795506216
ACH-000120,0.3377847153902907
ACH-000123,0.1539434577537447
ACH-000127,0.22997980401510595
ACH-000128,-0.008160883086924366
ACH-000132,0.21940071903216507
ACH-000133,0.2016084369458508
ACH-000137,0.2568111713542885
ACH-000138,0.21358044917922728
ACH-000142,0.2941470463632768
ACH-000143,0.1600991445042341
ACH-000146,0.22667617210563684
ACH-000148,0.2142680756577693
ACH-000150,0.18090967028652485
ACH-000152,0.4946343783465709
ACH-000153,0.2897909779069109
ACH-000159,0.1405911419942015
ACH-000160,0.18597576968277765
ACH-000163,0.1705412916032192
ACH-000167,0.296124076508094
ACH-000168,-0.02413295200730654
ACH-000169,0.25628327447532995
ACH-000178,0.1747898731781352
ACH-000183,0.22709666143045815
ACH-000188,0.09232712748105436
ACH-000189,0.07709418712408145
ACH-000190,0.3859689224962448
ACH-000198,0.11275602599204715
ACH-000203,0.32608187366897834
ACH-000204,0.17339260049498706
ACH-000206,0.1464962971103119
ACH-000207,0.11374791229055027
ACH-000208,0.26805979383296497
ACH-000210,0.21842692721638668
ACH-000211,0.29972338356604084
ACH-000215,0.10711595433122814
ACH-000221,0.15577560123014242
ACH-000222,0.1402631303207291
ACH-000223,0.16073302160155148
ACH-000226,0.12319573188126305
ACH-000227,0.2424063249854772
ACH-000228,0.138062905732583
ACH-000231,0.2838460322970217
ACH-000232,0.09878901520844403
ACH-000233,0.3228394198579813
ACH-000234,0.1946805403172014
ACH-000235,0.1039423143151188
ACH-000237,0.14768229114076736
ACH-000238,0.14381098202618506
ACH-000242,0.2581411566578071
ACH-000243,0.17339339674737178
ACH-000244,0.4795652833390927
ACH-000246,0.1681223101197899
ACH-000248,0.11701513548317698
ACH-000250,0.23077998855854745
ACH-000251,0.1312171341306205
ACH-000252,0.3843729145340714
ACH-000253,0.2420277201795544
ACH-000255,0.20660338932830907
ACH-000256,0.0378420269140855
ACH-000257,0.1741222771715588
ACH-000258,0.2545336377091456
ACH-000259,0.20265550624867165
ACH-000260,0.1884875780999228
ACH-000261,0.16652437198856976
ACH-000262,0.2164762302450185
ACH-000263,0.14614696369366734
ACH-000264,0.13900552426095755
ACH-000265,0.10412685880331203
ACH-000266,0.10906569662861763
ACH-000272,0.1669101842914897
ACH-000274,0.21579754687422067
ACH-000277,0.19035278437918254
ACH-000278,0.2323934237826159
ACH-000279,0.07818971656831898
ACH-000280,0.20171024552813988
ACH-000281,0.16086606922296104
ACH-000288,0.445249765394972
ACH-000291,0.10506807096573384
ACH-000293,0.24262885817555546
ACH-000294,0.2309726100645893
ACH-000295,0.1292327447992211
ACH-000296,0.09541757767265646
ACH-000302,0.1569500777406066
ACH-000304,0.2473229989493585
ACH-000307,0.20443993292762175
ACH-000308,0.20715194250273355
ACH-000310,0.09412708726134547
ACH-000311,0.2391884122144584
ACH-000312,0.06575879216879947
ACH-000315,0.30827590484525946
ACH-000316,0.13785446333108806
ACH-000317,0.2335213672415745
ACH-000318,0.17267399483818036
ACH-000319,0.22201682659193947
ACH-000320,0.2569159720772441
ACH-000322,0.13350190197737713
ACH-000323,0.30099283222291834
ACH-000324,0.19403881641690734
ACH-000329,0.26959733511348066
ACH-000330,0.22996182712136345
ACH-000331,0.11946372402583713
ACH-000332,0.2086575456826004
ACH-000334,0.052799992997051966
ACH-000335,0.2858755520970377
ACH-000336,0.382892609812293
ACH-000337,0.2328763397193595
ACH-000338,0.06112488281581329
ACH-000339,0.18061400161337776
ACH-000341,0.141726781994843
ACH-000348,0.33298609074103525
ACH-000350,0.2840991592893844
ACH-000352,0.20509330831154154
ACH-000356,0.1784783411308389
ACH-000361,0.15399389180954826
ACH-000362,0.1473326346756535
ACH-000363,0.19091565004410266
ACH-000364,0.2606248285167827
ACH-000365,0.2139864319044984
ACH-000366,0.16932800890334754
ACH-000368,0.2562228060124583
ACH-000374,0.03572413354667585
ACH-000375,0.17590757249892536
ACH-000376,0.13497796430193842
ACH-000381,0.1625690483587017
ACH-000383,0.20959424528788054
ACH-000387,0.16901505642705164
