,DNASE2B (58511)
ACH-000004,0.08569773410526738
ACH-000005,0.067693179208484
ACH-000007,0.07951877849024226
ACH-000009,0.050052673679862415
ACH-000011,-0.038126878721093965
ACH-000012,0.14170610643030596
ACH-000013,0.1252071615911563
ACH-000014,0.02273093050431486
ACH-000015,0.1276049489380783
ACH-000017,0.09805697832329696
ACH-000018,0.048278409904469716
ACH-000019,0.061964659349334025
ACH-000021,0.0867076076658785
ACH-000022,0.08368355547336867
ACH-000025,0.032956385730510886
ACH-000028,0.1793027761225599
ACH-000030,0.13157033644891666
ACH-000035,0.04370119623036981
ACH-000036,0.16400644326848365
ACH-000037,0.11939846903711647
ACH-000039,0.16930371116816953
ACH-000040,0.1506486217678236
ACH-000041,0.07720567562163827
ACH-000042,0.0632851867345365
ACH-000045,-0.058577486140283415
ACH-000047,0.12402239400325794
ACH-000052,-0.04077143312573637
ACH-000053,0.09293001001191252
ACH-000054,0.10335943348660136
ACH-000055,0.09147661324751012
ACH-000060,0.017500023148443834
ACH-000067,0.13286778526892
ACH-000070,0.049269489727554065
ACH-000075,0.16783823400536532
ACH-000078,0.15539594570224827
ACH-000082,0.12139242006364415
ACH-000085,0.1535879377345531
ACH-000086,0.030991970579352112
ACH-000087,-0.11633958993213785
ACH-000092,0.08348739225274646
ACH-000095,0.14715681362180835
ACH-000097,0.009051363976650914
ACH-000098,0.07255761965717437
ACH-000099,0.06003396339084025
ACH-000108,0.2628379025558204
ACH-000113,0.07115748610647919
ACH-000116,0.20646875936368367
ACH-000118,0.1207222394400223
ACH-000120,-0.0016147942656991696
ACH-000123,0.10483538535592717
ACH-000127,0.0454819498807197
ACH-000128,0.19248314597134697
ACH-000132,0.12008002963162798
ACH-000133,0.06328822589945621
ACH-000137,0.002938653075158774
ACH-000138,-0.008527930198529694
ACH-000142,0.025158596601406367
ACH-000143,0.16451150639656126
ACH-000146,0.22201113406628686
ACH-000148,0.14569282728254068
ACH-000150,-0.02404579129326552
ACH-000152,0.08470159213673363
ACH-000153,0.04898748774930952
ACH-000159,0.10185723763997724
ACH-000160,0.06819290861604221
ACH-000163,0.0933586557224102
ACH-000167,0.3354706226474973
ACH-000168,0.11629767131337065
ACH-000169,0.308128717972083
ACH-000178,0.1220146915673624
ACH-000183,0.07188917878940472
ACH-000188,0.14414644569907115
ACH-000189,0.08323914196772465
ACH-000190,0.13350021054607167
ACH-000198,0.11153764720306232
ACH-000203,-0.02499265419992148
ACH-000204,-0.10072935592786628
ACH-000206,0.12239386776889648
ACH-000207,0.10966120160325317
ACH-000208,0.42135802040802
ACH-000210,0.006219673506293257
ACH-000211,0.1573303087246797
ACH-000215,0.09697938946239336
ACH-000221,0.14863846196641495
ACH-000222,0.07449589498787974
ACH-000223,0.04043921363793265
ACH-000226,0.09759397260398114
ACH-000227,0.1305198288834744
ACH-000228,0.12034174463233922
ACH-000231,0.08976422866961231
ACH-000232,0.11281259338502228
ACH-000233,0.1447566652072308
ACH-000234,0.13106518930664446
ACH-000235,0.08011411238563854
ACH-000237,0.12610886589250606
ACH-000238,0.12909699676337175
ACH-000242,0.13725796782597116
ACH-000243,0.10031823687362636
ACH-000244,0.0831559692435407
ACH-000246,0.10042640527688236
ACH-000248,-0.08541434624338576
ACH-000250,0.06850108001400093
ACH-000251,0.1840301779546642
ACH-000252,0.20220416510598607
ACH-000253,0.1803372273089353
ACH-000255,0.1670423703127429
ACH-000256,-0.08958418660137768
ACH-000257,0.16239102397676128
ACH-000258,0.3137429842626089
ACH-000259,0.04296234917189164
ACH-000260,0.15859075976581388
ACH-000261,0.06388529368233123
ACH-000262,0.03044502973814925
ACH-000263,-0.05914073063283622
ACH-000264,0.04248326256515908
ACH-000265,0.036595499178181896
ACH-000266,0.09101599876291744
ACH-000272,-0.05480614256775323
ACH-000274,0.09547625718722784
ACH-000277,-0.02771838181164004
ACH-000278,-0.03564889310052522
ACH-000279,0.08961698636427193
ACH-000280,0.15380502445252606
ACH-000281,0.18020404645465965
ACH-000288,0.025060283378778397
ACH-000291,0.1847911321613267
ACH-000293,0.21368327227213432
ACH-000294,0.03781629405130983
ACH-000295,0.11878919564744952
ACH-000296,0.19309355401306424
ACH-000302,0.10538202614066776
ACH-000304,-0.06464608846426866
ACH-000307,0.11314118754141432
ACH-000308,0.08772959137405409
ACH-000310,0.10722036262021213
ACH-000311,0.045961492249027285
ACH-000312,-0.0797548968395846
ACH-000315,0.10261232861261316
ACH-000316,-0.016351612852499947
ACH-000317,0.10330867269537544
ACH-000318,0.05780285302185181
ACH-000319,0.032763178350816234
ACH-000320,0.0579121034947925
ACH-000322,-0.04573186264154736
ACH-000323,-0.13204886262076798
ACH-000324,0.16722183123726195
ACH-000329,0.07253040305569572
ACH-000330,0.27800112614223105
ACH-000331,0.08579179515762803
ACH-000332,0.09100760869281717
ACH-000334,0.11161216979164773
ACH-000335,0.058327750246119275
ACH-000336,0.04140169178805009
ACH-000337,0.19218360758664027
ACH-000338,0.2509093338442646
ACH-000339,0.15141288496412875
ACH-000341,-0.036039790491923865
ACH-000348,0.11724590431720353
ACH-000350,0.2030837424473373
ACH-000352,0.0602837146255009
ACH-000356,-0.07799777084144058
ACH-000361,0.2957189189668781
ACH-000362,0.10514033613159264
ACH-000363,0.10959764623859236
ACH-000364,0.2570258504140724
ACH-000365,0.07426936227979812
ACH-000366,0.08487505691494747
ACH-000368,0.16800316053362258
ACH-000374,0.001687555851187433
ACH-000375,0.06276335594956094
ACH-000376,0.10798123474680972
ACH-000381,0.1575929946252575
ACH-000383,0.0613469304435378
ACH-000387,0.06861666049732935
ACH-000389,0.06841300810474113
ACH-000390,0.04467034230405203
ACH-000393,0.1288865355463021
ACH-000395,-0.08848096908102816
ACH-000396,0.04240157536531247
ACH-000397,0.1010211651410314
ACH-000401,0.11994186828342125
ACH-000402,0.1982879559332483
ACH-000403,0.05109445337701207
ACH-000404,-0.1808987024142128
ACH-000406,0.15333426579134546
ACH-000407,-0.07648000174045541
ACH-000408,0.041657055017581546
ACH-000410,0.17996821903505206
ACH-000411,0.04205507760715768
ACH-000414,0.09726527075783913
ACH-000415,0.11398718393194135
ACH-000416,0.09937795231630302
ACH-000420,0.17346711333032733
ACH-000421,0.12254601006519918
ACH-000424,0.039596409172317375
ACH-000425,0.15991399615590335
ACH-000426,0.09764550376489993
ACH-000427,0.18709891349193086
ACH-000433,-0.07629138503510481
ACH-000435,0.2806501037172779
ACH-000436,0.13027798715026462
ACH-000444,0.13205940371473446
ACH-000445,0.1491325128617347
ACH-000448,0.183703941032668
ACH-000450,0.09547077350433923
ACH-000452,0.105472387401786
ACH-000454,0.0015484110701698044
ACH-000458,0.014846029037447209
ACH-000459,-0.13424028407927155
ACH-000460,0.17379453694899294
ACH-000461,-0.08354509399810985
ACH-000463,0.05411524623456697
ACH-000464,0.05760429726081825
ACH-000466,0.13376008185819438
ACH-000467,0.0864894627090128
ACH-000468,0.1539354009743061
ACH-000469,0.09384035401134973
ACH-000470,0.1155415369731477
ACH-000471,0.15408386080016812
ACH-000472,0.1345385795671951
ACH-000473,0.35908541326708865
ACH-000475,0.028710304620417387
ACH-000476,0.13308725293209345
ACH-000477,0.12845336295366006
ACH-000479,0.06995880892558404
ACH-000480,0.10425977875848078
ACH-000481,0.008860229328219036
ACH-000483,0.08479468188519533
ACH-000484,0.044607619195160375
ACH-000485,0.16942299389679347
ACH-000486,0.059331888571619924
ACH-000487,0.05100565880424472
