,CYP2W1 (54905)
ACH-000004,-0.0767280132046686
ACH-000005,-0.27268702988676097
ACH-000007,-0.4033295687831036
ACH-000009,0.002136117472346367
ACH-000011,-0.20841013803595226
ACH-000012,-0.0920723056714878
ACH-000013,-0.04057679732581187
ACH-000014,-0.18031059161964166
ACH-000015,-0.0346490861871779
ACH-000017,-0.2544715182891907
ACH-000018,-0.0970250606974371
ACH-000019,-0.034673232511518784
ACH-000021,-0.08816009136859726
ACH-000022,-0.1314669112174748
ACH-000025,-0.21560613274761464
ACH-000028,-0.07503913434661251
ACH-000030,-0.03180867826325949
ACH-000035,-0.15439248879845038
ACH-000036,-0.20670168001563055
ACH-000037,-0.2436623924608957
ACH-000039,0.09678780222165004
ACH-000040,-0.12214366187457865
ACH-000041,-0.06835963076389108
ACH-000042,-0.39330063885340616
ACH-000045,-0.10061441024809296
ACH-000047,-0.3591105903437962
ACH-000052,-0.06799099071092213
ACH-000053,-0.07151122600268578
ACH-000054,-0.1114662004480779
ACH-000055,-0.0908627857773638
ACH-000060,-0.27046770590629765
ACH-000067,-0.08629027019605116
ACH-000070,-0.2838609971674456
ACH-000075,-0.11000141842439493
ACH-000078,0.010750903078719549
ACH-000082,-0.17335523120957172
ACH-000085,-0.3398918509732739
ACH-000086,0.003118552929458276
ACH-000087,-0.025149092626832018
ACH-000092,-0.15166019698864935
ACH-000095,-0.12742790094520967
ACH-000097,-0.12878823581205845
ACH-000098,-0.04640535843833112
ACH-000099,-0.1743326271506085
ACH-000108,-0.2109214219314375
ACH-000113,-0.1167622606174506
ACH-000116,-0.13745948462775226
ACH-000118,-0.13870574181253945
ACH-000120,-0.0591437382350047
ACH-000123,-0.057399224960022414
ACH-000127,-0.09224779414898993
ACH-000128,-0.08121775170965426
ACH-000132,-0.09381748230606347
ACH-000133,-0.1752189247782372
ACH-000137,-0.08041481886204692
ACH-000138,-0.07639511556308036
ACH-000142,-0.1934205049656936
ACH-000143,-0.15420754788192428
ACH-000146,-0.11975655916305533
ACH-000148,-0.061997463334405936
ACH-000150,0.052972404758226274
ACH-000152,-0.10984088705662147
ACH-000153,-0.0960305267168204
ACH-000159,-0.060818403644564874
ACH-000160,-0.289992987105729
ACH-000163,-0.3468173307884109
ACH-000167,-0.5488790740230295
ACH-000168,-0.1604721996783082
ACH-000169,-0.427758554144876
ACH-000178,-0.10151769895843264
ACH-000183,-0.0029706595204051843
ACH-000188,-0.05986003965364945
ACH-000189,-0.1706672070016342
ACH-000190,-0.06263848129604024
ACH-000198,-0.07507384568397997
ACH-000203,-0.19461698487071105
ACH-000204,-0.05175399699403363
ACH-000206,-0.15053404309806453
ACH-000207,-0.1166385407590086
ACH-000208,-0.14525964910185904
ACH-000210,-0.0820665698212815
ACH-000211,-0.10063744109464824
ACH-000215,-0.06112573690083305
ACH-000221,-0.07665301846556806
ACH-000222,-0.32838365387810425
ACH-000223,-0.049027456114410235
ACH-000226,-0.0815566548409229
ACH-000227,-0.03548073717537098
ACH-000228,-0.07390550695698435
ACH-000231,-0.10498012257607307
ACH-000232,-0.008703997121839243
ACH-000233,-0.09316210480802604
ACH-000234,-0.13284528113737715
ACH-000235,-0.15533754709772374
ACH-000237,-0.22221146336221395
ACH-000238,-0.3766425609218878
ACH-000242,0.22586140260369664
ACH-000243,-0.1368423540186859
ACH-000244,-0.2754990001860958
ACH-000246,-0.18933695180421475
ACH-000248,-0.19485327181689552
ACH-000250,-0.1476172861728312
ACH-000251,-0.11759894649090022
ACH-000252,-0.08104737647554462
ACH-000253,-0.33627378684812725
ACH-000255,-0.0405399552596706
ACH-000256,-0.2143907085227162
ACH-000257,-0.17915218651464454
ACH-000258,-0.1906285094745621
ACH-000259,-0.22890706524990054
ACH-000260,-0.06699606726591302
ACH-000261,-0.06616467205356945
ACH-000262,-0.06007078011253869
ACH-000263,-0.21994665445055625
ACH-000264,-0.22861611118111955
ACH-000265,-0.0871597692115676
ACH-000266,-0.2825569217354391
