,PAFAH1B3 (5050)
ACH-000004,-0.11764047572011435
ACH-000005,-0.47841450338102204
ACH-000007,-0.28243058009834004
ACH-000009,-0.14967741711415222
ACH-000011,-0.14696452211171465
ACH-000012,-0.10485105486642014
ACH-000013,-0.16591961663065588
ACH-000014,-0.16091608108108835
ACH-000015,-0.2179753634012873
ACH-000017,-0.12559966771484832
ACH-000018,-0.062184476654163524
ACH-000019,-0.05604161129776136
ACH-000021,-0.10350111199385066
ACH-000022,-0.06678700342128056
ACH-000025,-0.035216854858732334
ACH-000028,-0.2139232223931968
ACH-000030,-0.25681999272772604
ACH-000035,-0.2030045273894459
ACH-000036,-0.14362625285260447
ACH-000037,-0.1329145899387648
ACH-000039,-0.04067590906170005
ACH-000040,-0.049857336269756115
ACH-000041,-0.035507208974163554
ACH-000042,-0.012257130490329836
ACH-000045,-0.1320846143950432
ACH-000047,-0.03778201158889902
ACH-000052,-0.3441474796141251
ACH-000053,-0.11517677205452499
ACH-000054,-0.07368538205275962
ACH-000055,-0.08640811961566358
ACH-000060,0.0024512753052152885
ACH-000067,-0.07219192656348236
ACH-000070,-0.0453927600414645
ACH-000075,-0.32770447812719344
ACH-000078,0.0796463401359224
ACH-000082,-0.04268677878082595
ACH-000085,-0.09925849986869277
ACH-000086,-0.013776097425910412
ACH-000087,-0.1445061576836304
ACH-000092,-0.14039985685498954
ACH-000095,-0.06809256841599569
ACH-000097,-0.2279546666761007
ACH-000098,-0.21312938525085148
ACH-000099,-0.11041309735282406
ACH-000108,0.05064911067128063
ACH-000113,0.09203878116522853
ACH-000116,-0.14597127863040807
ACH-000118,-0.1273961074429129
ACH-000120,-0.1004781804582938
ACH-000123,-0.013319371654918895
ACH-000127,-0.2397804455264292
ACH-000128,-0.3007721832618016
ACH-000132,-0.26927295593838163
ACH-000133,-0.1894126720486302
ACH-000137,-0.04306779842582037
ACH-000138,-0.10782512760843786
ACH-000142,-0.12706973819670478
ACH-000143,-0.06438076246418091
ACH-000146,-0.06507046591350009
ACH-000148,-0.13170470854599595
ACH-000150,-0.13801943738695216
ACH-000152,-0.09003364815884105
ACH-000153,-0.12871746769034334
ACH-000159,-0.1230535703655712
ACH-000160,-0.2350385309489869
ACH-000163,-0.1124538780628356
