,PER2 (8864)
ACH-000673,-0.20636659773881635
ACH-000676,-0.2117903808486964
ACH-000677,-0.1740105365797971
ACH-000681,-0.30510791128082226
ACH-000683,-0.21670242566291528
ACH-000684,-0.4006236479606689
ACH-000688,-0.3230695192708868
ACH-000693,-0.08750591498870318
ACH-000694,-0.1768466524558033
ACH-000695,-0.18111744185438786
ACH-000696,-0.1818683876455383
ACH-000697,-0.21572636951062524
ACH-000699,-0.21127906107651287
ACH-000701,-0.317020610100444
ACH-000706,-0.1849960849624757
ACH-000711,-0.15306819314505746
ACH-000713,-0.2569297523399721
ACH-000714,-0.33889432095375194
ACH-000718,-0.241668237923066
ACH-000720,-0.3884190246541697
ACH-000721,-0.215404629110978
ACH-000724,-0.19144916929890574
ACH-000725,-0.13318638243978315
ACH-000732,-0.06507159030194544
ACH-000734,-0.22229982275652768
ACH-000735,-0.2136667719564008
ACH-000736,-0.24410283597258944
ACH-000738,-0.23383250485674406
ACH-000746,-0.3350780045061334
ACH-000747,-0.18569797372471336
ACH-000748,-0.1831570056858087
ACH-000753,-0.22348287567061606
ACH-000756,-0.37987369064078397
ACH-000757,-0.20702476438043288
ACH-000758,-0.19401759360684445
ACH-000760,-0.16230325032212373
ACH-000762,-0.18327153661104348
ACH-000763,-0.1724554389497545
ACH-000764,-0.30910782817827503
ACH-000765,-0.1830760629862531
ACH-000766,-0.23200568657614895
ACH-000767,-0.1483740270181695
ACH-000768,-0.2632443555998388
ACH-000769,-0.3798942368317632
ACH-000770,-0.22690003714104004
ACH-000771,-0.1159466143446473
ACH-000773,-0.21504743884484495
ACH-000776,-0.2595710495190338
ACH-000777,-0.3263574752075998
ACH-000778,-0.15893022185686687
ACH-000781,-0.17075950304584436
ACH-000782,-0.3155154425159008
ACH-000783,-0.1351024473635536
ACH-000784,-0.16559620161813493
ACH-000785,-0.2593242247665861
ACH-000787,-0.25687395643835104
ACH-000788,-0.2073525908371438
ACH-000791,-0.1882696859834472
ACH-000792,-0.18300202355598616
ACH-000794,-0.2472839659094709
ACH-000796,-0.1347007428294438
ACH-000798,-0.31706732769520835
ACH-000799,-0.38201639007333815
ACH-000800,-0.12794765668984276
ACH-000802,-0.18115203004583105
ACH-000804,-0.1583233433951363
ACH-000805,-0.19696841076586605
ACH-000809,-0.2093274461431471
ACH-000810,-0.056776112100567176
ACH-000811,-0.2697022019657772
ACH-000817,-0.3277114785335473
ACH-000819,-0.1603511657442767
ACH-000820,-0.18530119817675905
ACH-000821,-0.19259559292816286
ACH-000822,-0.3127152272599148
ACH-000823,-0.18496312165651213
ACH-000824,-0.21229728572391185
ACH-000827,-0.21932235124254248
ACH-000829,-0.32331220264307353
ACH-000831,-0.28027205293673746
ACH-000832,-0.17654811895235967
ACH-000833,-0.17071940736009553
ACH-000834,-0.15326983557743135
ACH-000835,-0.18192335446229188
ACH-000836,-0.022060377568695062
ACH-000837,-0.19249270399177787
ACH-000838,-0.2945975307593489
ACH-000839,-0.2431896285188156
ACH-000840,-0.21788828459252266
ACH-000841,-0.2364351127855645
ACH-000843,-0.017106743449274184
ACH-000846,-0.20311831426818916
ACH-000847,-0.3375736131473077
ACH-000848,-0.19669732058620748
ACH-000849,-0.17153734449055558
ACH-000851,-0.143324101310897
ACH-000855,0.007284193452863278
ACH-000856,-0.22435242984660286
ACH-000858,-0.1703496063783975
ACH-000859,-0.2812993547188005
ACH-000861,-0.1479679479794621
ACH-000862,-0.28469079260021296
ACH-000865,-0.3085405851674196
ACH-000866,-0.09780211640405638
ACH-000867,-0.1891341073965548
ACH-000869,-0.16400282377058875
ACH-000872,-0.09416630559208113
ACH-000873,-0.09933646477225187
ACH-000876,-0.14345566001927318
ACH-000878,-0.16382906735199673
ACH-000880,-0.11390127823224412
ACH-000881,-0.2482665800844173
ACH-000882,-0.21002875204610327
ACH-000884,-0.23014858228619986
ACH-000885,-0.2992483417232072
ACH-000887,-0.11094609779454084
ACH-000889,-0.3529581789434346
ACH-000896,-0.14679688501307758
ACH-000898,-0.29213492452773665
ACH-000900,-0.14306991505643754
ACH-000901,-0.2205679546664376
ACH-000905,-0.1910418251838972
ACH-000906,-0.2609529989136272
ACH-000907,-0.3392759875037896
ACH-000910,-0.11663523498191593
ACH-000911,-0.2827660216965302
ACH-000912,-0.18779679890883613
ACH-000913,-0.30314762589390953
ACH-000915,-0.1686711506791643
ACH-000916,-0.4956633083554805
ACH-000917,-0.20238686858225804
ACH-000920,-0.30777813566891626
ACH-000921,-0.17189767561307315
ACH-000924,-0.19118976205777236
ACH-000926,-0.20473639993904508
ACH-000928,-0.15481498295274246
ACH-000929,-0.30222763199225705
ACH-000932,-0.09842252901967292
ACH-000935,-0.17475193382318624
ACH-000936,-0.10644306151032312
ACH-000937,-0.3496816876372215
ACH-000938,-0.3077218377978605
ACH-000939,0.00871975775832406
ACH-000941,-0.26492959842053065
ACH-000943,-0.20634844594746066
ACH-000946,-0.22543508797960995
ACH-000947,-0.16269466850079348
ACH-000948,-0.1832280368147663
ACH-000950,-0.2132098112714276
ACH-000953,-0.5147496638445009
ACH-000954,-0.2206362222740063
ACH-000957,-0.1372121720223166
ACH-000958,-0.1822633015306316
ACH-000960,-0.20864069643339606
ACH-000963,-0.3884464101397528
ACH-000968,0.0030271237212583352
ACH-000969,-0.2503164225309965
ACH-000972,-0.4550239723885397
ACH-000973,-0.2841934736613609
ACH-000974,-0.3357446074898293
ACH-000978,-0.08704117829091845
ACH-000984,-0.2178712666117948
ACH-000986,-0.2352393999297164
ACH-000988,-0.3471812172124709
ACH-000993,-0.3067772325769699
ACH-000994,-0.21257151113467276
ACH-000996,-0.2644205849611491
ACH-001001,-0.3153826041814804
ACH-001020,-7.061786752290753e-05
ACH-001028,-0.2072892436117077
ACH-001031,-0.2666172717251726
ACH-001038,-0.21958752687937047
ACH-001048,-0.20119362086359704
ACH-001050,-0.18558637716860335
ACH-001053,-0.15354895214096048
ACH-001054,-0.2098218478258728
ACH-001061,-0.0895047410168057
ACH-001067,-0.3298069560501725
ACH-001075,-0.2785115432900922
ACH-001096,-0.25126302689397195
ACH-001111,-0.3987017935323135
ACH-001119,-0.14643659609942433
ACH-001128,0.4560022125287842
ACH-001134,-0.06989242635414572
ACH-001151,-0.23347360256996114
ACH-001163,-0.18824108014913635
ACH-001164,-0.0864658848779411
ACH-001183,-0.21372959622337376
ACH-001192,-0.2326823457321344
ACH-001193,0.11029687961920044
ACH-001196,-0.3731639795350401
ACH-001197,-0.2871643176681809
ACH-001205,-0.22340525271081849
ACH-001211,-0.2971905875357308
ACH-001212,-0.3673578071948999
ACH-001228,-0.23854185445243825
ACH-001232,-0.1000291014054825
ACH-001239,-0.18877201687901252
ACH-001270,-0.2214767788956659
ACH-001274,-0.2680859289504811
ACH-001275,-0.31430950228839416
ACH-001277,-0.3336837885041358
ACH-001278,-0.2986619936801068
ACH-001280,-0.24144245038946144
ACH-001283,-0.2753246226225883
ACH-001289,-0.3335891973603904
ACH-001300,-0.2980951638891455
ACH-001301,-0.1886575156502032
ACH-001302,-0.16449592482342654
ACH-001306,-0.05378531284084609
ACH-001318,-0.270357512752762
ACH-001322,-0.4165611900404435
ACH-001328,-0.2640375555483033
ACH-001332,-0.03167742142039149
ACH-001336,-0.2329311478622696
ACH-001346,-0.2751017346771384
ACH-001353,-0.17761516067396335
ACH-001354,-0.4233163330579789
ACH-001367,-0.07110348734861092
ACH-001368,-0.27573860042229115
ACH-001374,-0.23091329353142484
ACH-001377,-0.10330005437718316
ACH-001380,-0.14640031384676927
ACH-001391,-0.11017158771217264
ACH-001408,-0.35024738380049786
ACH-001430,-0.5188433041561862
ACH-001431,-0.16250414695087126
ACH-001450,-0.2759995658955152
ACH-001496,-0.025993236899728545
ACH-001500,-0.2390127736690378
ACH-001523,-0.2632115701781051
ACH-001532,-0.2120189922587143
ACH-001550,-0.004257210684332046
ACH-001552,-0.23338431886756886
ACH-001554,-0.19127213461486373
ACH-001654,-0.3025866161170821
ACH-001735,-0.15975758516681618
ACH-001736,-0.2511577173502713
ACH-001737,-0.22450233103042969
ACH-001740,-0.1621169501301888
ACH-001745,-0.07971336248869833
ACH-001765,-0.17989410566925404
