,PTER (9317)
ACH-000004,-0.19607185330718915
ACH-000005,0.1159912635915702
ACH-000007,-0.12703311268765433
ACH-000009,0.04905909433412342
ACH-000011,-0.1754324715742928
ACH-000012,0.033213227544238465
ACH-000013,-0.04878681722204622
ACH-000014,-0.12721186208310012
ACH-000015,0.06096708136763509
ACH-000017,0.03783099147016943
ACH-000018,-0.07666343334384296
ACH-000019,0.012955075963306672
ACH-000021,-0.1096098172616899
ACH-000022,-0.21423935661406332
ACH-000025,0.08687036087921295
ACH-000028,0.009890442688998243
ACH-000030,-0.08987882886806563
ACH-000035,-0.09633624162798908
ACH-000036,-0.033968472264668884
ACH-000037,-0.03744528699872484
ACH-000039,-0.16823414960285474
ACH-000040,-0.04141782787214236
ACH-000041,0.07273509834387146
ACH-000042,-0.004405972757576002
ACH-000045,0.017490674621722487
ACH-000047,0.012482017072632131
ACH-000052,0.14990904654551862
ACH-000053,0.02727472904020379
ACH-000054,-9.705584570115568e-05
ACH-000055,-0.005676964478998845
ACH-000060,-0.05335941398265669
ACH-000067,0.0961505098649856
ACH-000070,-0.023853698189059025
ACH-000075,0.2654353015279049
ACH-000078,0.017925078753818255
ACH-000082,-0.024264712459933942
ACH-000085,-0.01825953335059449
ACH-000086,0.011717663465805087
ACH-000087,0.024313350170016432
ACH-000092,0.006245832240200981
ACH-000095,0.039548438042834866
ACH-000097,0.04520552902810456
ACH-000098,-0.019535494642246028
ACH-000099,-0.045332045383437256
ACH-000108,0.02131270096319465
ACH-000113,-0.055704060638529306
ACH-000116,0.020890177257866332
ACH-000118,-0.06206074686243911
ACH-000120,-0.03981984233410285
ACH-000123,0.007146751660071016
ACH-000127,-0.010212162108131794
ACH-000128,0.1355724658739496
ACH-000132,-0.04320858641392245
ACH-000133,0.06881117333473932
ACH-000137,-0.04798729889900205
ACH-000138,0.03232525183001317
ACH-000142,0.02169690267966726
ACH-000143,-0.16001743178574646
ACH-000146,-0.07879238317884682
ACH-000148,-0.1292783972047878
ACH-000150,-0.012057434376335342
ACH-000152,0.05540388931332835
ACH-000153,0.1265294264889544
ACH-000159,-0.10454639105897606
ACH-000160,-0.012857547384346222
ACH-000163,0.0025271836342557696
ACH-000167,0.006843121479759332
ACH-000168,-0.0748640401318024
ACH-000169,0.06401106787368567
ACH-000178,-0.1250332191234017
ACH-000183,-0.0865457329072254
ACH-000188,-0.005495678883441172
ACH-000189,-0.04895614317389093
ACH-000190,-0.11084488159581572
ACH-000198,-0.03512281754035898
ACH-000203,0.053952026506353334
ACH-000204,0.08216504240913368
ACH-000206,-0.04050975657383028
ACH-000207,-0.10902150012189996
ACH-000208,0.09504380354624084
ACH-000210,-0.09122490211469694
ACH-000211,-0.020142954427713286
ACH-000215,-0.008704126551686906
ACH-000221,-0.014078016679345075
ACH-000222,0.05917879203818995
ACH-000223,-0.03513012663843304
ACH-000226,0.12322875301865112
ACH-000227,-0.12588648896599147
ACH-000228,0.012396928090632371
ACH-000231,-0.11123078874113387
ACH-000232,-0.12219846526901028
ACH-000233,-0.08249771623566962
ACH-000234,0.0014701444532461934
ACH-000235,-0.03446816043683475
ACH-000237,-0.020849660650954505
ACH-000238,-0.052415456579283384
ACH-000242,0.16885006764362004
ACH-000243,0.03967927258692867
ACH-000244,-0.06796594228542965
ACH-000246,0.08128087641948208
ACH-000248,0.014682492833894984
ACH-000250,0.035394761382798866
ACH-000251,0.02885187779519204
ACH-000252,0.008577703097285201
ACH-000253,0.003685623352391711
ACH-000255,0.06847516879011363
ACH-000256,0.15387415391524198
ACH-000257,-0.16404984443267612
ACH-000258,-0.05788190615888465
ACH-000259,0.006490569816877382
ACH-000260,-0.050053442328577384
ACH-000261,0.001308908464262564
ACH-000262,-0.04823430157636443
ACH-000263,-0.14406111286658205
ACH-000264,0.03644036866815455
ACH-000265,0.0005004691939208432
ACH-000266,-0.02884906205806825
ACH-000272,0.07196726876237687
ACH-000274,-0.024354343811897557
ACH-000277,-0.05459542182555862
ACH-000278,0.06428479254862086
ACH-000279,0.02019547169594792
ACH-000280,-0.0048037055591850465
ACH-000281,-0.11144082194804196
ACH-000288,0.014851604489186016
ACH-000291,0.029416781850506286
ACH-000293,-0.07641034794222121
ACH-000294,0.0031983637478595122
ACH-000295,-0.06778243304926773
ACH-000296,0.017154893563954568
ACH-000302,-0.039019561540440784
ACH-000304,0.1245619718025608
ACH-000307,-0.0041094470519860435
ACH-000308,-0.02095374460480217
ACH-000310,0.024023741831366636
ACH-000311,0.011798596831541093
ACH-000312,-0.0852703636621116
ACH-000315,0.04065899651220878
ACH-000316,-0.16654031502277147
ACH-000317,0.1276229190622893
ACH-000318,-0.04930881746154678
ACH-000319,-0.09717349780974534
ACH-000320,0.15620673307016422
ACH-000322,0.05837048677949415
ACH-000323,-0.046489613741796096
ACH-000324,0.02430877839110276
ACH-000329,-0.057628326068160325
ACH-000330,0.0303838578129578
ACH-000331,-0.061714815476697125
ACH-000332,-0.11318704878558535
ACH-000334,0.039786173429650136
ACH-000335,-0.060260945556534086
ACH-000336,0.15255191421595604
ACH-000337,0.06602050242136827
ACH-000338,-0.4912728420679364
ACH-000339,0.040142228248733536
ACH-000341,-0.03302324947511645
ACH-000348,0.03098642475364577
ACH-000350,-0.022512807179905957
ACH-000352,-0.08600790681774244
ACH-000356,-0.0733659967950602
ACH-000361,0.11044938792399273
ACH-000362,-0.01715699418361619
ACH-000363,-0.033904165335269416
ACH-000364,0.07898681167392049
ACH-000365,-0.04356676348105547
ACH-000366,-0.030548999591794364
ACH-000368,0.2043000990205675
ACH-000374,0.09192079652942617
ACH-000375,0.06383456498365822
ACH-000376,0.01350746306918934
ACH-000381,0.1275722276867055
ACH-000383,-0.004140580649766148
ACH-000387,-0.06901532055775507
ACH-000389,-0.2274795440170388
ACH-000390,-0.02565060117255681
ACH-000393,-0.05631144420378286
ACH-000395,0.09943827896851684
ACH-000396,-0.1824781986222127
ACH-000397,-0.16051858912070702
ACH-000401,0.11758963420645616
ACH-000402,0.35165782627330183
ACH-000403,0.02096439350248397
ACH-000404,-0.2476685429464904
ACH-000406,-0.0035856674736919197
ACH-000407,-0.04100007068684898
ACH-000408,-0.01981452413169577
ACH-000410,0.04720671239517213
ACH-000411,0.02512647997972995
ACH-000414,0.0033600547870642353
ACH-000415,0.10841970207489
ACH-000416,-0.025418974501285337
ACH-000420,-0.0006993127078333133
ACH-000421,-0.05755965156030592
ACH-000424,0.023826858284608968
