,MAEA (10296)
ACH-000461,-0.2631486625304628
ACH-000463,-0.5044026413257742
ACH-000464,-0.3752676321051467
ACH-000466,-0.42519105652904576
ACH-000467,-0.37149585948861896
ACH-000468,-0.3899372222352431
ACH-000469,-0.5758671239521844
ACH-000470,-0.20809490874833492
ACH-000471,0.08353854193298439
ACH-000472,-0.19573991606081992
ACH-000473,-0.4536037699952127
ACH-000475,-0.4476577828411
ACH-000476,-0.2870529748459039
ACH-000477,-0.28290151143981945
ACH-000479,-0.06248890089422554
ACH-000480,-0.0951503544583409
ACH-000481,-0.07890021574802268
ACH-000483,-0.44718584288859853
ACH-000484,0.030786686325416743
ACH-000485,-0.5429514604489448
ACH-000486,-0.4234600032421447
ACH-000487,-0.13451023448793198
ACH-000488,-0.5329180893276674
ACH-000490,-0.3474416336061917
ACH-000491,-0.33379727459380404
ACH-000495,-0.42154763749808105
ACH-000496,-0.4549622764913561
ACH-000499,-0.1935515451443155
ACH-000500,-0.04666739906991345
ACH-000502,-0.3235177098313629
ACH-000503,-0.5119119582656398
ACH-000505,-0.4552416896343389
ACH-000507,-0.2460390392123989
ACH-000510,-0.16932276931988072
ACH-000511,-0.34650724076894
ACH-000512,-0.3894514092163536
ACH-000516,-0.3707065715424529
ACH-000517,-0.1709433702815299
ACH-000518,-0.5051082002723167
ACH-000520,-0.19956466046400287
ACH-000521,-0.4013576233179279
ACH-000522,-0.41995228573667737
ACH-000524,-0.4890100289589244
ACH-000527,-0.6203323718404414
ACH-000528,-0.5740967838424715
ACH-000537,-0.4953989571408995
ACH-000541,-0.8880915963433494
ACH-000542,-0.3157612030011378
ACH-000544,-0.3990257611321886
ACH-000545,-0.30825966072646005
ACH-000547,-0.06949450431992248
ACH-000548,-0.5525547040253058
ACH-000549,-0.4524415318461901
ACH-000550,-0.15738793185565966
ACH-000552,-0.4766861869623009
ACH-000556,-0.1333918109113892
ACH-000557,-0.06844149194183334
ACH-000569,-0.2813547376529651
ACH-000570,-0.31007577991524915
ACH-000571,-0.3605543556327284
ACH-000573,-0.4022102632740795
ACH-000576,-0.1778738223185231
ACH-000579,-0.35837132766453805
ACH-000580,-0.5039320266849131
ACH-000584,-0.3911812614890732
ACH-000585,-0.6515240773644473
ACH-000588,-0.4947558723093208
ACH-000589,-0.3701445252627919
ACH-000591,-0.4290011540857728
ACH-000593,-0.7157031074090564
ACH-000600,-0.38080329873216906
ACH-000601,-0.24731967103390495
ACH-000605,-0.2583234396766527
ACH-000606,-0.6197278671930849
ACH-000608,-0.3176859040994863
ACH-000614,-0.04477026195015102
ACH-000616,-0.3594755235153814
ACH-000618,-0.34376689502299457
ACH-000619,-0.5630996861284453
ACH-000620,-0.6985715309651918
ACH-000621,-0.30471121550459124
ACH-000622,-0.2609183682780817
ACH-000623,-0.4491018910398529
ACH-000624,-0.2509580313039176
ACH-000627,-0.4437751216983393
ACH-000630,-0.6022826908127655
ACH-000631,-0.16208440163955964
ACH-000632,-0.2903294282304564
ACH-000633,-0.04676754579751122
ACH-000637,-0.3238344794183237
ACH-000638,-0.20537332164637687
ACH-000646,-0.5423178839686865
ACH-000647,-0.4466799915926925
ACH-000648,-0.26132316716431925
ACH-000649,-0.31667778299667704
ACH-000651,-0.16809595052894258
ACH-000652,-0.4562561886201778
ACH-000653,0.17335852337879729
ACH-000657,-0.12892485404760592
ACH-000658,-0.3177947577568177
ACH-000661,-0.4597758631569286
ACH-000662,-0.37275897325024493
ACH-000663,-0.2223904354798782
ACH-000665,-0.4931500197899612
ACH-000671,-0.3555826708840995
ACH-000672,-0.4585757148029994
ACH-000673,-0.08231858416795672
ACH-000676,-0.2885574596952161
ACH-000677,-0.2601615386212943
ACH-000681,-0.08103992614866479
ACH-000683,-0.3702577876823929
ACH-000684,-0.2621743535837097
ACH-000688,-0.7903313403405235
ACH-000693,-0.3059445112766885
ACH-000694,-0.3243814439775093
ACH-000695,-0.2835763649183225
ACH-000696,-0.3762850631153117
ACH-000697,-0.3948634355998521
ACH-000699,-0.09024838263028667
ACH-000701,-0.3735795297837175
ACH-000706,-0.3529092726723063
ACH-000711,-0.2673577175037876
ACH-000713,-0.2059269149590093
ACH-000714,-0.9646610996274932
ACH-000718,-0.39525144707532256
ACH-000720,-0.5094575234784592
ACH-000721,0.027740011728134183
ACH-000724,-0.4162636946089108
ACH-000725,-0.6433105516694514
ACH-000732,-0.414220210039277
ACH-000734,-0.35316254691969706
ACH-000735,-0.6717532807698224
ACH-000736,-0.3842274898049533
ACH-000738,-0.058641971970070525
ACH-000746,-0.2615899234536874
ACH-000747,-0.6385771398727639
ACH-000748,-0.1984418205008615
ACH-000753,-0.27341480115093136
ACH-000756,-0.4996973014143611
ACH-000757,-0.16368537843116482
ACH-000758,-0.15751726175246078
ACH-000760,-0.0792654253218383
ACH-000762,-0.5190677592278437
ACH-000763,0.08062341830768162
ACH-000764,-0.3706716184822553
ACH-000765,-0.13488619428472054
ACH-000766,-0.39617145524191977
ACH-000767,0.02638736459389392
ACH-000768,-0.4331153661440849
ACH-000769,-0.2599644556614691
ACH-000770,-0.15277697019596276
ACH-000771,-0.5959005094567125
ACH-000773,-0.16079503865792846
ACH-000776,-0.2575136740394487
ACH-000777,-0.5278923843316141
ACH-000778,-0.413169789220724
ACH-000781,-0.1579898445292318
ACH-000782,-0.2165891623223078
ACH-000783,-0.7489967081821779
ACH-000784,-0.14140184688465374
ACH-000785,-0.5206102007591392
ACH-000787,-0.7461216437566649
ACH-000788,-0.301159776104218
ACH-000791,-0.2461995681650733
ACH-000792,-0.511896023484004
ACH-000794,-0.8080350646551073
ACH-000796,-0.629352815109428
ACH-000798,-0.21538447225842552
ACH-000799,-0.4600469646818025
ACH-000800,-0.4599013449220041
ACH-000802,-0.2855285884974785
ACH-000804,-0.2392312599837102
ACH-000805,-0.2918384232509661
ACH-000809,-0.2846150942009668
ACH-000810,-0.17908383054921262
ACH-000811,-0.20450404094093946
ACH-000817,-0.027381566989782474
ACH-000819,-0.232549905360014
ACH-000820,-0.6745706457279402
ACH-000821,-0.2994573658959128
ACH-000822,-0.1962040495612173
ACH-000823,-0.2480609395901191
ACH-000824,-0.22497468799311213
ACH-000827,-0.3292503999040079
ACH-000829,-0.06591444656092868
ACH-000831,-0.2514770210116494
ACH-000832,-0.3796687728795016
ACH-000833,-0.30288525146444417
ACH-000834,-0.5396070564539159
ACH-000835,-0.3412779982656206
ACH-000836,-0.42725319953097785
ACH-000837,-0.14293781579039372
ACH-000838,-0.20740936242857547
ACH-000839,-0.4378364245413837
ACH-000840,-0.02354615377466097
ACH-000841,-0.5699800548634353
ACH-000843,-0.25021152714006395
ACH-000846,-0.168758776240692
ACH-000847,-0.1834156839961429
ACH-000848,-0.26930211747931354
ACH-000849,-0.3898982294596538
ACH-000851,-0.5499130305776339
ACH-000855,-0.32102552920153565
ACH-000856,-0.26496458673295303
ACH-000858,-0.5726214156033486
ACH-000859,-0.24080515664003535
ACH-000861,-0.20063545603802632
ACH-000862,-0.2366165703560973
ACH-000865,-0.28500348612300497
ACH-000866,-0.4584455057473781
ACH-000867,0.06621994900008618
ACH-000869,-0.4582205410482354
ACH-000872,-0.4055876759546447
ACH-000873,-0.40221142805288257
ACH-000876,-0.685128521510064
ACH-000878,0.032251029563183174
ACH-000880,-0.5993250561457515
ACH-000881,-0.30331314309044954
ACH-000882,-0.12046533233813612
ACH-000884,-0.39789039323991016
ACH-000885,-0.4465821464268591
ACH-000887,-0.16180966858970028
ACH-000889,-0.15787017968388306
ACH-000896,-0.6022352960793397
ACH-000898,-0.30843476545574594
ACH-000900,-0.5761847920174314
ACH-000901,-0.2996483095270998
ACH-000905,-0.4022706100206347
ACH-000906,-0.3228535130892351
ACH-000907,-0.12439893059987354
ACH-000910,-0.3927487395248228
ACH-000911,-0.3038083793742198
ACH-000912,-0.620385993367621
ACH-000913,-0.2838032625410445
ACH-000915,-0.5849953058864187
ACH-000916,-0.4955177727941323
ACH-000917,-0.42480731751837225
ACH-000920,-0.08949466731032361
ACH-000921,-0.3843410636022127
ACH-000924,-0.42945061848797933
ACH-000926,-0.42038166270863103
ACH-000928,-0.4704948356899154
ACH-000929,-0.5642594997537785
ACH-000932,-0.4264627861760612
ACH-000935,0.0805364187743769
ACH-000936,-0.3258107436174074
ACH-000937,-0.08962789787368393
ACH-000938,0.2871227659498282
ACH-000939,-0.3847144619217507
ACH-000941,-0.4179496849139773
ACH-000943,-0.19422481887790852
ACH-000946,-0.1536248346194514
ACH-000947,-0.1543465785095011
ACH-000948,-0.2888984492545534
ACH-000950,-0.28724922334857994
ACH-000953,-0.2364716282948813
ACH-000954,-0.3330354026044685
ACH-000957,-0.3457296134958691
ACH-000958,-0.4154820926344409
ACH-000960,-0.17681734603224422
ACH-000963,-0.11940224349897685
ACH-000968,-0.4184102869438899
ACH-000969,-0.26457902191219057
ACH-000972,-0.2326415100633948
ACH-000973,-0.12055543989345732
ACH-000974,-0.21638207316833016
ACH-000978,-0.4562246111891824
ACH-000984,-0.2307583895407129
ACH-000986,-0.5698332938166342
ACH-000988,-0.3368839185185055
ACH-000993,-0.4160980191915057
ACH-000994,-0.5647287190142044
ACH-000996,-0.4552426050687025
ACH-001001,-0.2226330868600404
ACH-001020,-0.16978791574109578
ACH-001028,-0.027777500860479105
ACH-001031,-0.15167786064994704
ACH-001038,-0.19037170245095766
ACH-001048,-0.2824496081444902
ACH-001050,-0.6319430934970574
ACH-001053,-0.2442182701856493
ACH-001054,-0.4692808516006925
ACH-001061,-0.06305852173589375
ACH-001067,-0.6436228112687487
ACH-001075,-0.6393877810894085
ACH-001096,-0.4506277262261071
ACH-001111,-0.12379937035694664
ACH-001119,-0.5055197366048894
ACH-001128,-0.6412021241682058
ACH-001134,-0.41734446797870217
ACH-001151,-0.2805822175339958
ACH-001163,-0.07781916641679595
ACH-001164,-0.6758209837166617
ACH-001183,-0.35884605924159707
ACH-001192,-0.05591271827631418
ACH-001193,-0.34440932951376163
ACH-001196,-0.12839176931841095
ACH-001197,-0.3566332689347553
ACH-001205,-0.6048307265006225
ACH-001211,-0.27569475808039723
ACH-001212,-0.31330776746453753
ACH-001228,-0.4774135467232524
ACH-001232,-0.18956025815626
ACH-001239,-0.3743991372025584
ACH-001270,-0.3295227238445669
ACH-001274,-0.2778117098898202
ACH-001275,-0.13817147060072085
ACH-001277,-0.2673511786743868
ACH-001278,0.010304693588948543
ACH-001280,-0.15807502059053505
ACH-001283,0.015293515911395748
ACH-001289,-0.22790023127395875
ACH-001300,-0.2584174866064849
ACH-001301,-0.5196073292538141
ACH-001302,-0.1936197319157041
ACH-001306,-0.2851183847090241
ACH-001318,-0.3771270328386864
ACH-001322,-0.4902046400163098
ACH-001328,-0.4020727213652508
ACH-001332,-0.5757072828211638
ACH-001336,-0.2422672452576059
ACH-001346,-0.47716673032777296
ACH-001353,-0.7762686320322941
ACH-001354,-0.4566086924153948
ACH-001367,-0.8072525370605389
ACH-001368,0.02995882427997202
ACH-001374,-0.22382108056493788
ACH-001377,-0.278550884836393
ACH-001380,-0.3831916752475838
ACH-001391,-0.17606794597739744
ACH-001408,-0.4719603978109682
ACH-001430,-0.540158429627231
ACH-001431,-0.4407661528723253
ACH-001450,0.11372100249365608
ACH-001496,-0.3714350216945224
ACH-001500,-0.5197801205113819
ACH-001523,-0.5319090253053532
ACH-001532,-0.3891277484413048
ACH-001550,-0.1171257105683037
ACH-001552,-0.07335231618241275
ACH-001554,-0.5234630125254472
ACH-001654,-0.4922846932765758
ACH-001735,-0.0681393375478912
ACH-001736,-0.4050269484159094
ACH-001737,-0.43162000344345175
ACH-001740,-0.18101745898733204
ACH-001745,-0.2767710948503928
ACH-001765,-0.2954993364108555
