,ATF7IP2 (80063)
ACH-000004,-0.051812549221071334
ACH-000005,0.15872386810998798
ACH-000007,-0.008520139317023662
ACH-000009,0.0479417104053305
ACH-000011,0.16844509336741978
ACH-000012,-0.07148588818332563
ACH-000013,0.002811231801122672
ACH-000014,0.039286830247069804
ACH-000015,-0.08150166493714034
ACH-000017,-0.047272407398673465
ACH-000018,-0.07618118661896581
ACH-000019,0.026073870234877356
ACH-000021,0.01288592767452745
ACH-000022,-0.10670291730230068
ACH-000025,0.032610044716985316
ACH-000028,0.05512589975708379
ACH-000030,0.009718277190595532
ACH-000035,0.037522713191386635
ACH-000036,0.007776416043420534
ACH-000037,0.15293839887783134
ACH-000039,0.13561867745754988
ACH-000040,-0.03424939318829903
ACH-000041,0.02534956296528135
ACH-000042,-0.06925123154315352
ACH-000045,-0.038843865024037465
ACH-000047,0.06847274120583119
ACH-000052,0.09085384521381593
ACH-000053,0.05476467709522117
ACH-000054,-0.07644069878389625
ACH-000055,0.07122188720101631
ACH-000060,0.20690439534264474
ACH-000067,-0.02157219450796173
ACH-000070,0.1001402580887833
ACH-000075,-0.2074665898934117
ACH-000078,-0.03340305882304588
ACH-000082,-0.021026215232848717
ACH-000085,-0.23348502670243015
ACH-000086,-0.03280604091814502
ACH-000087,0.17204922718596466
ACH-000092,0.04619131023195957
ACH-000095,-0.15284954387412586
ACH-000097,0.029616637961345588
ACH-000098,-0.08494748159589335
ACH-000099,0.06920520716085785
ACH-000108,-0.016986545333602717
ACH-000113,-0.17294307191206434
ACH-000116,-0.045144242912152126
ACH-000118,-0.02364859845991352
ACH-000120,0.06470043420326388
ACH-000123,-0.03505128582110524
ACH-000127,-0.030067658011466394
ACH-000128,0.009975118160246054
ACH-000132,-0.04135078517282398
ACH-000133,-0.09111503780840652
ACH-000137,-0.003472123996548209
ACH-000138,0.05760286135992376
ACH-000142,0.009954640280113504
ACH-000143,-0.012433260336361102
ACH-000146,-0.17938836213301135
ACH-000148,0.007621665414383525
ACH-000150,-0.05425556268246488
ACH-000152,-0.03476886262561546
ACH-000153,-0.06779356557656126
ACH-000159,-0.1004224994300336
ACH-000160,0.2989100197998634
ACH-000163,0.10607179721752014
ACH-000167,0.862886309944631
ACH-000168,0.05549052793450791
ACH-000169,-0.04343663929926294
ACH-000178,-0.008600847475912863
ACH-000183,0.0511164667022684
ACH-000188,0.07396570283475877
ACH-000189,0.058304122380195236
ACH-000190,0.26888880140312826
ACH-000198,-0.020083295707104463
ACH-000203,0.261686379062402
ACH-000204,-0.11930776731253523
ACH-000206,-0.0370638196609446
ACH-000207,-0.12446607472094655
ACH-000208,-0.046518289587742685
ACH-000210,-0.24547282309550025
ACH-000211,0.008311410965569933
ACH-000215,0.0001691046781502615
ACH-000221,-0.014214896926170615
ACH-000222,0.007073998386736531
ACH-000223,-0.03851298170334328
ACH-000226,-0.04071030115152283
ACH-000227,-0.18906153368271855
ACH-000228,0.049963828405517
ACH-000231,-0.054717392626842894
ACH-000232,-0.06917603647852842
ACH-000233,0.053631441941710864
ACH-000234,0.1305963545997571
ACH-000235,0.09491397225023276
ACH-000237,0.0602506766954489
ACH-000238,0.16481893152172536
ACH-000242,-0.3658184017211474
ACH-000243,-0.03159407824764193
ACH-000244,-0.09934482727958714
ACH-000246,-0.033362572370492866
ACH-000248,0.0591977384573557
ACH-000250,-0.05454896859598729
ACH-000251,0.029814559054983963
ACH-000252,0.1810501427565809
ACH-000253,0.025977534068510246
ACH-000255,0.05609224057930302
ACH-000256,0.083715028361358
ACH-000257,-0.2164742598835409
ACH-000258,-0.049329417896571366
ACH-000259,0.03518099856461712
ACH-000260,-0.1190689565806992
ACH-000261,-0.14619981087587086
ACH-000262,-0.0944810204506718
ACH-000263,-0.161934165172012
