,OR4D6 (219983)
ACH-000004,0.2809772185879429
ACH-000005,0.32714154475250923
ACH-000007,0.16636066667283986
ACH-000009,0.24610117575335275
ACH-000011,0.20413037222918154
ACH-000012,0.3537971017360259
ACH-000013,0.225325345782768
ACH-000014,0.524108448752662
ACH-000015,0.2284481473882675
ACH-000017,0.2273080301775413
ACH-000018,0.1374666352841734
ACH-000019,0.24375690095950736
ACH-000021,0.2213623596868991
ACH-000022,0.2727310473166581
ACH-000025,0.1880833434378585
ACH-000028,0.20831460352207334
ACH-000030,0.16716117145249004
ACH-000035,0.16221869508895245
ACH-000036,0.2088192708496729
ACH-000037,0.2412268709723734
ACH-000039,0.42528584003780495
ACH-000040,0.22215028283845487
ACH-000041,0.26192915718283244
ACH-000042,0.11537040090530475
ACH-000045,0.2286952113475907
ACH-000047,0.33436170263889586
ACH-000052,0.17917295651087534
ACH-000053,0.2607929650001892
ACH-000054,0.33124328613636195
ACH-000055,0.2781051097374874
ACH-000060,0.1693558844991109
ACH-000067,0.4960449016911842
ACH-000070,0.18971719018971245
ACH-000075,0.3415644057295434
ACH-000078,0.3440982073709373
ACH-000082,0.08377438412123367
ACH-000085,0.369890063949887
ACH-000086,0.22507894091064845
ACH-000087,0.11879886084234235
ACH-000092,0.21445247052048336
ACH-000095,0.2659401309062696
ACH-000097,0.2055912854347735
ACH-000098,0.29503457820795537
ACH-000099,0.3027270003148753
ACH-000108,0.11265861678445055
ACH-000113,0.1439622187777587
ACH-000116,0.18621092137953205
ACH-000118,0.033193338922550865
ACH-000120,0.21327535484626328
ACH-000123,0.3319937617346121
ACH-000127,0.26874598569309804
ACH-000128,0.3961728104275659
ACH-000132,0.1939462658379557
ACH-000133,0.22086653349683574
ACH-000137,0.19610092481961147
ACH-000138,0.18548299783359098
ACH-000142,0.08827779680066389
ACH-000143,0.27853879102457
ACH-000146,0.17611358624788426
ACH-000148,0.3167302878426856
ACH-000150,0.049117908306344604
ACH-000152,0.20903508602672555
ACH-000153,0.07331704152089984
ACH-000159,0.29597128198966866
ACH-000160,0.24139810482229074
ACH-000163,0.2389879446079217
ACH-000167,0.5345991723217098
ACH-000168,0.2462043988651788
ACH-000169,0.18838393995222014
ACH-000178,0.08914421495841128
ACH-000183,0.055196885262366574
ACH-000188,0.1425308268458065
ACH-000189,0.05618419136505739
ACH-000190,0.2890832070954299
ACH-000198,0.14526513639214986
ACH-000203,-0.2694164991879699
ACH-000204,0.20175734568959924
ACH-000206,0.20885643596559844
ACH-000207,0.19271565005321287
ACH-000208,0.23653869849312698
ACH-000210,0.26607382819559683
ACH-000211,0.2234060076685382
ACH-000215,0.34763979883663904
ACH-000221,0.2411781543532352
ACH-000222,0.14634652728594855
ACH-000223,0.21289417896823326
ACH-000226,0.16456196200116902
ACH-000227,0.2630842407859897
ACH-000228,0.10991157725643258
ACH-000231,0.17282931326504405
ACH-000232,0.2725296462870137
ACH-000233,0.19049929411428496
ACH-000234,0.3231963247590145
ACH-000235,0.15315422355780073
ACH-000237,0.2037025506278928
ACH-000238,0.2860261207114497
ACH-000242,0.2825927718997832
ACH-000243,0.261155340614524
ACH-000244,0.2353488284723507
ACH-000246,0.22206948071621094
ACH-000248,0.12872446865876871
ACH-000250,0.2818987106407359
ACH-000251,0.2833533667611823
ACH-000252,0.2038870163833191
ACH-000253,0.27034826272455204
ACH-000255,0.19737321796465213
ACH-000256,0.1966859183899648
ACH-000257,0.10484829302250867
ACH-000258,0.4556871481434186
ACH-000259,0.2111876721510336
ACH-000260,0.22894378633226065
ACH-000261,0.15149827665852833
ACH-000262,0.19851829551342026
ACH-000263,0.2551177709718174
ACH-000264,0.24101440837380145
ACH-000265,0.17379373876735313
ACH-000266,0.16443104548654042
ACH-000272,0.2525367493151916
ACH-000274,0.33832035336590643
ACH-000277,0.205194480440233
ACH-000278,0.2775439280903013
