,OR2K2 (26248)
ACH-000004,0.019348436271938902
ACH-000005,0.164078276402805
ACH-000007,0.025479486170196384
ACH-000009,-0.17834125136587453
ACH-000011,0.033293745894278096
ACH-000012,-0.15416319499171133
ACH-000013,-0.036517875886635166
ACH-000014,0.09720506845733376
ACH-000015,0.03014413129819306
ACH-000017,0.016566913614115632
ACH-000018,0.01630835121795382
ACH-000019,-0.04400038627568435
ACH-000021,-0.03720319589181822
ACH-000022,-0.0028446171482584266
ACH-000025,0.039401610747065316
ACH-000028,0.10116546966002972
ACH-000030,0.011029534701587223
ACH-000035,0.009571242977015794
ACH-000036,0.06868071179557447
ACH-000037,-0.01258046500223836
ACH-000039,0.03000546438250471
ACH-000040,0.023577438716615697
ACH-000041,0.0601115736503994
ACH-000042,-0.15472034608479207
ACH-000045,0.10565600886171997
ACH-000047,0.14052425944047303
ACH-000052,0.057564219908497125
ACH-000053,-0.060097813513730565
ACH-000054,0.13251619045441285
ACH-000055,-0.15478807729560826
ACH-000060,0.014498283403403138
ACH-000067,0.050777527959347785
ACH-000070,-0.05166515416075116
ACH-000075,0.0632299159147962
ACH-000078,-0.029271496472157814
ACH-000082,0.06514737944180644
ACH-000085,-0.02295366442844356
ACH-000086,0.017292387694201376
ACH-000087,-0.06070640746854852
ACH-000092,0.061394394051318885
ACH-000095,-0.08175221361413615
ACH-000097,0.03531454636349469
ACH-000098,0.0960193618092319
ACH-000099,0.013047287175470115
ACH-000108,0.08978308576212066
ACH-000113,0.06598666549980038
ACH-000116,0.006015438171511949
ACH-000118,0.015287234946347119
ACH-000120,-0.05718015146893723
ACH-000123,0.0643825902539437
ACH-000127,-0.026146550889329708
ACH-000128,0.05711806046491812
ACH-000132,-0.08460152725929919
ACH-000133,-0.19401926231668265
ACH-000137,0.07616711609347848
ACH-000138,0.08338270381761513
ACH-000142,-0.014496169717965413
ACH-000143,0.015024972358478932
ACH-000146,-0.045410910364317714
ACH-000148,0.04470153212444932
ACH-000150,0.2376187979808143
ACH-000152,-0.012833257708145791
ACH-000153,0.2240517193756413
ACH-000159,-0.0244583588176675
ACH-000160,-0.013521489100610028
ACH-000163,0.10094583155786796
ACH-000167,0.07352611234742669
ACH-000168,-0.018305326983561417
ACH-000169,0.047790466622563886
ACH-000178,-0.04044599033407294
ACH-000183,-0.0924600129111953
ACH-000188,0.0819268879386637
ACH-000189,0.05180345178422791
ACH-000190,-0.12597790671300824
ACH-000198,0.07494509497428767
ACH-000203,-0.027634274964132316
ACH-000204,4.4860544929262766e-05
ACH-000206,-0.04337694740848396
ACH-000207,0.024551183406163992
ACH-000208,-0.11154483167194247
ACH-000210,-0.05001197083472096
ACH-000211,0.1460629673631041
ACH-000215,0.008844598301037045
ACH-000221,-0.02686505240782316
ACH-000222,0.15183746617312022
ACH-000223,0.004420566306754439
ACH-000226,0.004924745071361812
ACH-000227,-0.1455151076623287
ACH-000228,0.2271426234901001
ACH-000231,0.028756567999652632
ACH-000232,-0.09256782099172302
ACH-000233,-0.018496388890927487
ACH-000234,0.10098956080076328
ACH-000235,0.022972708956261308
ACH-000237,-0.1048471326369709
ACH-000238,-0.03608009264636842
ACH-000242,-0.08157350296346325
ACH-000243,0.1456646754941776
ACH-000244,-0.10867537429652804
ACH-000246,0.022622838646712037
ACH-000248,0.07614226844806536
ACH-000250,-0.005479443397986102
ACH-000251,-0.029369579051499613
ACH-000252,0.28654459838697405
ACH-000253,-0.0011142770809884084
ACH-000255,-0.0853333451914734
ACH-000256,-0.027922024068640156
ACH-000257,0.1131928361812274
ACH-000258,0.01429114011784415
ACH-000259,0.06018590652265191
ACH-000260,-0.006655629211871872
ACH-000261,0.038686647532549766
ACH-000262,0.07255612789356933
