,RIN3 (79890)
ACH-000004,-0.11992553748842955
ACH-000005,-0.06946357751787899
ACH-000007,0.11677021560984968
ACH-000009,-0.12860304268538733
ACH-000011,-0.1042011661168857
ACH-000012,-0.08074263663819395
ACH-000013,-0.0397731890002245
ACH-000014,-0.10849049098968228
ACH-000015,-0.05023060166426961
ACH-000017,-0.045171047050429736
ACH-000018,-0.28159288022267115
ACH-000019,-0.19560939157831655
ACH-000021,-0.08908114610399663
ACH-000022,-0.26232485785104315
ACH-000025,-0.06410587353414368
ACH-000028,-0.1632419260074971
ACH-000030,-0.09293217793921484
ACH-000035,0.01956884953277991
ACH-000036,-0.009593117286792095
ACH-000037,-0.17371479568407167
ACH-000039,0.029250892159138682
ACH-000040,-0.18201929791296947
ACH-000041,-0.12834700706006355
ACH-000042,-0.1797486082512531
ACH-000045,0.09170741475183496
ACH-000047,-0.05240143641716951
ACH-000052,-0.3126741663357089
ACH-000053,-0.1766251859129531
ACH-000054,-0.046799018525023175
ACH-000055,-0.25045864920749683
ACH-000060,-0.25570702538539525
ACH-000067,-0.1555653955120849
ACH-000070,0.027379786192478918
ACH-000075,0.11458462780733172
ACH-000078,-0.12950372635011018
ACH-000082,-0.24869409763479325
ACH-000085,0.093786961937781
ACH-000086,-0.08862825361536933
ACH-000087,-0.2893221549517118
ACH-000092,-0.08805432483512317
ACH-000095,-0.204031121304661
ACH-000097,-0.17687216043996234
ACH-000098,-0.12765693029965827
ACH-000099,-0.14507473378530594
ACH-000108,-0.08087630053282735
ACH-000113,-0.16919516879220875
ACH-000116,-0.1500331374785731
ACH-000118,-0.09180810461232164
ACH-000120,0.006125536068367503
ACH-000123,-0.16206128510816795
ACH-000127,-0.10830258881969357
ACH-000128,-0.0917894346633476
ACH-000132,-0.042831555892175535
ACH-000133,-0.016376832727286413
ACH-000137,0.041552207948591234
ACH-000138,-0.019052414840360157
ACH-000142,-0.051849025440524575
ACH-000143,-0.09215450613051868
ACH-000146,-0.21821117194675452
ACH-000148,-0.08231138861368001
ACH-000150,-0.05227106082717645
ACH-000152,-0.15559876062562486
ACH-000153,-0.026182279411232256
ACH-000159,-0.06340997805472144
ACH-000160,-0.1690845706137513
ACH-000163,0.04122213003819585
ACH-000167,0.0019726410005811426
ACH-000168,-0.06620092315583306
ACH-000169,-0.017412988725021766
ACH-000178,-0.11459487176884213
ACH-000183,-0.0853297846150315
ACH-000188,-0.0818832115276968
