,RAB11FIP3 (9727)
ACH-000004,-0.059927202364303524
ACH-000005,0.010113881739408793
ACH-000007,-0.19549827675155104
ACH-000009,-0.060603569714522174
ACH-000011,-0.036025181350970534
ACH-000012,-0.14371471591085747
ACH-000013,-0.11684401593925516
ACH-000014,-0.02910435960198751
ACH-000015,-0.13171693838735385
ACH-000017,-0.18791104022228766
ACH-000018,-0.07910783146231704
ACH-000019,-0.15460286499676368
ACH-000021,-0.11151729402381952
ACH-000022,-0.1669599668655399
ACH-000025,-0.20292775396433912
ACH-000028,-0.2674594187251981
ACH-000030,-0.12028713925264076
ACH-000035,-0.15403525849422506
ACH-000036,-0.17787659995512534
ACH-000037,-0.14379556639945495
ACH-000039,-0.19806980382441555
ACH-000040,-0.3155265959336349
ACH-000041,-0.046593456256012813
ACH-000042,-0.20037781385555453
ACH-000045,-0.1565128004898871
ACH-000047,-0.35804091437523705
ACH-000052,-0.06859490528251412
ACH-000053,-0.25398407224859193
ACH-000054,-0.16555795285951105
ACH-000055,-0.011597318747112293
ACH-000060,-0.07721087645010867
ACH-000067,-0.25973666253782185
ACH-000070,-0.21893741224236696
ACH-000075,-0.3441332272075041
ACH-000078,-0.3863626418814072
ACH-000082,-0.16427666496324458
ACH-000085,-0.5719856338543936
ACH-000086,0.0007612696162385482
ACH-000087,0.023697608747517026
ACH-000092,-0.10407147006900754
ACH-000095,-0.2574736674669213
ACH-000097,-0.09365261683980222
ACH-000098,-0.11982687978295024
ACH-000099,-0.16958276782010728
ACH-000108,-0.1748611549135984
ACH-000113,-0.2146990030027467
ACH-000116,-0.11823529534083024
ACH-000118,-0.07162288204315176
ACH-000120,0.25539741448115905
ACH-000123,-0.036139391488542214
ACH-000127,-0.07468344801166972
ACH-000128,-0.13734259297066032
ACH-000132,-0.1025086195737315
ACH-000133,-0.11136890883839047
ACH-000137,-0.1395376149478122
ACH-000138,-0.12327019740261715
ACH-000142,-0.2548527622565133
ACH-000143,-0.04919251603939925
ACH-000146,-0.18525602985852205
ACH-000148,-0.1617030394215043
ACH-000150,0.08181314473987919
ACH-000152,-0.14632388917159572
ACH-000153,-0.1625780432338064
ACH-000159,-0.11101024150687662
ACH-000160,-0.10511269089147213
ACH-000163,-0.017632844286581833
ACH-000167,0.0457353834387425
ACH-000168,-0.2144725697720596
ACH-000169,-0.18091668179547912
ACH-000178,-0.23609311515089654
ACH-000183,-0.07884766768118133
ACH-000188,0.022312494070577654
ACH-000189,0.1439324727622913
ACH-000190,-0.2574390187555569
ACH-000198,-0.023629801305505047
ACH-000203,0.1456449219534951
ACH-000204,-0.2643514900901692
ACH-000206,-0.2781054963352953
ACH-000207,0.03769173215722945
ACH-000208,0.11210255475631713
ACH-000210,-0.006245269495841992
ACH-000211,-0.07304816641837647
ACH-000215,-0.1839649736859448
ACH-000221,-0.10762621510034193
ACH-000222,-0.0926210606264383
ACH-000223,-0.23419812405822754
ACH-000226,-0.11623549700058265
ACH-000227,-0.12535180448290084
ACH-000228,-0.0029392085885739487
ACH-000231,-0.15971436483125898
ACH-000232,-0.049480280673109764
ACH-000233,-0.23521183132092044
ACH-000234,-0.20408818756911007
ACH-000235,-0.14191388294091434
ACH-000237,-0.14987704421003542
ACH-000238,-0.19247118653053907
ACH-000242,0.0450814495147849
ACH-000243,-0.06930294670285159
ACH-000244,-0.1618437068323886
ACH-000246,-0.1598395106686621
ACH-000248,-0.1881777911461205
ACH-000250,-0.2912082835132209
ACH-000251,-0.09190240884140076
ACH-000252,-0.076401113175017
ACH-000253,-0.11792664241089862
ACH-000255,-0.06720814854808242
ACH-000256,-0.11285242678909775
ACH-000257,-0.3542753233735897
ACH-000258,-0.3992718129578223
ACH-000259,-0.08981374649388033
ACH-000260,-0.22367029469810573
ACH-000261,-0.06026813391529121
ACH-000262,-0.3474585957833607
ACH-000263,0.3011952100071264
ACH-000264,-0.22431378433931987
ACH-000265,0.047698184273712495
ACH-000266,-0.11054044065871232
ACH-000272,-0.11796822004709245
ACH-000274,-0.1826314145393192
ACH-000277,-0.261297212697896
ACH-000278,-0.07044911089825111
ACH-000279,-0.06380242887822304
ACH-000280,-0.20687644716681186
ACH-000281,-0.020063030341720575
ACH-000288,-0.1704862245503558
ACH-000291,-0.06461280825486662
ACH-000293,-0.08618289026850341
ACH-000294,-0.03166807271158153
ACH-000295,-0.13670044233353926
ACH-000296,-0.16359193584264511
ACH-000302,-0.11949195468997045
ACH-000304,-0.24812093975081526
ACH-000307,-0.07968132583411301
ACH-000308,-0.137361817388705
ACH-000310,-0.2024612418340425
ACH-000311,-0.017542308355845627
ACH-000312,-0.07417863651893516
ACH-000315,-0.16362723799070253
ACH-000316,-0.2799041136274821
ACH-000317,0.057732627002890224
ACH-000318,-0.17993368442609922
