,C1RL (51279)
ACH-000004,-0.007681254761167634
ACH-000005,0.3472270658528874
ACH-000007,0.10042072281283014
ACH-000009,-0.020484441520723904
ACH-000011,0.2441381589014967
ACH-000012,0.16591694374157176
ACH-000013,0.16696265090207302
ACH-000014,0.10112352822148428
ACH-000015,0.10808635082387473
ACH-000017,0.05244261605342289
ACH-000018,0.17909872727479503
ACH-000019,0.1309911908922273
ACH-000021,0.10506335029791056
ACH-000022,0.14725743976526076
ACH-000025,0.20730660107585247
ACH-000028,0.11320944413449112
ACH-000030,0.1153761486105751
ACH-000035,0.09463750650454512
ACH-000036,0.057037759718631766
ACH-000037,0.1739566969874539
ACH-000039,0.18318702213451327
ACH-000040,0.11460839841084372
ACH-000041,0.11490454447848418
ACH-000042,0.02544548203541609
ACH-000045,0.1330161072877658
ACH-000047,0.12744945625912546
ACH-000052,0.2661460642688535
ACH-000053,0.09646439825786088
ACH-000054,0.11168310344476684
ACH-000055,-0.08739304547486433
ACH-000060,0.13676964743308834
ACH-000067,-0.011444379171053986
ACH-000070,-0.0400158484653402
ACH-000075,0.17324658795437142
ACH-000078,0.11875755898105687
ACH-000082,0.0810672525027348
ACH-000085,0.07983482578986764
ACH-000086,0.024363134497648084
ACH-000087,-0.018200615069887318
ACH-000092,0.19107987003138224
ACH-000095,0.14586761814430832
ACH-000097,0.09972810695247812
ACH-000098,0.15345140477495073
ACH-000099,0.18007331554193906
ACH-000108,0.06437193183713084
ACH-000113,0.03633628296965683
ACH-000116,0.04262292628835748
ACH-000118,0.10512690120338618
ACH-000120,0.2122359403784224
ACH-000123,0.00556393891168569
ACH-000127,0.14442772203618495
ACH-000128,0.2045732187400105
ACH-000132,0.1943855373060872
ACH-000133,0.18040010538422027
ACH-000137,0.04420223998938455
ACH-000138,0.09105339039126288
ACH-000142,0.20935083518213146
ACH-000143,0.0638824140369342
ACH-000146,0.1492988798303064
ACH-000148,0.1269417941489637
ACH-000150,0.16091803344183025
ACH-000152,0.13520200118255002
ACH-000153,0.0626607667381246
ACH-000159,0.0147930803599551
ACH-000160,0.07060365800818358
ACH-000163,0.07265378162260187
ACH-000167,-0.258763868672912
ACH-000168,0.2486035356360893
ACH-000169,0.0043116074240865145
ACH-000178,0.12179396126519662
ACH-000183,0.017140509754286836
ACH-000188,0.2556028032674467
ACH-000189,0.08472064306085429
ACH-000190,-0.009433496355125907
ACH-000198,0.1659507124517694
ACH-000203,-0.16773022105610946
ACH-000204,0.10267026257631401
ACH-000206,0.12985117716941846
ACH-000207,0.046584787404787095
ACH-000208,-0.034284310542367025
ACH-000210,0.16224101225114956
ACH-000211,0.14162619584166902
ACH-000215,0.06883456479319046
ACH-000221,-0.0784551739908201
ACH-000222,0.18750678031431686
ACH-000223,0.11687743066196794
ACH-000226,0.15379328869651768
ACH-000227,0.08267132518444435
ACH-000228,-0.0037896388337896273
ACH-000231,0.1244939120611259
ACH-000232,0.17694431616160874
ACH-000233,0.08636077845103783
ACH-000234,0.10625237497146202
ACH-000235,0.010607635675010907
ACH-000237,0.15652830987738775
ACH-000238,0.221347537166975
ACH-000242,0.21766304413911491
ACH-000243,0.0856997629572241
ACH-000244,-0.02277783132474133
ACH-000246,0.07988741676514677
ACH-000248,0.10368170337356253
ACH-000250,0.17728732700774566
ACH-000251,0.1475924957561599
ACH-000252,0.02623521493159751
ACH-000253,0.10225991965760432
ACH-000255,0.07745647371363354
ACH-000256,0.08737014364128425
ACH-000257,0.03945413684513949
ACH-000258,0.18827844936642932
ACH-000259,0.06261597907641259
ACH-000260,0.12036436398337652
ACH-000261,0.11152276584971016
ACH-000262,0.12813404383539725
ACH-000263,-0.027022200140648597
ACH-000264,0.051249262690644434
ACH-000265,0.16392346858213666
ACH-000266,0.058675927365006535
ACH-000272,0.05508633769023707
ACH-000274,0.06184973022505739
ACH-000277,0.15239070799808427
ACH-000278,0.18452327774297253
ACH-000279,0.08330374572301995
ACH-000280,0.25872589907959165
ACH-000281,-0.09969174840923392
ACH-000288,0.0984725728297057
ACH-000291,0.14257603838794974
ACH-000293,0.18922215893780872
ACH-000294,-0.0024164467138250607
ACH-000295,-0.10567732210937184
ACH-000296,0.07147192423896204
ACH-000302,0.1572651609809806
ACH-000304,0.19568811323716226
ACH-000307,0.0845982594001482
ACH-000308,0.08920329164552751
ACH-000310,0.18385115982079625
ACH-000311,0.07133645083037943
ACH-000312,0.016460553274211955
ACH-000315,0.16979897938654426
ACH-000316,0.15248533452265306
ACH-000317,0.04273940247018032
ACH-000318,0.13478090750437102
ACH-000319,0.02422392448587912
ACH-000320,0.02777536210312425
ACH-000322,0.09112827963532004
ACH-000323,0.05209386749819897
ACH-000324,-0.06026386178864841
ACH-000329,0.1647884523050864
ACH-000330,0.17195846422240954
ACH-000331,0.1018384240307551
ACH-000332,0.08565402666527676
ACH-000334,0.031008667048057537
ACH-000335,-0.040697113087354235
ACH-000336,0.26761681252998976
ACH-000337,-0.0021214651946087344
ACH-000338,0.07718927665149551
ACH-000339,0.13754018199604312
ACH-000341,0.2820246227131463
ACH-000348,0.07763188478896771
ACH-000350,0.1376311236050195
ACH-000352,0.04220327746723982
ACH-000356,0.18216403485895194
ACH-000361,0.12827640872679727
ACH-000362,0.16494388164714874
ACH-000363,0.13295682481532933
ACH-000364,0.19274907945180206
ACH-000365,-0.12955268774947068
ACH-000366,0.1066958708751693
ACH-000368,0.04035444994523755
ACH-000374,0.0807125747297554
ACH-000375,0.1831533097358763
ACH-000376,0.1138364062903982
ACH-000381,0.07892265162052191
ACH-000383,0.1160027506795025
ACH-000387,-0.0259274132392819
ACH-000389,0.18582662744648795
ACH-000390,0.1647439008460597
ACH-000393,0.12453919564237445
ACH-000395,0.14420290558365648
ACH-000396,0.29548113232381923
ACH-000397,0.13895327254426934
ACH-000401,0.19367046775492444
ACH-000402,0.04196228136646055
ACH-000403,0.06407789669582349
ACH-000404,-0.1034239827729824
ACH-000406,0.08367180739214952
ACH-000407,0.17451510400530074
ACH-000408,0.1739599227175502
ACH-000410,-0.022879720915443123
ACH-000411,0.13049623698383786
ACH-000414,0.12380119772906507
ACH-000415,0.21230699925202615
ACH-000416,0.11795513418177345
ACH-000420,0.13580190628396788
ACH-000421,0.0964149342402901
ACH-000424,0.11324828562969448
ACH-000425,0.13794240543635902
ACH-000426,0.09352870412883768
ACH-000427,0.16196502337799604
ACH-000433,0.2150161252315413
ACH-000435,0.2854988940141845
ACH-000436,0.3073397939434705
ACH-000444,0.07300240280509544
ACH-000445,0.24375737859138324
ACH-000448,0.11599262012078815
ACH-000450,0.09355973593291686
ACH-000452,-0.03414333654776023
ACH-000454,0.11738954023392505
ACH-000458,0.12791987860973145
ACH-000459,0.2598858554309755
ACH-000460,0.10664171579998508
ACH-000461,-0.0601906782742618
ACH-000463,0.11632560054849775
ACH-000464,-0.015021715498184571
ACH-000466,0.1198695988423048
ACH-000467,0.1195923623916589
ACH-000468,0.004024504364238429
ACH-000469,0.18790087450216628
ACH-000470,0.08243196837979637
ACH-000471,0.08235138184747781
ACH-000472,0.03649388179421337
ACH-000473,0.13203764937391635
ACH-000475,0.06465382933214774
ACH-000476,0.0934934424316095
ACH-000477,0.06684754205491616
ACH-000479,0.2714536525490265
ACH-000480,0.2691379226630851
ACH-000481,-0.047864088836717965
ACH-000483,0.09032225146390167
ACH-000484,0.04314613808903929
ACH-000485,0.1503050774475929
ACH-000486,0.1434524093299799
ACH-000487,0.11970062809230105
ACH-000488,0.15103632899273506
ACH-000490,0.16791574238634566
ACH-000491,0.003977301372168624
ACH-000495,0.23399110132875514
ACH-000496,0.10372094858545608
ACH-000499,-0.053040505303452994
ACH-000500,-0.13214493038453556
ACH-000502,0.1432343840009922
ACH-000503,0.17275128833863995
ACH-000505,0.11211635721586342
ACH-000507,0.1840538510609671
ACH-000510,0.17681252978394027
ACH-000511,0.09605569463684084
ACH-000512,0.060973851066681635
ACH-000516,0.040813977976576384
ACH-000517,0.0057695405406695205
ACH-000518,0.17337863945322302
ACH-000520,0.018327853647108868
ACH-000521,0.1291636249191592
ACH-000522,0.15988657245349053
ACH-000524,0.09256109820611844
ACH-000527,0.014765272704683531
ACH-000528,0.0288035862595473
ACH-000537,0.0832918660641431
ACH-000541,0.14209704509077606
ACH-000542,0.1311593364999739
ACH-000544,0.09672470499838352
