,DZIP1L (199221)
ACH-000004,0.1318895301310984
ACH-000005,-0.03759892774074848
ACH-000007,-0.05233419314299303
ACH-000009,-0.07298666358361254
ACH-000011,0.1315127195240294
ACH-000012,0.00024387867241104882
ACH-000013,0.0978561556717244
ACH-000014,-0.03208757989207479
ACH-000015,0.00767131894744015
ACH-000017,0.1405223604118412
ACH-000018,-0.12055806871467804
ACH-000019,0.11393289864352063
ACH-000021,0.03676130496287525
ACH-000022,-0.047634211085516034
ACH-000025,-0.08114132129452434
ACH-000028,0.12889105807844614
ACH-000030,-0.002774242103313596
ACH-000035,-0.07853648983633442
ACH-000036,0.048321854478845995
ACH-000037,0.04368397907445705
ACH-000039,0.0005822776873379057
ACH-000040,-0.1793157129257638
ACH-000041,0.036405064326554326
ACH-000042,-0.03214185844169525
ACH-000045,0.08880517001287076
ACH-000047,0.0008183155552666
ACH-000052,-0.0980177855178436
ACH-000053,0.07297966695455976
ACH-000054,-0.10357430199816976
ACH-000055,0.06017992021522507
ACH-000060,-0.0251488437583811
ACH-000067,0.04903516832139675
ACH-000070,0.006580858742412693
ACH-000075,0.247137892944444
ACH-000078,0.08011540433258345
ACH-000082,0.12683362399992118
ACH-000085,0.0031294681900150786
ACH-000086,0.0075275166554381314
ACH-000087,0.18939845602001015
ACH-000092,-0.034084311521905684
ACH-000095,-0.11566148505158474
ACH-000097,-0.023708372117503047
ACH-000098,-0.044746889762507264
ACH-000099,0.028984385464423026
ACH-000108,0.04682123912773158
ACH-000113,0.048336248669034174
ACH-000116,-0.029311493719084706
ACH-000118,0.04998383050552668
ACH-000120,0.17686464764479848
ACH-000123,0.023476913191174426
ACH-000127,0.07441749870555238
ACH-000128,-0.22085318142802915
ACH-000132,0.009064383928667971
ACH-000133,0.04469769486631272
ACH-000137,0.06016911578073347
ACH-000138,-0.01943111315837765
ACH-000142,0.029917320553043563
ACH-000143,0.18339236055013464
ACH-000146,0.09863646169622636
ACH-000148,0.12561218077225567
ACH-000150,0.17615938217237642
ACH-000152,-0.001895945676122929
ACH-000153,0.16439212984777365
ACH-000159,0.045190975944298314
ACH-000160,0.02044604033823485
ACH-000163,0.06470939523272576
ACH-000167,-0.20375686169999496
ACH-000168,0.05105004978380954
ACH-000169,0.09045956873655857
ACH-000178,0.07571102490596597
ACH-000183,-0.06526058847968694
ACH-000188,0.12336805106001275
ACH-000189,-0.23586775820031355
ACH-000190,0.003786952365154815
ACH-000198,0.09956135963391936
ACH-000203,-0.1477837269006079
ACH-000204,0.1808539478069143
ACH-000206,0.1678327635735255
ACH-000207,0.020411768921890654
ACH-000208,-0.2851396106274417
ACH-000210,0.1483485310538583
ACH-000211,-0.03406293280885325
ACH-000215,0.0870741338380012
ACH-000221,0.0506867966731746
ACH-000222,0.09853696379190416
ACH-000223,0.06571833307446108
ACH-000226,-0.00028687967014275875
ACH-000227,0.17298968479134064
ACH-000228,0.057903334415415786
ACH-000231,0.006753171488524615
ACH-000232,0.05838127550742959
ACH-000233,0.06878944190618201
ACH-000234,-0.019786912057998884
ACH-000235,0.01190556972884528
ACH-000237,0.043352838418110134
ACH-000238,0.19322522028281466
ACH-000242,0.06641230856348093
ACH-000243,0.15622693720061598
ACH-000244,0.2921944583246195
ACH-000246,0.14318067540530552
ACH-000248,-0.05335893176253805
ACH-000250,0.040717150478496805
ACH-000251,0.061393634592003136
ACH-000252,0.03594446428102885
ACH-000253,0.006407025180922411
ACH-000255,0.059591364501292515
ACH-000256,-0.06591874853473569
ACH-000257,0.020907437259055917
ACH-000258,0.019549919301735545
ACH-000259,-0.04598630470212778
