,PIK3C2A (5286)
ACH-000004,0.12203970850405305
ACH-000005,0.0018276930540079602
ACH-000007,-0.05126485428572603
ACH-000009,-0.013184944523159662
ACH-000011,-0.09874179494402203
ACH-000012,-0.1731930431977451
ACH-000013,0.03471299551946465
ACH-000014,-0.11078211720196347
ACH-000015,0.007321051933893785
ACH-000017,-0.18842819191380866
ACH-000018,0.03524188270579777
ACH-000019,0.18435964868957933
ACH-000021,-0.07664187272076826
ACH-000022,-0.0041648377201125
ACH-000025,-0.03573045600546592
ACH-000028,0.019949437387332083
ACH-000030,-0.10115268588159156
ACH-000035,-0.013760311011385529
ACH-000036,-0.09234809088342624
ACH-000037,0.11490294452158625
ACH-000039,-0.18950499717169844
ACH-000040,-0.048107883125257066
ACH-000041,-0.058997703733705775
ACH-000042,0.00861059050782862
ACH-000045,-0.18388124467246988
ACH-000047,0.14038388786806175
ACH-000052,0.027627775342515662
ACH-000053,0.08036996070054918
ACH-000054,-0.0120962066542483
ACH-000055,-0.07140548172241915
ACH-000060,-0.021947881353784462
ACH-000067,0.10727874077523697
ACH-000070,0.08784939106633582
ACH-000075,-0.15226164267854794
ACH-000078,-0.11348912524361845
ACH-000082,-0.0020307753790987236
ACH-000085,0.00440188141068294
ACH-000086,0.048275609985268364
ACH-000087,0.08880341537476695
ACH-000092,0.098012644339006
ACH-000095,0.017669107158686727
ACH-000097,-0.1493470066950769
ACH-000098,0.014330275564712756
ACH-000099,0.037778015586813166
ACH-000108,-0.08483229330078858
ACH-000113,-0.014046808644948871
ACH-000116,-0.19307984116801533
ACH-000118,0.11136142855853244
ACH-000120,0.008779435413144408
ACH-000123,0.009194204290351976
ACH-000127,0.010824306077203695
ACH-000128,0.08848269771632278
ACH-000132,0.018318201530574674
ACH-000133,-0.06459899501683466
ACH-000137,-0.1592118114058225
ACH-000138,0.012551181881662456
ACH-000142,-0.12775519364020527
ACH-000143,-0.033366172784003195
ACH-000146,-0.136521508285737
ACH-000148,-0.004198010108801887
ACH-000150,0.08686732619072561
ACH-000152,-0.18135072605434746
ACH-000153,0.11900693230063945
ACH-000159,0.00235477815151178
ACH-000160,0.025018859058534845
ACH-000163,0.11497780124188567
ACH-000167,0.08170505154552106
ACH-000168,-0.2202349207121752
ACH-000169,0.06718234331606664
ACH-000178,0.11296130166729093
ACH-000183,0.014555473815702647
ACH-000188,-0.05150218768762686
ACH-000189,0.1317652879255836
ACH-000190,0.06709200670988773
ACH-000198,-0.013831642687821378
ACH-000203,-0.6664374290846447
ACH-000204,0.07196079543607681
ACH-000206,0.13899922296053585
ACH-000207,-0.15875060262251275
ACH-000208,-0.1259452779280903
ACH-000210,0.07233115000752639
ACH-000211,0.013683389696929242
ACH-000215,0.022839203934502315
ACH-000221,-0.053028936866681836
ACH-000222,-0.12893589036764447
ACH-000223,0.06674157707779584
ACH-000226,0.08657858906664118
ACH-000227,0.10734639209631476
ACH-000228,0.14928253575623554
ACH-000231,-0.10951221215294032
ACH-000232,-0.011630134938390256
ACH-000233,-0.026422635584922947
ACH-000234,0.061332563514175924
ACH-000235,-0.0194598439477142
ACH-000237,-0.06852776151663569
ACH-000238,-0.01421942769370701
ACH-000242,-0.1636162811259626
ACH-000243,0.043552309608991716
ACH-000244,0.09611935476778567
ACH-000246,-0.1719639103425619
ACH-000248,0.17763509388064844
ACH-000250,0.0026456465811000762
ACH-000251,-0.2280809922703317
ACH-000252,-0.000790449035738912
ACH-000253,0.021697700700060808
ACH-000255,-0.038564163906423934
ACH-000256,-0.16057344904958426
ACH-000257,-0.04398140879158837
ACH-000258,-0.02705310889175368
ACH-000259,0.03703241820747555
ACH-000260,0.08826623591947902
ACH-000261,0.015450671714526356
ACH-000262,0.025349733219756216
ACH-000263,0.33456363518224785
ACH-000264,0.08590657876690293
ACH-000265,0.062184953834927274
ACH-000266,-0.025408679254651404
ACH-000272,-0.0074721095303150265
ACH-000274,0.003627785039738928
ACH-000277,-0.13367458712454816
ACH-000278,-0.04112746942027813
ACH-000279,0.0855794218785354
ACH-000280,0.03226927803511556
ACH-000281,0.051603909985690304
ACH-000288,-0.18636652134015447
ACH-000291,-0.052412731012938286
ACH-000293,0.07588052002297152
ACH-000294,-0.0733593771639955
ACH-000295,-0.06382818763663334
ACH-000296,-0.2438077967279403
ACH-000302,0.09658468945881037
ACH-000304,-0.005330282953853312
ACH-000307,-0.01622888525071255
ACH-000308,0.01553234806483176
ACH-000310,-0.039159332334373465
ACH-000311,0.197852415785708
ACH-000312,-0.07214933241522785
ACH-000315,0.08130707246020241
ACH-000316,0.005977050287950567
ACH-000317,0.11274099775997795
ACH-000318,0.06745312594746168
ACH-000319,-0.0604935006556619
ACH-000320,0.019090146149008932
ACH-000322,-0.003210498499553936
ACH-000323,0.100602446609798
ACH-000324,-0.023534482055309475
ACH-000329,0.015669324088463176
ACH-000330,0.030250256283993818
ACH-000331,0.1117536047442825
ACH-000332,-0.07514258625027002
ACH-000334,-0.041825356705551014
ACH-000335,0.19853784943431474
ACH-000336,0.10961876598574287
ACH-000337,0.07358834185530419
ACH-000338,0.06415084589920485
ACH-000339,0.060736581794916415
ACH-000341,-0.037586119755232086
ACH-000348,0.0025805926716790184
ACH-000350,-0.02276039173496594
ACH-000352,-0.06800653722575814
ACH-000356,-0.22583593453915485
ACH-000361,-0.06811153371609066
ACH-000362,-0.07479460718462648
ACH-000363,-0.08639779917208389
ACH-000364,-0.02047612496254295
ACH-000365,0.09512305381068037
ACH-000366,-0.08649185168293347
ACH-000368,-0.03306396739363172
ACH-000374,0.005929875924281338
ACH-000375,-0.043794455482065515
ACH-000376,-0.039965553712366715
ACH-000381,0.022531961060467683
ACH-000383,-0.0710537963070363
ACH-000387,-0.04193844729605785
ACH-000389,-0.17580181958719698
ACH-000390,0.06697112073223653
ACH-000393,-0.2143699815789892
ACH-000395,-0.03143790539165401
ACH-000396,0.2944678333866333
ACH-000397,-0.04726184981960305
ACH-000401,0.19818790334028966
ACH-000402,0.6171762204691302
ACH-000403,0.08106010421239802
ACH-000404,-0.07734481574084587
ACH-000406,0.01820748744403512
ACH-000407,0.00047068815815587607
ACH-000408,-0.038352837899704166
ACH-000410,0.16634288172821549
ACH-000411,0.014479846364414796
ACH-000414,-0.0677334366451673
ACH-000415,-0.05785059336237337
ACH-000416,0.05055493792818475
ACH-000420,-0.196329432571121
ACH-000421,0.045062571615693804
ACH-000424,0.00012133920226785852
ACH-000425,-0.022148803345797292
ACH-000426,0.002980905880349275
ACH-000427,0.12467108524893206
ACH-000433,-0.029167574841622794
ACH-000435,-0.2097290308290125
ACH-000436,-0.2337292993992436
ACH-000444,0.004051320382987394
ACH-000445,0.05359429543910242
ACH-000448,0.04346329998858277
ACH-000450,0.06271894556058702
ACH-000452,-0.053575917143822455
ACH-000454,0.025406578058665325
ACH-000458,-0.02607590377187748
ACH-000459,0.0992859882783374
ACH-000460,0.009800234721276023
ACH-000461,0.00011207513466411098
ACH-000463,-0.03003372980843415
ACH-000464,-0.10527449781615852
ACH-000466,0.20181890166213293
ACH-000467,0.013209780313312986
ACH-000468,-0.06347664327689567
ACH-000469,0.03950482429364666
ACH-000470,-0.13791623997066
ACH-000471,-0.22239708720977366
ACH-000472,-0.034400427592181995
ACH-000473,5.6213651826578856e-05
ACH-000475,-0.035169757017081665
ACH-000476,-0.041135175526923834
ACH-000477,-0.08579277133049824
ACH-000479,-0.2509367259150481
ACH-000480,-0.02123169882990953
ACH-000481,-0.04845538609883434
ACH-000483,0.1194536317840868
ACH-000484,0.02546950709315869
ACH-000485,-0.1208497569907884
ACH-000486,-0.06463301091772053
ACH-000487,0.014059473561900557
ACH-000488,0.01801507745303773
ACH-000490,-0.006692486912926026
ACH-000491,-0.0786777614940115
ACH-000495,0.04008633316110913
ACH-000496,0.07976776380987682
ACH-000499,0.0489028217992182
ACH-000500,0.2051200382126726
ACH-000502,-0.0140246345753197
ACH-000503,-0.16748502426103745
ACH-000505,0.04848935277845175
ACH-000507,0.0763665904536555
ACH-000510,-0.04545848237434584
ACH-000511,-0.14375591136422167
ACH-000512,-0.17993323016428006
ACH-000516,-0.07429767248219718
ACH-000517,-0.03246437759565104
ACH-000518,-0.07490074547418474
ACH-000520,-0.11782824301257346
ACH-000521,-0.09370322731787284
ACH-000522,-0.06866885046747093
ACH-000524,-0.14336028904612236
ACH-000527,-0.028375095464106676
ACH-000528,-0.03288467008072637
ACH-000537,0.033539456693242466
ACH-000541,0.2994875373190124
ACH-000542,0.04379721693308953
ACH-000544,-0.1889961289176124
ACH-000545,0.014916962838139241
ACH-000547,-0.01363898904598122
ACH-000548,-0.006980859849522124
ACH-000549,0.19375980999862666
ACH-000550,-0.06144109645151645
ACH-000552,-0.020610415891069614
ACH-000556,-0.10995680999993476
ACH-000557,-0.2272112285320733
ACH-000569,0.12383578686404355
ACH-000570,-0.05840853914602335
ACH-000571,-0.03405447284304945
ACH-000573,0.03303821283086155
ACH-000576,0.05832308459721994
ACH-000579,0.12976467649939735
ACH-000580,-0.18108326479597806
ACH-000584,-0.0159316555179703
ACH-000585,0.16494152109772234
ACH-000588,-0.027520405070782846
ACH-000589,0.08751552090395741
ACH-000591,-0.006626551861446593
ACH-000593,0.09403689034049767
ACH-000600,-0.09307874767301184
ACH-000601,0.030120406293879343
ACH-000605,0.10649479261899386
ACH-000606,-0.020678078709050016
ACH-000608,-0.08969888343083195
ACH-000614,-0.1594625951493175
ACH-000616,-0.13129552229964056
ACH-000618,0.06665751321271635
ACH-000619,-0.094628711403499
ACH-000620,-0.042725137060501725
ACH-000621,0.04854168865538545
ACH-000622,0.20348871425402454
ACH-000623,-0.021278964828004614
ACH-000624,-0.056347026254028036
ACH-000627,0.026705206309025526
ACH-000630,-0.0993902637775086
ACH-000631,-0.19585085561499105
ACH-000632,-0.002452505202598544
ACH-000633,-0.06279892568008262
ACH-000637,0.02841343759523805
ACH-000638,0.10414269985425156
ACH-000646,-0.062221235247982926
ACH-000647,0.01912017210166589
ACH-000648,-0.0001859430223756104
ACH-000649,0.08722946738473919
ACH-000651,0.05398381707245744
ACH-000652,0.04852993790976527
ACH-000653,0.0033056608478844785
ACH-000657,-0.08001644806831602
ACH-000658,-0.17202047017737593
ACH-000661,0.06566835046194681
ACH-000662,-0.2962779770262421
ACH-000663,-0.1068739562491894
ACH-000665,-0.031970647732590424
ACH-000671,-0.12195004549653544
ACH-000672,0.4428565430318855
ACH-000673,-0.0006199018418165907
ACH-000676,0.011883361121847498
ACH-000677,0.004519327777749028
ACH-000681,0.046333201577619484
ACH-000683,-0.037255560937873286
ACH-000684,-0.004805578700451856
ACH-000688,-0.04802518697480882
ACH-000693,0.06545509272837875
ACH-000694,-0.033655183555507936
ACH-000695,-0.3722795312262624
ACH-000696,0.014509108804104012
ACH-000697,0.03496125082788082
ACH-000699,0.030953053847777176
ACH-000701,-0.04187309679457076
ACH-000706,0.03991567340950988
ACH-000711,-0.013731748014078808
ACH-000713,-0.05822578013369865
ACH-000714,-0.006993185616786822
