,PDCL (5082)
ACH-000450,-0.5842556913251042
ACH-000452,-0.3954188354322991
ACH-000454,-0.4605605685799032
ACH-000458,-0.5500880889424458
ACH-000459,-0.5287882173845901
ACH-000460,-0.7825875361617839
ACH-000461,0.02414732989336749
ACH-000463,-0.3783508905008757
ACH-000464,-0.2442862188455627
ACH-000466,-0.4999014179148326
ACH-000467,-0.32332021590108906
ACH-000468,-0.2671884181007762
ACH-000469,-0.35857066490723083
ACH-000470,-0.44158159387456997
ACH-000471,-0.4874625308521892
ACH-000472,-0.14153988779513293
ACH-000473,-0.5136777938561072
ACH-000475,-0.3206377487516786
ACH-000476,-0.1713901418122195
ACH-000477,-0.3740158524152658
ACH-000479,-0.07689427698542642
ACH-000480,-0.2569895219527113
ACH-000481,-0.09758368793121576
ACH-000483,-0.5460764311005437
ACH-000484,-0.3195822934526139
ACH-000485,-0.21682058970914894
ACH-000486,-0.2517831599319008
ACH-000487,-0.22243491871580925
ACH-000488,-0.17210231194896694
ACH-000490,-0.2955699303662695
ACH-000491,-0.1218335210719438
ACH-000495,-0.5373291548979295
ACH-000496,-0.4787869080712182
ACH-000499,-0.2367644392530256
ACH-000500,-0.224428384301983
ACH-000502,-0.4873962438922414
ACH-000503,-0.3631923206558217
ACH-000505,-0.27623077998419376
ACH-000507,-0.4072195925037792
ACH-000510,-0.14346394278367702
ACH-000511,-0.22908886530156616
ACH-000512,-0.04041849911351458
ACH-000516,-0.37970994348592696
ACH-000517,-0.3195550958316365
ACH-000518,-0.3104045548759064
ACH-000520,-0.3558149431823123
ACH-000521,-0.6504857697637149
ACH-000522,-0.2992120955486359
ACH-000524,-0.6176671787484129
ACH-000527,-0.6088176708284612
ACH-000528,-0.18263163771123486
ACH-000537,-0.6864353807157187
ACH-000541,-0.12611138021121387
ACH-000542,-0.3943219977585388
ACH-000544,-0.43847148364041655
ACH-000545,-0.32516793026239593
ACH-000547,-0.4246673261373355
ACH-000548,-0.27718828920781985
ACH-000549,-0.474441126053204
ACH-000550,-0.5499345635141523
ACH-000552,-0.26599217649884804
ACH-000556,-0.5487848846666505
ACH-000557,-0.3607123856519171
ACH-000569,-0.3367583444908798
ACH-000570,-0.6715850072335819
ACH-000571,-0.3490531884085046
ACH-000573,-0.29935099694836703
ACH-000576,0.01996412147664849
ACH-000579,-0.8147072486234509
ACH-000580,-0.37323264904802544
ACH-000584,-0.3964518368164686
ACH-000585,-0.7986016205344428
ACH-000588,-0.28529754614047304
ACH-000589,-0.2925245803956711
ACH-000591,-0.31535328160123266
ACH-000593,-0.5875322989757483
ACH-000600,-0.7379552581164674
ACH-000601,-0.4753290311189579
ACH-000605,-0.3184663830999189
ACH-000606,-0.4098977807595061
ACH-000608,-0.2292747556531554
ACH-000614,-0.4667249812647283
ACH-000616,-0.3825531535094169
ACH-000618,-0.1176083255980363
ACH-000619,-0.38365060317443417
ACH-000620,-0.4851015308755498
ACH-000621,-0.4330053824181023
ACH-000622,-0.5349324106586201
ACH-000623,-0.2902983199127705
ACH-000624,-0.11414240129771755
ACH-000627,-0.43385439578817936
ACH-000630,-0.6466473572678266
ACH-000631,-0.22901570122001266
ACH-000632,-0.3722263393211188
ACH-000633,-0.11273084358034395
ACH-000637,-0.2264167338390453
ACH-000638,-0.2883539961996354
ACH-000646,-0.17461255548211738
ACH-000647,-0.3151211867511857
ACH-000648,-0.4686573384725611
ACH-000649,-0.466655243876541
ACH-000651,-0.2780667136133314
ACH-000652,-0.15076964707675675
ACH-000653,0.07684303279326628
ACH-000657,-0.4815786538652022
ACH-000658,-0.0971143698134458
ACH-000661,-0.21340231278912966
ACH-000662,-0.3812945129817065
ACH-000663,-0.6280981511464593
ACH-000665,-0.42498895847019696
ACH-000671,-0.4973018140549079
ACH-000672,-0.6920953395631687
ACH-000673,-0.3862078932392245
ACH-000676,-0.32966624650233456
ACH-000677,-0.33679747600191945
ACH-000681,-0.2779173232977186
ACH-000683,-0.17473888685595734
ACH-000684,-0.7387349101827648
ACH-000688,-0.4584997034431388
ACH-000693,-0.11481282269157485
ACH-000694,-0.1391614647070435
ACH-000695,-0.4313262846689056
ACH-000696,-0.3250745198845025
ACH-000697,-0.4505063551312013
ACH-000699,-0.5028816617018835
ACH-000701,-0.2985916989368366
ACH-000706,-0.4913935827339765
ACH-000711,-0.2907697993618329
ACH-000713,-0.2780627726460344
ACH-000714,-0.03324519717967805
ACH-000718,-0.3266016706792566
ACH-000720,-0.1900314142777715
ACH-000721,-0.372957571835372
ACH-000724,-0.22165648679140912
ACH-000725,-0.2663427282575833
ACH-000732,-0.44202318137570595
ACH-000734,-0.2958347388072182
ACH-000735,-0.6239394370849771
ACH-000736,-0.13496512373889213
ACH-000738,-0.5638703750532245
ACH-000746,0.04267158577229964
ACH-000747,-0.6127526893115846
ACH-000748,-0.12197000554453225
ACH-000753,-0.5518840285452619
ACH-000756,-0.2389118481052077
ACH-000757,-0.3522722337389951
ACH-000758,-0.4989688626614095
ACH-000760,-0.3494657260920874
ACH-000762,-0.3839615022708892
ACH-000763,-0.002209021123037752
ACH-000764,-0.35810103162042883
ACH-000765,-0.4453162153874826
ACH-000766,-0.3936406132750613
ACH-000767,-0.0332427275164188
ACH-000768,-0.3845963285691296
ACH-000769,-0.14050355173958382
ACH-000770,-0.7586717334690478
ACH-000771,-0.5139619035154926
ACH-000773,-0.19021163857565684
ACH-000776,-0.2438779419918378
ACH-000777,-0.3444293682210011
ACH-000778,-0.09981705153141243
ACH-000781,-0.414554828114092
ACH-000782,-0.4685049432681342
ACH-000783,-0.2782763646076013
ACH-000784,-0.2465459087077005
ACH-000785,-0.28472527452508034
ACH-000787,-0.4642635109975672
ACH-000788,-0.285891533962987
ACH-000791,-0.49136251287628496
ACH-000792,-0.6200143311745663
ACH-000794,-0.2596025631768321
ACH-000796,-0.31806803634272457
ACH-000798,-0.09484578355578167
ACH-000799,-0.7534756468191726
ACH-000800,-0.3229251802426795
ACH-000802,-0.17535663593973624
ACH-000804,-0.16454589041611692
ACH-000805,-0.4502600251453845
ACH-000809,-0.29602563643619456
ACH-000810,-0.7548859589126539
ACH-000811,-0.3842591708052527
ACH-000817,-0.19259664308604493
ACH-000819,-0.3409523254857472
ACH-000820,-0.5122352236974981
ACH-000821,-0.06344568230181948
ACH-000822,-0.5034648075546289
ACH-000823,-0.13197010820115793
ACH-000824,-0.20392698435790052
ACH-000827,-0.3993838200724992
ACH-000829,-0.5466938463895299
ACH-000831,-0.17779140837105345
ACH-000832,-0.2194469836455843
ACH-000833,-0.3488273022221913
ACH-000834,-0.11972570763955935
ACH-000835,-0.27079901509168913
ACH-000836,-0.5942225449703952
ACH-000837,-0.3184504398827551
ACH-000838,-0.2553111037069233
ACH-000839,-0.2456243049432227
ACH-000840,-0.31681984089452736
ACH-000841,-0.5390268581772591
ACH-000843,-0.3452418349337371
ACH-000846,-0.2782840002564895
ACH-000847,-0.4412764239113345
ACH-000848,-0.07889861341571883
ACH-000849,-0.7231857172035558
ACH-000851,-0.3793476177781896
ACH-000855,-0.05542374815436698
ACH-000856,-0.6533089074775229
ACH-000858,-0.16956319905074674
ACH-000859,0.054579675563529634
ACH-000861,-0.20309182490031455
ACH-000862,-0.2466218823848113
ACH-000865,-0.2622765541017537
ACH-000866,-0.28165199738246394
ACH-000867,-0.2298262918532509
ACH-000869,-0.6091925629656578
ACH-000872,-0.43365030343924105
ACH-000873,-0.3090939099270666
ACH-000876,-0.6697821494811007
ACH-000878,-0.4551498788126646
ACH-000880,-0.5743053798564641
ACH-000881,-0.4685653082521811
ACH-000882,-0.2804457833665429
ACH-000884,-0.419652593012842
ACH-000885,-0.6355574133035268
ACH-000887,-0.5068837058345403
ACH-000889,0.021332151211655596
ACH-000896,-0.4423464416970585
ACH-000898,-0.003212813693158563
ACH-000900,-0.24236084628824944
ACH-000901,-0.12711499623323844
ACH-000905,-0.10055465351762544
ACH-000906,-0.2922715094794506
ACH-000907,-0.7715398041186996
ACH-000910,0.08118634376562865
ACH-000911,-0.2885163627012317
ACH-000912,-0.7249057136376807
ACH-000913,-0.2634354801641978
ACH-000915,-0.3733419074540656
ACH-000916,-0.4475032019854207
ACH-000917,-0.20527892598624364
ACH-000920,-0.3100636169740545
ACH-000921,-0.3016018830889777
ACH-000924,-0.4378085920866959
ACH-000926,-0.4210082929018419
ACH-000928,-0.43543558127772897
ACH-000929,-0.13884894914115964
ACH-000932,-0.31617624882623585
ACH-000935,-0.4930002642855356
ACH-000936,-0.4022296906609417
ACH-000937,-0.2208423737204748
ACH-000938,-0.13618478980748386
ACH-000939,-0.39657312141092144
ACH-000941,-0.22223157219497167
ACH-000943,-0.0849854294361356
ACH-000946,-0.20688583620668252
ACH-000947,-0.18224799689585536
ACH-000948,-0.16839696730141696
ACH-000950,-0.4761202235406252
ACH-000953,-0.153316206175729
ACH-000954,-0.36669304181251533
ACH-000957,-0.3631811468412712
ACH-000958,-0.2914934053561267
ACH-000960,-0.4756278132289857
ACH-000963,-0.0409182861769032
ACH-000968,-0.6139416761065281
ACH-000969,-0.19814448413091007
ACH-000972,-0.3117785565038377
ACH-000973,-0.5309973845511774
ACH-000974,-0.32307976053053994
ACH-000978,-0.5475501718836797
ACH-000984,-0.2882332850549807
ACH-000986,-0.3670356286621455
ACH-000988,-0.2791007234911199
ACH-000993,-0.3220460811598802
ACH-000994,-0.1934092216370505
ACH-000996,-0.4379563262467194
ACH-001001,-0.2648184834193318
ACH-001020,-0.3300950722525912
ACH-001028,-0.284916390000002
ACH-001031,-0.6477235757752718
ACH-001038,-0.4285200176208305
ACH-001048,-0.5623858115837963
ACH-001050,-0.4296429001355933
ACH-001053,-0.18787020417491065
ACH-001054,-0.33775016270966146
ACH-001061,-0.3668791115907933
ACH-001067,-0.6206855270358871
ACH-001075,-0.3893204581286512
ACH-001096,-0.5336118109109589
ACH-001111,-0.4348349924781731
ACH-001119,-0.14533681574817334
ACH-001128,-1.076323718669965
ACH-001134,-0.3754601081215661
ACH-001151,-0.38877748450805344
ACH-001163,-0.532271010927011
ACH-001164,-0.22904660387488066
ACH-001183,-0.5857521409824166
ACH-001192,-0.4837100861320594
ACH-001193,-0.3922890913444364
ACH-001196,-0.4094194215337449
ACH-001197,-0.4292227767387509
ACH-001205,-0.6494379752289925
ACH-001211,-0.4939750915985732
ACH-001212,-0.5415074103526867
ACH-001228,-0.2690171342463762
ACH-001232,-0.5397226537891598
ACH-001239,-0.5935901255224539
ACH-001270,-0.6661400065629947
ACH-001274,-0.7000550207292031
ACH-001275,-0.4692263566970663
ACH-001277,-0.4679907626638253
ACH-001278,-0.5637221054581261
ACH-001280,-0.051544994436246584
ACH-001283,-0.5230623919756133
ACH-001289,-0.3951404671712668
ACH-001300,-0.35444348063593795
ACH-001301,-0.3565310454648427
ACH-001302,-0.08899671230032362
ACH-001306,-0.5166473702109389
ACH-001318,-0.04426942877314989
ACH-001322,-0.6435525586261229
ACH-001328,-0.491005081244115
ACH-001332,-0.2434912218733718
ACH-001336,-0.287361761324718
ACH-001346,-0.4351008508534041
ACH-001353,-0.5582171344235668
ACH-001354,-0.9156460662724628
ACH-001367,-0.20988176850923246
ACH-001368,-0.3535236498543123
ACH-001374,-0.005315224394493522
ACH-001377,-0.048155049861361175
ACH-001380,-0.3227916770033249
ACH-001391,-0.30414447110853626
ACH-001408,-0.2935720729857129
ACH-001430,-0.7158003725781502
ACH-001431,-0.4785324575171608
ACH-001450,-0.4478174853365812
ACH-001496,-0.32726710702476364
ACH-001500,-0.6938599804915858
ACH-001523,-0.388191693134661
ACH-001532,-0.6089852680418628
ACH-001550,-0.2438329231947725
ACH-001552,-0.5596340402545573
ACH-001554,-0.4850623044745604
ACH-001654,-0.2748501700646095
ACH-001735,-0.40837381278482543
ACH-001736,-0.04961512709198098
ACH-001737,-0.5901705459435667
ACH-001740,-0.22161754854278173
ACH-001745,-0.2682205175794333
ACH-001765,-0.2914252898195405
