,CAAP1 (79886)
ACH-000004,-0.13393966289101725
ACH-000005,-0.29563026272937976
ACH-000007,0.1270842120985475
ACH-000009,0.03062951429135198
ACH-000011,0.20093046114649352
ACH-000012,0.2550364980539497
ACH-000013,0.10586889629484507
ACH-000014,0.10244114323401887
ACH-000015,0.009424570661809377
ACH-000017,0.16365449918431413
ACH-000018,-0.0349756014805998
ACH-000019,0.12390081093570544
ACH-000021,0.08362209795509719
ACH-000022,0.007743629891241561
ACH-000025,0.12961362279600186
ACH-000028,0.12716537114115878
ACH-000030,-0.08828788288735967
ACH-000035,0.12126387027289492
ACH-000036,0.12213947012081952
ACH-000037,0.13403311898070736
ACH-000039,0.11566615541936147
ACH-000040,0.12378421473294687
ACH-000041,0.006526173885557663
ACH-000042,0.043458932536762584
ACH-000045,0.1342455920214431
ACH-000047,0.08076086229060489
ACH-000052,0.21463051812843592
ACH-000053,0.07298260275556147
ACH-000054,0.1254738114343514
ACH-000055,0.2844007461237825
ACH-000060,0.16552070181343007
ACH-000067,0.16777015979061458
ACH-000070,0.05714868468455288
ACH-000075,0.07501416384555032
ACH-000078,0.10291970189459053
ACH-000082,-0.01442617582330291
ACH-000085,0.12358658943957646
ACH-000086,0.013485531478778458
ACH-000087,0.27150806791779714
ACH-000092,0.03767454352231914
ACH-000095,0.09501747996746376
ACH-000097,0.14310356566117824
ACH-000098,0.1107061533207527
ACH-000099,0.13979292931121864
ACH-000108,0.08967573574433378
ACH-000113,0.026113179391901963
ACH-000116,0.14182105284513535
ACH-000118,0.1290156858656422
ACH-000120,0.011387708704578082
ACH-000123,-0.004820826582102962
ACH-000127,0.156832154888521
ACH-000128,0.20333209601358956
ACH-000132,0.1341459000285747
ACH-000133,0.16933142116609812
ACH-000137,-0.0036730092076310795
ACH-000138,0.021671298947740503
ACH-000142,0.18837622422511044
ACH-000143,0.1763013446198623
ACH-000146,0.17701665209774428
ACH-000148,0.07969656812929375
ACH-000150,-0.0048225485039577924
ACH-000152,0.12017279279966467
ACH-000153,0.08229380996977778
ACH-000159,0.09667254175317816
ACH-000160,0.08045232436307759
ACH-000163,0.13297021644431162
ACH-000167,0.11114858062180187
ACH-000168,-0.012005509229200493
ACH-000169,0.2772079838835281
ACH-000178,0.07199162233527241
ACH-000183,0.20079047429077584
ACH-000188,0.1451623022460801
ACH-000189,0.1075006694224664
ACH-000190,-0.03750838555170925
ACH-000198,0.035427603880597576
ACH-000203,0.08869481424678828
ACH-000204,0.04215462648437903
ACH-000206,-0.14656839180269174
ACH-000207,0.17224318681852016
ACH-000208,0.1859991986453062
ACH-000210,-0.05801959348230532
ACH-000211,0.09650416430819422
ACH-000215,0.04410200948023518
ACH-000221,0.11554701823942552
ACH-000222,0.24556001607127145
ACH-000223,0.16369778486608175
ACH-000226,0.013746533333888918
ACH-000227,0.021647477141375843
ACH-000228,0.08315527580825574
ACH-000231,0.06347250437526898
ACH-000232,0.14458401287206507
ACH-000233,0.08638281740046816
ACH-000234,0.07944524954431588
ACH-000235,0.12236852664046073
ACH-000237,0.110762729007731
ACH-000238,0.049855571288564784
ACH-000242,0.13803901618055284
ACH-000243,0.12552709779188614
ACH-000244,0.02148872281352557
ACH-000246,0.024934263039260485
ACH-000248,-0.019272924376944545
ACH-000250,0.1336983399222965
ACH-000251,0.3618863144143061
ACH-000252,-0.14385448653679034
ACH-000253,0.12460795316560112
ACH-000255,0.19985409097643536
ACH-000256,0.01542363233058144
ACH-000257,0.047553382954867454
ACH-000258,0.046527515743543454
ACH-000259,0.2130120944821835
ACH-000260,0.043572601724865184
ACH-000261,0.12167674756155808
ACH-000262,0.05944110544169701
ACH-000263,0.15198931074123778
ACH-000264,0.1398252344943222
ACH-000265,-0.021027902559735138
ACH-000266,0.07999602469214004
ACH-000272,0.08347835597672226
ACH-000274,-0.013713631026232994
ACH-000277,0.009711519626389165
ACH-000278,0.11482681103020785
ACH-000279,0.11604765387940473
