,HSPB9 (94086)
ACH-000004,-0.15272464879553285
ACH-000005,-0.3693442420107811
ACH-000007,-0.3528591108595103
ACH-000009,-0.3115893770739349
ACH-000011,-0.1678918299083113
ACH-000012,-0.6129312499367311
ACH-000013,-0.2770254204487606
ACH-000014,-0.09973351120285832
ACH-000015,-0.3039178696504036
ACH-000017,-0.2785474911234989
ACH-000018,-0.20183386932002734
ACH-000019,-0.09233473562804648
ACH-000021,-0.08448631389806001
ACH-000022,-0.19155849106586767
ACH-000025,-0.1698068111163724
ACH-000028,-0.1393926374236676
ACH-000030,-0.1814057317199326
ACH-000035,-0.3529034899019372
ACH-000036,-0.3299068997064097
ACH-000037,-0.1874059047135549
ACH-000039,-0.23541039013963744
ACH-000040,-0.24516452207566236
ACH-000041,-0.3373078502038183
ACH-000042,-0.14053087772439374
ACH-000045,-0.10164620954074303
ACH-000047,-0.3376032881290021
ACH-000052,-0.07401025822725123
ACH-000053,-0.10334400243403427
ACH-000054,-0.06304651192181268
ACH-000055,-0.15793594363178873
ACH-000060,-0.2349419958541633
ACH-000067,-0.3957258492273764
ACH-000070,-0.30375795397963523
ACH-000075,0.03388231911390124
ACH-000078,-0.26934234015498826
ACH-000082,-0.1746810199168332
ACH-000085,-0.11353924021252622
ACH-000086,-0.2886291578501109
ACH-000087,-0.05478741267309488
ACH-000092,-0.16815824449952327
ACH-000095,-0.2306973297352229
ACH-000097,-0.25678287761361696
ACH-000098,-0.2292307192984447
ACH-000099,-0.2966728691043832
ACH-000108,-0.20794272777794692
ACH-000113,-0.2404043404210664
ACH-000116,-0.31942042184753194
ACH-000118,-0.1691118556441223
ACH-000120,-0.3656015038362333
ACH-000123,-0.21637075946476186
ACH-000127,-0.13185452841005685
ACH-000128,-0.2779127979048223
ACH-000132,-0.1312973352021445
ACH-000133,-0.1426931639619392
ACH-000137,-0.1816411696030308
ACH-000138,-0.4077079905778469
ACH-000142,-0.3855096390410948
ACH-000143,-0.16905530827528184
ACH-000146,-0.14654735925692555
ACH-000148,-0.2079078392135179
ACH-000150,-0.2012204423173847
ACH-000152,-0.2233375980976285
ACH-000153,0.11167926545087556
ACH-000159,-0.2307382616280565
ACH-000160,-0.20622719388225108
ACH-000163,-0.11748480711791913
ACH-000167,-0.2391231088595933
ACH-000168,-0.08115712085331576
ACH-000169,-0.09124720338992194
ACH-000178,-0.15805947036104914
ACH-000183,-0.1786266640247249
ACH-000188,-0.0949232299199056
ACH-000189,-0.4671980839663678
ACH-000190,-0.17802807745391758
ACH-000198,-0.17575399065511715
ACH-000203,-0.5147745714436457
ACH-000204,0.060702823041563686
ACH-000206,0.13111560646484507
ACH-000207,-0.2257921398226161
ACH-000208,-0.22468032980350164
ACH-000210,0.28196079772994753
ACH-000211,-0.3108344960929941
ACH-000215,-0.3267376793186446
ACH-000221,-0.2302230480738756
ACH-000222,-0.3301750025985549
ACH-000223,-0.10962033894334712
ACH-000226,-0.17803611997621044
ACH-000227,-0.3592301899651339
ACH-000228,-0.13960498508870564
ACH-000231,-0.15128671312212796
ACH-000232,-0.14724400270374505
ACH-000233,-0.019802499607833687
ACH-000234,-0.26646294402957393
