,NDRG2 (57447)
ACH-000004,-0.06847581466088752
ACH-000005,-0.12343280862393315
ACH-000007,-0.2256111199953871
ACH-000009,-0.1870276106008584
ACH-000011,-0.26731256401935
ACH-000012,-0.2652700962338347
ACH-000013,-0.2004652940586527
ACH-000014,-0.27542520310931223
ACH-000015,-0.043594104259097634
ACH-000017,-0.3234253473293944
ACH-000018,-0.10207069954145394
ACH-000019,-0.0687875650580388
ACH-000021,-0.06819551813178536
ACH-000022,-0.3028677085755964
ACH-000025,-0.21004110772050505
ACH-000028,-0.09360405382111456
ACH-000030,-0.26610889142887684
ACH-000035,-0.009521404314375
ACH-000036,-0.14147367419683174
ACH-000037,-0.2364667638721685
ACH-000039,-0.24140822627667266
ACH-000040,-0.21879972430287625
ACH-000041,-0.2631590004169928
ACH-000042,-0.07644283047564165
ACH-000045,-0.02496514821570586
ACH-000047,-0.13616400303864626
ACH-000052,-0.4160386371805177
ACH-000053,-0.22208817354247887
ACH-000054,-0.056308064900934075
ACH-000055,-0.2780568238618426
ACH-000060,-0.3222789823425789
ACH-000067,-0.18442943052165736
ACH-000070,-0.09741262335887672
ACH-000075,-0.12334074129344495
ACH-000078,-0.08210598159061065
ACH-000082,-0.14694977105668192
ACH-000085,-0.21386038234691912
ACH-000086,-0.11584254802842207
ACH-000087,-0.2895654927939037
ACH-000092,-0.17407162021593384
ACH-000095,-0.1447333414986344
ACH-000097,-0.07538299174350961
ACH-000098,-0.11605469613807436
ACH-000099,-0.09248273217930532
ACH-000108,-0.16800268241248106
ACH-000113,0.021925920676786143
ACH-000116,-0.17560019618370354
ACH-000118,-0.15594866541877295
ACH-000120,-0.11773179765617847
ACH-000123,-0.1919052909146258
ACH-000127,-0.14203382471297962
ACH-000128,-0.12127364389060362
ACH-000132,-0.034521638539197305
ACH-000133,-0.09958122817441158
ACH-000137,-0.19356035103473895
ACH-000138,-0.11599746282096272
ACH-000142,-0.0681132422319687
ACH-000143,-0.06648064212576378
