,DPY19L2 (283417)
ACH-000004,-0.6281658025864519
ACH-000005,-0.5949945083804539
ACH-000007,-0.5500366151251519
ACH-000009,-0.4846402828569246
ACH-000011,-0.5631704063379699
ACH-000012,-0.6292047194334024
ACH-000013,-0.38898129734102
ACH-000014,-0.4581576839560626
ACH-000015,-0.479545768655046
ACH-000017,-0.5705543753239323
ACH-000018,-0.6782270908356924
ACH-000019,-0.5650198532786177
ACH-000021,-0.6635394405522855
ACH-000022,-0.4627371797812898
ACH-000025,-0.5756505318843547
ACH-000028,-0.32755177678125985
ACH-000030,-0.4411272231645259
ACH-000035,-0.39419648574557103
ACH-000036,-0.7248803182211045
ACH-000037,-0.4305693513871863
ACH-000039,-0.5917558411989017
ACH-000040,-0.4205673887250429
ACH-000041,-0.6158287169629008
ACH-000042,-0.6490320346379429
ACH-000045,-0.4547312929983068
ACH-000047,-0.6652943213615069
ACH-000052,-0.6786622833514705
ACH-000053,-0.5658097353336441
ACH-000054,-0.5830658554139447
ACH-000055,-0.31798670237884397
ACH-000060,-0.13030603173553235
ACH-000067,-0.6240345212548262
ACH-000070,-0.6168416404350896
ACH-000075,-0.5255349070732449
ACH-000078,-0.4310142909185966
ACH-000082,-0.5698499873810471
ACH-000085,-0.5789685751186779
ACH-000086,-0.5837845536682341
ACH-000087,-0.8191816908652977
ACH-000092,-0.2516474757997166
ACH-000095,-0.5632838589775861
ACH-000097,-0.5122372464860645
ACH-000098,-0.3754043631749793
ACH-000099,-0.6194963449907511
ACH-000108,-0.5200326557176431
ACH-000113,-0.4982237347189025
ACH-000116,-0.6696727948358016
ACH-000118,-0.5497675402919937
ACH-000120,-0.4659124066396202
ACH-000123,-0.4890467721232313
ACH-000127,-0.5779449519907647
ACH-000128,-0.4202124096434851
ACH-000132,-0.3553674308808559
ACH-000133,-0.5233824538797704
ACH-000137,-0.7587187785006264
ACH-000138,-0.4451595518306564
ACH-000142,-0.6476254374195066
ACH-000143,-0.8677005585165661
ACH-000146,-0.3557494632906059
ACH-000148,-0.5798886225569585
ACH-000150,-0.38943342746035536
ACH-000152,-0.5849058801734385
ACH-000153,-0.5648785587148962
ACH-000159,-0.6629054269985648
ACH-000160,-0.7279596211284495
ACH-000163,-0.3356845788037577
ACH-000167,-0.12785280135910002
ACH-000168,-0.36571310372626215
ACH-000169,-0.728746392645298
ACH-000178,-0.6252398338854029
ACH-000183,-0.4930622700676647
ACH-000188,-0.3552342247361512
ACH-000189,-0.6489690403449054
ACH-000190,-0.7456340079308206
ACH-000198,-0.4782722396587048
ACH-000203,-0.2300819504829339
ACH-000204,-0.6158412504833036
ACH-000206,-0.688527992519759
ACH-000207,-0.5429888476352517
ACH-000208,-0.418163996112736
ACH-000210,-0.2763115601677297
ACH-000211,-0.5062160750682917
ACH-000215,-0.5245758418282392
ACH-000221,-0.43592754146017104
ACH-000222,-0.5717567528130588
ACH-000223,-0.5785402038787809
ACH-000226,-0.5336108399388447
ACH-000227,-0.5783556360003865
ACH-000228,-0.4914262710942765
ACH-000231,-0.4764908459640349
ACH-000232,-0.5080419629773736
ACH-000233,-0.3064124276822592
ACH-000234,-0.6576825327677822
ACH-000235,-0.43445950020756624
ACH-000237,-0.6705702302277436
ACH-000238,-0.6564138076717654
ACH-000242,-0.4662964812075149
ACH-000243,-0.6200201443697838
ACH-000244,-0.5696048176256066
ACH-000246,-0.2734488972753936
ACH-000248,-0.4177824795822042
ACH-000250,-0.6265964691043077
ACH-000251,-0.4606102198931894
ACH-000252,-0.545290873245331
ACH-000253,-0.5487977595155508
ACH-000255,-0.4005227968033208
ACH-000256,-0.7235843874806109
ACH-000257,-0.4572899708372763
ACH-000258,-0.29641004302601737
ACH-000259,-0.4919373165470621
ACH-000260,-0.5614748352766004
ACH-000261,-0.411862214478417
ACH-000262,-0.5686169635868885
ACH-000263,-0.9324605268717996
ACH-000264,-0.4702796884971048
ACH-000265,-0.5020445929341755
ACH-000266,-0.5254393069624123
ACH-000272,-0.4473023650599493
ACH-000274,-0.5200272098788667
ACH-000277,-0.4209384659916899
ACH-000278,-0.6311163425299442
ACH-000279,-0.6294865912038197
ACH-000280,-0.4595946856004124
ACH-000281,-0.5662688645637767
ACH-000288,-0.5081048098581044
ACH-000291,-0.5734527993792319
ACH-000293,-0.4777346631951918
ACH-000294,-0.5734095199264639
ACH-000295,0.09229655791825576
ACH-000296,-0.5821345598217305
ACH-000302,-0.3987618456066868
ACH-000304,-0.5437235065570457
ACH-000307,-0.5076869610178324
ACH-000308,-0.5056400769357826
ACH-000310,-0.6078519394187872
ACH-000311,-0.4850283749963055
ACH-000312,-0.5687499835650885
ACH-000315,-0.7622028238338043
ACH-000316,-0.4399647712124699
ACH-000317,-0.4111476338120403
ACH-000318,-0.5371336469492367
ACH-000319,-0.6503988311965022
ACH-000320,-0.3928990513876428
ACH-000322,-0.6843969841196869
ACH-000323,-0.3885486687167914
ACH-000324,-0.4916435862345161
ACH-000329,-0.5610566517410527
ACH-000330,-0.4298827040401745
ACH-000331,-0.4233824592120567
ACH-000332,-0.5266473262933686
ACH-000334,-0.7047970090523448
ACH-000335,-0.54865594801485
ACH-000336,-0.6770710733507299
ACH-000337,-0.5725114802738571
ACH-000338,-0.4589456852807623
ACH-000339,-0.5563898583325319
ACH-000341,-0.5930830048521323
ACH-000348,-0.40409264102610576
ACH-000350,-0.5995867145244239
ACH-000352,-0.35634221903539803
ACH-000356,-0.5835928559500873
ACH-000361,-0.6278699614929615
ACH-000362,-0.471947156433059
ACH-000363,-0.5157174078381982
ACH-000364,-0.4744397096072495
ACH-000365,-0.5509753359508961
ACH-000366,-0.5977475920992253
ACH-000368,-0.3506791208359851
ACH-000374,-0.6018442293504834
ACH-000375,-0.3888566703655649
ACH-000376,-0.5287672364549006
ACH-000381,-0.5196790428878642
ACH-000383,-0.6682105557119301
ACH-000387,-0.517297951745765
ACH-000389,-0.7220638903506413
ACH-000390,-0.4099866314735635
ACH-000393,-0.4533065264961418
ACH-000395,-0.691399341495505
ACH-000396,-0.5568088563079221
ACH-000397,-0.44377049552748254
ACH-000401,-0.5995808561258466
ACH-000402,-0.548820097141448
ACH-000403,-0.5526552728629224
ACH-000404,-0.710838181281008
ACH-000406,-0.4511273258430749
ACH-000407,-0.6039830368823437
ACH-000408,-0.8972319571489157
ACH-000410,-0.5958973754443512
ACH-000411,-0.4892034502549088
ACH-000414,-0.6628678694532085
ACH-000415,-0.5580207565132512
ACH-000416,-0.5634799944073692
ACH-000420,-0.3654866720695527
ACH-000421,-0.4991691529896581
ACH-000424,-0.5198859426327701
ACH-000425,-0.6380790901176163
ACH-000426,-0.4738603476510431
ACH-000427,-0.6304788214030949
ACH-000433,-0.6571627736716016
ACH-000435,-0.4918066843392368
ACH-000436,-0.601491280181068
ACH-000444,-0.3153646623198897
ACH-000445,-0.2548022696635301
ACH-000448,-0.5570738998058102
ACH-000450,-0.3453270576734805
ACH-000452,-0.7155719616838382
ACH-000454,-0.4707203781632504
ACH-000458,-0.5621500284406076
ACH-000459,-0.2394913448464248
ACH-000460,-0.5693842531596535
ACH-000461,-0.4808754667567778
ACH-000463,-0.5065410701224535
ACH-000464,-0.5918195788384536
ACH-000466,-0.524019733197666
ACH-000467,-0.5444020067531187
ACH-000468,-0.5414091581805516
ACH-000469,-0.5263576541800765
ACH-000470,-0.4743126404956657
ACH-000471,-0.5336284721181954
ACH-000472,-0.5291781960702423
ACH-000473,-0.4528464863590884
ACH-000475,-0.4324017176935792
ACH-000476,-0.6435794874148467
ACH-000477,-0.4989995226904479
ACH-000479,-0.5739281368692699
ACH-000480,-0.72431796377123
ACH-000481,-0.6011436370316353
ACH-000483,-0.6176088665078256
ACH-000484,-0.3777995120844093
ACH-000485,-0.6271967315796861
ACH-000486,-0.534751427793667
ACH-000487,-0.4889086934127933
ACH-000488,-0.5592932746657213
ACH-000490,-0.4519941888577215
ACH-000491,-0.5104613221656716
ACH-000495,-0.45367488207376205
ACH-000496,-0.3510881005414095
ACH-000499,-0.5346586996526029
ACH-000500,-0.9478726445804688
ACH-000502,-0.39998667848468056
ACH-000503,-0.3490087446958099
ACH-000505,-0.33342441984411986
ACH-000507,-0.4610816981330338
ACH-000510,-0.2907568222056273
ACH-000511,-0.6254488747706798
ACH-000512,-0.2421507008181699
ACH-000516,-0.5095353446006371
ACH-000517,-0.4164162804331719
ACH-000518,-0.4855483783750209
ACH-000520,-0.5609800701961021
ACH-000521,-0.4896193607898446
ACH-000522,-0.5202868054101737
ACH-000524,-0.5350245665013317
ACH-000527,-0.5179340050406626
ACH-000528,-0.5422243552496239
ACH-000537,-0.4471604081710797
ACH-000541,-0.4447533190111864
ACH-000542,-0.5377272230682495
ACH-000544,-0.7312689631823045
ACH-000545,-0.6436979848047658
ACH-000547,-0.24765660233039666
ACH-000548,-0.4475099449790856
ACH-000549,-0.48673380850070497
ACH-000550,-0.8051037000752128
ACH-000552,-0.3916238985457301
ACH-000556,-0.3797376961140106
ACH-000557,-0.6703476926584259
ACH-000569,-0.2789668587130927
ACH-000570,-0.495468282372985
ACH-000571,-0.3711152613207034
ACH-000573,-0.4631326068785122
ACH-000576,-0.5197752143883111
ACH-000579,-0.5036840741462048
ACH-000580,-0.6560002030547838
ACH-000584,-0.4168111242070773
ACH-000585,-0.6635162502565489
ACH-000588,-0.3962184538305669
ACH-000589,-0.6006267371148758
ACH-000591,-0.2998414558309293
ACH-000593,-0.5313333146358563
ACH-000600,-0.5142586238126544
ACH-000601,-0.4630777843552013
ACH-000605,-0.5937424697828613
ACH-000606,-0.6287560179038943
ACH-000608,-0.6459490045873608
ACH-000614,-0.6112251541297263
ACH-000616,-0.5366619041015775
ACH-000618,-0.5944324688959194
ACH-000619,-0.5541597239169505
ACH-000620,-0.5334743601668832
ACH-000621,-0.4554097107165357
ACH-000622,-0.6160466745288146
ACH-000623,-0.5570050812753587
ACH-000624,-0.5508206601394472
ACH-000627,-0.4640077883149583
ACH-000630,-0.468075970526239
ACH-000631,-0.32610997457969115
ACH-000632,-0.6118688605218202
ACH-000633,-0.4668393440389246
ACH-000637,-0.30814196515540426
ACH-000638,-0.4107820093638169
ACH-000646,-0.5090811882342682
ACH-000647,-0.4476646246980561
ACH-000648,-0.3576851643441539
ACH-000649,-0.6041902957830846
ACH-000651,-0.5805001761054484
ACH-000652,-0.42317404809163256
ACH-000653,-0.4994770641232988
ACH-000657,-0.41167717492913997
ACH-000658,-0.6691558301594952
ACH-000661,-0.6100279711204064
ACH-000662,-0.13298921709861952
ACH-000663,-0.2893740306587779
ACH-000665,-0.5408414780293731
ACH-000671,-0.41926954189491
ACH-000672,-0.774505350248744
ACH-000673,-0.5583983488632187
ACH-000676,-0.5545439889992909
ACH-000677,-0.6009640719660397
ACH-000681,-0.4723969787451677
ACH-000683,-0.3836352443043083
ACH-000684,-0.4515952091426431
ACH-000688,-0.4868883409669937
ACH-000693,-0.5476331484106609
ACH-000694,-0.6897499477046967
ACH-000695,-0.43907435483999796
ACH-000696,-0.4784050501843286
ACH-000697,-0.3771848169661157
ACH-000699,-0.40031090781956347
ACH-000701,-0.5597026389764292
ACH-000706,-0.6104560048506855
ACH-000711,-0.4946788452753492
ACH-000713,-0.5721508606733324
ACH-000714,-0.3346450086832634
ACH-000718,-0.666546891531932
ACH-000720,-0.5345639908832837
ACH-000721,-0.4652889718133061
ACH-000724,-0.4146304968545145
ACH-000725,-0.6246630219129986
ACH-000732,-0.4162618547034077
ACH-000734,-0.4674961338285246
ACH-000735,-0.598769566779672
ACH-000736,-0.4012115665480831
ACH-000738,-0.5347708611406614
ACH-000746,-0.2309037103173817
ACH-000747,-0.5596327060555194
ACH-000748,-0.5319075983954213
ACH-000753,-0.5527098366753728
ACH-000756,-0.3232914190112167
ACH-000757,-0.4453876092215001
ACH-000758,-0.5911960433585205
ACH-000760,-0.4361829436585279
ACH-000762,-0.402594335968486
ACH-000763,-0.6382160672424005
ACH-000764,-0.5207892985055244
ACH-000765,-0.4184401536895541
ACH-000766,-0.4813285330428842
ACH-000767,-0.6951585144581278
ACH-000768,-0.6060869135867708
ACH-000769,-0.4829988900879045
ACH-000770,-0.7154619334017918
ACH-000771,-0.5236388915205918
ACH-000773,-0.5417021297544461
ACH-000776,-0.44907612462239216
ACH-000777,-0.7259186033371358
ACH-000778,-0.4975083620787837
ACH-000781,-0.4438199149871877
ACH-000782,-0.4697893503467743
ACH-000783,-0.6242025436222487
ACH-000784,-0.4383875244724324
ACH-000785,-0.5878634303757728
ACH-000787,-0.5206517703020224
ACH-000788,-0.5194788805935118
ACH-000791,-0.4891864109185643
