,PSPC1 (55269)
ACH-000004,-0.35505650700373714
ACH-000005,-0.6615027758711279
ACH-000007,-0.4593882015135642
ACH-000009,-0.3022089015906843
ACH-000011,-0.2720982735218271
ACH-000012,-0.29362853538486605
ACH-000013,-0.2995475740184775
ACH-000014,-0.3143298899085317
ACH-000015,-0.502894122140221
ACH-000017,-0.2892255328170393
ACH-000018,-0.045386278099886684
ACH-000019,-0.4922045621388808
ACH-000021,-0.310014603306652
ACH-000022,-0.24618339648793805
ACH-000025,-0.0877015028823664
ACH-000028,-0.29568664271569073
ACH-000030,-0.2205005576169733
ACH-000035,-0.24805378488488625
ACH-000036,-0.2688354583293059
ACH-000037,-0.35553445324607863
ACH-000039,-0.3492086474696671
ACH-000040,-0.3180788922569042
ACH-000041,-0.2886767210315275
ACH-000042,-0.20294067502154045
ACH-000045,-0.3489146155055464
ACH-000047,-0.4040622587307871
ACH-000052,-0.5788914143716082
ACH-000053,-0.4814767624674723
ACH-000054,-0.2751788198389463
ACH-000055,-0.3439055626752077
ACH-000060,-0.22419325176091054
ACH-000067,-0.4403757132255301
ACH-000070,-0.3409886030887542
ACH-000075,-0.3871971511144831
ACH-000078,-0.42259267086415403
ACH-000082,-0.4608445266202597
ACH-000085,-0.2363531321552087
ACH-000086,-0.2597311471075393
ACH-000087,-0.3194541102352909
ACH-000092,-0.14092585416038242
ACH-000095,-0.2817705451072257
ACH-000097,-0.4077484016192519
ACH-000098,-0.20800819883873914
ACH-000099,-0.7334773551587418
ACH-000108,-0.1881512882807102
ACH-000113,-0.2667906303955469
ACH-000116,-0.24900698589180695
ACH-000118,-0.3510239014773252
ACH-000120,-0.36225599466452457
ACH-000123,-0.3298246160130461
ACH-000127,-0.4727403263819578
ACH-000128,-0.5948807788898157
ACH-000132,-0.570791589817041
ACH-000133,-0.27402600194326365
ACH-000137,-0.4868304357440258
ACH-000138,-0.2138566804891465
ACH-000142,0.040093765788982924
ACH-000143,-0.3703353992151473
ACH-000146,-0.2571056967113191
ACH-000148,-0.1296689380475133
ACH-000150,-0.2719580717771822
ACH-000152,-0.3742402999806008
ACH-000153,-0.21879895670473132
ACH-000159,-0.4751705940422011
ACH-000160,-0.1251420542111007
ACH-000163,-0.5278108799118909
ACH-000167,-0.5327183597564333
ACH-000168,-0.6434402329522473
ACH-000169,-0.28487599061218005
ACH-000178,-0.3006737006812939
ACH-000183,-0.379434441836719
ACH-000188,-0.24592864063307776
ACH-000189,-0.4996516596132474
ACH-000190,-0.2523167219926209
ACH-000198,-0.24307273474465044
ACH-000203,-0.5810192303661355
ACH-000204,-0.009615923253265171
ACH-000206,-0.1408447370682673
ACH-000207,-0.12609304229431725
ACH-000208,-0.3869249176705615
ACH-000210,-0.11255689870499123
ACH-000211,-0.2591388527868206
ACH-000215,-0.3536605878045168
ACH-000221,-0.2277081372084413
ACH-000222,-0.19634346393776705
ACH-000223,-0.2921541133830819
ACH-000226,-0.3273723470679671
ACH-000227,-0.2845942309093197
ACH-000228,-0.3661360742618071
ACH-000231,-0.26564016440694826
ACH-000232,-0.17573353953113946
ACH-000233,-0.2294104092840307
ACH-000234,-0.4073556114503431
ACH-000235,-0.3124463526437494
ACH-000237,-0.2757604831165293
ACH-000238,-0.3036026995327362
ACH-000242,-0.5940943165711917
ACH-000243,-0.4139168683867573
ACH-000244,-0.3729503067470386
ACH-000246,-0.2437715024303002
ACH-000248,-0.3197210661603586
ACH-000250,-0.2136940215643041
ACH-000251,-0.2481035470237448
ACH-000252,-0.3666242281457504
ACH-000253,-0.4079038344400629
ACH-000255,-0.3712862008755709
ACH-000256,-0.2786328438080335
ACH-000257,-0.3329571920009922
ACH-000258,-0.5369839004737262
ACH-000259,-0.32429290787284004
ACH-000260,-0.2337421621706519
ACH-000261,-0.32252793165586624
ACH-000262,-0.06251940215932296
ACH-000263,-0.27586383098973377
ACH-000264,-0.3571318750992695
ACH-000265,-0.4622967888969498
ACH-000266,-0.29849074238309986
ACH-000272,-0.3876869991060258
ACH-000274,-0.3106033893352911
ACH-000277,-0.12545304915472807
ACH-000278,-0.3889953170807901
ACH-000279,-0.22791403789841536
ACH-000280,-0.2926239247935728
ACH-000281,0.004172012902385703
ACH-000288,-0.39127964004090415
ACH-000291,-0.20369359935911596
ACH-000293,-0.018095683973954186
ACH-000294,-0.36990293386104783
ACH-000295,-0.20966667428177704
ACH-000296,-0.4539611814656032
ACH-000302,-0.3508715521858813
ACH-000304,-0.4161937461968872
ACH-000307,-0.3991881317445559
ACH-000308,-0.2840165869665434
ACH-000310,-0.1821950142647145
ACH-000311,-0.36064915145897897
ACH-000312,-0.13021380240793487
ACH-000315,-0.13444718359668564
ACH-000316,-0.25379627990681464
ACH-000317,-0.037471015722425616
ACH-000318,-0.4197924115555591
ACH-000319,-0.1143108950744164
ACH-000320,-0.10042222438531677
ACH-000322,-0.1260093686034972
ACH-000323,-0.3154452963661466
ACH-000324,-0.1942392336842748
ACH-000329,-0.2582274296566546
ACH-000330,-0.29713025956833666
ACH-000331,-0.3504152390668333
ACH-000332,-0.2874684486745258
ACH-000334,-0.5259021536878989
ACH-000335,-0.6588324682341072
ACH-000336,-0.22111693698154103
ACH-000337,-0.2347624214012786
ACH-000338,-0.6912354269646548
ACH-000339,-0.44603357121517023
ACH-000341,-0.40590864531513976
ACH-000348,-0.3511422161576494
ACH-000350,-0.2515893159093378
ACH-000352,-0.4707962023889071
ACH-000356,-0.14802556677462805
ACH-000361,-0.10193846819889496
ACH-000362,-0.4499549442289487
ACH-000363,-0.32328176500810873
ACH-000364,-0.3357761962991403
ACH-000365,-0.2833045586397316
ACH-000366,-0.3179283951407143
ACH-000368,-0.2942783693820077
ACH-000374,-0.25726288782883056
ACH-000375,-0.43780654928471135
ACH-000376,-0.33380249468415435
ACH-000381,-0.3667054681763895
ACH-000383,-0.4146854462314281
ACH-000387,-0.14191980997118528
ACH-000389,-0.3830900150294266
ACH-000390,-0.3605258791444077
ACH-000393,-0.39437278631583256
ACH-000395,-0.33819017655274936
ACH-000396,-0.006176646215933116
ACH-000397,-0.28643872821351657
ACH-000401,-0.2321525714625193
ACH-000402,-0.776990321138577
ACH-000403,-0.270359870660684
ACH-000404,-0.5048311447962389
ACH-000406,-0.2793595176526708
ACH-000407,-0.24666272062968114
ACH-000408,-0.4605230832305519
ACH-000410,-0.33055705608084657
ACH-000411,-0.4032115882633338
ACH-000414,-0.3295304968513863
ACH-000415,-0.4307325313663143
ACH-000416,-0.2571306068497884
ACH-000420,-0.15804639626830594
ACH-000421,-0.19203678048135894
ACH-000424,-0.4853667240272654
ACH-000425,-0.4748683914475456
ACH-000426,-0.15948737460191414
ACH-000427,-0.4278777671129811
ACH-000433,-0.3721688857124495
ACH-000435,-0.4868968461482801
ACH-000436,-0.3980928938407135
ACH-000444,-0.2940639290407358
ACH-000445,-0.5870629145375874
ACH-000448,-0.36864595257263133
ACH-000450,-0.26004445414992816
ACH-000452,-0.2984891900978852
ACH-000454,-0.28216434472711804
ACH-000458,-0.3817418393689302
ACH-000459,-0.4153225308419866
ACH-000460,-0.14720007702025378
ACH-000461,-0.35672881630169206
ACH-000463,-0.3553795959280848
ACH-000464,-0.1577514823623094
ACH-000466,-0.3121356733603826
ACH-000467,-0.4082025158841188
ACH-000468,-0.24111658485062956
ACH-000469,-0.20819278003687888
ACH-000470,5.761324176489597e-05
ACH-000471,-0.4775813683543311
ACH-000472,-0.2920279688551065
ACH-000473,-0.3456167017107746
ACH-000475,-0.3100444987853044
ACH-000476,-0.33402937002138694
ACH-000477,-0.5260192291932142
ACH-000479,-0.3337454647702234
ACH-000480,-0.3558704817137293
ACH-000481,-0.37519716977987294
ACH-000483,-0.21324179601875048
ACH-000484,-0.5131903890881416
ACH-000485,-0.38419281624624396
ACH-000486,-0.28079189813757865
ACH-000487,-0.23698632807328504
ACH-000488,-0.25568148724746376
ACH-000490,-0.2660912907028
ACH-000491,-0.1178305983260298
ACH-000495,-0.2448438554892753
ACH-000496,-0.4480081303629743
ACH-000499,-0.3928112150882101
ACH-000500,0.06233019361929733
ACH-000502,-0.371524402360104
ACH-000503,-0.2776438291805847
ACH-000505,-0.33563847019028786
ACH-000507,-0.35225188897410936
ACH-000510,-0.4841580703494241
ACH-000511,-0.451625182474888
ACH-000512,-0.11463664667051995
ACH-000516,-0.32851652661982905
ACH-000517,-0.3145470881596769
ACH-000518,-0.3002571449195215
ACH-000520,-0.4773686132847196
ACH-000521,-0.3706122492545277
ACH-000522,-0.388390140047765
ACH-000524,-0.2392964214411195
ACH-000527,-0.3901144049377057
ACH-000528,-0.19941122006282355
ACH-000537,-0.2921287112015766
ACH-000541,-0.2724427567329536
ACH-000542,-0.3288877446142456
ACH-000544,-0.0989662203408601
ACH-000545,-0.25359779088367546
ACH-000547,-0.5492483695615151
ACH-000548,-0.19076728949523225
ACH-000549,-0.12981818962790104
ACH-000550,-0.3075756553031901
ACH-000552,-0.3086446023264187
ACH-000556,-0.4176750785227338
ACH-000557,-0.3919355326538631
ACH-000569,-0.2830616220150025
ACH-000570,-0.2457772524840334
ACH-000571,-0.29243017362240986
ACH-000573,-0.2665499393124024
ACH-000576,-0.11669275579497668
ACH-000579,-0.2308946087019347
ACH-000580,-0.4694213244133258
ACH-000584,-0.3892497561992181
ACH-000585,-0.6276840472620551
ACH-000588,-0.4125211609916669
ACH-000589,-0.4772805199085665
ACH-000591,-0.06425013223459422
ACH-000593,-0.4185185444785359
ACH-000600,-0.3105198983432267
ACH-000601,-0.08607762337166476
ACH-000605,-0.3586827401289517
ACH-000606,-0.35975836398387434
ACH-000608,-0.2882584793098373
ACH-000614,-0.6071476384275306
ACH-000616,-0.4090884719622255
ACH-000618,-0.2438029787841353
ACH-000619,-0.02807070586523092
ACH-000620,-0.39057505087351424
ACH-000621,-0.2801406464780456
ACH-000622,-0.20864148840091992
ACH-000623,-0.30867129992654563
ACH-000624,-0.32338669972280504
ACH-000627,-0.3678989046612523
ACH-000630,-0.0059953352433108975
ACH-000631,-0.4246411639454875
ACH-000632,-0.35625705043108924
ACH-000633,-0.21748677530552965
ACH-000637,-0.4574854159080054
ACH-000638,-0.2652895416085761
ACH-000646,-0.3644817336172141
ACH-000647,-0.4075904296985124
ACH-000648,-0.103708171474631
ACH-000649,-0.23419706465453616
ACH-000651,-0.38008020566913936
ACH-000652,-0.5573801283967595
ACH-000653,-0.205016053616886
ACH-000657,-0.14810022053972474
ACH-000658,-0.21925025211949975
ACH-000661,-0.5785758613496613
ACH-000662,-0.4857583496665773
ACH-000663,-0.4373430701103262
ACH-000665,-0.3203588038956788
ACH-000671,-0.40990180174326185
ACH-000672,0.07459679832395237
ACH-000673,-0.2038667121177432
ACH-000676,-0.22106834672752565
ACH-000677,-0.40881701756153777
ACH-000681,-0.2839194434866861
ACH-000683,-0.21413065541609466
ACH-000684,-0.35977267758258796
ACH-000688,-0.003672835796097324
ACH-000693,-0.3375260538666128
ACH-000694,-0.19282823912085706
ACH-000695,-0.1572527548357349
ACH-000696,-0.21608342508476644
ACH-000697,-0.3328820948661113
ACH-000699,-0.4303205685565144
ACH-000701,-0.15189120380725235
ACH-000706,-0.3096314067866087
ACH-000711,-0.21585799208832154
ACH-000713,-0.2409790584731612
ACH-000714,0.11671903710446585
ACH-000718,-0.2079275981450412
ACH-000720,-0.17997750129546286
ACH-000721,-0.2536957809135188
ACH-000724,-0.546372458305772
ACH-000725,-0.2634562819946246
ACH-000732,-0.33609327074498363
ACH-000734,-0.2676845051159046
ACH-000735,-0.3486218532647932
