,SMCO4 (56935)
ACH-000004,0.055199311135039314
ACH-000005,0.11608535228880125
ACH-000007,-0.15501216904512752
ACH-000009,-0.0026586230343884692
ACH-000011,-0.2318472364021199
ACH-000012,-0.021266449955267438
ACH-000013,-0.25869510193896195
ACH-000014,-0.29433976994782585
ACH-000015,-0.12609085241102952
ACH-000017,-0.049963527540733466
ACH-000018,-0.21424992809120397
ACH-000019,0.05703388776431916
ACH-000021,-0.020439802990823125
ACH-000022,0.029119397446677606
ACH-000025,-0.17423530948226978
ACH-000028,-0.3061742590788689
ACH-000030,-0.07591521941427329
ACH-000035,-0.0882902869777403
ACH-000036,0.05720877332562399
ACH-000037,-0.3437497807354927
ACH-000039,-0.03985758991326357
ACH-000040,-0.04579056778550089
ACH-000041,-0.260571578162817
ACH-000042,-0.13557476619487907
ACH-000045,0.13736471240697887
ACH-000047,-0.060851155734453224
ACH-000052,-0.11735842793865348
ACH-000053,-0.06654564798510537
ACH-000054,-0.04647489448277261
ACH-000055,-0.09000367504056428
ACH-000060,-0.15190551311662331
ACH-000067,-0.11369302638444838
ACH-000070,0.07702433376929232
ACH-000075,-0.14503236568267852
ACH-000078,-0.17612913242894696
ACH-000082,-0.10200916230852453
ACH-000085,-0.3115332112014612
ACH-000086,-0.04543733320571549
ACH-000087,0.023170144610404952
ACH-000092,-0.004783938701789701
ACH-000095,-0.21118020954022132
ACH-000097,-0.12875490108957624
ACH-000098,-0.06628058543277332
ACH-000099,-0.1920636022375708
ACH-000108,-0.08733752401539657
ACH-000113,0.0038344386368718624
ACH-000116,-0.07402841078366755
ACH-000118,-0.06727876279853433
ACH-000120,-0.19106468137423585
ACH-000123,-0.1827159420551008
ACH-000127,0.007229658961751162
ACH-000128,-0.005327816862592079
ACH-000132,0.02302164699399144
ACH-000133,-0.1794614373502368
ACH-000137,-0.0405342622281827
ACH-000138,0.08686360287892984
ACH-000142,-0.16207195688238402
ACH-000143,-0.05915483270563631
ACH-000146,-0.10729976785749927
ACH-000148,-0.07955597550144848
ACH-000150,-0.2266736909613349
ACH-000152,-0.09795136478803547
ACH-000153,-0.10740033133414777
ACH-000159,-0.04690628360026505
ACH-000160,-0.13057487252956596
ACH-000163,-0.06602761847158467
ACH-000167,0.0746153276618136
ACH-000168,-0.2907791304524047
ACH-000169,-0.2235560566240602
ACH-000178,0.043680013872166405
ACH-000183,-0.07911571400206567
ACH-000188,-0.1874361458853559
ACH-000189,0.3355579380136293
ACH-000190,-0.11283755747627475
ACH-000198,-0.1427149332793331
ACH-000203,-0.2320961075533056
ACH-000204,-0.08790441810139746
ACH-000206,0.04071188793823629
ACH-000207,-0.2258587757973529
ACH-000208,0.13344279749515575
ACH-000210,0.12464390573545026
ACH-000211,-0.04217022997004068
ACH-000215,-0.21862654372149795
ACH-000221,-0.10007895284665916
ACH-000222,-0.18992900642838395
ACH-000223,-0.17071231682225102
ACH-000226,-0.03154792061997743
ACH-000227,-0.16892676640203774
ACH-000228,-0.06957076372313517
ACH-000231,-0.14980701766957272
ACH-000232,-0.1627946789779762
ACH-000233,-0.1061981027206276
ACH-000234,-0.017270494892566823
ACH-000235,0.014436124116470384
ACH-000237,-0.12480290124598475
ACH-000238,-0.08911492609064513
ACH-000242,-0.4122685677940913
ACH-000243,-0.041178780893388084
ACH-000244,-0.4467591895009453
ACH-000246,-0.1379570491916409
ACH-000248,-0.18622901536091355
ACH-000250,-0.08550969839148814
ACH-000251,0.09483651187996198
ACH-000252,-0.09306229212292233
ACH-000253,0.08028284700708789
ACH-000255,-0.2402719143511995
ACH-000256,-0.17549180551446558
ACH-000257,0.13385240912312618
ACH-000258,0.0006200396344322783
ACH-000259,-0.11410300748772942
ACH-000260,-0.14437423499144006
ACH-000261,-0.017472618061881485
ACH-000262,-0.2153876044610837
ACH-000263,-0.05376795921097252
ACH-000264,-0.12421018640930025
ACH-000265,0.049656311218381016
ACH-000266,-0.13902610762685072
ACH-000272,-0.0045865622791064885
ACH-000274,-0.16226652952181847
ACH-000277,-0.04617823862968328
ACH-000278,-0.2984615299963084
ACH-000279,-0.08852544810033668
ACH-000280,-0.09341015977047933
ACH-000281,-0.10945070148071756
ACH-000288,-0.06288124418166442
ACH-000291,-0.2692060518363352
ACH-000293,-0.10295271579845887
ACH-000294,0.044415336958720734
ACH-000295,-0.00673314220670515
ACH-000296,0.03096275629809448
ACH-000302,-0.050021486299921036
ACH-000304,-0.3267061912879217
ACH-000307,-0.04398159530888927
ACH-000308,-0.09324613305756757
ACH-000310,-0.27997808829576754
ACH-000311,-0.028253781454776944
ACH-000312,-0.15067740568150054
ACH-000315,0.1550772580978195
ACH-000316,-0.30815889992689666
ACH-000317,-0.2677476631512768
ACH-000318,-0.2114298159617999
ACH-000319,-0.17406091007470112
ACH-000320,-0.17958053175098249
ACH-000322,-0.13433166767115853
ACH-000323,-0.1438391621062355
ACH-000324,-0.14415295114391466
ACH-000329,-0.07069083067642218
ACH-000330,0.12732551267140962
ACH-000331,-0.10315139295942526
ACH-000332,-0.036418934450957306
ACH-000334,0.14496971683056922
ACH-000335,-0.051300065859436
ACH-000336,-0.22666247039225915
ACH-000337,-0.12163489133874195
ACH-000338,0.1979872716753159
ACH-000339,-0.05508771133196255
ACH-000341,-0.18890713716465776
ACH-000348,-0.1401801272168265
ACH-000350,-0.03235997081787983
ACH-000352,0.010870741869628973
ACH-000356,-0.12179205657873905
ACH-000361,-0.10632615864063212
ACH-000362,-0.0004160115983720871
ACH-000363,0.040999046141941005
ACH-000364,-0.2922652411522518
ACH-000365,0.051040982446264885
ACH-000366,-0.20045981804192084
ACH-000368,-0.2373534647968417
ACH-000374,-0.09453423457034543
ACH-000375,-0.17566857982533954
ACH-000376,-0.0013690093046087712
ACH-000381,-0.026057893287320714
ACH-000383,-0.13333633582462373
ACH-000387,0.03374537642332864
ACH-000389,0.15820908377438492
ACH-000390,-0.12205732580844635
ACH-000393,-0.05176608955861305
ACH-000395,-0.16340625018178254
ACH-000396,-0.1447532891071774
ACH-000397,-0.20793936511791603
ACH-000401,-0.15822976030987207
ACH-000402,0.008811009298315303
ACH-000403,-0.08283470217333021
ACH-000404,0.12740629770100634
ACH-000406,-0.04951268237617907
ACH-000407,-0.046155553812788686
ACH-000408,-0.06474091552999907
ACH-000410,0.0001333846247126187
ACH-000411,-0.12245309205239048
ACH-000414,-0.06903045730179433
ACH-000415,-0.1450848653835884
ACH-000416,-0.0018595619625886941
ACH-000420,0.01780282620117879
