,GLRB (2743)
ACH-000004,-0.04420219906808197
ACH-000005,-0.04982207093082034
ACH-000007,-0.045191255649623216
ACH-000009,0.023072137007592263
ACH-000011,-0.033718387264338665
ACH-000012,0.02842113923243662
ACH-000013,-0.004431895390104224
ACH-000014,-0.0015548759514621804
ACH-000015,-0.049000725349311706
ACH-000017,0.09109885769020044
ACH-000018,0.2030617014602968
ACH-000019,-0.006956333803669113
ACH-000021,0.014057387880855518
ACH-000022,0.008165130448565322
ACH-000025,0.018180406113127327
ACH-000028,-0.04424103139380922
ACH-000030,0.009173480750226871
ACH-000035,-0.0766830569743325
ACH-000036,-0.0013003957644619794
ACH-000037,-0.01791414398647311
ACH-000039,0.07595274450105644
ACH-000040,-0.12552167269331266
ACH-000041,-0.0654093616710824
ACH-000042,-0.0025340258101319
ACH-000045,0.04122461630527936
ACH-000047,-0.04945592844020815
ACH-000052,-0.10373426057289456
ACH-000053,0.011184027247841823
ACH-000054,-0.06636961531425747
ACH-000055,-0.004793285164430675
ACH-000060,-0.17620175982400127
ACH-000067,-0.05167927431096208
ACH-000070,0.02473383721368564
ACH-000075,-0.14879951486552118
ACH-000078,-0.055323984635248465
ACH-000082,-0.023872867709482368
ACH-000085,0.0025323702222965444
ACH-000086,0.07037646777185708
ACH-000087,-0.001302559703266444
ACH-000092,-0.06056957913813683
ACH-000095,-0.02303737492463354
ACH-000097,0.014898741982463128
ACH-000098,-0.06111832800367657
ACH-000099,-0.03385780705369179
ACH-000108,0.06043476888527135
ACH-000113,-0.057221591841846775
ACH-000116,0.04277219563921075
ACH-000118,0.051040377682977166
ACH-000120,-0.02749693287888851
ACH-000123,-0.10863811871520923
ACH-000127,-0.07904304140355795
ACH-000128,0.026261809914886112
ACH-000132,-0.11467911079399795
ACH-000133,-0.07784378566670122
ACH-000137,-0.009924175389108184
ACH-000138,0.01707667966836975
ACH-000142,0.022704238978400487
ACH-000143,-0.004475558943553265
ACH-000146,0.01759994021846427
ACH-000148,-0.10463604610058813
ACH-000150,0.11099316904545146
ACH-000152,0.0003583431379923913
ACH-000153,0.22929716713486475
ACH-000159,0.10183364091176464
ACH-000160,0.053168617247392566
ACH-000163,0.1454682873185439
ACH-000167,-0.12728357191021902
ACH-000168,-0.12311272824133407
ACH-000169,0.031824268281840304
ACH-000178,0.08933283028215121
ACH-000183,0.1517715314467867
ACH-000188,0.09173231963032663
ACH-000189,0.07377089084394375
ACH-000190,-0.07373350658418135
ACH-000198,-0.042157880420037014
ACH-000203,-0.706867292039797
ACH-000204,-0.019458320304321385
ACH-000206,-0.03797487379183037
ACH-000207,0.10450650170274303
ACH-000208,-0.14402566111658405
ACH-000210,0.0059015296942607565
ACH-000211,-0.0539684253336864
ACH-000215,0.05528641723945644
ACH-000221,0.10430136934355874
ACH-000222,0.23642821981423096
ACH-000223,-0.08265554856382129
ACH-000226,0.16423033463964098
ACH-000227,0.0591676768587446
ACH-000228,-0.03495037554970063
ACH-000231,0.04712592264556255
ACH-000232,-0.0899257731427566
ACH-000233,-0.11251544776720752
ACH-000234,-0.10989718832352156
ACH-000235,0.04458689729699986
ACH-000237,-0.035286118824242915
ACH-000238,-0.03607150918722812
ACH-000242,-0.04292314981022534
ACH-000243,-0.0434502121672536
ACH-000244,0.28625245197131644
ACH-000246,-0.015594715926864872
ACH-000248,0.1285970807496434
ACH-000250,-0.050083339022441456
ACH-000251,-0.16206733122578382
ACH-000252,0.2645134689951533
