,PRR30 (339779)
ACH-000004,-0.2872477951104275
ACH-000005,-0.2134514433356365
ACH-000007,-0.06847772279755134
ACH-000009,-0.2368737773647424
ACH-000011,-0.14959813670163488
ACH-000012,-0.0997915286483894
ACH-000013,-0.21344279008617653
ACH-000014,-0.2465023690268161
ACH-000015,-0.0779891503599655
ACH-000017,-0.16844393689171094
ACH-000018,0.0003764764145035657
ACH-000019,-0.2225111125175511
ACH-000021,-0.28728228393031113
ACH-000022,-0.1816117668136029
ACH-000025,-0.14123909422843786
ACH-000028,-0.18964834833975008
ACH-000030,-0.18866259197407373
ACH-000035,-0.21530630374206836
ACH-000036,-0.18860396228412585
ACH-000037,-0.2687999389656742
ACH-000039,-0.15066027779225466
ACH-000040,-0.3507103695964036
ACH-000041,-0.19183732579040216
ACH-000042,-0.33481446870694315
ACH-000045,-0.09724966461776598
ACH-000047,-0.1943795110803242
ACH-000052,-0.2714276759790472
ACH-000053,-0.1036553913451262
ACH-000054,-0.16867485742993552
ACH-000055,-0.17736780565918986
ACH-000060,-0.46824937425656
ACH-000067,-0.13758400001354207
ACH-000070,-0.09234477465830812
ACH-000075,-0.19219888102896315
ACH-000078,-0.2070245850155003
ACH-000082,-0.33733137432895083
ACH-000085,-0.3423464620874685
ACH-000086,-0.1079991371313117
ACH-000087,-0.2091161642073126
ACH-000092,-0.387750728969788
ACH-000095,-0.18758245249244693
ACH-000097,-0.18887067273127264
ACH-000098,-0.17357550658819987
ACH-000099,-0.16233279916881382
ACH-000108,-0.2109000690965556
ACH-000113,-0.2663795270080569
ACH-000116,-0.17938211549062033
ACH-000118,-0.273891142433217
ACH-000120,-0.2513384589512341
ACH-000123,-0.2780125251453971
ACH-000127,-0.2571292901071675
ACH-000128,-0.03181612552975402
ACH-000132,-0.17541834845884072
ACH-000133,-0.1801333875170442
ACH-000137,-0.11626431856350178
ACH-000138,-0.1944763216992731
ACH-000142,-0.2579789505743492
ACH-000143,-0.17302181359731192
ACH-000146,-0.20667682976161653
ACH-000148,-0.042411094322464815
ACH-000150,-0.17201047306278364
ACH-000152,-0.3569421057791813
ACH-000153,-0.09328404865085453
ACH-000159,-0.20895768603626946
ACH-000160,-0.09300358683581594
ACH-000163,-0.0908935150827283
ACH-000167,-0.06453970588178562
ACH-000168,-0.15905687870648302
ACH-000169,-0.053349911989453006
ACH-000178,-0.10642323755899412
ACH-000183,-0.22728964584779215
ACH-000188,-0.2206176398265824
ACH-000189,-0.08937579488133232
ACH-000190,-0.2594605016098551
ACH-000198,-0.1895379614405888
ACH-000203,-0.5349419020343471
ACH-000204,-0.2748605128861609
ACH-000206,-0.2854421758579151
ACH-000207,-0.29961587118955163
ACH-000208,-0.23095590335265956
ACH-000210,-0.22192887816287388
ACH-000211,-0.2453014389353799
ACH-000215,-0.25672215211239063
ACH-000221,0.11275531329059693
ACH-000222,-0.455808350505941
ACH-000223,-0.16439851539494774
ACH-000226,-0.11441236342149158
ACH-000227,-0.3306633348658025
ACH-000228,-0.1384509726475838
ACH-000231,-0.22248402365202505
ACH-000232,-0.3473528531644135
ACH-000233,-0.26056502739854376
ACH-000234,-0.1659060712558657
ACH-000235,-0.20423943480193155
ACH-000237,-0.2668764601343242
ACH-000238,-0.3920306120177621
ACH-000242,-0.3565426410175135
ACH-000243,-0.3265710397653427
ACH-000244,-0.20359951967281814
ACH-000246,-0.07497740446962411
ACH-000248,-0.2277982621288747
ACH-000250,-0.3009692621084498
ACH-000251,-0.2900219392861472
ACH-000252,-0.20635749065798129
ACH-000253,-0.24082437356556574
ACH-000255,-0.2145254507163681
ACH-000256,-0.11941657149267187
ACH-000257,-0.33827942270467604
ACH-000258,-0.1755397271409867
ACH-000259,-0.3435706553148332
ACH-000260,-0.27144304501120065
ACH-000261,-0.18865510499801966
ACH-000262,0.09069247640634076
ACH-000263,-0.5943765920847147
ACH-000264,-0.1339468525585763
ACH-000265,-0.2319173564437453
ACH-000266,-0.216881770372604
ACH-000272,-0.2916338474962601
ACH-000274,-0.3843185493353266
ACH-000277,-0.2495787625682784
ACH-000278,-0.2830374361648476
ACH-000279,-0.1990019045872765
ACH-000280,-0.10123470830427812
ACH-000281,-0.2467490594518253
ACH-000288,-0.2812326732002244
ACH-000291,0.14561593981958842
ACH-000293,-0.20396500500469814
ACH-000294,-0.13909329297665715
ACH-000295,-0.3157597804429275
ACH-000296,-0.2316819119732449
ACH-000302,-0.3156656933219493
ACH-000304,-0.2401169118448236
ACH-000307,-0.18591000490312445
ACH-000308,-0.18385110075759947
ACH-000310,-0.24492680668780414
ACH-000311,-0.2489679126662269
ACH-000312,-0.3843824578371939
ACH-000315,-0.4369908628250138
ACH-000316,-0.21954619768561692
ACH-000317,-0.30282675243529683
ACH-000318,-0.2810455102080479
ACH-000319,-0.13263533578877612
ACH-000320,-0.4236982494436272
ACH-000322,-0.26880820112995285
ACH-000323,-0.20171517141637046
ACH-000324,-0.2925538448630287
ACH-000329,-0.177322651599447
ACH-000330,-0.05671814530655572
ACH-000331,-0.2868428944163593
ACH-000332,-0.2486582417685836
ACH-000334,-0.14030445984295706
ACH-000335,-0.2565859527996454
ACH-000336,-0.11200975410515533
ACH-000337,-0.2834354547751867
ACH-000338,-0.07545057895298593
ACH-000339,-0.18056741500912965
ACH-000341,-0.15942227877396298
ACH-000348,-0.25218500495953083
ACH-000350,-0.23418818368019065
ACH-000352,-0.2715883193004349
ACH-000356,-0.22656054502696846
ACH-000361,-0.1632386787584497
ACH-000362,-0.2955850410810031
ACH-000363,-0.3292052389052046
ACH-000364,-0.404978169754696
ACH-000365,-0.19246794362047476
ACH-000366,-0.22809498923525526
ACH-000368,-0.08389343303114186
ACH-000374,-0.2029053692004846
ACH-000375,-0.3558229379527571
ACH-000376,-0.18954019092684346
ACH-000381,-0.1410217777169486
ACH-000383,-0.2306554459745999
ACH-000387,-0.18428447604159104
ACH-000389,-0.13158329829251592
ACH-000390,-0.23237753551496884
ACH-000393,-0.33631628151486137
ACH-000395,-0.17046038355666715
ACH-000396,-0.3012393610642888
ACH-000397,-0.22169817991125185
ACH-000401,-0.16218962946490345
ACH-000402,-0.4853330392776439
ACH-000403,-0.3165415800257407
ACH-000404,-0.15243928478892474
ACH-000406,-0.1930333701161223
ACH-000407,-0.20022690663072815
ACH-000408,-0.3025618454164156
ACH-000410,-0.2070084101268096
ACH-000411,-0.2619072134025692
ACH-000414,-0.28952968033706816
ACH-000415,-0.08400196788054227
ACH-000416,-0.1513765499237331
ACH-000420,-0.20656879321258034
ACH-000421,-0.2255971415165141
ACH-000424,-0.41363277354846906
ACH-000425,-0.20147987065902812
ACH-000426,-0.18340135928709897
ACH-000427,-0.14515249905095626
ACH-000433,-0.1631089891466493
ACH-000435,-0.2973222516817277
ACH-000436,-0.2531320700910227
ACH-000444,-0.15995050578031392
ACH-000445,-0.2053842906216699
ACH-000448,-0.31606094844018595
ACH-000450,-0.5542190253045405
ACH-000452,-0.1027409123892631
ACH-000454,-0.2515735768522653
ACH-000458,-0.25212781896746783
ACH-000459,0.03682845966567823
ACH-000460,-0.13375013798967847
ACH-000461,-0.1621297129267398
ACH-000463,-0.13521373198278322
ACH-000464,-0.33899184420718065
ACH-000466,-0.3171395956086677
ACH-000467,-0.20988679428774426
ACH-000468,-0.1312994083282944
ACH-000469,-0.25023425252217635
ACH-000470,-0.3719909641389494
ACH-000471,-0.2172065777548744
ACH-000472,-0.2309501873052633
ACH-000473,-0.1837601835832016
ACH-000475,-0.26401018555847794
ACH-000476,-0.1870682195920608
ACH-000477,-0.2543648822473254
ACH-000479,-0.18941465327768686
ACH-000480,-0.3378746772383001
ACH-000481,-0.2709219662349789
ACH-000483,-0.2588863502671549
ACH-000484,-0.28997747327539364
ACH-000485,-0.26456606093644325
ACH-000486,-0.20123810416023355
ACH-000487,-0.36207409999454704
ACH-000488,-0.2214608297324765
ACH-000490,-0.11547339028766547
ACH-000491,-0.3511003746580617
ACH-000495,-0.2933181063887698
ACH-000496,-0.33493634380142223
ACH-000499,-0.06991263630836958
ACH-000500,-0.2441347923930864
ACH-000502,-0.19274338999058505
ACH-000503,-0.088312851742789
ACH-000505,-0.21639050261733114
ACH-000507,-0.2534757993195374
ACH-000510,-0.18896778265882108
ACH-000511,-0.21268832679726526
ACH-000512,-0.32188202505233865
ACH-000516,-0.22427755967452406
ACH-000517,-0.3357928175715107
ACH-000518,-0.04058682781588753
ACH-000520,-0.3261962528966494
ACH-000521,-0.3164245143282892
ACH-000522,-0.2165995877394402
ACH-000524,-0.2385571541399865
ACH-000527,-0.19054694302994524
ACH-000528,-0.21066723973343607
ACH-000537,-0.1801587606232356
ACH-000541,-0.08472052896801932
ACH-000542,-0.20759656382947972
ACH-000544,-0.04195063190099296
ACH-000545,-0.10189114803725174
ACH-000547,-0.22890403983778304
ACH-000548,-0.16514070365612074
ACH-000549,-0.20610297492940888
ACH-000550,-0.3775683544893432
ACH-000552,-0.08025526554494299
ACH-000556,-0.2050298921037169
ACH-000557,-0.17917881105244934
ACH-000569,-0.313990287761769
ACH-000570,-0.2231331910286869
ACH-000571,-0.2174539522093984
ACH-000573,-0.15848270865266062
ACH-000576,-0.3280542718246378
ACH-000579,-0.402409671336287
ACH-000580,-0.14767648030764535
ACH-000584,-0.17678446701199707
ACH-000585,-0.15655471521383266
ACH-000588,-0.248968726544022
ACH-000589,-0.2324174473123508
ACH-000591,-0.39057315160368217
ACH-000593,-0.21611691663265747
ACH-000600,-0.17478507595526885
ACH-000601,-0.19659417273250754
ACH-000605,-0.3347110888454571
ACH-000606,-0.1633599428579652
ACH-000608,-0.35555017480809953
ACH-000614,-0.17728033326828874
ACH-000616,-0.2159961742151037
ACH-000618,-0.08058931335094865
ACH-000619,-0.18024818332623002
ACH-000620,-0.17718243591840468
ACH-000621,-0.22003264978821
ACH-000622,-0.2930188167359914
ACH-000623,-0.24125377507020676
ACH-000624,-0.1882055310226569
ACH-000627,-0.3159684537432193
ACH-000630,-0.23517457098292116
ACH-000631,-0.10230749829345144
ACH-000632,-0.2878992385190605
ACH-000633,-0.2556300008576743
ACH-000637,-0.18638805780601
ACH-000638,-0.2675531890249064
ACH-000646,-0.3714880095853417
ACH-000647,-0.24481470212019704
ACH-000648,-0.2292503234240232
ACH-000649,-0.19984224122529584
ACH-000651,-0.33377226223088496
ACH-000652,-0.27774703794017624
ACH-000653,-0.3553874640422252
ACH-000657,-0.2314283434240069
ACH-000658,-0.20957864020832934
ACH-000661,-0.41171030038570894
ACH-000662,-0.26548220826269764
ACH-000663,-0.3531268753907684
ACH-000665,-0.24870363173030202
ACH-000671,-0.2185081208805372
ACH-000672,-0.2596480126097573
ACH-000673,-0.31431372957703685
ACH-000676,-0.22466996349561152
ACH-000677,-0.09881487731462728
ACH-000681,-0.21561194616478085
ACH-000683,-0.2820875513637037
ACH-000684,-0.10539178849288076
ACH-000688,-0.26261386373734064
ACH-000693,-0.1141825922537443
ACH-000694,-0.15661391648129735
ACH-000695,-0.15580626799590133
ACH-000696,-0.2466943738297669
ACH-000697,-0.2674253085458842
ACH-000699,-0.31555060264533186
ACH-000701,-0.2732083115234216
ACH-000706,-0.08438221958245072
ACH-000711,-0.2768975460107197
ACH-000713,-0.15272732710569015
ACH-000714,-0.2852719335389078
ACH-000718,-0.2909485937171509
ACH-000720,-0.2579140281448227
ACH-000721,-0.14702244745436946
ACH-000724,-0.11467306713931308
ACH-000725,-0.2924713341741265
ACH-000732,-0.2806282927196327
ACH-000734,-0.20899672041085998
ACH-000735,-0.2391218444609409
ACH-000736,-0.35366730855773515
ACH-000738,-0.2619125117653709
ACH-000746,-0.17975597314037772
ACH-000747,-0.14869183122817756
ACH-000748,-0.1628427144947775
ACH-000753,-0.16583207293077354
ACH-000756,-0.3113357063721148
ACH-000757,-0.18424742109853665
ACH-000758,-0.21513451875517373
ACH-000760,-0.1854759496527556
ACH-000762,-0.24879145627651436
ACH-000763,-0.19475623906895675
ACH-000764,-0.04653453237003311
ACH-000765,-0.10431204266192576
ACH-000766,-0.33514907403089783
ACH-000767,-0.3979066681722556
ACH-000768,-0.19665866598317308
ACH-000769,-0.10946617949720984
ACH-000770,-0.2876015056297819
ACH-000771,-0.1661130965835702
ACH-000773,-0.21412216460221492
ACH-000776,-0.19964881817344596
ACH-000777,-0.1778976628832267
ACH-000778,-0.28189429208688105
ACH-000781,-0.2813903965051208
ACH-000782,-0.12695250141527578
ACH-000783,-0.20248465325588688
ACH-000784,-0.1895379832574306
ACH-000785,-0.2913779173464685
ACH-000787,-0.2282426340434965
ACH-000788,-0.2905207211402345
ACH-000791,-0.28464446197096344
ACH-000792,-0.2640805813937651
ACH-000794,-0.14769606522925127
ACH-000796,-0.14530735604909414
ACH-000798,-0.2407378812300254
ACH-000799,-0.3926494096097642
ACH-000800,-0.2304268493829795
ACH-000802,-0.13304344224265902
ACH-000804,-0.045386647065918745
ACH-000805,-0.10485089968196123
ACH-000809,-0.2140422193463722
ACH-000810,-0.3372667489733114
ACH-000811,-0.2559844089879509
ACH-000817,-0.40359069282199694
ACH-000819,-0.02940226142391372
ACH-000820,0.08347680863023557
ACH-000821,-0.13876785255031793
ACH-000822,-0.2976451907248546
ACH-000823,-0.2866837348033474
ACH-000824,-0.3001789073959266
ACH-000827,-0.23978847775032394
