,ANKLE2 (23141)
ACH-000272,-1.1659027173308532
ACH-000274,-1.3982022078082097
ACH-000277,-1.4303612098009275
ACH-000278,-1.4023840565678647
ACH-000279,-1.4995718539415388
ACH-000280,-1.4124651619790036
ACH-000281,-1.615750437085823
ACH-000288,-1.4215003515417088
ACH-000291,-1.423737388653442
ACH-000293,-1.508918645299988
ACH-000294,-1.6023076731487411
ACH-000295,-1.5839605617357781
ACH-000296,-1.6267674757136519
ACH-000302,-1.5485694764804716
ACH-000304,-1.3126977847135912
ACH-000307,-1.33408279718615
ACH-000308,-1.4970628572622557
ACH-000310,-1.2923641470342009
ACH-000311,-1.3076539647409997
ACH-000312,-1.498118006883866
ACH-000315,-1.7449631244864507
ACH-000316,-1.3987943153927922
ACH-000317,-1.1662938376390732
ACH-000318,-1.6212527507810601
ACH-000319,-1.298866732843846
ACH-000320,-1.6929331495450326
ACH-000322,-1.4787169656566377
ACH-000323,-1.3803830172404448
ACH-000324,-1.43340394461779
ACH-000329,-1.4756539638601631
ACH-000330,-1.2434952329314
ACH-000331,-1.4335350207969595
ACH-000332,-1.3909933719763894
ACH-000334,-1.8004897363936825
ACH-000335,-1.3711295799565002
ACH-000336,-1.4459000262631458
ACH-000337,-1.4088601224664037
ACH-000338,-2.162901179197448
ACH-000339,-1.4097303252106896
ACH-000341,-1.362632955286874
ACH-000348,-1.4864157595766776
ACH-000350,-1.4332486665599016
ACH-000352,-1.5020088420565088
ACH-000356,-1.1799110869487548
ACH-000361,-1.0984730309977102
ACH-000362,-1.3459263051049777
ACH-000363,-1.1083250641779852
ACH-000364,-1.2104071327258008
ACH-000365,-1.5615373117448996
ACH-000366,-1.576137543429481
ACH-000368,-1.2067329418139792
ACH-000374,-1.4630384688271998
ACH-000375,-1.2880139499518972
ACH-000376,-1.2663797560674164
ACH-000381,-1.2769828004647577
ACH-000383,-1.3409715478500268
ACH-000387,-1.754929680224413
ACH-000389,-1.3857302517455092
ACH-000390,-1.628769557044998
ACH-000393,-1.3102882150044013
ACH-000395,-1.4736778477425825
ACH-000396,-1.6892408724794632
ACH-000397,-1.5000618269105408
ACH-000401,-1.3452623198418605
ACH-000402,-1.5421407423193876
ACH-000403,-1.557336556381289
ACH-000404,-1.4875876937183097
ACH-000406,-1.5199760703235876
ACH-000407,-1.189991843060781
ACH-000408,-1.1957603420420393
ACH-000410,-1.284731543698764
ACH-000411,-1.3287475959448027
ACH-000414,-1.5157084794510907
ACH-000415,-1.4653392500141833
ACH-000416,-1.5097051895862317
ACH-000420,-1.4267090557571336
ACH-000421,-1.431931134956642
ACH-000424,-1.2133833245018937
ACH-000425,-1.4247293129808227
ACH-000426,-1.1002187783721675
ACH-000427,-1.3881848734925324
ACH-000433,-1.1870776988062282
ACH-000435,-1.9485711086628603
ACH-000436,-1.4009502097920197
ACH-000444,-1.1577869451163858
ACH-000445,-1.1411383010489673
ACH-000448,-1.3051197704152344
ACH-000450,-0.93331684407895
ACH-000452,-1.5180091007604857
ACH-000454,-1.1115569812351158
ACH-000458,-1.3923066360092051
ACH-000459,-1.3794514073483828
ACH-000460,-1.3405951703731225
ACH-000461,-1.4490967119014058
ACH-000463,-1.2928370303903958
ACH-000464,-1.4526023140948432
ACH-000466,-1.5051242680495192
ACH-000467,-1.4710190762094868
ACH-000468,-1.574835979098467
ACH-000469,-1.5087157186741822
ACH-000470,-1.6167730572591532
ACH-000471,-1.3298170914962957
ACH-000472,-1.3913961190830946
ACH-000473,-1.343427558377151
ACH-000475,-1.4447529693753547
ACH-000476,-1.4439942431597719
ACH-000477,-0.9430785957484924
ACH-000479,-1.2141297914152067
ACH-000480,-1.4870423343852477
ACH-000481,-1.5770203519419814
ACH-000483,-1.459351840450594
ACH-000484,-1.297724813040661
ACH-000485,-1.3661646462613948
ACH-000486,-1.2408995621299408
ACH-000487,-1.304812186695785
ACH-000488,-1.409133331292675
ACH-000490,-1.2964069707227859
ACH-000491,-1.6238811515594629
ACH-000495,-1.0374617335784422
ACH-000496,-1.4676288356790659
ACH-000499,-1.4444629895168506
ACH-000500,-1.718689460242825
ACH-000502,-1.1897170184630603
ACH-000503,-1.7299634615158292
ACH-000505,-1.408311670491584
ACH-000507,-1.3632989479178734
ACH-000510,-1.5163597334598249
ACH-000511,-1.3174259474635035
ACH-000512,-1.412471782850221
ACH-000516,-1.4954002106114344
ACH-000517,-1.4635677443565849
ACH-000518,-1.57492130353172
ACH-000520,-1.4853432005481682
ACH-000521,-1.4066708685713287
ACH-000522,-1.3885815173571483
ACH-000524,-1.3874118621169869
ACH-000527,-1.3081757816616446
ACH-000528,-1.5636630827169973
ACH-000537,-1.5147445784978006
ACH-000541,-1.556860129184565
ACH-000542,-1.3455351752869955
ACH-000544,-1.3585366293687575
ACH-000545,-1.396313476237879
ACH-000547,-1.306624217531233
ACH-000548,-1.4321323224034042
ACH-000549,-1.1043086705715297
ACH-000550,-1.4305583212041415
ACH-000552,-1.6058250748358287
ACH-000556,-1.3316576563919358
ACH-000557,-1.6657185740937457
ACH-000569,-1.755314237590768
ACH-000570,-1.5051706334295556
ACH-000571,-1.5745450544771429
ACH-000573,-1.6387564398013834
ACH-000576,-1.4255231693926351
ACH-000579,-1.5838876845818306
ACH-000580,-1.5822826459896269
ACH-000584,-1.4887324030175453
ACH-000585,-1.6326272468398957
ACH-000588,-1.2356298927905631
ACH-000589,-1.4219969784739102
ACH-000591,-1.257736018419126
ACH-000593,-1.4414439421553817
ACH-000600,-1.270565251556946
ACH-000601,-1.496345490658637
ACH-000605,-1.5020128665032806
ACH-000606,-1.3670704848514017
ACH-000608,-1.6454964711854076
ACH-000614,-1.3872824996825894
ACH-000616,-1.0697946309440851
ACH-000618,-1.4813463134936256
ACH-000619,-1.1820660899166289
ACH-000620,-1.2565920025036614
ACH-000621,-1.561224665143958
ACH-000622,-1.408253040277923
ACH-000623,-1.4496002901913474
ACH-000624,-1.3550285466138077
ACH-000627,-1.2443748547872548
ACH-000630,-1.4626861106984308
ACH-000631,-1.255970493278657
ACH-000632,-1.5994789123397792
ACH-000633,-1.3417252194784277
ACH-000637,-1.5607982081160765
ACH-000638,-1.5825540235221591
ACH-000646,-1.6308636056465813
ACH-000647,-1.3425352413863314
ACH-000648,-1.4008864195657882
ACH-000649,-1.2567347783247451
ACH-000651,-1.3663325639821753
ACH-000652,-1.2285034059688518
ACH-000653,-1.3824071883398474
ACH-000657,-1.481593240808492
ACH-000658,-1.4078703424414565
ACH-000661,-1.2382101728828792
ACH-000662,-1.6239150507325937
ACH-000663,-1.5363185835047792
ACH-000665,-1.4344960613217572
ACH-000671,-1.4314342548312573
ACH-000672,-1.2076653615141189
ACH-000673,-1.3277876307208936
ACH-000676,-1.3056238926098604
ACH-000677,-1.4677243100208863
ACH-000681,-1.4281873660287157
ACH-000683,-1.4544327031996964
ACH-000684,-1.3471954680012874
ACH-000688,-1.6680371458026386
ACH-000693,-1.6674945842356783
ACH-000694,-1.5474078954852517
ACH-000695,-1.4991845355512612
ACH-000696,-1.4485406203250069
ACH-000697,-1.426516697426606
ACH-000699,-1.548527079715544
ACH-000701,-1.4964490477712118
ACH-000706,-1.1001584627354897
ACH-000711,-1.4140217855452195
ACH-000713,-1.3007391104547077
ACH-000714,-1.4719701359110324
ACH-000718,-1.6339385462198814
ACH-000720,-1.270357471874358
ACH-000721,-1.4765950047826604
ACH-000724,-1.3336752342954694
ACH-000725,-1.7179419575907549
ACH-000732,-1.6396497355474235
ACH-000734,-1.4527797860707514
ACH-000735,-1.4123443744506965
ACH-000736,-1.2157991194252795
ACH-000738,-1.2653089019276524
ACH-000746,-1.424332071559309
ACH-000747,-1.4083224809246573
ACH-000748,-1.3486030989504991
ACH-000753,-1.4097688340216583
ACH-000756,-1.3871146050890628
ACH-000757,-1.4012475298298597
ACH-000758,-1.0985094538395508
ACH-000760,-1.4288048400048148
ACH-000762,-1.350720633965817
ACH-000763,-1.304190416970616
ACH-000764,-1.4481066682171553
ACH-000765,-1.3421975727581463
ACH-000766,-1.4805289716950143
ACH-000767,-1.624830061581994
ACH-000768,-1.4699734004659373
ACH-000769,-1.3292113836944606
ACH-000770,-1.304687186837995
ACH-000771,-1.3110810641462642
ACH-000773,-1.161486062800535
ACH-000776,-1.4079143624195325
ACH-000777,-1.5319207540169908
ACH-000778,-1.5750478902367786
ACH-000781,-1.5057571628170938
ACH-000782,-1.3750481231190326
ACH-000783,-1.5151382179887167
ACH-000784,-1.392186783279832
ACH-000785,-1.9197486873172795
ACH-000787,-1.3983935745106648
ACH-000788,-1.3721848071120992
ACH-000791,-1.3385506925905757
ACH-000792,-1.3763887381866229
ACH-000794,-1.3824455426796045
ACH-000796,-1.4503537455401512
ACH-000798,-1.4534205363217798
ACH-000799,-1.5174322705432002
ACH-000800,-1.4114107035755636
ACH-000802,-1.5246931273969038
ACH-000804,-1.259524861284761
ACH-000805,-1.3077165033901763
ACH-000809,-1.5388792696355522
ACH-000810,-1.683130169052255
ACH-000811,-1.4133007672286448
ACH-000817,-1.3855565746965683
ACH-000819,-1.3332160370808164
ACH-000820,-1.5531011489067719
ACH-000821,-1.3021962091873387
ACH-000822,-1.5639775185894196
ACH-000823,-1.5836678233242114
ACH-000824,-1.4240059757382626
ACH-000827,-1.5035973527887474
ACH-000829,-1.380384752018167
ACH-000831,-1.3410924972122185
ACH-000832,-1.385730487341423
ACH-000833,-1.6919860133169378
ACH-000834,-1.2191784401720285
ACH-000835,-1.5282867392112138
ACH-000836,-1.4977607876617758
ACH-000837,-1.5253855037441484
ACH-000838,-1.5789539573472582
ACH-000839,-1.1829685359142257
ACH-000840,-1.2503588393539615
ACH-000841,-1.4550427932106882
ACH-000843,-1.3660876806477618
ACH-000846,-1.4301339055820474
ACH-000847,-1.4308994283305716
ACH-000848,-1.5757884078612718
ACH-000849,-1.5090808171897259
ACH-000851,-1.2772210352739104
ACH-000855,-1.3972447983875569
ACH-000856,-1.42280017743374
ACH-000858,-1.2536855233352449
ACH-000859,-1.1479953458686558
ACH-000861,-1.4857221022685794
ACH-000862,-1.5780168515838429
ACH-000865,-1.6251486219233895
ACH-000866,-1.4098667401813176
ACH-000867,-1.4279387971671629
ACH-000869,-1.6213133714656118
ACH-000872,-1.2665908208272805
ACH-000873,-1.487336489695445
ACH-000876,-1.7013739079510082
ACH-000878,-1.50678480429548
ACH-000880,-1.3965635957994138
ACH-000881,-1.4648725527513302
ACH-000882,-1.3846299007037577
ACH-000884,-1.4018822031600182
ACH-000885,-1.3896999883073675
ACH-000887,-1.2410947982930087
ACH-000889,-1.4899346031933294
ACH-000896,-1.3611712935022744
ACH-000898,-1.495981254275066
ACH-000900,-1.4823986122360258
ACH-000901,-1.5635980515625243
ACH-000905,-1.265985111624483
ACH-000906,-1.395341966465421
ACH-000907,-1.388989291502344
ACH-000910,-1.6005191843779751
ACH-000911,-1.4158247387390102
ACH-000912,-1.4814198946801118
ACH-000913,-1.3656618764587152
ACH-000915,-1.2587397536937912
ACH-000916,-1.2670232201040292
ACH-000917,-1.6053798840753994
ACH-000920,-1.4886832479105616
ACH-000921,-1.4329869551569667
ACH-000924,-1.4276593837832052
ACH-000926,-1.519881140027103
ACH-000928,-1.1458593740809708
ACH-000929,-1.4355169210219645
ACH-000932,-1.5351024561117057
ACH-000935,-1.3669036962261554
ACH-000936,-1.2573640589795905
ACH-000937,-1.4526859549998818
ACH-000938,-1.4045067559471378
ACH-000939,-1.6327292999026572
ACH-000941,-1.4334314169209483
ACH-000943,-1.3476564602612946
ACH-000946,-1.5391455246097543
ACH-000947,-1.543287509540899
ACH-000948,-1.4003516829074671
ACH-000950,-1.331458334856623
ACH-000953,-1.3444582695584952
ACH-000954,-1.4698734121603192
ACH-000957,-1.3381234728206086
ACH-000958,-1.2551097633441717
ACH-000960,-1.483268772224355
ACH-000963,-1.2559694641423478
ACH-000968,-1.1674442413079975
ACH-000969,-1.316478224606395
ACH-000972,-1.184955679041706
ACH-000973,-1.3714132981271712
ACH-000974,-1.3903110172103097
ACH-000978,-1.3439202210652768
ACH-000984,-1.2427693248224978
ACH-000986,-1.2218329564596722
ACH-000988,-1.5991436010450424
ACH-000993,-1.4822515434528127
ACH-000994,-1.2145662117464444
ACH-000996,-1.3153443098120032
ACH-001001,-1.3434820479599596
ACH-001020,-1.4324980105792544
ACH-001028,-1.4420168800260282
ACH-001031,-1.5021998577463127
ACH-001038,-1.526472494906589
ACH-001048,-1.3174512941841507
ACH-001050,-1.4892835835219869
ACH-001053,-1.502984661910291
ACH-001054,-1.357599452086131
ACH-001061,-1.3744598948752995
ACH-001067,-1.3946621658551543
ACH-001075,-1.3061612629346369
ACH-001096,-1.3304077703350918
ACH-001111,-1.6315485550996691
ACH-001119,-1.4981920526289187
ACH-001128,-1.5837448116738035
ACH-001134,-1.1932060156822568
ACH-001151,-1.396834231718771
ACH-001163,-1.54391498631435
ACH-001164,-1.345582476361739
ACH-001183,-1.522376544839391
ACH-001192,-1.331710259713322
ACH-001193,-1.5042354777514118
ACH-001196,-1.3877925723301596
ACH-001197,-1.1960076551434065
ACH-001205,-1.2745058865795664
ACH-001211,-1.4353773078857155
ACH-001212,-1.6402510252370694
ACH-001228,-1.417398643724067
ACH-001232,-1.2795303675078438
ACH-001239,-1.3339632508508408
ACH-001270,-1.4699622945463882
ACH-001274,-1.4717847598913445
ACH-001275,-1.2281124303555355
ACH-001277,-1.5748279496432909
ACH-001278,-1.3606855506791906
ACH-001280,-1.5059301306628834
ACH-001283,-1.2150933742245515
ACH-001289,-1.2167081425001964
ACH-001300,-1.3469978425718558
ACH-001301,-1.3761515473148112
ACH-001302,-1.4073189178815757
ACH-001306,-1.5782035414156366
ACH-001318,-1.5121944428420189
ACH-001322,-1.3773620111291318
ACH-001328,-1.3697399886106885
ACH-001332,-1.353360858761985
ACH-001336,-1.3556220801869976
ACH-001346,-1.4065713597051177
ACH-001353,-1.405164657261882
ACH-001354,-1.4805123691008046
ACH-001367,-1.5053507176000949
ACH-001368,-1.4341423130574111
ACH-001374,-1.5343771077884991
ACH-001377,-1.53114006112991
ACH-001380,-1.3597259909884136
ACH-001391,-1.641885401925946
ACH-001408,-1.3591540094574337
ACH-001430,-1.5393294591302038
ACH-001431,-1.5356549159578483
ACH-001450,-1.5815474388155335
ACH-001496,-1.3178610316391663
ACH-001500,-1.2102404168361756
ACH-001523,-1.448006269562099
ACH-001532,-1.6118457403646127
ACH-001550,-1.6177531983785194
ACH-001552,-1.420214875794604
ACH-001554,-1.4767039759225573
ACH-001654,-1.5823297521855444
ACH-001735,-1.4967446495622692
ACH-001736,-1.4123468289558871
ACH-001737,-2.0251910557429538
ACH-001740,-1.4798378954538542
ACH-001745,-1.5885367445156968
ACH-001765,-1.4209852264786846
