,SH3GLB2 (56904)
ACH-000004,-0.09733109501439527
ACH-000005,-0.05506832427179797
ACH-000007,-0.2002666908936189
ACH-000009,-0.19793980087982746
ACH-000011,-0.13638742456827735
ACH-000012,-0.2213808817483451
ACH-000013,-0.19128131249750552
ACH-000014,-0.20053487618819935
ACH-000015,-0.15098579919084396
ACH-000017,-0.168446107875887
ACH-000018,-0.22414639792247174
ACH-000019,-0.05224202728875279
ACH-000021,-0.11644426287973378
ACH-000022,-0.2307680232416439
ACH-000025,-0.004794338707966116
ACH-000028,-0.10824842710054182
ACH-000030,-0.16310298470016166
ACH-000035,-0.042761953431192816
ACH-000036,-0.027845365482172743
ACH-000037,-0.3783195617276056
ACH-000039,-0.19989809928020785
ACH-000040,-0.08517774462716095
ACH-000041,-0.15415708981541318
ACH-000042,-0.2465795225210536
ACH-000045,-0.16267475124778907
ACH-000047,-0.16185147976463546
ACH-000052,-0.10249876813128643
ACH-000053,-0.0981930520332488
ACH-000054,-0.11099004069608122
ACH-000055,-0.16740608839387647
ACH-000060,-0.23705872092708455
ACH-000067,-0.04561578946568546
ACH-000070,-0.1098315283550156
ACH-000075,-0.12812462428992727
ACH-000078,-0.01569083935716175
ACH-000082,-0.0018399362390432504
ACH-000085,-0.2116655804150376
ACH-000086,-0.06393421463665533
ACH-000087,-0.4184319077288148
ACH-000092,-0.15215085981931611
ACH-000095,-0.1301003078386375
ACH-000097,-0.21096965741843351
ACH-000098,-0.09079345683496456
ACH-000099,-0.03090436109593258
ACH-000108,-0.2906995496057926
ACH-000113,-0.12530480179608042
ACH-000116,-0.06267876234015607
ACH-000118,-0.13458931093256066
ACH-000120,-0.2923098225786882
ACH-000123,-0.12120504754881968
ACH-000127,-0.12812992536398093
ACH-000128,-0.13098040908612107
ACH-000132,-0.14592364586464618
ACH-000133,0.005781571016387633
ACH-000137,-0.23421856312472064
ACH-000138,-0.1210571996054649
ACH-000142,-0.05896147847704512
ACH-000143,0.06371166159937719
ACH-000146,-0.09513240157834796
ACH-000148,-0.2202691075827395
ACH-000150,-0.027100109758446424
ACH-000152,-0.2420535192758034
ACH-000153,-0.05668938622253439
ACH-000159,-0.08711239545363224
ACH-000160,-0.03583728499072361
ACH-000163,-0.1448788111460486
ACH-000167,-0.24692610482323354
ACH-000168,-0.14501078828377595
ACH-000169,-0.2664370080799886
ACH-000178,-0.07067747105940711
ACH-000183,-0.138578705281882
ACH-000188,-0.20242144639521767
ACH-000189,-0.016900505754604767
ACH-000190,-0.008671660162747527
ACH-000198,-0.1335663123483676
ACH-000203,-0.4531486564748873
ACH-000204,-0.034798653419164445
ACH-000206,-0.05840381323837812
ACH-000207,-0.0958695465878208
ACH-000208,-0.3114652036615566
ACH-000210,-0.03398964747714199
ACH-000211,-0.10837192991533673
ACH-000215,-0.16964299595401236
ACH-000221,-0.022481044927193317
ACH-000222,0.00046182018317303066
ACH-000223,-0.09972173656954947
ACH-000226,-0.1336112819704537
ACH-000227,-0.213821757695888
ACH-000228,-0.1580557400494649
ACH-000231,-0.1178677479890238
ACH-000232,-0.2448668404152273
ACH-000233,-0.11951414209196035
ACH-000234,-0.17119872641317227
ACH-000235,-0.12405119199837256
ACH-000237,-0.21652168493393095
ACH-000238,-0.1986750484911837
ACH-000242,0.0642613357451584
ACH-000243,-0.07969026852870151
ACH-000244,-0.17141978799437366
ACH-000246,-0.07265199015232106
ACH-000248,-0.17546499427229284
ACH-000250,-0.2293000835232315
ACH-000251,0.15944882853293407
ACH-000252,-0.12198777543315613
ACH-000253,-0.11103440461698416
ACH-000255,-0.21120039686200687
ACH-000256,-0.3678766362010879
ACH-000257,-0.09891868005488427
ACH-000258,-0.1187640375551662
ACH-000259,-0.07297246867202851
ACH-000260,-0.20103503324482225
ACH-000261,-0.10829161881719114
ACH-000262,-0.1907276441422812
ACH-000263,-0.05785221322620598
ACH-000264,-0.11735811841687023
ACH-000265,-0.053356817839988135
ACH-000266,-0.059900750028944585
ACH-000272,-0.009431864453825942
ACH-000274,-0.11458737198317352
ACH-000277,-0.0007310517183815597
ACH-000278,-0.11783733046031875
ACH-000279,-0.013186307604149702
ACH-000280,-0.1864506663865984
ACH-000281,-0.021353367762961983
ACH-000288,-0.07028276575460095
ACH-000291,-0.11564881022272724
ACH-000293,-0.12858551339675076
ACH-000294,-0.2868422846109654
ACH-000295,0.2080021900329228
ACH-000296,-0.07086426686052552
