,ASPDH (554235)
ACH-000004,0.11392356982899372
ACH-000005,-0.02422587277654599
ACH-000007,-0.08364304105606186
ACH-000009,0.030323169879153136
ACH-000011,0.009155851969562671
ACH-000012,-0.01929483050493328
ACH-000013,-0.1369821246321464
ACH-000014,0.10784500055724157
ACH-000015,-0.11494187850951333
ACH-000017,-0.028697678537415856
ACH-000018,0.1710303248400325
ACH-000019,0.028622978413100183
ACH-000021,0.09239699382143936
ACH-000022,-0.04110360708540417
ACH-000025,0.08952595220103406
ACH-000028,-0.002105982805822713
ACH-000030,-0.02183070662047752
ACH-000035,0.03232119431004013
ACH-000036,0.1586845534784838
ACH-000037,-0.04927714505506657
ACH-000039,0.076787415787473
ACH-000040,0.03231470639115605
ACH-000041,0.11451286415596353
ACH-000042,0.015657162096539428
ACH-000045,0.008125801630347651
ACH-000047,-0.13030873351754546
ACH-000052,0.0811618301473682
ACH-000053,-0.0140280895076006
ACH-000054,0.045315826806694964
ACH-000055,0.13850718000877804
ACH-000060,0.30067703557829145
ACH-000067,0.05511832882125285
ACH-000070,0.07393135156489618
ACH-000075,-0.007360606055219873
ACH-000078,0.011464740350666145
ACH-000082,0.060870038336323075
ACH-000085,-0.051514793771906035
ACH-000086,0.04022283729671063
ACH-000087,0.07673769267249338
ACH-000092,-0.049947470378496235
ACH-000095,0.07515460835757701
ACH-000097,0.007045115018341975
ACH-000098,-0.0927551396355666
ACH-000099,0.02861286006752638
ACH-000108,-0.03134668592485658
ACH-000113,0.1387546577456446
ACH-000116,0.05878514455690799
ACH-000118,-0.032393413278361816
ACH-000120,0.04778924787364418
ACH-000123,0.034239715312520146
ACH-000127,0.005059382360914089
ACH-000128,0.030176807905721525
ACH-000132,0.18426488770403493
ACH-000133,0.0032563335746629307
ACH-000137,-0.0046198338281030656
ACH-000138,-0.06687668393847647
ACH-000142,0.11853185406582738
ACH-000143,0.12039573155824253
ACH-000146,-0.0698353882867032
ACH-000148,0.04011979893346318
ACH-000150,0.13466854188232666
ACH-000152,0.030725563479336786
ACH-000153,0.15594375266373448
ACH-000159,-0.06195422150035247
ACH-000160,-0.0481503483441961
ACH-000163,0.06367445984573984
ACH-000167,0.1324647941695722
ACH-000168,0.18545327849226645
ACH-000169,-0.09099459694367737
ACH-000178,0.0168812055732845
ACH-000183,0.14971674353306594
ACH-000188,0.06829872924646292
ACH-000189,0.015299610752789143
ACH-000190,-0.10980568671668267
ACH-000198,0.10821398282696272
ACH-000203,0.21308010431304208
ACH-000204,-0.12604221867115906
ACH-000206,-0.03616695851050152
ACH-000207,0.04004430666076138
ACH-000208,-0.06004466259472877
ACH-000210,0.03704056292566093
ACH-000211,-0.04703465919284619
ACH-000215,-0.0305015809381007
ACH-000221,-0.07795519557574354
ACH-000222,-0.061965743509010726
ACH-000223,-0.07265616725298242
ACH-000226,0.11107760580174217
ACH-000227,0.09740168896315196
ACH-000228,0.022787120977837062
ACH-000231,0.08638199291721241
ACH-000232,-0.06378767073868126
ACH-000233,0.13544992720729487
ACH-000234,-0.17949179210574814
ACH-000235,-0.01026923023413248
ACH-000237,-0.07995334026500578
ACH-000238,0.030260987891248137
ACH-000242,-0.12987868367435645
ACH-000243,-0.003886895039147407
ACH-000244,-0.08301687967224831
ACH-000246,-0.07167596578953687
ACH-000248,0.19942097175332835
ACH-000250,0.02199590506801419
ACH-000251,-0.03665143190760197
ACH-000252,0.023669444358500137
ACH-000253,0.015811929625044418
ACH-000255,-0.05408708584002033
ACH-000256,-0.13311894665224305
ACH-000257,0.13990466794757614
ACH-000258,-0.02371276550186284
ACH-000259,-0.035502176861843086
ACH-000260,-0.09344882857932864
ACH-000261,0.0203532562791128
ACH-000262,0.20859745535255925
ACH-000263,0.3408847877871483
ACH-000264,0.09421838292220924
ACH-000265,-0.032405744213767414
ACH-000266,0.07102685214240884
ACH-000272,0.08058086435743679
ACH-000274,0.056339819865757285
ACH-000277,0.06016445462846773
ACH-000278,0.08783282851384885
ACH-000279,0.17275516030159088
ACH-000280,-0.15962145794326116
ACH-000281,0.03955355448442574
ACH-000288,0.13653139458933206
ACH-000291,0.065433875521637
ACH-000293,0.12264714296831801
ACH-000294,-0.07788974200014268
ACH-000295,-0.15319958150777882
ACH-000296,0.19960523408134875
ACH-000302,-0.17505369038531576
ACH-000304,-0.06097481703851936
ACH-000307,-0.010399425893927231
ACH-000308,-0.026238131476366874
ACH-000310,0.07303560275073295
ACH-000311,0.01727065236944719
ACH-000312,0.06116752773541479
ACH-000315,-0.16961152377851793
ACH-000316,0.2186180576564428
ACH-000317,0.02660879966546914
ACH-000318,0.1110041348181854
ACH-000319,-0.19788745621909454
ACH-000320,0.13169745670359134
ACH-000322,0.20602043167480574
ACH-000323,-0.02754951824470412
ACH-000324,0.12550750364203206
ACH-000329,0.04095806266163417
ACH-000330,0.055058824089668564
ACH-000331,0.20432432285223628
ACH-000332,0.03700919028638047
ACH-000334,0.03171726644562604
ACH-000335,-0.0342065881498935
ACH-000336,0.007377206972902665
