,PIN1 (5300)
ACH-000004,0.05031303654815717
ACH-000005,-0.039838901541252365
ACH-000007,-0.14200592777159415
ACH-000009,0.053462770274344894
ACH-000011,-0.029620169394346894
ACH-000012,0.0675601609889583
ACH-000013,-0.057781287262616214
ACH-000014,0.00826864669422457
ACH-000015,-0.07076251868110585
ACH-000017,-0.07456616334836899
ACH-000018,-0.2808223548499448
ACH-000019,0.02622943382373075
ACH-000021,-0.08285598562058216
ACH-000022,-0.032070698392005555
ACH-000025,0.20527525758884888
ACH-000028,-0.047542868155926656
ACH-000030,-0.06066810345252487
ACH-000035,-0.028791516046805493
ACH-000036,-0.1028721784760562
ACH-000037,-0.12946740942714002
ACH-000039,-0.14383943944180816
ACH-000040,-0.05144351037555157
ACH-000041,-0.030443188639028743
ACH-000042,0.12753326680245455
ACH-000045,-0.21278110563446906
ACH-000047,0.07130418959777564
ACH-000052,0.12263842794958045
ACH-000053,-0.15781023766681745
ACH-000054,-0.12200099509145773
ACH-000055,-0.032678463639288675
ACH-000060,0.22291890765645145
ACH-000067,-0.051235053012929126
ACH-000070,-0.21106570386101955
ACH-000075,-0.34534395845585353
ACH-000078,0.11046329202401332
ACH-000082,0.03509708756640891
ACH-000085,-0.2330298469359074
ACH-000086,0.020501527172249026
ACH-000087,-0.1637093118399018
ACH-000092,-0.0045346502818874035
ACH-000095,-0.14340245596736972
ACH-000097,-0.05553337880576685
ACH-000098,-0.0863940881948637
ACH-000099,-0.04264401960023631
ACH-000108,0.037095968517191616
ACH-000113,-0.08775627269650806
ACH-000116,-0.16211915461092435
ACH-000118,-0.007886266126867866
ACH-000120,-0.0006030177508727902
ACH-000123,-0.10016361895657558
ACH-000127,-0.05822375746811215
ACH-000128,-0.078043955682972
ACH-000132,0.09874712549027996
ACH-000133,0.0148867504839537
ACH-000137,-0.036429250970466696
ACH-000138,-0.04301047442487003
ACH-000142,-0.027439584723215376
ACH-000143,0.02970060132109952
ACH-000146,0.08817510443920351
ACH-000148,0.03627286836035657
ACH-000150,-0.07269576242982366
ACH-000152,-0.04655084958378032
ACH-000153,0.032824413340830305
ACH-000159,-0.11011682369891156
ACH-000160,0.038995109764371885
ACH-000163,0.011538816803176978
ACH-000167,0.5701477924481962
ACH-000168,-0.05203747083467651
ACH-000169,-0.08674459911491672
ACH-000178,0.04526792950070119
ACH-000183,0.10834895697411763
ACH-000188,-0.11262698855147857
ACH-000189,-0.04254093575104697
ACH-000190,0.04073545718844127
ACH-000198,-0.25075486880630865
ACH-000203,0.28445239328925626
ACH-000204,0.057508907118468
ACH-000206,-0.19026063767578216
ACH-000207,-0.14586765479512173
ACH-000208,0.1440134889282558
ACH-000210,0.07265510061246051
ACH-000211,-0.13589169455276304
ACH-000215,0.012124057446716605
ACH-000221,-0.13686083248447606
ACH-000222,-0.07108764265659806
ACH-000223,-0.026895422853648654
ACH-000226,-0.0960792668867146
ACH-000227,0.0995817574796594
ACH-000228,0.07660080956391725
ACH-000231,0.13676235325508998
