,POLE3 (54107)
ACH-000004,-0.16939854524006825
ACH-000005,-0.3396036408820569
ACH-000007,-0.3512127272292888
ACH-000009,-0.6810005392013477
ACH-000011,-0.5175326915525698
ACH-000012,-0.4829368637585116
ACH-000013,-0.4468718843728834
ACH-000014,-0.31079851447720674
ACH-000015,-0.2626345486304121
ACH-000017,-0.21911972128387086
ACH-000018,-0.3751440429545019
ACH-000019,-0.4459820676717516
ACH-000021,-0.09356791368357192
ACH-000022,-0.2989734358772517
ACH-000025,-0.5321443694510373
ACH-000028,-0.5966862659354388
ACH-000030,-0.13409583105332254
ACH-000035,-0.30800552550822
ACH-000036,-0.6124079220741171
ACH-000037,-0.3923383775504282
ACH-000039,-0.2289314505670313
ACH-000040,-0.3597334603207046
ACH-000041,-0.5227295395152781
ACH-000042,-0.3370484739491914
ACH-000045,0.1445460701930645
ACH-000047,-0.4848513349498287
ACH-000052,-0.5799165248847983
ACH-000053,-0.23410555360193516
ACH-000054,-0.3890595586329202
ACH-000055,-0.4353207066930868
ACH-000060,-0.4607337144448826
ACH-000067,-0.2899331778095057
ACH-000070,-0.414532205162214
ACH-000075,-0.11120180803227063
ACH-000078,-0.36410307133185416
ACH-000082,-0.1938849229542591
ACH-000085,-0.02434942114822989
ACH-000086,-0.5919852128362028
ACH-000087,-0.017181384930009064
ACH-000092,-0.4849758655296392
ACH-000095,-0.21842985499785567
ACH-000097,-0.5070380399897768
ACH-000098,-0.4812441819948879
ACH-000099,-0.5833107257210361
ACH-000108,-0.2438677369048297
ACH-000113,-0.3063772529659889
ACH-000116,-0.29265484835771194
ACH-000118,-0.08296077096589298
ACH-000120,-0.3826983613936238
ACH-000123,-0.6036476829477162
ACH-000127,-0.6549196283695646
ACH-000128,-0.2780715893168181
ACH-000132,-0.06579081339514685
ACH-000133,-0.9737158982051364
ACH-000137,-0.08534720148715619
ACH-000138,-0.16884310950598858
ACH-000142,-0.25020864500446005
ACH-000143,-0.3157220205263257
ACH-000146,-0.2974723997507266
ACH-000148,-0.6418810841467955
ACH-000150,-0.018236142317770616
ACH-000152,-0.21276498564191226
ACH-000153,-0.2615825120403364
ACH-000159,-0.3743216769272849
ACH-000160,0.08982357452677532
ACH-000163,-0.3683263638379279
ACH-000167,0.1467082193274888
ACH-000168,-0.05720361098567766
ACH-000169,-0.230182284941038
ACH-000178,-0.4627865955135204
ACH-000183,-0.4491125023120383
ACH-000188,-0.42560725823293627
ACH-000189,-0.6228633520564324
ACH-000190,-0.4151059612921712
ACH-000198,-0.4231876277539701
ACH-000203,-0.6366502003126568
ACH-000204,-0.14283462957636212
ACH-000206,-0.3881103858675901
ACH-000207,-0.2992468169086501
ACH-000208,-0.4287810155804263
ACH-000210,0.13367615314205508
ACH-000211,-0.4769275026876856
ACH-000215,-0.6550583089471889
ACH-000221,-0.16361271148095455
ACH-000222,-0.27693340697397106
ACH-000223,-0.2800319040563333
ACH-000226,-0.7482634210158078
ACH-000227,-0.8166959600334783
ACH-000228,-0.2480721783622516
ACH-000231,-0.5973751066877079
ACH-000232,-0.2545382644529427
ACH-000233,-0.7920531789132171
ACH-000234,-0.3138693545385109
ACH-000235,-0.27547174725097145
ACH-000237,-0.66605223459773
ACH-000238,-0.4190426114584159
ACH-000242,-0.14460580433393186
ACH-000243,-0.037377945144960664
ACH-000244,-0.4833144678067017
ACH-000246,-0.8979836839006845
ACH-000248,-0.14050292032769598
ACH-000250,-1.0166930822310187
ACH-000251,-0.10331550926499382
ACH-000252,-0.23209878778505924
ACH-000253,-0.3103277194672395
ACH-000255,-0.4133293170727828
ACH-000256,-0.4156777620109307
ACH-000257,-0.668069607905975
ACH-000258,-0.1097712610749042
ACH-000259,-0.4876383109728909
ACH-000260,-0.4648579888703864
ACH-000261,-0.1983013151251776
ACH-000262,-0.8220499185819331
ACH-000263,-0.1418856002302354
ACH-000264,-0.2893693100610683
ACH-000265,-0.0357499243156196
