,DHX16 (8449)
ACH-000004,-0.5531229591484149
ACH-000005,-0.5529779293138174
ACH-000007,-0.5272884034983697
ACH-000009,-0.6192426972436088
ACH-000011,-0.6645825736718359
ACH-000012,-0.8584044710418437
ACH-000013,-0.6260667856902684
ACH-000014,-0.4922757534085478
ACH-000015,-0.5242128257748213
ACH-000017,-0.6437432810294709
ACH-000018,-0.4358125780091094
ACH-000019,-0.8475590051418284
ACH-000021,-0.4361264140031713
ACH-000022,-0.6100537006541588
ACH-000025,-0.6205915830384957
ACH-000028,-0.7501480731225209
ACH-000030,-0.6222152265040729
ACH-000035,-0.7149091146391058
ACH-000036,-0.7520624988571053
ACH-000037,-0.3612727058625998
ACH-000039,-0.2616688374297549
ACH-000040,-0.4717487245696793
ACH-000041,-0.9598019607570748
ACH-000042,-0.8305169552536266
ACH-000045,-0.6803149513130663
ACH-000047,-0.7668902505510341
ACH-000052,-0.6908198831845122
ACH-000053,-0.5683408607707642
ACH-000054,-0.4866177447608809
ACH-000055,-0.6151321270989093
ACH-000060,-0.7919313655283559
ACH-000067,-0.5290021969506895
ACH-000070,-0.7299133497365314
ACH-000075,-0.8443013283158137
ACH-000078,-0.4496243069713654
ACH-000082,-0.6986919274563399
ACH-000085,-0.8770340060519461
ACH-000086,-0.6217918551235055
ACH-000087,-0.7423404263490265
ACH-000092,-0.4955993466518568
ACH-000095,-0.6652210407131992
ACH-000097,-0.5890322371739902
ACH-000098,-0.372102009033634
ACH-000099,-0.6521015811432262
ACH-000108,-0.8148733969234336
ACH-000113,-0.4812614018359854
ACH-000116,-0.6759500369963221
ACH-000118,-0.5300352387128247
ACH-000120,-0.7183744871840653
ACH-000123,-0.7421947746502415
ACH-000127,-0.8112418826120567
ACH-000128,-0.5542014469352498
ACH-000132,-0.6611861313063528
ACH-000133,-0.4492632711732992
ACH-000137,-0.636501725409071
ACH-000138,-0.4293446259678416
ACH-000142,-0.6963458335920203
ACH-000143,-0.680928951448235
ACH-000146,-0.9469930318187167
ACH-000148,-0.5096168052729211
ACH-000150,-0.573420364204362
ACH-000152,-0.5130586734270896
ACH-000153,-0.7019890610864922
ACH-000159,-0.7845454071283469
ACH-000160,-0.6046937897924624
ACH-000163,-0.5026147759771737
ACH-000167,0.7260922581747579
ACH-000168,-0.6942654800512323
ACH-000169,-0.7001775875942682
ACH-000178,-0.5940168443080288
ACH-000183,-0.6822202888549282
ACH-000188,-0.6993236096826474
ACH-000189,-0.7320702621630898
ACH-000190,-0.8053694974478334
ACH-000198,-0.6351565537196286
ACH-000203,-0.8219628731995833
ACH-000204,-0.4993376487827264
ACH-000206,-0.5997579283324151
ACH-000207,-0.7266222762424583
ACH-000208,-0.6331748813950784
ACH-000210,-0.4616953197818159
ACH-000211,-0.4853337204705709
ACH-000215,-0.4624732222825754
ACH-000221,-0.878480658127712
ACH-000222,-0.652078738331155
ACH-000223,-0.8443928932900772
ACH-000226,-0.6185834573136898
ACH-000227,-0.5876455200965794
ACH-000228,-0.91334213077356
ACH-000231,-0.6376877186117514
ACH-000232,-0.6503821485169151
