,ATP2A2 (488)
ACH-000004,-0.7009766849246658
ACH-000005,-1.0028518258194519
ACH-000007,-1.0234491767933709
ACH-000009,-0.9524851443028184
ACH-000011,-1.0086234193126524
ACH-000012,-1.098217479889005
ACH-000013,-1.398859006991768
ACH-000014,-1.0483482931641999
ACH-000015,-1.1652252232143885
ACH-000017,-0.5211517374011084
ACH-000018,-1.1821474216438048
ACH-000019,-0.907765268105471
ACH-000021,-1.1893657216592932
ACH-000022,-1.156073001619497
ACH-000025,-1.2187240469284435
ACH-000028,-1.1998402283281964
ACH-000030,-1.1231984767032084
ACH-000035,-1.0337616481124727
ACH-000036,-1.2005460788723032
ACH-000037,-1.1349669962122877
ACH-000039,-1.133226454004333
ACH-000040,-1.1058372484067935
ACH-000041,-1.2715427292683728
ACH-000042,-1.2478482719955404
ACH-000045,-0.9441302204920672
ACH-000047,-1.0276123154904917
ACH-000052,-1.282244362186555
ACH-000053,-1.1035105130857847
ACH-000054,-0.8992903221725582
ACH-000055,-1.1819477365943225
ACH-000060,-1.0909324438634067
ACH-000067,-1.1945267349526674
ACH-000070,-1.1498797973672956
ACH-000075,-1.1948387475341986
ACH-000078,-1.2404935186216928
ACH-000082,-1.2442669064464729
ACH-000085,-0.9829714996284176
ACH-000086,-1.1353374832736292
ACH-000087,-1.4818928255426207
ACH-000092,-1.1240052193978545
ACH-000095,-1.0552565462488788
ACH-000097,-0.6817587361410102
ACH-000098,-1.2611592820859734
ACH-000099,-1.099783100247841
ACH-000108,-1.1020222729256115
ACH-000113,-0.9055890747233448
ACH-000116,-1.1898699654117877
ACH-000118,-0.8098498321553632
ACH-000120,-1.172911457056879
ACH-000123,-1.0859252739140628
ACH-000127,-1.0440146976125513
ACH-000128,-1.0741888595620142
ACH-000132,-1.1233717751502412
ACH-000133,-1.1913854887517124
ACH-000137,-1.0600471274717742
ACH-000138,-1.0235477885814104
ACH-000142,-0.995940510003711
ACH-000143,-1.1486399936004514
ACH-000146,-1.029221572145459
ACH-000148,-1.2586559274212477
ACH-000150,-1.2145785639840707
ACH-000152,-1.1515907295048249
ACH-000153,-1.2853585674998165
ACH-000159,-1.008444648031081
ACH-000160,-1.3459291665447628
ACH-000163,-1.1746342376329075
ACH-000167,-1.3789841189216336
ACH-000168,-0.802895310794605
ACH-000169,-1.1365113666101907
ACH-000178,-1.1372459315749377
ACH-000183,-1.1474476075507938
ACH-000188,-0.9417363429669922
ACH-000189,-1.0170602712298875
ACH-000190,-1.3653550113751958
ACH-000198,-1.0920901304537087
ACH-000203,-1.22345886981224
ACH-000204,-0.9353399731984928
ACH-000206,-1.0065028037649395
ACH-000207,-0.9714130089347042
ACH-000208,-1.1732509322723594
ACH-000210,-0.8851457976914463
ACH-000211,-1.0893788870144219
ACH-000215,-1.147448373804096
ACH-000221,-1.24787159816147
ACH-000222,-1.0218666872947313
ACH-000223,-1.2753761583380516
ACH-000226,-1.0223825145737009
ACH-000227,-1.0959289031338164
ACH-000228,-1.1801319932595158
ACH-000231,-1.3212690242775944
ACH-000232,-1.363692779132358
ACH-000233,-1.2028044294200904
ACH-000234,-1.1433185833636559
ACH-000235,-1.1493057492084875
ACH-000237,-1.1018968472921469
ACH-000238,-1.2123142207887752
ACH-000242,-1.009257890516495
ACH-000243,-1.1576772612340882
ACH-000244,-1.0064220444849623
ACH-000246,-1.1021833519259716
ACH-000248,-0.8932377327297505
ACH-000250,-1.1943592222942876
ACH-000251,-1.3042432641816788
ACH-000252,-1.4240583224015688
ACH-000253,-1.0844542486427102
ACH-000255,-1.1130489121635598
ACH-000256,-0.9569640974474458
ACH-000257,-0.8631776504356962
ACH-000258,-1.14135978062986
ACH-000259,-1.146812120714555
ACH-000260,-1.1474406962929151
ACH-000261,-1.1993826260901512
ACH-000262,-1.1127713315881955
ACH-000263,-1.043237471151104
ACH-000264,-1.0305286265036049
ACH-000265,-1.000060384145854
ACH-000266,-1.328384772198652
ACH-000272,-1.1501085948703305
ACH-000274,-1.1593803321161926
ACH-000277,-1.0164111514587824
ACH-000278,-1.1723396293178052
ACH-000279,-1.304626467914083
ACH-000280,-1.2940602866611206
ACH-000281,-1.292433520131775
ACH-000288,-1.2727449802516069
ACH-000291,-1.048407721473842
ACH-000293,-1.124334752067084
ACH-000294,-0.9529578441436584
ACH-000295,-1.0981599254587024
ACH-000296,-1.1286403093546515
ACH-000302,-1.1429168805387702
ACH-000304,-1.1242955956539735
ACH-000307,-1.0213699107677887
ACH-000308,-1.1879111131513416
ACH-000310,-0.9694233659702944
ACH-000311,-1.051852826926052
ACH-000312,-1.2320202834609253
ACH-000315,-0.5414074467689021
ACH-000316,-1.174334340637747
ACH-000317,-1.2480313887094712
ACH-000318,-1.270053960602002
ACH-000319,-1.2981833699086809
ACH-000320,-1.2522972183949328
ACH-000322,-0.9457539762091576
ACH-000323,-1.1845915395743385
ACH-000324,-1.208543944660951
ACH-000329,-1.2907264321366436
ACH-000330,-0.9701181046411638
ACH-000331,-1.1449242603305965
ACH-000332,-0.9869758252499892
ACH-000334,-1.4574759476507149
ACH-000335,-1.252369788230061
ACH-000336,-1.077455015145524
ACH-000337,-1.1728871620567092
ACH-000338,-0.7133125141853531
ACH-000339,-1.2808453544146623
ACH-000341,-1.2956905037823925
ACH-000348,-1.299838086354741
ACH-000350,-0.9764165466593806
ACH-000352,-1.2059539240840953
ACH-000356,-1.2793033309681472
ACH-000361,-1.3824515116860931
ACH-000362,-1.0745782593410194
ACH-000363,-1.234921945373736
ACH-000364,-1.2313564160339303
ACH-000365,-0.8912324521446187
ACH-000366,-1.1998516822498366
ACH-000368,-1.2094221380831434
ACH-000374,-1.2981406516910956
ACH-000375,-0.6269288138602064
ACH-000376,-1.0757435222583294
ACH-000381,-0.878855835881254
ACH-000383,-1.0407489996396608
ACH-000387,-1.1601583410584624
ACH-000389,-1.081858750497566
ACH-000390,-1.1943972510532916
ACH-000393,-1.1397135664912978
ACH-000395,-1.1070676649692524
ACH-000396,-1.2556757198253214
ACH-000397,-1.0690258645897874
ACH-000401,-1.183747830391939
ACH-000402,-1.107182054981897
ACH-000403,-1.2166155730135475
ACH-000404,-1.0776792353999691
ACH-000406,-1.217309591022325
ACH-000407,-0.9700611181181832
ACH-000408,-1.2191895385557738
ACH-000410,-1.007744828735486
ACH-000411,-0.9980542471333441
ACH-000414,-0.980392980091385
ACH-000415,-1.2209387334553377
ACH-000416,-1.24278712505544
ACH-000420,-1.2279121592112006
ACH-000421,-1.1379458428663498
ACH-000424,-1.2025689114240743
ACH-000425,-1.1562648740718189
ACH-000426,-1.2728994117463297
ACH-000427,-1.2538956494957365
ACH-000433,-1.0086194815957432
ACH-000435,-1.3210071785855908
ACH-000436,-1.2372239875037578
ACH-000444,-1.054585677772489
ACH-000445,-1.0459388590069745
ACH-000448,-1.2603007955880503
ACH-000450,-0.9967814191081666
ACH-000452,-1.1395216683931926
ACH-000454,-0.9589175380540388
ACH-000458,-0.9999084962329676
ACH-000459,-0.627259821303234
ACH-000460,-1.2450837807159851
ACH-000461,-1.193626796342386
ACH-000463,-0.9332901316803952
ACH-000464,-1.0225402856027954
ACH-000466,-1.3060579716178988
ACH-000467,-1.0132921916126687
ACH-000468,-1.2663925258724422
ACH-000469,-1.1630861735092717
ACH-000470,-1.088911136745402
ACH-000471,-1.1735019565739375
ACH-000472,-1.2221487238211888
ACH-000473,-1.1052479717626076
ACH-000475,-1.2605906512313247
ACH-000476,-1.148336603187201
ACH-000477,-0.9155843182882738
ACH-000479,-1.2285863366616745
ACH-000480,-1.1338215476071107
ACH-000481,-1.4816262442518071
ACH-000483,-1.3726496219827409
ACH-000484,-1.1231536796465835
ACH-000485,-1.103144468757462
ACH-000486,-1.0710017836101215
ACH-000487,-1.2427014774503546
ACH-000488,-0.9783357432934254
ACH-000490,-1.0087842560541749
ACH-000491,-1.3558726522164015
ACH-000495,-0.7149389185184425
ACH-000496,-1.2948504622223789
ACH-000499,-1.2381533972680066
ACH-000500,-1.27013652622919
ACH-000502,-1.0345933639465796
ACH-000503,-1.0184439930282625
ACH-000505,-1.0885330697461353
ACH-000507,-1.0196943938976812
ACH-000510,-1.1853287785972173
ACH-000511,-1.3403370435870403
ACH-000512,-1.1867545868253038
ACH-000516,-1.3435434190779352
ACH-000517,-1.2249842959445216
ACH-000518,-1.4108583303162257
ACH-000520,-1.161739440570679
ACH-000521,-1.19580727288433
ACH-000522,-1.2288444722321683
ACH-000524,-1.3366259777549112
ACH-000527,-1.097338122230504
ACH-000528,-1.197085031922332
