,GOLGA6C (653641)
ACH-000004,0.030793718302672725
ACH-000005,0.3065408078169137
ACH-000007,-0.0954933519937304
ACH-000009,0.17237908513888914
ACH-000011,0.4197387593024322
ACH-000012,0.03148713587082193
ACH-000013,0.0749703636258628
ACH-000014,0.26702643178866703
ACH-000015,0.2507126970022749
ACH-000017,0.22384191265634315
ACH-000018,0.051064781156966665
ACH-000019,0.3276603084347565
ACH-000021,0.15189833156381732
ACH-000022,0.10961926555816824
ACH-000025,-0.004819423896717964
ACH-000028,0.24029911610433174
ACH-000030,0.0389662296414532
ACH-000035,-0.079671367542512
ACH-000036,0.1840992409927515
ACH-000037,0.15310039965168756
ACH-000039,0.1549157878275951
ACH-000040,0.07577144844834563
ACH-000041,0.2185647933499157
ACH-000042,0.1787594495257997
ACH-000045,-0.07041451338470757
ACH-000047,0.20681206528424406
ACH-000052,0.11230448509190792
ACH-000053,0.13143159261396034
ACH-000054,0.1807189265756033
ACH-000055,0.02756928053300486
ACH-000060,0.16081307611955567
ACH-000067,0.13141201122639684
ACH-000070,0.07734009955772128
ACH-000075,0.1425227199641569
ACH-000078,-0.0840626413423749
ACH-000082,0.1738033225691372
ACH-000085,0.18236352384221666
ACH-000086,0.16505246177658886
ACH-000087,0.1720206799044511
ACH-000092,0.10845627838884052
ACH-000095,0.2270713619406943
ACH-000097,0.12155933972708145
ACH-000098,0.061397083673926565
ACH-000099,0.1909690308238235
ACH-000108,0.0973025991716113
ACH-000113,0.21560410439876965
ACH-000116,0.13625049466732733
ACH-000118,0.1310596349426717
ACH-000120,0.15375005942614178
ACH-000123,0.08626249543450626
ACH-000127,0.06668399328553898
ACH-000128,-0.038305073928163534
ACH-000132,0.023757255037234398
ACH-000133,0.015604514834975356
ACH-000137,0.16268670726900766
ACH-000138,0.14721413955026122
ACH-000142,0.23569678181869125
ACH-000143,0.04090267868249934
ACH-000146,0.13026687650743168
ACH-000148,0.07224438217394569
ACH-000150,0.07863711515770443
ACH-000152,0.15571623766736842
ACH-000153,0.17164714425818786
ACH-000159,0.056852854688213175
ACH-000160,0.0033092762589682447
ACH-000163,0.07455091425144203
ACH-000167,0.29843638541099626
ACH-000168,0.12833936054846914
ACH-000169,0.19759461560783426
ACH-000178,0.2136552055116012
ACH-000183,0.1311539425328999
ACH-000188,0.1888990180634724
ACH-000189,-0.07329559844310213
ACH-000190,0.05068617487947109
ACH-000198,0.035603629868718366
ACH-000203,-0.02366043711829501
ACH-000204,0.1204875036389161
ACH-000206,0.3093066493643156
ACH-000207,0.2337366958801945
ACH-000208,0.2049143170057452
ACH-000210,0.3365108664304196
ACH-000211,0.046482355113861666
ACH-000215,0.13380124694923112
ACH-000221,0.0037826028868592596
ACH-000222,-0.1284745226344965
ACH-000223,0.05039505406327298
ACH-000226,0.028633146530565336
ACH-000227,-0.13101315644960002
ACH-000228,0.06623693931370274
ACH-000231,0.1267174282989928
ACH-000232,0.1275308119307303
ACH-000233,0.10779888064488677
ACH-000234,0.14344817530381526
ACH-000235,0.23090593313227015
ACH-000237,-0.02701061031313456
ACH-000238,0.18866541606559906
ACH-000242,0.5380780588967821
ACH-000243,0.09794606928437476
ACH-000244,0.024044660138676125
ACH-000246,0.10116217017447766
ACH-000248,0.08246418670146001
ACH-000250,0.19048572263834626
ACH-000251,0.038937625711746526
ACH-000252,0.11490618060417974
ACH-000253,-0.0193435318701393
ACH-000255,0.042746345216255636
ACH-000256,0.12638961713625946
ACH-000257,0.2514767916895516
ACH-000258,0.19526635377025284
ACH-000259,0.12202443985097812
ACH-000260,0.14684456805930654
ACH-000261,0.1926255991727224
ACH-000262,0.3906472057822096
ACH-000263,0.0636208592951869
ACH-000264,0.21801636153071016
ACH-000265,0.1589606985714478
ACH-000266,0.045913633607303966
ACH-000272,0.08401266417552226
ACH-000274,0.03680106570798231
ACH-000277,0.2872234746408464
ACH-000278,0.10319973044116508
ACH-000279,-0.06323031881957589
ACH-000280,0.04803345687534162
ACH-000281,0.26038471887770465
ACH-000288,0.08781403419907283
ACH-000291,0.18047882309020796
ACH-000293,0.1249469173858029
ACH-000294,0.2383764141203682
ACH-000295,0.11263439062476507
ACH-000296,0.03975188765015215
ACH-000302,0.03174829509193396
