,MINPP1 (9562)
ACH-000004,-0.014902067835665509
ACH-000005,-0.1242441887974854
ACH-000007,0.0005225024501398208
ACH-000009,-0.09185430954748502
ACH-000011,0.007087378712389198
ACH-000012,-0.006862894343651871
ACH-000013,0.042963926672619765
ACH-000014,-0.03631358843466216
ACH-000015,-0.02875904328746438
ACH-000017,-0.06147567753734898
ACH-000018,-0.03880119195582837
ACH-000019,0.03881821662708554
ACH-000021,-0.008850746359683522
ACH-000022,-0.031457917256928127
ACH-000025,-0.048161534247816204
ACH-000028,-0.013035076455474815
ACH-000030,-0.061342439365390425
ACH-000035,0.12960188255204114
ACH-000036,-0.15614421533840522
ACH-000037,0.004109086603140382
ACH-000039,-0.10175204440504418
ACH-000040,0.001971927769392163
ACH-000041,0.01807263805618409
ACH-000042,-0.049349584705628786
ACH-000045,0.06664272957139522
ACH-000047,0.08094691070374697
ACH-000052,0.019726788561403603
ACH-000053,-0.0456506179071464
ACH-000054,0.008276288583320688
ACH-000055,0.1199740595444851
ACH-000060,0.04387221349108325
ACH-000067,-0.01761795576268798
ACH-000070,-0.1203061355705981
ACH-000075,-0.05859480234075017
ACH-000078,-0.10943231874510743
ACH-000082,-0.03333212098249471
ACH-000085,-0.20629096686108453
ACH-000086,-0.1806743941052104
ACH-000087,0.04366610363572163
ACH-000092,0.011819674582248729
ACH-000095,-0.1001388529571892
ACH-000097,-0.030380936248494462
ACH-000098,-0.08635985905578926
ACH-000099,0.007831674105656002
ACH-000108,0.06167994350940085
ACH-000113,0.08110471087025062
ACH-000116,-0.051820029528288125
ACH-000118,0.12906920132394825
ACH-000120,0.06033248654589157
ACH-000123,-0.04412230848195421
ACH-000127,-0.03438200248716801
ACH-000128,0.00838656198039395
ACH-000132,-0.052795687198973935
ACH-000133,-0.09349413169547048
ACH-000137,0.09442003373488074
ACH-000138,0.023838488357466874
ACH-000142,-0.017469422380370636
ACH-000143,-0.2310663186607041
ACH-000146,-0.039138102969240966
ACH-000148,-0.10678210471427446
ACH-000150,-0.016420605656614132
