,KCNAB1 (7881)
ACH-000004,-0.0774416796260051
ACH-000005,-0.045551150793930566
ACH-000007,0.17247805158229687
ACH-000009,0.020062182955649096
ACH-000011,0.02719777969339353
ACH-000012,0.1291557081726153
ACH-000013,0.19200776554083213
ACH-000014,-0.011874966051771869
ACH-000015,0.13549081397397503
ACH-000017,0.053805160042329735
ACH-000018,0.21060108474778144
ACH-000019,-0.0035402890776252915
ACH-000021,0.09296603755178233
ACH-000022,0.16643553285699186
ACH-000025,0.0047714105813311605
ACH-000028,0.03230923673035152
ACH-000030,0.14329554204123404
ACH-000035,0.035120219814158686
ACH-000036,0.03140768632474363
ACH-000037,-0.009672961313820852
ACH-000039,0.2356335945392386
ACH-000040,0.06993580094445895
ACH-000041,0.13334858484967432
ACH-000042,0.07487073814094103
ACH-000045,0.16011490040757784
ACH-000047,0.0690272051811765
ACH-000052,0.045883939953596686
ACH-000053,0.13303446950103054
ACH-000054,-0.03652835444671591
ACH-000055,-0.026139424388921827
ACH-000060,0.039104800572715585
ACH-000067,0.053107440994231335
ACH-000070,0.07487844953052117
ACH-000075,-0.09678342764139376
ACH-000078,0.2262673117145876
ACH-000082,-0.07476813248799605
ACH-000085,0.14829447517086244
ACH-000086,0.006582618978189409
ACH-000087,-0.15331329232740518
ACH-000092,0.18077202952269944
ACH-000095,0.025559460898780854
ACH-000097,0.023696973622514824
ACH-000098,-0.04187748368599847
ACH-000099,0.10233546882513188
ACH-000108,0.1010503359760082
ACH-000113,0.14558243996839082
ACH-000116,0.2519217290226295
ACH-000118,0.09445444774896923
ACH-000120,-0.05775553050305737
ACH-000123,0.15966442426769756
ACH-000127,0.03977581103327954
ACH-000128,0.03974119262778399
ACH-000132,0.08557251638995393
ACH-000133,0.0221917399583166
ACH-000137,0.044855785216135764
ACH-000138,0.1396767868275833
ACH-000142,0.13855324466338512
ACH-000143,0.08447737085765528
ACH-000146,0.13984094100950692
ACH-000148,0.14357803837141012
ACH-000150,0.18977534668348972
ACH-000152,0.10776577972003162
ACH-000153,0.3045797566799157
ACH-000159,0.08606549461680436
ACH-000160,0.144315869758513
ACH-000163,0.03831252520423095
ACH-000167,0.002016671685484952
ACH-000168,-0.00346192283074638
ACH-000169,0.08299845136004816
ACH-000178,0.0831150827317434
ACH-000183,0.21093147551781927
ACH-000188,0.12982388476491594
ACH-000189,0.04422088537852665
ACH-000190,-0.05255413139991793
ACH-000198,0.05827972345465592
ACH-000203,0.2032355963023605
ACH-000204,-0.07080571061627261
ACH-000206,-0.0375936599815724
ACH-000207,-0.02914486818635465
ACH-000208,0.3779103245032575
ACH-000210,-0.016715756210302392
ACH-000211,0.06183504022375923
ACH-000215,0.1606583488527166
ACH-000221,0.06796211013252551
ACH-000222,0.06920735547834424
ACH-000223,0.05434715216924105
ACH-000226,0.08409286717579127
ACH-000227,0.2423123557039943
ACH-000228,0.031031898808368708
ACH-000231,0.11726788819208953
ACH-000232,0.11469321824389732
ACH-000233,0.10808239306267382
ACH-000234,-0.06720984553621226
ACH-000235,-0.010439000509851463
ACH-000237,0.15322091680852687
ACH-000238,0.09084998329817924
ACH-000242,-0.17606927595215985
ACH-000243,0.07166515671316047
ACH-000244,0.08909668523358423
ACH-000246,0.07159341330385338
ACH-000248,0.0251252655844473
ACH-000250,0.04654140072288945
ACH-000251,0.002456889999779137
ACH-000252,0.2893535362104847
ACH-000253,0.14026034608262938
ACH-000255,0.16015290466540702
ACH-000256,0.3174451249957569
ACH-000257,0.14202251124127785
ACH-000258,0.07883506914435286
ACH-000259,0.07291185217850102
ACH-000260,0.09487551704457783
ACH-000261,0.012811323810103446
ACH-000262,0.00023058752083467257
ACH-000263,0.3589925542367996
ACH-000264,0.13246580189109894
ACH-000265,0.12260220428129134
ACH-000266,0.08011888518177196
ACH-000272,0.03800968262405918
ACH-000274,0.10444845801599856
ACH-000277,0.22708530387844356
ACH-000278,0.08530696762028855
ACH-000279,0.001832268234245823
ACH-000280,0.07719902254884843
ACH-000281,0.13079035220040344
ACH-000288,0.07127035861960798
ACH-000291,0.06854779871174743
ACH-000293,0.058092439283102384
ACH-000294,0.1123166963831892
ACH-000295,0.28378272254546705
ACH-000296,0.14302649666324654
ACH-000302,0.03608052201436788
ACH-000304,-0.135622169908085
ACH-000307,0.0747905273434235
ACH-000308,0.15014933696931562
ACH-000310,0.15490863093512305
ACH-000311,0.0493047428790311
ACH-000312,0.03752034965360721
ACH-000315,0.02000352000012292
ACH-000316,0.005057608815642707
ACH-000317,0.11054672035860376
ACH-000318,0.11836867432943188
ACH-000319,0.3624999596781942
ACH-000320,-0.05383104062426936
ACH-000322,0.09997496440388366
ACH-000323,0.0313322020056903
ACH-000324,0.1428414693223983
ACH-000329,0.1321891525775489
ACH-000330,0.13783556928421678
ACH-000331,0.06440037612138076
ACH-000332,0.09161153550034558
ACH-000334,0.0690320344298772
ACH-000335,0.2905990881198212
ACH-000336,-0.11710632695227928
ACH-000337,0.11053900113216432
ACH-000338,-0.08502530134420974
ACH-000339,0.1736026263147228
ACH-000341,0.22076852090452692
ACH-000348,0.07850236358216504
ACH-000350,0.08061552491038396
ACH-000352,0.037756619224373365
ACH-000356,-0.08091231611875811
ACH-000361,0.20084021804875027
ACH-000362,0.15223454583031892
ACH-000363,0.14675342475939712
ACH-000364,0.2770951547243439
ACH-000365,0.09223675050817842
ACH-000366,0.03313377704975705
ACH-000368,0.230143127956638
ACH-000374,0.08838614780276327
ACH-000375,0.05529046242928764
ACH-000376,0.15154265089407898
ACH-000381,0.17818959011649596
ACH-000383,0.013844045909038972
ACH-000387,0.1072196605084481
ACH-000389,-0.032596066810202565
ACH-000390,0.05091310506487856
ACH-000393,0.10496279042455596
ACH-000395,-0.1111236414958462
ACH-000396,0.08035115918129103
ACH-000397,0.030244789202903362
ACH-000401,0.0215964668538856
ACH-000402,0.08165330160004497
ACH-000403,0.11193014576021827
ACH-000404,0.2761798303221196
ACH-000406,0.1244925068270842
ACH-000407,0.19413511496030356
ACH-000408,0.2053534803716424
ACH-000410,0.008504528270319221
ACH-000411,0.1030012540597552
ACH-000414,0.07117510633566351
ACH-000415,0.13781103109315682
ACH-000416,0.013281501075223693
ACH-000420,0.23819807299044765
ACH-000421,0.07471789924733327
ACH-000424,-0.031694844264951894
ACH-000425,0.09454123973468294
ACH-000426,0.022240697123826408
ACH-000427,0.05981531550378717
ACH-000433,-0.15706496095749636
ACH-000435,0.2263731902207847
ACH-000436,0.0715241890967565
ACH-000444,0.18116615523525512
ACH-000445,0.22293429644558935
ACH-000448,0.029047438443512118
ACH-000450,-0.081881477692978
ACH-000452,0.0916259191241278
ACH-000454,0.010935596725577508
ACH-000458,0.052991017007481815
ACH-000459,-0.06571942954625562
ACH-000460,0.09724891210294813
ACH-000461,0.0243274655638443
ACH-000463,0.05468824344376556
ACH-000464,0.051233538562210815
ACH-000466,0.11257593689332264
ACH-000467,0.10842302292156054
ACH-000468,0.06204952216413711
ACH-000469,0.06231385126868987
ACH-000470,0.0451921007286934
