,TNFAIP8L1 (126282)
ACH-000004,-0.014464087694659759
ACH-000005,-0.0012061605471362445
ACH-000007,-0.05102916533373847
ACH-000009,-0.01952850752437463
ACH-000011,0.07137797289177171
ACH-000012,0.11888757000663573
ACH-000013,0.0031061699646536176
ACH-000014,-0.010445503826895177
ACH-000015,-0.06833701732298493
ACH-000017,-0.02136021507652813
ACH-000018,-0.10755186643363523
ACH-000019,-0.0015464571511086078
ACH-000021,-0.08467303681128259
ACH-000022,0.04976602946288805
ACH-000025,0.006350829317562457
ACH-000028,-0.11080489810250012
ACH-000030,0.07517281446732371
ACH-000035,-0.040838936634192455
ACH-000036,-0.027321725099613826
ACH-000037,0.022080854311344118
ACH-000039,0.05127330484954204
ACH-000040,-0.04316100005558508
ACH-000041,-0.1395070630410924
ACH-000042,0.13726233119335698
ACH-000045,0.02957731517770465
ACH-000047,0.00975332836984847
ACH-000052,-0.04904399360292632
ACH-000053,-0.02741604879869537
ACH-000054,0.05169386289714716
ACH-000055,-0.12489251140401805
ACH-000060,0.02705455771072582
ACH-000067,0.09973217245491768
ACH-000070,0.2345980191655077
ACH-000075,-0.10766292595827602
ACH-000078,0.003034150258566321
ACH-000082,0.058073946415417785
ACH-000085,0.04837330496420767
ACH-000086,-0.046617987570503214
ACH-000087,0.11940416117334987
ACH-000092,0.0030414128985299144
ACH-000095,-0.1389754869402828
ACH-000097,0.016387458765357063
ACH-000098,-0.08929169051115217
ACH-000099,-0.03139492608824972
ACH-000108,0.012108969413864369
ACH-000113,0.004744351207821948
ACH-000116,0.014268959324961247
ACH-000118,0.05926267525799837
ACH-000120,0.0717278833561212
ACH-000123,-0.0636539878541026
ACH-000127,-0.0016604832807990053
ACH-000128,-0.08005328447046596
ACH-000132,0.0019859470047760928
ACH-000133,0.038416134278051565
ACH-000137,-0.1876010416216224
ACH-000138,0.062150064076662626
ACH-000142,-0.07412085625235583
ACH-000143,0.17946829489645308
ACH-000146,0.0049327146216089825
ACH-000148,0.13043331884964438
ACH-000150,-0.054942563985287685
ACH-000152,0.1157867951105902
ACH-000153,0.15190069621795638
ACH-000159,-0.01073445508475015
ACH-000160,0.12366195529986207
ACH-000163,-0.09153124501111516
ACH-000167,0.4709361993186455
ACH-000168,0.059956939462334234
ACH-000169,0.1228864320235298
ACH-000178,-0.0012566242528547578
ACH-000183,-0.015007969575241604
ACH-000188,0.02459062051440329
ACH-000189,0.1825686545639406
ACH-000190,-0.03224854644201545
ACH-000198,-0.0619889314398335
ACH-000203,0.08566865787210028
ACH-000204,-0.02862750976262964
ACH-000206,-0.06819763893158923
ACH-000207,0.020578193746559142
ACH-000208,0.03645804513873677
ACH-000210,0.3256534478450394
ACH-000211,0.068417473473001
ACH-000215,0.09370328071021457
ACH-000221,-0.1359280729778504
ACH-000222,0.17473057828228972
ACH-000223,0.08829238218259168
ACH-000226,0.11350727843492743
ACH-000227,0.16693721293654915
ACH-000228,0.030505605313913893
ACH-000231,0.04073519215323864
ACH-000232,0.07759032289939419
ACH-000233,0.0800653213351386
ACH-000234,-0.011073376983047766
ACH-000235,-0.023910040157829267
ACH-000237,0.029181607942176536
ACH-000238,0.11538585174051764
ACH-000242,0.29521268731416783
ACH-000243,-0.13974732793968672
ACH-000244,0.10102207226157082
ACH-000246,0.021930204645328136
