,LBR (3930)
ACH-000004,0.19371787697616685
ACH-000005,0.266452878744618
ACH-000007,0.13720271065057735
ACH-000009,0.24963516506818284
ACH-000011,0.10495524526994633
ACH-000012,0.06149292756091423
ACH-000013,0.18261217368363689
ACH-000014,0.10192619627797744
ACH-000015,0.15477933245222514
ACH-000017,0.07827310722900396
ACH-000018,0.06953502562643077
ACH-000019,0.2083463121538747
ACH-000021,0.025101445480679118
ACH-000022,0.15466542672281647
ACH-000025,-0.1381046171812095
ACH-000028,0.2051317375291493
ACH-000030,0.03950189275674229
ACH-000035,0.12170641043068707
ACH-000036,0.13684197532272047
ACH-000037,0.3447425046022076
ACH-000039,0.044758264638780784
ACH-000040,0.12400377101781328
ACH-000041,0.09824635888664922
ACH-000042,0.09219362598507153
ACH-000045,0.17710348202122045
ACH-000047,-0.03306427043679097
ACH-000052,0.2748522978799248
ACH-000053,0.05632810249507781
ACH-000054,0.044888637196493913
ACH-000055,0.04896811839157042
ACH-000060,0.13830527301977086
ACH-000067,0.13433622755626926
ACH-000070,0.09637443026698428
ACH-000075,0.09257214015142076
ACH-000078,0.025615570072026528
ACH-000082,0.03147877898542963
ACH-000085,0.0971572257308042
ACH-000086,-0.014684206900964869
ACH-000087,0.12082497575427753
ACH-000092,0.06337507556333377
ACH-000095,0.12897292148590825
ACH-000097,0.1682236431599306
ACH-000098,0.045966370685772716
ACH-000099,0.057629086088127474
ACH-000108,0.08685201963868215
ACH-000113,0.15875173575634172
ACH-000116,0.017266397400706415
ACH-000118,0.13530904657231166
ACH-000120,-0.06610429109353075
ACH-000123,0.12804727549777287
ACH-000127,0.05838281878079545
ACH-000128,0.11929137626901196
ACH-000132,0.07162588365324657
ACH-000133,0.1581591417124748
ACH-000137,0.12908971873011252
ACH-000138,0.09711971241932156
ACH-000142,0.10473438762448843
ACH-000143,0.019044054200834142
ACH-000146,0.1820874263526473
ACH-000148,0.0927541663323478
ACH-000150,0.23002697170298134
ACH-000152,0.1358876477878522
ACH-000153,0.2058012860612171
ACH-000159,0.21249116084396416
ACH-000160,0.1893926125834112
ACH-000163,0.0589986168651758
ACH-000167,0.2588280235224797
ACH-000168,0.1167694987918215
ACH-000169,0.10950659352220432
ACH-000178,0.2042863843029417
ACH-000183,0.17557555578580594
ACH-000188,0.07664534880034082
ACH-000189,0.15044443137476676
ACH-000190,0.1722302963949138
ACH-000198,0.10424692494851487
ACH-000203,-0.051987310674171484
ACH-000204,0.037768750005813465
ACH-000206,0.035328523874122365
ACH-000207,0.2296149297270056
ACH-000208,0.10383168415259247
ACH-000210,0.2185667768641453
ACH-000211,0.18860545023458933
ACH-000215,0.13868631227613806
ACH-000221,0.20792987228456894
ACH-000222,0.10632272978588148
ACH-000223,0.015507830960870288
ACH-000226,-0.032054776011404836
ACH-000227,0.12131221828984715
ACH-000228,-0.11908575998189533
ACH-000231,0.06755661333437603
ACH-000232,0.18749581706733714
ACH-000233,-0.03557798120765338
ACH-000234,0.13231054231698114
ACH-000235,0.07927067844617536
ACH-000237,-0.2956890290441049
ACH-000238,0.11165699458302497
ACH-000242,0.3099758220660384
ACH-000243,0.04331925921807367
ACH-000244,0.23242149406526594
ACH-000246,0.0732610621254313
ACH-000248,0.08555335848269342
ACH-000250,0.13930645885590634
ACH-000251,0.21024753760403686
ACH-000252,0.25295369285874675
ACH-000253,0.1282527192706106
ACH-000255,0.08415745084657072
ACH-000256,0.019574551746408087
ACH-000257,-0.2093370143731514
ACH-000258,-0.0022018325100611235
ACH-000259,0.09832576626585264
ACH-000260,0.0991334159186053
ACH-000261,0.10667632018951816
ACH-000262,0.2318840829251805
ACH-000263,0.03705332900851736
ACH-000264,0.12597391321643395
ACH-000265,0.1854774759807614
ACH-000266,0.06287594994016624
ACH-000272,0.06537380875880626
ACH-000274,0.0624226956619906
ACH-000277,0.01751823375059593
ACH-000278,0.16098444463577746
